Metric,Value
Overall Accuracy,0.5498
""
Macro Averaged Metrics,
Precision (Macro),0.4700
Recall (Macro),0.3850
F1-Score (Macro),0.3188
""
Weighted Averaged Metrics,
Precision (Weighted),0.5477
Recall (Weighted),0.5498
F1-Score (Weighted),0.4310
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.8800,0.1549,0.2635,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5300,1.0000,0.6928,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,22,0,120
Enrolled,3,0,76
Graduate,0,0,221
