Metric,Value
Overall Accuracy,0.6448
""
Macro Averaged Metrics,
Precision (Macro),0.4921
Recall (Macro),0.4844
F1-Score (Macro),0.4496
""
Weighted Averaged Metrics,
Precision (Weighted),0.5811
Recall (Weighted),0.6448
F1-Score (Weighted),0.5669
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.8784,0.4577,0.6019,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5978,0.9955,0.7470,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,65,0,77
Enrolled,8,0,71
Graduate,1,0,220
