Metric,Value
Overall Accuracy,0.5724
""
Macro Averaged Metrics,
Precision (Macro),0.4943
Recall (Macro),0.4085
F1-Score (Macro),0.3554
""
Weighted Averaged Metrics,
Precision (Weighted),0.5732
Recall (Weighted),0.5724
F1-Score (Weighted),0.4682
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.9412,0.2254,0.3636,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5417,1.0000,0.7027,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,32,0,110
Enrolled,2,0,77
Graduate,0,0,221
