Metric,Value
Overall Accuracy,0.5090
""
Macro Averaged Metrics,
Precision (Macro),0.3916
Recall (Macro),0.3427
F1-Score (Macro),0.2426
""
Weighted Averaged Metrics,
Precision (Weighted),0.4682
Recall (Weighted),0.5090
F1-Score (Weighted),0.3543
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.6667,0.0282,0.0541,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5080,1.0000,0.6738,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,4,1,137
Enrolled,2,0,77
Graduate,0,0,221
