Metric,Value
Overall Accuracy,0.5158
""
Macro Averaged Metrics,
Precision (Macro),0.4294
Recall (Macro),0.3498
F1-Score (Macro),0.2562
""
Weighted Averaged Metrics,
Precision (Weighted),0.5051
Recall (Weighted),0.5158
F1-Score (Weighted),0.3677
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.7778,0.0493,0.0927,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5104,1.0000,0.6758,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,7,0,135
Enrolled,2,0,77
Graduate,0,0,221
