campaign,dataset,model,cap,seed,K,N,n_rows,last_ep,gate_ep,n_off,n_on,n_nan_soft,n_nan_soft_off,lam_min,lam_final,first_sat,n_sat,exc_final,soft_final,step_on,drift_on,ratio_on,npts_on,netcounts_on,step_off,drift_off,ratio_off,npts_off,netcounts_off,peak_ep_soft,last_rise_ep_soft,peak_ep_exc,last_rise_ep_exc,excratio_on,excstep_on,excdrift_on,excratio_off,excstep_off,excdrift_off,ratio_late10,npts_late10,ratio_early10,ratio_late12,npts_late12,ratio_early12,ratio_late15,npts_late15,ratio_early15,ratio_on_tail,npts_on_tail
lrc5e-5,dermmnist,MobileNetV3,L30_G30,1,67,2003,29,28,16.0,13,16,0,0,0.001029,0.01284,27.0,2,0.0,51.008048000000144,23.393571133333406,-6.668254066666683,0.28504643556387654,16,-100.02381100000025,9.693518500000003,-9.693518500000003,1.0,13.0,-116.32222200000004,0,14,1,14,0.18208955223880596,44.666666666666664,-8.133333333333333,1.0,16.666666666666668,-16.666666666666668,0.7382261907412755,19,0.2477467152690998,0.7074712286158614,17,0.3139073026320221,1.0,14,0.2523027513625471,0.06404710741495345,13.0
lrc5e-5,dermmnist,MobileNetV3,L30_G30,2,67,2003,29,28,13.0,16,13,0,0,0.00115,0.01321,24.0,5,0.0,31.45876799999997,37.757050749999934,-6.542632583333353,0.17328240562680508,13,-78.51159100000024,12.361981866666676,-12.361981866666678,1.0000000000000002,16.0,-185.42972800000018,0,12,0,12,0.10344827586206896,67.66666666666667,-7.0,1.0,19.2,-19.2,0.6366092583098958,19,0.40263850873665563,1.0,17,0.3271592591110934,1.0000000000000002,14,0.18637504731490664,0.17328240562680508,13.0
lrc5e-5,dermmnist,MobileNetV3,L30_G30,3,67,2003,28,27,14.0,14,14,0,0,0.000639,0.009182,23.0,5,0.0,37.09120399999973,49.7368011538462,-5.591913769230757,0.11243010486206809,14,-72.69487899999984,6.419152769230795,-6.419152769230795,1.0,14.0,-83.44898600000033,3,12,3,12,0.045655375552282766,104.46153846153847,-4.769230769230769,1.0,7.846153846153846,-7.846153846153846,0.697602090952377,18,0.04771861245577731,1.0000000000000002,16,0.08565545446125125,1.0,13,0.11483493058001346,0.11243010486206809,14.0
lrc5e-5,dermmnist,MobileNetV3,L30_G30,4,67,2003,29,28,14.0,15,14,0,0,0.000721,0.010198,24.0,5,0.0,36.187851000000116,27.13155946153847,-5.805464384615397,0.21397459268219313,14,-75.47103700000017,7.014649071428563,-7.014649071428563,1.0,15.0,-98.20508699999988,3,11,3,11,0.11977715877437324,55.23076923076923,-6.615384615384615,1.0,9.142857142857142,-9.142857142857142,0.9126611957796035,19,0.2503158716910048,1.0,17,0.08242843694894142,1.0,14,0.2174188368595435,0.21397459268219313,14.0
lrc5e-5,octmnist,MobileNetV3,L30_G30,1,75,1000,29,28,20.0,9,20,0,0,0.001049,0.018054,25.0,4,0.0,15.615000000000059,35.474473684210544,-0.7593157894736853,0.021404568147593173,20,-14.427000000000021,17.96199999999999,-17.96199999999999,1.0,9.0,-143.6959999999999,7,19,7,19,0.03532608695652174,77.47368421052632,-2.736842105263158,1.0,20.875,-20.875,0.5007227272131056,19,0.11696225189050005,0.3457386832407456,17,0.05433008347003163,0.6146255490843365,14,0.06834526246938231,0.07049367508675948,9.0
lrc5e-5,octmnist,MobileNetV3,L30_G30,2,75,1000,29,28,24.0,5,24,0,0,0.00081,0.020637,28.0,1,0.0,58.52899999999995,26.90065217391297,0.08900000000000358,0.003308469974059281,24,2.0470000000000823,22.715000000000032,-22.715000000000032,1.0,5.0,-90.86000000000013,13,22,13,22,0.0752,54.34782608695652,4.086956521739131,1.0,37.25,-37.25,0.21365569943901194,19,0.0398346874559716,0.14875978246451851,17,0.028504541932506063,0.22117557426947448,14,0.013487707618823026,0.4090874301604891,5.0
lrc5e-5,octmnist,MobileNetV3,L30_G30,3,75,1000,29,28,22.0,7,22,0,0,0.001126,0.023543,26.0,3,0.0,20.938000000000308,28.152190476190473,-0.9577142857142869,0.03401917468995058,22,-20.112000000000023,22.466333333333225,-22.466333333333225,1.0,7.0,-134.79799999999935,14,21,14,21,0.037037037037037035,61.714285714285715,-2.2857142857142856,1.0,26.5,-26.5,0.2877061777372714,19,0.018548807230521176,0.37091607943625843,17,0.019960133525792345,0.6998647356935456,14,0.09447642463915712,0.36329341546466826,7.0
lrc5e-5,octmnist,MobileNetV3,L30_G30,4,75,1000,27,26,17.0,10,17,0,0,0.000768,0.013944,22.0,5,0.0,15.03500000000001,36.684875000000005,0.6059999999999981,0.016519069507528593,17,9.69599999999997,15.177888888888882,-15.177888888888882,1.0,10.0,-136.60099999999994,7,15,7,15,0.07109004739336493,79.125,5.625,1.0,16.333333333333332,-16.333333333333332,0.45721065682315676,17,0.1066859742273319,0.473012839423829,15,0.0666258746434813,1.0,12,0.0028184360181666744,0.13111644056269464,10.0
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,1,51,2400,29,28,,0,29,0,0,0.000667,0.015292,,0,496.0,312.61679999999996,42.21111428571427,3.6263142857142845,0.08590899214763344,29,101.53679999999997,,,,,,28,28,28,28,0.1763803680981595,93.14285714285714,16.428571428571427,,,,0.2224264549695114,19,0.09358359255549145,0.2017084798125068,17,0.005185973829721247,0.22427294918099822,14,0.05879615409674277,,
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,2,51,2400,29,28,,0,29,0,0,0.000984,0.017132,,0,172.0,137.2368000000004,48.65211428571429,-5.354399999999985,0.11005482657044971,29,-149.92319999999958,,,,,,0,27,0,27,0.08778391651319827,116.35714285714286,-10.214285714285714,,,,0.02065289119854855,19,0.2411900013203701,0.013313364309871312,17,0.15332694010032477,0.1751541122706112,14,0.15116363873652253,,
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,3,51,2400,29,28,,0,29,0,0,0.00044,0.011181,,0,162.0,138.74400000000006,48.53674285714281,-0.6377142857142835,0.013138794409654861,29,-17.855999999999938,,,,,,22,27,22,27,0.04266088214027476,98.78571428571429,4.214285714285714,,,,0.023898869954849657,19,0.1367204727882157,0.02890802443771145,17,0.0658124847089952,0.062304187779472955,14,0.01495347614894565,,
lrc5e-5,tissuemnist,MobileNetV3,L30_G30,4,51,2400,29,28,,0,29,0,0,0.000519,0.010839,0.0,1,96.0,105.13439999999976,37.485085714285674,-2.5152000000000085,0.06709868610601732,29,-70.42560000000024,,,,,,25,25,25,25,0.04225352112676056,81.14285714285714,3.4285714285714284,,,,0.02415173202421105,19,0.30668763155892553,0.06275643083948787,17,0.27942175675359054,0.10136913312236562,14,0.2682730543457686,,
lrc5e-5,dermmnist,MobileNetV3,L50_G50,1,112,2003,29,28,13.0,16,13,0,0,0.000804,0.006976,24.0,5,0.0,66.26550100000009,26.424076750000037,-8.39774441666667,0.3178065404562019,13,-100.77293300000005,7.341262066666648,-7.283041533333329,0.992069410844537,16.0,-109.24562299999994,0,14,1,14,0.18210862619808307,52.166666666666664,-9.5,0.9708029197080293,9.133333333333333,-8.866666666666667,0.7922451286335587,19,0.32720548578472924,0.9350837515018735,17,0.2292991357839668,1.0,14,0.3026900789289638,0.3178065404562019,13.0
lrc5e-5,dermmnist,MobileNetV3,L50_G50,2,112,2003,27,26,14.0,13,14,0,0,0.000925,0.00723,22.0,5,0.0,64.08423400000015,26.88426599999999,-7.62187723076924,0.283506986233853,14,-99.08440400000012,10.494551583333324,-10.494551583333324,1.0,13.0,-125.93461899999988,0,13,0,13,0.19344262295081968,46.92307692307692,-9.076923076923077,1.0,12.916666666666666,-12.916666666666666,0.735438900484386,17,0.4626543483338847,0.9137369233407656,15,0.39058677429369776,1.0,12,0.29988183706955956,0.2413726144603906,13.0
lrc5e-5,dermmnist,MobileNetV3,L50_G50,3,112,2003,28,27,14.0,14,14,0,0,0.000414,0.005557,23.0,5,0.0,66.53790900000014,55.48279184615382,-2.9727601538461452,0.05357985881621101,14,-38.64588199999989,6.659050538461528,-6.659050538461528,1.0,14.0,-86.56765699999987,3,12,3,12,0.011065006915629323,111.23076923076923,1.2307692307692308,1.0,6.846153846153846,-6.846153846153846,0.39895418177459496,18,0.04270410048023658,1.0,16,0.0952291666666666,1.0,13,0.05772474162385741,0.05357985881621101,14.0
lrc5e-5,dermmnist,MobileNetV3,L50_G50,4,112,2003,27,26,15.0,12,15,0,0,0.000497,0.007254,22.0,5,0.0,62.47582499999993,29.708066785714312,-0.4966009285714372,0.01671602976233503,15,-6.952413000000121,11.903829000000004,-11.903829000000004,1.0,12.0,-130.94211900000005,3,13,3,13,0.04269662921348315,63.57142857142857,2.7142857142857144,1.0,13.0,-13.0,0.44848154860100964,17,0.26444331910583807,0.5522861529389033,15,0.04372335216347613,1.0,12,0.01671602976233503,0.2158318059952439,12.0
lrc5e-5,octmnist,MobileNetV3,L50_G50,1,125,1000,29,28,22.0,7,22,0,0,0.000549,0.008579,1.0,7,0.0,53.48299999999999,39.04566666666667,-1.3903333333333348,0.035607877954873385,22,-29.19700000000003,14.824,-14.824,1.0,7.0,-88.944,7,19,7,19,0.0510585305105853,76.47619047619048,-3.9047619047619047,1.0,4.0,-4.0,0.2419352397099563,19,0.01301628268676024,0.26271404708115964,17,0.15089666579611732,0.39760207298207834,14,0.02537955479991415,0.17478627763552904,7.0
lrc5e-5,octmnist,MobileNetV3,L50_G50,2,125,1000,29,28,22.0,7,22,0,0,0.00031,0.007121,1.0,5,0.0,73.076,34.07390476190477,-0.10952380952381142,0.0032143016859711654,22,-2.30000000000004,13.056666666666667,-13.056666666666667,1.0,7.0,-78.34,13,21,13,21,0.032525951557093424,68.80952380952381,2.238095238095238,1.0,8.333333333333334,-8.333333333333334,0.18840282938764275,19,0.09530316944885062,0.13406919300636497,17,0.07272374779151138,0.126939205268187,14,0.0775035697587727,0.15690148796322406,7.0
lrc5e-5,octmnist,MobileNetV3,L50_G50,3,125,1000,29,28,22.0,7,22,0,0,0.000626,0.010215,12.0,3,0.0,91.69200000000002,25.74214285714288,-0.520714285714279,0.02022808623990649,22,-10.93499999999986,13.36599999999997,-13.36599999999997,1.0,7.0,-80.19599999999981,14,21,3,21,0.024179620034542312,55.142857142857146,-1.3333333333333333,1.0,14.333333333333334,-14.333333333333334,0.21603878095747883,19,0.08537273565207593,0.0847869548738391,17,0.2335903313190248,0.38260265130827537,14,0.10768636539204338,0.3062832381327557,7.0
lrc5e-5,octmnist,MobileNetV3,L50_G50,4,125,1000,25,24,18.0,7,18,0,0,0.000268,0.00573,0.0,8,0.0,69.72800000000001,35.871764705882356,-0.8492941176470564,0.023675838772096617,18,-14.43799999999996,10.175833333333324,-10.175833333333324,1.0,7.0,-61.05499999999995,8,16,8,16,0.02237521514629948,68.3529411764706,1.5294117647058822,1.0,2.5,-2.5,0.20402436176137664,15,0.023785339206772345,0.6033163454823705,13,0.09667478249025255,0.6485444149104929,10,0.08359982997183411,0.42772014061562164,7.0
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,1,86,2400,29,28,,0,29,0,0,0.000522,0.01059,0.0,1,114.0,146.5976,43.48020000000003,-2.310085714285713,0.053129601848328926,29,-64.68239999999997,,,,,,15,27,15,27,0.04212860310421286,96.64285714285714,4.071428571428571,,,,0.007205527063111863,19,0.12794647990383076,0.02885317549648858,17,0.1707539134776351,0.1718641046887944,14,0.01417054110198847,,
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,2,86,2400,29,28,,0,29,0,0,0.000838,0.012892,10.0,1,84.0,132.16880000000032,44.53157142857133,-5.533971428571418,0.12427074210592166,29,-154.9511999999997,,,,,,0,26,0,26,0.09973753280839895,108.85714285714286,-10.857142857142858,,,,0.033261136802669865,19,0.24199976207470872,0.01997115625783786,17,0.28123296246188667,0.11716630610212524,14,0.17725095197150237,,
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,3,86,2400,29,28,,0,29,0,0,0.000294,0.007649,0.0,3,198.0,191.61680000000018,32.436428571428586,1.252028571428578,0.038599458281033415,29,35.05680000000018,,,,,,15,28,15,28,0.10987791342952274,64.35714285714286,7.071428571428571,,,,0.0779886167970628,19,0.06792777300086002,0.11307492233496913,17,0.007651606050473175,0.06468378640416604,14,0.013364351229205148,,
lrc5e-5,tissuemnist,MobileNetV3,L50_G50,4,86,2400,29,28,,0,29,0,0,0.000373,0.008659,0.0,4,266.0,225.30799999999985,46.23025714285713,1.7781428571428524,0.03846275074023868,29,49.78799999999987,,,,,,24,28,24,28,0.10631494804156674,89.35714285714286,9.5,,,,0.06311331848491768,19,0.179849816479779,0.085426903182226,17,0.07993643145630679,0.02206653296269032,14,0.188519523335279,,
lrc5e-5,dermmnist,RegNetY400MF,L30_G30,1,67,2003,26,25,12.0,14,12,0,0,0.000853,0.010275,21.0,5,0.0,17.571968999999903,18.624258181818174,-3.1046499999999977,0.16669925694172855,12,-34.15114999999997,13.921928538461545,-13.921928538461545,1.0,14.0,-180.9850710000001,0,10,10,10,0.023529411764705882,30.90909090909091,0.7272727272727273,1.0,18.76923076923077,-18.76923076923077,1.0,16,0.16560554827834906,1.0,14,0.16669925694172855,1.0,11,0.275181140932748,0.16669925694172855,12.0
lrc5e-5,dermmnist,RegNetY400MF,L30_G30,2,67,2003,26,25,13.0,13,13,0,0,0.0007,0.009928,21.0,5,0.0,25.934493999999972,24.742391333333348,-0.5908850000000095,0.023881483080576766,13,-7.090620000000115,13.535272500000021,-13.53527250000002,0.9999999999999999,13.0,-162.42327000000023,1,12,12,12,0.2023121387283237,57.666666666666664,11.666666666666666,1.0,20.5,-20.5,0.6363971918116657,16,0.03948229184488889,0.9999999999999999,14,0.2278791311031107,1.0,11,0.1017103833617877,0.023881483080576766,13.0
lrc5e-5,dermmnist,RegNetY400MF,L30_G30,3,67,2003,28,27,16.0,12,16,0,0,0.001005,0.01157,23.0,5,0.0,16.696657999999942,20.310954133333396,-5.4257264,0.26713301425340474,16,-81.385896,15.224803000000003,-15.224803000000003,1.0,12.0,-167.47283300000004,0,15,0,15,0.17032967032967036,48.53333333333333,-8.266666666666667,1.0,21.818181818181817,-21.818181818181817,0.6655661551223538,18,0.3142713964940685,0.7236071462659099,16,0.34073049756969953,1.0,13,0.41533445442328715,0.0480747265020173,12.0
lrc5e-5,dermmnist,RegNetY400MF,L30_G30,4,67,2003,26,25,13.0,13,13,0,0,0.000856,0.010591,21.0,5,0.0,23.981569000000057,30.656749583333305,-3.963102416666677,0.1292734053848043,13,-47.55722900000012,13.91434025,-13.914340249999997,0.9999999999999998,13.0,-166.97208299999997,0,13,10,13,0.010638297872340425,62.666666666666664,0.6666666666666666,1.0,20.666666666666668,-20.666666666666668,0.6432894268422925,16,0.15147547030616076,0.999352424809323,14,0.32412313742514626,0.9999999999999999,11,0.139747478006496,0.1292734053848043,13.0
lrc5e-5,octmnist,RegNetY400MF,L30_G30,1,75,1000,29,28,22.0,7,22,0,0,0.001003,0.024339,27.0,2,0.0,27.648000000000074,14.029047619047612,0.6167619047619046,0.04396320559383593,22,12.951999999999996,25.359166666666685,-25.35916666666668,0.9999999999999999,7.0,-152.1550000000001,4,21,4,21,0.0449438202247191,33.904761904761905,1.5238095238095237,1.0,34.833333333333336,-34.833333333333336,0.5206872749912035,19,0.05651802682678238,0.5549928182416672,17,0.060172439187428574,0.5706622221007873,14,0.06070895374492991,0.5982369893202282,7.0
lrc5e-5,octmnist,RegNetY400MF,L30_G30,2,75,1000,29,28,28.0,1,28,0,0,0.001205,0.023088,,0,135.0,146.4770000000001,20.108222222222256,-1.5354814814814803,0.07636087688470886,28,-41.45799999999997,,,,,,8,27,8,27,0.07508532423208192,43.407407407407405,-3.259259259259259,,,,0.03008963419712647,19,0.03802260876594877,0.06129580687028321,17,0.16490088326250932,0.010540632437946762,14,0.18000070791676256,,
lrc5e-5,octmnist,RegNetY400MF,L30_G30,3,75,1000,29,28,25.0,4,25,0,0,0.00112,0.028607,,0,73.0,115.92400000000015,28.07641666666663,0.5219166666666671,0.018589148069109048,25,12.52600000000001,23.550666666666558,-23.550666666666558,1.0,4.0,-70.65199999999967,5,24,5,24,0.047619047619047616,57.75,2.75,1.0,45.333333333333336,-45.333333333333336,0.09762180861746168,19,0.0760881763527051,0.21866368727942304,17,0.013791191869417635,0.19626288992841026,14,0.11938829105033634,0.5643641525978146,4.0
lrc5e-5,octmnist,RegNetY400MF,L30_G30,4,75,1000,29,28,20.0,9,20,0,0,0.000998,0.017709,24.0,5,0.0,6.93400000000004,30.637315789473668,-0.8520526315789485,0.027810942624147763,20,-16.18900000000002,17.21537499999998,-17.21537499999998,1.0,9.0,-137.72299999999984,11,16,11,16,0.01379310344827586,61.05263157894737,-0.8421052631578947,1.0,16.375,-16.375,0.26724165778337694,19,0.018873986025219242,0.431504153569236,17,0.12079688332359868,0.6987053613172503,14,0.14147978697762006,0.19900922383038483,9.0
lrc5e-5,tissuemnist,RegNetY400MF,L30_G30,1,51,2400,29,28,,0,29,0,0,0.000488,0.015242,,0,212.0,166.51679999999993,41.83508571428565,-0.057257142857145435,0.001368639310271415,29,-1.6032000000000721,,,,,,16,28,19,28,0.016999260901699925,96.64285714285714,1.6428571428571428,,,,0.0023272698340080352,19,0.07543095377778819,0.024744595409999855,17,0.04349088959145614,0.022781212965204148,14,0.038203542941346175,,
lrc5e-5,tissuemnist,RegNetY400MF,L30_G30,2,51,2400,29,28,,0,29,0,0,0.000566,0.016363,,0,274.0,188.19119999999987,24.950657142857143,0.04825714285713799,0.0019341030811668627,29,1.3511999999998636,,,,,,22,26,22,28,0.02512562814070352,56.857142857142854,1.4285714285714286,,,,0.04754891027610247,19,0.14004508493680126,0.015883782714374486,17,0.19582751234050488,0.023608934169279415,14,0.05623915239748164,,
lrc5e-5,tissuemnist,RegNetY400MF,L30_G30,3,51,2400,29,28,,0,29,0,0,0.000426,0.016949,,0,244.0,180.11280000000005,27.404828571428585,0.9597428571428586,0.035020940001188564,29,26.87280000000004,,,,,,22,26,22,26,0.07420494699646643,60.642857142857146,4.5,,,,0.06412445265737374,19,0.06160944101792002,0.008298997350390388,17,0.03135167532393372,0.009582529105652608,14,0.1553713969302749,,
lrc5e-5,tissuemnist,RegNetY400MF,L30_G30,4,51,2400,29,28,,0,29,0,0,0.000549,0.013727,,0,266.0,194.92799999999977,26.151428571428575,0.43457142857142067,0.01661750245821012,29,12.167999999999779,,,,,,15,28,0,28,0.015345268542199489,55.857142857142854,-0.8571428571428571,,,,0.02350642596436279,19,0.058021501407281455,0.15843017859131886,17,0.0008397587602105528,0.009590825500613414,14,0.005242941654750699,,
lrc5e-5,dermmnist,RegNetY400MF,L50_G50,1,112,2003,24,23,12.0,12,12,0,0,0.000628,0.006689,19.0,5,0.0,49.40825299999994,23.160142727272767,-0.3696445454545509,0.015960374243258326,12,-4.0660900000000595,15.831165727272746,-15.831165727272746,1.0,12.0,-174.1428230000002,0,11,11,11,0.13409961685823754,47.45454545454545,6.363636363636363,1.0,18.818181818181817,-18.818181818181817,0.6544377421587747,14,0.08993598488823519,1.0,12,0.015960374243258326,1.0,9,0.15272710041226337,0.015960374243258326,12.0
lrc5e-5,dermmnist,RegNetY400MF,L50_G50,2,112,2003,28,27,14.0,14,14,0,0,0.000475,0.006642,23.0,5,0.0,44.02018300000009,27.5705246153846,0.3204799999999969,0.01162400804739008,14,4.166239999999959,12.701793384615375,-12.701793384615375,1.0,14.0,-165.12331399999988,1,13,13,13,0.16998827667057445,65.61538461538461,11.153846153846153,1.0,14.23076923076923,-14.23076923076923,0.6004605394891158,18,0.040630117757155124,0.9392131139928273,16,0.1712194960431775,1.0,13,0.005549352575532813,0.01162400804739008,14.0
lrc5e-5,dermmnist,RegNetY400MF,L50_G50,3,112,2003,25,24,15.0,10,15,0,0,0.000781,0.005999,20.0,5,0.0,56.160365999999975,27.152954142857165,-8.293278428571437,0.30542821915209767,15,-116.10589800000011,9.999643666666682,-9.999643666666682,1.0,10.0,-89.99679300000014,0,13,0,13,0.23841807909604518,63.214285714285715,-15.071428571428571,1.0,7.0,-7.0,0.7813513483183886,15,0.17587851221480472,0.8400010455739524,13,0.2874974629592044,1.0,10,0.30542821915209767,0.32085520664312317,10.0
lrc5e-5,dermmnist,RegNetY400MF,L50_G50,4,112,2003,24,23,12.0,12,12,0,0,0.000632,0.004665,19.0,5,0.0,53.82486800000003,23.997032545454534,-6.747560727272728,0.2811831302262761,12,-74.22316800000002,10.052146545454539,-10.052146545454537,0.9999999999999998,12.0,-110.57361199999991,0,12,4,12,0.07749077490774908,49.27272727272727,-3.8181818181818183,1.0,9.181818181818182,-9.181818181818182,0.9995499486660201,14,0.245160645671151,0.9999999999999998,12,0.2811831302262761,1.0,9,0.30255904497648495,0.2811831302262761,12.0
lrc5e-5,octmnist,RegNetY400MF,L50_G50,1,125,1000,29,28,25.0,4,25,0,0,0.000503,0.011337,28.0,1,0.0,102.94099999999995,20.926000000000016,-1.1046666666666642,0.052789193666570935,25,-26.511999999999944,13.42100000000002,-13.42100000000002,1.0,4.0,-40.26300000000006,12,23,12,23,0.038986354775828465,42.75,-1.6666666666666667,1.0,10.0,-10.0,0.18464521472510417,19,0.2244455127788678,0.3444468998316156,17,0.1408005105762215,0.38549370823896406,14,0.10239697153363506,0.28518125989053245,4.0
lrc5e-5,octmnist,RegNetY400MF,L50_G50,2,125,1000,29,28,21.0,8,21,0,0,0.000705,0.004839,24.0,5,0.0,45.53000000000007,23.350099999999976,-2.6646999999999963,0.11411942561273823,21,-53.293999999999926,12.869999999999987,-12.869999999999987,1.0,8.0,-90.0899999999999,9,19,9,19,0.1190233977619532,49.15,-5.85,1.0,1.1428571428571428,-1.1428571428571428,0.27411139741885376,19,0.10435138656244167,0.3754651011705784,17,0.18753563335137996,0.41696198999422,14,0.11831317436926996,0.07749682849413393,8.0
lrc5e-5,octmnist,RegNetY400MF,L50_G50,3,125,1000,29,28,,0,29,0,0,0.00062,0.01302,,0,190.0,220.62000000000006,26.23657142857143,1.2007142857142878,0.04576490830683459,29,33.62000000000006,,,,,,24,28,24,28,0.07220708446866485,52.42857142857143,3.7857142857142856,,,,0.06383961427310393,19,0.010452729447223448,0.07439115846736398,17,0.03854454028005711,0.13942452720733275,14,0.14847333990450046,,
lrc5e-5,octmnist,RegNetY400MF,L50_G50,4,125,1000,29,28,25.0,4,25,0,0,0.000498,0.007844,25.0,4,0.0,57.224999999999966,18.5617083333333,-1.6297083333333309,0.0877994796635547,25,-39.11299999999994,19.059999999999988,-19.059999999999988,1.0,4.0,-57.179999999999964,18,23,16,23,0.07655502392344497,34.833333333333336,-2.6666666666666665,,0.0,0.0,0.18824352364555377,19,0.12320086386951118,0.2573439435363082,17,0.19162963027388205,0.38298471062752143,14,0.32751303052866776,0.6851017771725849,4.0
lrc5e-5,tissuemnist,RegNetY400MF,L50_G50,1,86,2400,29,28,,0,29,0,0,0.000342,0.011812,,0,176.0,176.6672,34.22125714285711,0.30668571428571517,0.008961848274756577,29,8.587200000000024,,,,,,16,27,16,27,0.03853564547206166,74.14285714285714,2.857142857142857,,,,0.038340166319628624,19,0.06245935329465948,0.008078870701742897,17,0.12109500805152959,0.10286636059064397,14,0.052466440489346504,,
lrc5e-5,tissuemnist,RegNetY400MF,L50_G50,2,86,2400,29,28,,0,29,0,0,0.00042,0.011696,,0,192.0,184.3399999999998,21.6319714285714,-0.08785714285715025,0.004061448728667836,29,-2.460000000000207,,,,,,24,27,24,27,0.021739130434782608,46.0,1.0,,,,0.029407849652676413,19,0.1673860515065775,0.05371464298033842,17,0.1528245156408678,0.06954275875263026,14,0.13228322008192323,,
lrc5e-5,tissuemnist,RegNetY400MF,L50_G50,3,86,2400,29,28,,0,29,0,0,0.00028,0.011663,,0,126.0,157.49119999999996,27.664285714285718,0.15325714285714195,0.005539891556932577,29,4.291199999999975,,,,,,23,27,23,27,0.04328523862375138,64.35714285714286,2.7857142857142856,,,,0.13880182296618435,19,0.021691660279677696,0.011760466959717499,17,0.07305361305361299,0.14553731779643322,14,0.06837762776460106,,
lrc5e-5,tissuemnist,RegNetY400MF,L50_G50,4,86,2400,29,28,,0,29,0,0,0.000403,0.010919,,0,146.0,163.39520000000013,31.523314285714218,-0.6901714285714229,0.021893999543195108,29,-19.32479999999984,,,,,,15,27,15,27,0.038341968911917094,68.92857142857143,-2.642857142857143,,,,0.01444909093634293,19,0.05901291078526913,0.03992829138890985,17,0.07417195207892921,0.18993791904643667,14,0.07705127944553973,,
lrc1e-4_gateon,dermmnist,MobileNetV3,L30_G30,1,67,2003,28,27,13.0,15,13,0,0,0.000592,0.008383,23.0,5,0.0,21.013123000000036,41.635192583333314,-3.515431916666666,0.08443414569610766,13,-42.185182999999995,8.931233928571439,-8.931233928571439,1.0,15.0,-125.03727500000015,1,13,11,13,0.014314928425357873,81.5,-1.1666666666666667,1.0,11.0,-11.0,0.5859148999212455,18,0.0857896085826225,0.95836993349228,16,0.08664579427690501,1.0,13,0.08335614726292385,0.08443414569610766,13.0
lrc1e-4_gateon,dermmnist,MobileNetV3,L30_G30,2,67,2003,29,28,18.0,11,18,0,0,0.000634,0.010493,24.0,5,0.0,30.407193000000213,48.667480117647074,-1.8868260000000017,0.03876974923375638,18,-32.07604200000003,11.532873399999989,-11.532873399999989,1.0,11.0,-115.32873399999988,10,17,10,17,0.018359853121175027,96.11764705882354,1.7647058823529411,1.0,15.4,-15.4,0.6247924337592955,19,0.01217166586114018,0.3742323901264299,17,0.04378236763541106,0.8067457094905518,14,0.09605325460267958,0.04574596328476634,11.0
lrc1e-4_gateon,dermmnist,MobileNetV3,L30_G30,3,67,2003,22,21,10.0,12,10,0,0,0.00109,0.008004,17.0,5,0.0,23.354630000000007,39.775351444444446,-13.302813222222223,0.334448665797528,10,-119.72531900000001,11.989775909090907,-11.989775909090907,1.0,12.0,-131.88753499999999,4,9,4,9,0.28651685393258425,79.11111111111111,-22.666666666666668,1.0,16.0,-16.0,1.0,12,0.334448665797528,1.0,10,0.37582057753965814,1.0,7,0.44260543580131223,0.334448665797528,10.0
lrc1e-4_gateon,dermmnist,MobileNetV3,L30_G30,4,67,2003,27,26,14.0,13,14,0,0,0.000722,0.011174,22.0,5,0.0,30.847852999999915,52.04764684615383,0.2898186923076786,0.005568334206623125,14,3.7676429999998216,15.13216425000003,-15.13216425000003,1.0,13.0,-181.58597100000037,6,13,6,13,0.053824362606232294,108.61538461538461,5.846153846153846,1.0,23.5,-23.5,0.6290805927042942,17,0.25279158085665177,0.5208617060789914,15,0.07722703503230625,1.0,12,0.0012025607470028748,0.011520765079977085,13.0
lrc1e-4_gateon,octmnist,MobileNetV3,L30_G30,1,75,1000,29,28,28.0,1,28,0,0,0.001339,0.025465,,0,207.0,180.04400000000027,37.59318518518519,-0.45185185185185145,0.01201951496331091,28,-12.199999999999989,,,,,,8,27,0,27,0.04245709123757904,82.0,-3.4814814814814814,,,,0.0628702533924209,19,0.06664417687357271,0.060924661658314776,17,0.12274397680043417,0.08466516380112889,14,0.06153748836536806,,
lrc1e-4_gateon,octmnist,MobileNetV3,L30_G30,2,75,1000,29,28,28.0,1,28,0,0,0.000761,0.022407,,0,123.0,141.7459999999999,37.40033333333343,0.34485185185185946,0.00922055557041003,28,9.311000000000206,,,,,,10,27,10,27,0.05711519845111326,76.51851851851852,4.37037037037037,,,,0.09698954493758469,19,0.03041884543891065,0.011375455443407392,17,0.07603413505205979,0.028078718699041088,14,0.008354973249003826,,
lrc1e-4_gateon,octmnist,MobileNetV3,L30_G30,3,75,1000,29,28,,0,29,0,0,0.001344,0.024806,,0,209.0,182.6490000000001,41.881107142857154,-0.9553928571428543,0.022812024856076352,29,-26.75099999999992,,,,,,8,28,8,28,0.046511627906976744,86.0,-4.0,,,,0.13925675281488836,19,0.1505887004841688,0.03831956527705381,17,0.2219439922410179,0.019061920392135518,14,0.060960808355827976,,
