dataset,model,cap,method,seed,dir,K,last_epoch,n_rows,n_sat_logged,first_sat_ep,exc_first,exc_last,exc_min,ce_first,ce_last,lam_first,lam_last,raw_count,raw_excess,flips,n_globsat_logged,count_first,count_last,count_min,count_max,ratio_first,ratio_last,ratio_min,ratio_max,cross,soft_last,softhard_gap_last,acc_first,acc_last,acc_max,Lg_first,Lg_last,sat_epoch_ev,best_sat_ep_ev,min_exc_ep_ev,min_exc_ev,restored_ep,restore_kind
octmnist,MobileNetV3,L50_G50,fioretto_ldf,2,results/headroom/headroom_b30_lrc0.0001/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_2,,28.0,29,11,1.0,6.0,0.0,0.0,0.414535,,0.130697,4.564279,111,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,,25.0,26,5,21.0,222.0,0.0,0.0,0.450824,,0.000785,0.01032,9,0.0,58.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,hounie_rcl,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,,20.0,21,5,16.0,480.0,0.0,0.0,0.486292,,0.001239,0.008109,8,0.0,59.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,hounie_rcl,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,,28.0,29,3,26.0,310.0,0.0,0.0,0.469585,,0.000975,0.015408,16,0.0,51.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,hounie_rcl,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,,24.0,25,5,20.0,210.0,0.0,0.0,0.497525,,0.000789,0.008991,5,0.0,62.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,tralo,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,67.0,25.0,11,6,18.0,,,,0.450824,0.0,0.05,0.08,6,0.0,61.0,6.0,178.0,2.0,2.0,1266.0,2.656716417910448,0.029850746268656716,0.029850746268656716,18.895522388059703,3.0,11.85,9.85,0.8442,1.0,1.0,0.246595,0.0,18.0,26.0,18.0,0.0,,
dermmnist,RegNetY400MF,L30_G30,tralo,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,67.0,28.0,11,6,17.0,,,,0.486292,0.0,0.05,0.08,26,0.0,41.0,6.0,307.0,5.0,0.0,1871.0,4.582089552238806,0.07462686567164178,0.0,27.925373134328357,3.0,45.66,40.66,0.833,1.0,1.0,0.272396,0.0,17.0,29.0,17.0,0.0,,
dermmnist,RegNetY400MF,L30_G30,tralo,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,67.0,30.0,10,5,24.0,,,,0.469585,0.0,0.05,0.09,0,0.0,67.0,5.0,222.0,0.0,0.0,225.0,3.3134328358208953,0.0,0.0,3.3582089552238807,1.0,0.91,0.91,0.8372,1.0,1.0,0.260908,0.0,24.0,30.0,24.0,0.0,,
dermmnist,RegNetY400MF,L30_G30,tralo,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,67.0,28.0,11,6,18.0,,,,0.497525,0.0,0.05,0.08,0,0.0,67.0,6.0,172.0,0.0,0.0,1380.0,2.5671641791044775,0.0,0.0,20.597014925373134,3.0,0.52,0.52,0.826,1.0,1.0,0.247056,0.0,18.0,29.0,18.0,0.0,,
dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_4,,28.0,29,0,,222.0,2.0,2.0,0.450824,,0.785684,8.068637,52,2.0,19.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_3,,19.0,20,5,15.0,480.0,0.0,0.0,0.486292,,1.241131,9.420796,51,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_1,,20.0,21,5,16.0,310.0,0.0,0.0,0.469585,,0.976578,9.217104,21,0.0,46.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_2,,18.0,19,5,14.0,210.0,0.0,0.0,0.497525,,0.790504,7.436964,51,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,,28.0,29,0,,328.0,182.0,108.0,1.097908,0.031491,0.000604,0.016056,105,108.0,54.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,,28.0,29,0,,214.0,210.0,70.0,1.160072,0.036393,0.000537,0.016514,86,70.0,37.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,,28.0,29,0,,188.0,140.0,104.0,1.12025,0.023212,0.000511,0.016624,103,104.0,52.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,,28.0,29,0,,316.0,226.0,100.0,1.173995,0.02962,0.000617,0.015842,101,100.0,52.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,tralo,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,51.0,30.0,7,0,,,,,1.097908,0.045378,0.05,0.11,136,170.0,85.0,0.0,215.0,194.0,171.0,255.0,4.215686274509804,3.803921568627451,3.3529411764705883,5.0,0.0,195.66,1.6599999999999966,0.6085,0.9854,0.9925,0.259479,9.197686,,,28.0,170.0,28.0,min_excess
tissuemnist,RegNetY400MF,L30_G30,tralo,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,51.0,30.0,7,0,,,,,1.160072,0.034039,0.05,0.11,111,120.0,60.0,0.0,158.0,176.0,140.0,193.0,3.0980392156862746,3.450980392156863,2.7450980392156863,3.784313725490196,0.0,177.96,1.960000000000008,0.5814,0.9889,0.9889,0.251921,8.903877,,,4.0,120.0,4.0,min_excess
tissuemnist,RegNetY400MF,L30_G30,tralo,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,51.0,30.0,7,0,,,,,1.12025,0.038481,0.05,0.11,105,108.0,54.0,0.0,145.0,128.0,128.0,309.0,2.843137254901961,2.5098039215686274,2.5098039215686274,6.0588235294117645,0.0,136.22,8.219999999999999,0.5881,0.9878,0.9894,0.248504,7.615475,,,17.0,108.0,17.0,min_excess
tissuemnist,RegNetY400MF,L30_G30,tralo,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,51.0,30.0,7,0,,,,,1.173995,0.040804,0.05,0.11,123,144.0,72.0,0.0,209.0,316.0,123.0,316.0,4.098039215686274,6.196078431372549,2.411764705882353,6.196078431372549,0.0,310.51,-5.490000000000009,0.5672,0.9861,0.989,0.260721,9.960103,,,5.0,144.0,5.0,min_excess
tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,,28.0,29,0,,328.0,442.0,112.0,1.097908,0.02624,0.725146,20.499089,107,112.0,56.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,,28.0,29,0,,214.0,206.0,54.0,1.160072,0.038038,0.643885,18.468748,78,54.0,29.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,,28.0,29,0,,188.0,262.0,46.0,1.12025,0.033934,0.613606,21.250313,74,46.0,25.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,,28.0,29,0,,316.0,238.0,100.0,1.173995,0.043934,0.740919,18.932156,101,100.0,52.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,,28.0,29,0,,225.0,73.0,67.0,0.455922,0.022512,0.001237,0.028196,94,37.0,19.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,hounie_rcl,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,,28.0,29,0,,281.0,63.0,63.0,0.478893,,0.001411,0.025368,69,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,hounie_rcl,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,,28.0,29,0,,133.0,163.0,63.0,0.453289,0.01766,0.000759,0.026427,107,63.0,32.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,hounie_rcl,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,,28.0,29,0,,215.0,237.0,65.0,0.451029,,0.00121,0.028363,108,65.0,33.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,tralo,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,75.0,30.0,7,0,,,,,0.455922,0.023351,0.05,0.11,89,27.0,14.0,0.0,188.0,200.0,93.0,200.0,2.506666666666667,2.6666666666666665,1.24,2.6666666666666665,0.0,201.69,1.6899999999999977,0.823,0.992,0.9936,0.213954,7.658709,,,8.0,27.0,8.0,min_excess
octmnist,RegNetY400MF,L30_G30,tralo,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,75.0,30.0,7,0,,,,,0.478893,0.022022,0.05,0.11,126,101.0,51.0,0.0,216.0,142.0,126.0,221.0,2.88,1.8933333333333333,1.68,2.9466666666666668,0.0,145.32,3.319999999999993,0.8063,0.9922,0.9922,0.227582,4.847481,,,10.0,101.0,,
octmnist,RegNetY400MF,L30_G30,tralo,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,75.0,30.0,7,0,,,,,0.453289,0.020307,0.05,0.11,121,91.0,46.0,0.0,142.0,159.0,140.0,213.0,1.8933333333333333,2.12,1.8666666666666667,2.84,0.0,166.75,7.75,0.8193,0.9935,0.9948,0.151675,6.204234,,,24.0,91.0,24.0,min_excess
octmnist,RegNetY400MF,L30_G30,tralo,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,75.0,30.0,7,0,,,,,0.451029,0.020363,0.05,0.11,124,97.0,49.0,0.0,183.0,146.0,129.0,241.0,2.44,1.9466666666666668,1.72,3.2133333333333334,0.0,147.68,1.6800000000000068,0.8204,0.9929,0.9932,0.211442,5.017308,,,29.0,97.0,29.0,min_excess
octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,,28.0,29,0,,225.0,187.0,103.0,0.455922,0.014206,0.618642,13.515015,127,103.0,52.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,,28.0,29,0,,281.0,235.0,61.0,0.478893,0.016873,0.705563,14.73422,106,61.0,31.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,,28.0,29,0,,133.0,255.0,99.0,0.453289,0.019601,0.379596,15.7655,125,99.0,50.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,results/headroom/headroom_b30_lrc0.0001/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,,28.0,29,1,28.0,215.0,0.0,0.0,0.451029,,0.604806,12.276099,57,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,,25.0,26,5,21.0,133.0,0.0,0.0,0.450824,,0.00056,0.005995,16,0.0,95.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,hounie_rcl,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,,25.0,26,5,21.0,391.0,0.0,0.0,0.486292,,0.001015,0.006131,28,0.0,83.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,hounie_rcl,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,,23.0,24,5,19.0,221.0,0.0,0.0,0.469585,,0.00075,0.006312,42,0.0,69.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,hounie_rcl,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,,28.0,29,5,24.0,121.0,0.0,0.0,0.497525,,0.000565,0.007298,34,0.0,77.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,tralo,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4,112.0,29.0,12,6,21.0,,,,0.450824,0.0,0.05,0.09,0,0.0,111.0,6.0,178.0,0.0,0.0,250.0,1.5892857142857142,0.0,0.0,2.232142857142857,3.0,0.19,0.19,0.8442,1.0,1.0,0.150168,0.0,21.0,30.0,21.0,0.0,,
dermmnist,RegNetY400MF,L50_G50,tralo,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3,112.0,29.0,11,6,20.0,,,,0.486292,0.0,0.05,0.09,0,0.0,111.0,6.0,307.0,0.0,0.0,307.0,2.7410714285714284,0.0,0.0,2.7410714285714284,3.0,0.25,0.25,0.833,1.0,1.0,0.223994,0.0,20.0,30.0,20.0,0.0,,
dermmnist,RegNetY400MF,L50_G50,tralo,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,112.0,26.0,11,6,17.0,,,,0.469585,0.0,0.05,0.08,12,0.0,99.0,6.0,222.0,0.0,0.0,1715.0,1.9821428571428572,0.0,0.0,15.3125,3.0,16.13,16.13,0.8372,1.0,1.0,0.189406,0.0,17.0,27.0,17.0,0.0,,
dermmnist,RegNetY400MF,L50_G50,tralo,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2,112.0,28.0,10,6,20.0,,,,0.497525,0.0,0.05,0.09,1,0.0,110.0,6.0,172.0,0.0,0.0,208.0,1.5357142857142858,0.0,0.0,1.8571428571428572,1.0,0.65,0.65,0.826,1.0,1.0,0.151345,0.0,20.0,29.0,20.0,0.0,,
dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,,18.0,19,5,14.0,133.0,0.0,0.0,0.450824,,0.560684,4.862887,99,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,,20.0,21,5,16.0,391.0,0.0,0.0,0.486292,,1.016131,6.6591,48,0.0,63.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,,19.0,20,5,15.0,221.0,0.0,0.0,0.469585,,0.751578,6.337145,91,0.0,20.0,,,,,,,,,,,,,,,,,,,,,,,
dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,,21.0,22,5,17.0,121.0,0.0,0.0,0.497525,,0.565504,5.997639,69,0.0,42.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_4,,28.0,29,0,,258.0,58.0,32.0,1.097908,0.027941,0.000458,0.011583,102,32.0,16.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_3,,28.0,29,0,,144.0,266.0,14.0,1.160072,0.047957,0.000391,0.011929,93,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_1,,28.0,29,0,,118.0,192.0,3.0,1.12025,0.038055,0.000366,0.01144,81,3.0,11.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_2,,28.0,29,0,,246.0,286.0,30.0,1.173995,0.025739,0.000472,0.01376,101,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,tralo,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_4,86.0,30.0,7,0,,,,,1.097908,0.032707,0.05,0.11,91,11.0,11.0,0.0,215.0,236.0,136.0,242.0,2.5,2.744186046511628,1.5813953488372092,2.813953488372093,0.0,237.16,1.1599999999999966,0.6085,0.9884,0.9884,0.183256,7.813216,,,11.0,11.0,11.0,min_excess
tissuemnist,RegNetY400MF,L50_G50,tralo,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_3,86.0,30.0,7,0,,,,,1.160072,0.038951,0.05,0.11,82,3.0,10.0,0.0,158.0,137.0,104.0,214.0,1.8372093023255813,1.5930232558139534,1.2093023255813953,2.488372093023256,0.0,141.85,4.849999999999994,0.5814,0.987,0.987,0.161876,3.02473,,,7.0,3.0,7.0,min_excess
tissuemnist,RegNetY400MF,L50_G50,tralo,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_1,86.0,30.0,7,0,,,,,1.12025,0.036044,0.05,0.11,100,28.0,26.0,0.0,145.0,206.0,145.0,302.0,1.686046511627907,2.395348837209302,1.686046511627907,3.511627906976744,0.0,208.41,2.4099999999999966,0.5881,0.9875,0.9884,0.152725,6.9268,,,6.0,28.0,6.0,min_excess
tissuemnist,RegNetY400MF,L50_G50,tralo,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_2,86.0,30.0,7,0,,,,,1.173995,0.042677,0.05,0.11,114,56.0,42.0,0.0,209.0,249.0,146.0,253.0,2.4302325581395348,2.895348837209302,1.697674418604651,2.941860465116279,0.0,248.09,-0.9099999999999966,0.5672,0.9864,0.9872,0.186907,8.0698,,,3.0,56.0,3.0,min_excess
tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4,,28.0,29,0,,258.0,158.0,42.0,1.097908,0.02796,0.550146,14.240368,107,42.0,21.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3,,28.0,29,1,2.0,144.0,398.0,0.0,1.160072,0.04708,0.468885,13.275712,78,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1,,28.0,29,1,4.0,118.0,156.0,0.0,1.12025,0.023788,0.438606,15.469774,74,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,
tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2,,28.0,29,0,,246.0,290.0,30.0,1.173995,0.037579,0.565919,15.134693,101,30.0,27.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4,,28.0,29,0,,126.0,9.0,2.0,0.455922,0.022195,0.000737,0.011948,99,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,hounie_rcl,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3,,28.0,29,2,2.0,182.0,158.0,0.0,0.478893,0.018624,0.000911,0.013855,115,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,hounie_rcl,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1,,28.0,29,0,,34.0,114.0,20.0,0.453289,0.016883,0.000259,0.015889,135,20.0,10.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,hounie_rcl,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2,,28.0,29,5,2.0,116.0,76.0,0.0,0.451029,0.014896,0.00071,0.008697,111,0.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,tralo,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4,125.0,30.0,9,3,8.0,,,,0.455922,0.017271,0.05,0.06,112,0.0,13.0,4.0,188.0,141.0,76.0,280.0,1.504,1.128,0.608,2.24,6.0,139.56,-1.4399999999999977,0.823,0.9937,0.9937,0.083076,0.026934,8.0,22.0,8.0,0.0,,
octmnist,RegNetY400MF,L50_G50,tralo,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3,125.0,30.0,8,1,4.0,,,,0.478893,0.018497,0.05,0.05,109,0.0,16.0,1.0,216.0,148.0,109.0,216.0,1.728,1.184,0.872,1.728,2.0,152.56,4.560000000000002,0.8063,0.9939,0.9939,0.10782,0.038673,4.0,4.0,4.0,0.0,4.0,fully_satisfied
octmnist,RegNetY400MF,L50_G50,tralo,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1,125.0,30.0,8,1,16.0,,,,0.453289,0.011734,0.05,0.08,110,0.0,15.0,1.0,142.0,255.0,110.0,255.0,1.136,2.04,0.88,2.04,2.0,251.94,-3.0600000000000023,0.8193,0.9958,0.9958,0.018893,2.053434,16.0,16.0,16.0,0.0,16.0,fully_satisfied
octmnist,RegNetY400MF,L50_G50,tralo,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2,125.0,30.0,9,2,7.0,,,,0.451029,0.0,0.05,0.06,101,0.0,24.0,2.0,183.0,138.0,107.0,238.0,1.464,1.104,0.856,1.904,4.0,137.88,-0.12000000000000455,0.8204,1.0,1.0,0.079037,0.019092,7.0,22.0,7.0,0.0,,
octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4,,28.0,29,2,14.0,126.0,56.0,0.0,0.455922,0.017372,0.368642,6.31548,110,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3,,28.0,29,4,2.0,182.0,154.0,0.0,0.478893,0.019606,0.455563,6.372962,116,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1,,28.0,29,0,,34.0,168.0,20.0,0.453289,0.013149,0.129596,8.872518,134,20.0,13.0,,,,,,,,,,,,,,,,,,,,,,,
octmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,results/headroom/headroom_b30_lrc0.0001/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2,,28.0,29,1,25.0,116.0,66.0,0.0,0.451029,0.01794,0.354806,5.80123,81,0.0,44.0,,,,,,,,,,,,,,,,,,,,,,,
