dataset,model,cap,seed,method,arm,warmup,cepochs,lr,lr_c,ce_skip,n_pool,n_true,K,count_raw,count_raw_myargmax,argmax_mismatch,count_adj,sat,ccF1eq,ccF1raw,AP,macroEq,path
dermmnist,RegNetY400MF,L30_G30,1,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,67,124,124,0,67,0,0.43448275862068964,0.5994236311239193,0.6965820998089212,0.6977928217742075,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1
dermmnist,RegNetY400MF,L30_G30,2,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,67,152,152,0,67,0,0.38620689655172413,0.5493333333333333,0.6376213629758777,0.6503114442823917,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2
dermmnist,RegNetY400MF,L30_G30,3,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,67,96,96,0,67,0,0.4068965517241379,0.4702194357366771,0.6039074658861604,0.6103296415670602,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3
dermmnist,RegNetY400MF,L30_G30,4,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,67,90,90,0,67,0,0.3931034482758621,0.4536741214057508,0.6007235320556298,0.7029446374348323,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4
octmnist,RegNetY400MF,L30_G30,1,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,75,125,125,0,75,0,0.3938461538461539,0.5493333333333332,0.6940381433445777,0.6946376983280925,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1
octmnist,RegNetY400MF,L30_G30,2,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,75,57,57,0,57,1,0.4061538461538461,0.3452768729641694,0.6920839497049022,0.6748218784147764,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2
octmnist,RegNetY400MF,L30_G30,3,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,75,106,106,0,75,0,0.4,0.5,0.7168866909390565,0.7011544069233411,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3
octmnist,RegNetY400MF,L30_G30,4,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,75,127,127,0,75,0,0.4123076923076923,0.5358090185676393,0.7419701409254654,0.7072122274899808,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4
octmnist,RegNetY400MF,L30_G30,1,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,75,107,107,0,75,0,0.4246153846153846,0.5154061624649859,0.7438755743745552,0.69349924138228,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1
octmnist,RegNetY400MF,L30_G30,2,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,75,108,108,0,75,0,0.4061538461538461,0.5139664804469273,0.7353418189909668,0.6959558369892311,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2
octmnist,RegNetY400MF,L30_G30,3,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,75,69,69,0,66,0,0.4123076923076923,0.37617554858934166,0.7308874691537913,0.6848567588736945,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3
octmnist,RegNetY400MF,L30_G30,4,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,75,94,94,0,75,0,0.4061538461538461,0.4534883720930233,0.7354991786807764,0.6973963865231367,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4
octmnist,RegNetY400MF,L30_G30,1,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,75,121,121,0,75,0,0.4246153846153846,0.5444743935309972,0.7519871127924621,0.7206851747787015,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1
octmnist,RegNetY400MF,L30_G30,2,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,75,124,124,0,75,0,0.4,0.5561497326203209,0.7159472578845943,0.6789038208157053,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2
octmnist,RegNetY400MF,L30_G30,3,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,75,126,126,0,75,0,0.38769230769230767,0.5053191489361702,0.7008500482347495,0.6868060638446837,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3
octmnist,RegNetY400MF,L30_G30,4,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,75,89,89,0,75,0,0.4061538461538461,0.43657817109144537,0.736198368061252,0.7122116177661988,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4
tissuemnist,RegNetY400MF,L30_G30,1,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,51,74,74,0,51,0,0.24324324324324326,0.2530612244897959,0.3660247874376304,0.4220430379136828,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1
tissuemnist,RegNetY400MF,L30_G30,2,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,51,101,101,0,51,0,0.29729729729729726,0.33088235294117646,0.415958662926586,0.39990947208256344,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2
tissuemnist,RegNetY400MF,L30_G30,3,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,51,78,78,0,51,0,0.2882882882882883,0.32931726907630515,0.4160321002580541,0.3888966292692315,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3
tissuemnist,RegNetY400MF,L30_G30,4,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,51,107,107,0,51,0,0.27027027027027023,0.3741007194244604,0.38487164601217827,0.41563952747503374,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4
tissuemnist,RegNetY400MF,L30_G30,1,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,51,103,103,0,51,0,0.2792792792792793,0.364963503649635,0.3865354881989905,0.405618159239538,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1
tissuemnist,RegNetY400MF,L30_G30,2,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,51,101,101,0,51,0,0.29729729729729726,0.33088235294117646,0.415958662926586,0.39990947208256344,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2
tissuemnist,RegNetY400MF,L30_G30,3,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,51,86,86,0,51,0,0.27027027027027023,0.3035019455252918,0.4429713849593309,0.4260648759012479,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3
tissuemnist,RegNetY400MF,L30_G30,4,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,51,105,105,0,51,0,0.2882882882882883,0.32608695652173914,0.3562319557558725,0.42042992399966916,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4
tissuemnist,RegNetY400MF,L30_G30,1,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,51,105,105,0,51,0,0.27027027027027023,0.36231884057971014,0.35173547056126375,0.39547661531153033,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1
tissuemnist,RegNetY400MF,L30_G30,2,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,51,123,123,0,51,0,0.26126126126126126,0.3741496598639456,0.41702394954722877,0.4014901651214601,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2
tissuemnist,RegNetY400MF,L30_G30,3,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,51,111,111,0,51,0,0.26126126126126126,0.3546099290780142,0.4104309011286235,0.40949972362566733,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3
tissuemnist,RegNetY400MF,L30_G30,4,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,51,136,136,0,51,0,0.27027027027027023,0.3778501628664495,0.36359285552718557,0.4104444797216465,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4
dermmnist,RegNetY400MF,L50_G50,1,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2003,223,112,91,91,0,111,0,0.4970059880239521,0.46496815286624205,0.6183982790447494,0.6627633199498756,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1
dermmnist,RegNetY400MF,L50_G50,2,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2003,223,112,69,69,0,111,0,0.4910179640718563,0.39726027397260266,0.618833706892146,0.6852589485616668,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2
dermmnist,RegNetY400MF,L50_G50,3,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2003,223,112,48,48,0,111,0,0.5149700598802396,0.3247232472324723,0.6050725719671163,0.6656308157008686,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3
dermmnist,RegNetY400MF,L50_G50,4,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2003,223,112,99,99,0,111,0,0.46706586826347307,0.44720496894409933,0.5969347987551572,0.7014275466195878,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4
dermmnist,RegNetY400MF,L50_G50,1,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2003,223,112,42,42,0,111,0,0.4550898203592814,0.2867924528301887,0.5129203106947028,0.5938830807998067,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1
dermmnist,RegNetY400MF,L50_G50,2,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2003,223,112,34,34,0,111,0,0.4610778443113773,0.23346303501945526,0.52111059334335,0.6851637832017671,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2
dermmnist,RegNetY400MF,L50_G50,3,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2003,223,112,28,28,0,111,0,0.46706586826347307,0.20717131474103584,0.5308312386335917,0.6878995980902279,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3
dermmnist,RegNetY400MF,L50_G50,4,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2003,223,112,16,16,0,111,0,0.4610778443113773,0.12552301255230125,0.5026997410940586,0.6527749933031651,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4
dermmnist,RegNetY400MF,L50_G50,1,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,112,114,114,0,111,0,0.5149700598802396,0.5281899109792284,0.6470455530065607,0.7192927707375489,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1
dermmnist,RegNetY400MF,L50_G50,2,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,112,132,132,0,111,0,0.5029940119760479,0.5408450704225352,0.6200126260675138,0.7106074080877033,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2
dermmnist,RegNetY400MF,L50_G50,3,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,112,116,116,0,111,0,0.5209580838323353,0.5132743362831859,0.630866696444342,0.6343020630676904,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3
dermmnist,RegNetY400MF,L50_G50,4,tralo,tralo,1,29,0.0001,0.0001,False,2003,223,112,112,112,0,111,0,0.5568862275449101,0.5611940298507463,0.6757518935962893,0.7237228544736592,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4
octmnist,RegNetY400MF,L50_G50,1,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,125,134,134,0,125,0,0.576,0.59375,0.7501598471319628,0.7724880231368154,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1
octmnist,RegNetY400MF,L50_G50,2,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,125,81,81,0,125,0,0.5546666666666666,0.4229607250755287,0.7710931541061493,0.754878553534144,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2
octmnist,RegNetY400MF,L50_G50,3,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,125,116,116,0,125,0,0.5013333333333333,0.48633879781420764,0.6524286697411622,0.7157342353049445,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3
octmnist,RegNetY400MF,L50_G50,4,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,1000,250,125,110,110,0,125,0,0.5119999999999999,0.47222222222222227,0.6984794677858142,0.6881611554736554,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4
octmnist,RegNetY400MF,L50_G50,1,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,125,135,135,0,125,0,0.5119999999999999,0.5298701298701298,0.6936000406577573,0.7106984289646607,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1
octmnist,RegNetY400MF,L50_G50,2,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,125,111,111,0,125,0,0.5333333333333333,0.5096952908587258,0.7359130531886297,0.7297175630972639,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2
octmnist,RegNetY400MF,L50_G50,3,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,125,115,115,0,125,0,0.5333333333333333,0.5095890410958904,0.6970101952517902,0.7154656399099769,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3
octmnist,RegNetY400MF,L50_G50,4,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,1000,250,125,99,99,0,125,0,0.5439999999999999,0.4584527220630373,0.725194736386564,0.7346271071782869,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4
octmnist,RegNetY400MF,L50_G50,1,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,125,110,110,0,125,0,0.5706666666666667,0.5333333333333333,0.7561178783166579,0.7712386806528201,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_1
octmnist,RegNetY400MF,L50_G50,2,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,125,108,108,0,125,0,0.496,0.4636871508379889,0.7029239641158895,0.7302097401292711,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_2
octmnist,RegNetY400MF,L50_G50,3,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,125,109,109,0,125,0,0.5439999999999999,0.5292479108635098,0.6988452312289674,0.7452694744617822,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_3
octmnist,RegNetY400MF,L50_G50,4,tralo,tralo,1,29,0.0001,0.0001,False,1000,250,125,112,112,0,125,0,0.5546666666666666,0.5193370165745856,0.7575026403968332,0.7268513769538416,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/tralo/seed_4
tissuemnist,RegNetY400MF,L50_G50,1,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,86,74,74,0,86,0,0.2957198443579766,0.2530612244897959,0.3660247874376304,0.42797086515881944,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_1
tissuemnist,RegNetY400MF,L50_G50,2,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,86,101,101,0,86,0,0.357976653696498,0.33088235294117646,0.415958662926586,0.4020501471992479,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_2
tissuemnist,RegNetY400MF,L50_G50,3,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,86,78,78,0,86,0,0.38132295719844356,0.32931726907630515,0.4160321002580541,0.40159907188527083,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_3
tissuemnist,RegNetY400MF,L50_G50,4,fioretto_ldf,fioretto_ldf,1,29,0.0001,0.0001,,2400,171,86,107,107,0,86,0,0.35019455252918286,0.3741007194244604,0.38487164601217827,0.4270067046494453,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/fioretto_ldf/seed_4
tissuemnist,RegNetY400MF,L50_G50,1,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,86,81,81,0,86,0,0.311284046692607,0.29365079365079366,0.3585065445090275,0.3816582329117909,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_1
tissuemnist,RegNetY400MF,L50_G50,2,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,86,101,101,0,86,0,0.357976653696498,0.33088235294117646,0.415958662926586,0.4020501471992479,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_2
tissuemnist,RegNetY400MF,L50_G50,3,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,86,93,93,0,86,0,0.357976653696498,0.34090909090909094,0.4244925949660376,0.4059285422489417,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_3
tissuemnist,RegNetY400MF,L50_G50,4,hounie_rcl,hounie_rcl,1,29,0.0001,0.0001,,2400,171,86,102,102,0,86,0,0.32684824902723736,0.3296703296703297,0.3541704193938009,0.4412896492185993,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/hounie_rcl/seed_4
tissuemnist,RegNetY400MF,L50_G50,1,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,86,100,100,0,86,0,0.357976653696498,0.3468634686346863,0.3974722289625047,0.4311589986920036,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_1
tissuemnist,RegNetY400MF,L50_G50,2,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,86,114,114,0,86,0,0.3346303501945525,0.3508771929824561,0.42291226266761345,0.41373178358270757,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_2
tissuemnist,RegNetY400MF,L50_G50,3,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,86,82,82,0,86,0,0.311284046692607,0.308300395256917,0.3334840595976829,0.4379547484434856,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_3
tissuemnist,RegNetY400MF,L50_G50,4,tralo,tralo,1,29,0.0001,0.0001,False,2400,171,86,91,91,0,86,0,0.357976653696498,0.3511450381679389,0.3578201538927332,0.4147074353451754,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/tissuemnist/L50_G50/tralo/seed_4
