dataset,model,cap,seed,method,arm,warmup,cepochs,lr,lr_c,ce_skip,n_pool,n_true,K,count_raw,count_raw_myargmax,argmax_mismatch,count_adj,sat,ccF1eq,ccF1raw,AP,macroEq,path
tissuemnist,MobileNetV3,L30_G30,1,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2400,171,51,47,47,0,51,0,0.2072072072072072,0.2201834862385321,0.31891202539611785,0.3562906505323403,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_1
tissuemnist,MobileNetV3,L30_G30,2,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2400,171,51,132,132,0,51,0,0.25225225225225223,0.33663366336633666,0.3871030355733324,0.3741717518611767,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_2
tissuemnist,MobileNetV3,L30_G30,3,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2400,171,51,70,70,0,51,0,0.2252252252252252,0.28215767634854777,0.35572333485110574,0.2990656402292571,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_3
tissuemnist,MobileNetV3,L30_G30,4,hounie_rcl,hounie_rcl,1,29,0.0001,5e-06,,2400,171,51,72,72,0,51,0,0.23423423423423423,0.2716049382716049,0.3482216997032419,0.30472939810774685,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_4
tissuemnist,MobileNetV3,L30_G30,1,tralo,tralo,1,29,0.0001,5e-06,True,2400,171,51,48,48,0,51,0,0.2072072072072072,0.2191780821917808,0.318247173242237,0.3564558197532026,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_1
tissuemnist,MobileNetV3,L30_G30,2,tralo,tralo,1,29,0.0001,5e-06,True,2400,171,51,128,128,0,51,0,0.25225225225225223,0.3277591973244147,0.38738170940170963,0.3741529684165527,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_2
tissuemnist,MobileNetV3,L30_G30,3,tralo,tralo,1,29,0.0001,5e-06,True,2400,171,51,70,70,0,51,0,0.2252252252252252,0.28215767634854777,0.35572333485110574,0.2990656402292571,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_3
tissuemnist,MobileNetV3,L30_G30,4,tralo,tralo,1,29,0.0001,5e-06,True,2400,171,51,72,72,0,51,0,0.23423423423423423,0.2716049382716049,0.3482216997032419,0.30472939810774685,results/headroom/headroom_b30/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_4
dermmnist,MobileNetV3,L50_G50,1,danits_lp,danits_lp,30,0,0.0001,5e-06,,2003,223,112,184,184,0,111,0,0.5808383233532934,0.6535626535626535,0.6994961893396837,0.7234773854630517,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_1
dermmnist,MobileNetV3,L50_G50,2,danits_lp,danits_lp,30,0,0.0001,5e-06,,2003,223,112,198,198,0,111,0,0.5329341317365269,0.6318289786223278,0.6850627078056498,0.7306011249175336,results/headroom/headroom_b30/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_2
