campaign,dataset,cap,model,seed,method,sweep,arm,warmup,cepochs,lr,lr_c,ce_skip,K,count_raw,count_adj,sat,AP,ccF1adj,ccF1eq,macroAdj,macroEq,path
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,1,tralo,,,1,300,0.0001,5e-06,True,86,75,86,0,0.31488548535864763,0.32684824902723736,0.3346303501945525,0.39780388794443866,0.3992101604510406,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/tralo/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,2,tralo,,,1,300,0.0001,5e-06,True,86,82,86,0,0.32794174557972555,0.35797665369649806,0.35797665369649806,0.4214006331355438,0.4214006331355438,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/tralo/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,1,danits_lp,,,1,300,0.0001,5e-06,,86,153,86,0,0.21801241785852032,0.1867704280155642,0.19455252918287938,0.1866807479358595,0.18942705767238704,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/danits_lp/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,2,danits_lp,,,1,300,0.0001,5e-06,,86,457,86,0,0.3290613922150012,0.31906614785992216,0.2723735408560311,0.29064204842834795,0.2777273972259066,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/danits_lp/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,1,fioretto_ldf,,,1,300,0.0001,5e-06,,86,77,86,0,0.31668905678042525,0.32684824902723736,0.32684824902723736,0.3980251044592573,0.3985172304435093,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/fioretto_ldf/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,2,fioretto_ldf,,,1,300,0.0001,5e-06,,86,74,86,0,0.33337049640526284,0.3735408560311284,0.3735408560311284,0.41858660761418565,0.41858660761418565,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/fioretto_ldf/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,1,tralo_bounded,,,1,300,0.0001,5e-06,True,86,78,86,0,0.3173491941608348,0.3424124513618677,0.3424124513618677,0.3933929987607696,0.3929778992133076,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/tralo_bounded/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,2,tralo_bounded,,,1,300,0.0001,5e-06,True,86,73,86,0,0.3209095906839771,0.35019455252918286,0.35019455252918286,0.42252640926782375,0.42252640926782375,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/tralo_bounded/seed_2
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,1,heuristic,,,1,300,0.0001,5e-06,,86,153,86,0,0.21801241785852032,0.19455252918287938,0.19455252918287938,0.18942705767238704,0.18942705767238704,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/heuristic/seed_1
results/pending_runs/warmup1_probe,tissuemnist,L50_G50,MobileNetV3,2,heuristic,,,1,300,0.0001,5e-06,,86,457,86,0,0.3290613922150012,0.2723735408560311,0.2723735408560311,0.2777273972259066,0.2777273972259066,results/pending_runs/warmup1_probe/MobileNetV3/tissuemnist/L50_G50/w1/heuristic/seed_2
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,1,hounie_rcl,,,1,300,0.0001,5e-06,,67,22,67,0,0.4623339706931587,0.3586206896551724,0.3586206896551724,0.6189882748669131,0.6189882748669131,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/hounie_rcl/seed_1
results/pending_runs/warmup1_probe,dermmnist,L30_G30,RegNetY400MF,2,hounie_rcl,,,1,300,0.0001,5e-06,,67,24,67,0,0.5093266073709445,0.3586206896551724,0.3586206896551724,0.6297546398503922,0.6297546398503922,results/pending_runs/warmup1_probe/RegNetY400MF/dermmnist/L30_G30/w1/hounie_rcl/seed_2
