dataset,model,cap,seed,fioretto_ldf,hounie_rcl,tralo,clip,bestdual,tralo_m_clip,bestdual_m_clip,tralo_m_bestdual,fio_m_clip,hou_m_clip,metric
dermmnist,RegNetY400MF,L30_G30,3,0.4,0.2689655172413793,0.4068965517241379,0.4068965517241379,0.4,0.0,-0.006896551724137889,0.006896551724137889,-0.006896551724137889,-0.13793103448275862,ccF1eq
dermmnist,RegNetY400MF,L30_G30,4,0.3448275862068966,0.2827586206896552,0.3931034482758621,0.4,0.3448275862068966,-0.006896551724137945,-0.05517241379310345,0.0482758620689655,-0.05517241379310345,-0.11724137931034484,ccF1eq
dermmnist,RegNetY400MF,L50_G50,1,0.49700598802395207,0.4550898203592814,0.5149700598802395,0.562874251497006,0.49700598802395207,-0.04790419161676651,-0.06586826347305391,0.0179640718562874,-0.06586826347305391,-0.10778443113772457,ccF1eq
dermmnist,RegNetY400MF,L50_G50,2,0.49101796407185627,0.46107784431137727,0.5029940119760479,0.5269461077844312,0.49101796407185627,-0.02395209580838331,-0.03592814371257491,0.0119760479041916,-0.03592814371257491,-0.06586826347305391,ccF1eq
dermmnist,RegNetY400MF,L50_G50,3,0.5149700598802395,0.46706586826347307,0.5209580838323353,0.5449101796407185,0.5149700598802395,-0.0239520958083832,-0.029940119760479056,0.005988023952095856,-0.029940119760479056,-0.07784431137724546,ccF1eq
dermmnist,RegNetY400MF,L50_G50,4,0.46706586826347307,0.46107784431137727,0.5568862275449101,0.5508982035928144,0.46706586826347307,0.0059880239520957446,-0.08383233532934131,0.08982035928143706,-0.08383233532934131,-0.08982035928143711,ccF1eq
octmnist,MobileNetV3,L30_G30,1,0.4553846153846154,0.41846153846153844,0.41846153846153844,0.4246153846153846,0.4553846153846154,-0.006153846153846176,0.03076923076923077,-0.03692307692307695,0.03076923076923077,-0.006153846153846176,ccF1eq
octmnist,MobileNetV3,L30_G30,2,0.4492307692307692,0.4430769230769231,0.4369230769230769,0.4369230769230769,0.4492307692307692,0.0,0.012307692307692297,-0.012307692307692297,0.012307692307692297,0.006153846153846176,ccF1eq
octmnist,MobileNetV3,L30_G30,3,0.4369230769230769,0.4307692307692308,0.4246153846153846,0.4307692307692308,0.4369230769230769,-0.006153846153846176,0.006153846153846121,-0.012307692307692297,0.006153846153846121,0.0,ccF1eq
octmnist,MobileNetV3,L30_G30,4,0.4369230769230769,0.41846153846153844,0.4246153846153846,0.40615384615384614,0.4369230769230769,0.018461538461538474,0.03076923076923077,-0.012307692307692297,0.03076923076923077,0.012307692307692297,ccF1eq
octmnist,MobileNetV3,L50_G50,1,0.5333333333333333,0.5973333333333334,0.576,0.56,0.5973333333333334,0.015999999999999903,0.03733333333333333,-0.021333333333333426,-0.026666666666666727,0.03733333333333333,ccF1eq
octmnist,MobileNetV3,L50_G50,2,0.6186666666666667,0.6133333333333333,0.544,0.592,0.6186666666666667,-0.04799999999999993,0.026666666666666727,-0.07466666666666666,0.026666666666666727,0.021333333333333315,ccF1eq
octmnist,MobileNetV3,L50_G50,3,0.5653333333333334,0.5706666666666667,0.5973333333333334,0.608,0.5706666666666667,-0.010666666666666602,-0.03733333333333333,0.026666666666666727,-0.04266666666666663,-0.03733333333333333,ccF1eq
octmnist,MobileNetV3,L50_G50,4,0.592,0.6186666666666667,0.608,0.5226666666666666,0.6186666666666667,0.08533333333333337,0.09600000000000009,-0.010666666666666713,0.06933333333333336,0.09600000000000009,ccF1eq
octmnist,RegNetY400MF,L30_G30,1,0.39384615384615385,0.4246153846153846,0.4246153846153846,0.4,0.4246153846153846,0.024615384615384595,0.024615384615384595,0.0,-0.006153846153846176,0.024615384615384595,ccF1eq
octmnist,RegNetY400MF,L30_G30,2,0.40615384615384614,0.40615384615384614,0.4,0.4123076923076923,0.40615384615384614,-0.012307692307692297,-0.006153846153846176,-0.006153846153846121,-0.006153846153846176,-0.006153846153846176,ccF1eq
octmnist,RegNetY400MF,L30_G30,3,0.4,0.4123076923076923,0.38769230769230767,0.38153846153846155,0.4123076923076923,0.006153846153846121,0.03076923076923077,-0.02461538461538465,0.018461538461538474,0.03076923076923077,ccF1eq
octmnist,RegNetY400MF,L30_G30,4,0.4123076923076923,0.40615384615384614,0.40615384615384614,0.39384615384615385,0.4123076923076923,0.012307692307692297,0.018461538461538474,-0.006153846153846176,0.018461538461538474,0.012307692307692297,ccF1eq
octmnist,RegNetY400MF,L50_G50,1,0.576,0.512,0.5706666666666667,0.5226666666666666,0.576,0.04800000000000004,0.053333333333333344,-0.005333333333333301,0.053333333333333344,-0.010666666666666602,ccF1eq
octmnist,RegNetY400MF,L50_G50,2,0.5546666666666666,0.5333333333333333,0.496,0.5546666666666666,0.5546666666666666,-0.058666666666666645,0.0,-0.058666666666666645,0.0,-0.021333333333333315,ccF1eq
octmnist,RegNetY400MF,L50_G50,3,0.5013333333333333,0.5333333333333333,0.544,0.5333333333333333,0.5333333333333333,0.010666666666666713,0.0,0.010666666666666713,-0.03200000000000003,0.0,ccF1eq
octmnist,RegNetY400MF,L50_G50,4,0.512,0.544,0.5546666666666666,0.5546666666666666,0.544,0.0,-0.010666666666666602,0.010666666666666602,-0.04266666666666663,-0.010666666666666602,ccF1eq
