dataset,model,cap,seed,fioretto_ldf,hounie_rcl,tralo,clip,bestdual,tralo_m_clip,bestdual_m_clip,tralo_m_bestdual,fio_m_clip,hou_m_clip,metric
dermmnist,RegNetY400MF,L50_G50,3,0.6656308157008687,0.6878995980902278,0.6343020630676904,0.75359961412113,0.6878995980902278,-0.11929755105343953,-0.06570001603090214,-0.05359753502253739,-0.08796879842026128,-0.06570001603090214,macroEq
dermmnist,RegNetY400MF,L50_G50,4,0.7014275466195878,0.652774993303165,0.7237228544736592,0.7387823207767367,0.7014275466195878,-0.015059466303077418,-0.03735477415714883,0.02229530785407141,-0.03735477415714883,-0.08600732747357165,macroEq
octmnist,MobileNetV3,L30_G30,1,0.7156206108573397,0.7203785202255159,0.7075015926393828,0.7001803158106297,0.7203785202255159,0.007321276828753165,0.02019820441488618,-0.012876927586133013,0.015440295046710073,0.02019820441488618,macroEq
octmnist,MobileNetV3,L30_G30,2,0.7123050810234628,0.7277579902302982,0.7273981925712102,0.7236428338530492,0.7277579902302982,0.003755358718161017,0.0041151563772490185,-0.00035979765908800143,-0.011337752829586378,0.0041151563772490185,macroEq
octmnist,MobileNetV3,L30_G30,3,0.721318402795267,0.6987212623182766,0.7255519340140391,0.7142209714082988,0.721318402795267,0.011330962605740291,0.007097431386968278,0.004233531218772013,0.007097431386968278,-0.015499709090022185,macroEq
octmnist,MobileNetV3,L30_G30,4,0.6872786123162394,0.7115720995194944,0.6803470159212821,0.7010586682796408,0.7115720995194944,-0.0207116523583587,0.010513431239853599,-0.0312250835982123,-0.013780055963401372,0.010513431239853599,macroEq
octmnist,MobileNetV3,L50_G50,1,0.7363432394430335,0.7278064789015896,0.7270758304154319,0.740510254501105,0.7363432394430335,-0.01343442408567308,-0.004167015058071488,-0.009267409027601592,-0.004167015058071488,-0.01270377559951541,macroEq
octmnist,MobileNetV3,L50_G50,2,0.784711012564671,0.7766215903763518,0.7354825864860565,0.7730720213580264,0.784711012564671,-0.03758943487196997,0.011638991206644578,-0.04922842607861455,0.011638991206644578,0.0035495690183253714,macroEq
octmnist,MobileNetV3,L50_G50,3,0.7401553927277432,0.73790534964568,0.7798023054399704,0.7744618742888358,0.7401553927277432,0.005340431151134584,-0.03430648156109262,0.0396469127122272,-0.03430648156109262,-0.03655652464315584,macroEq
octmnist,MobileNetV3,L50_G50,4,0.7789671003792058,0.7865658664129185,0.7851120818260916,0.7318012512635788,0.7865658664129185,0.053310830562512845,0.054764615149339724,-0.0014537845868268784,0.047165849115627045,0.054764615149339724,macroEq
octmnist,RegNetY400MF,L30_G30,1,0.6946376983280925,0.69349924138228,0.7206851747787016,0.6912000777355045,0.6946376983280925,0.029485097043197128,0.003437620592588009,0.02604747645060912,0.003437620592588009,0.002299163646775515,macroEq
octmnist,RegNetY400MF,L30_G30,2,0.6748218784147764,0.6959558369892311,0.6789038208157052,0.7124158063974089,0.6959558369892311,-0.03351198558170365,-0.016459969408177733,-0.01705201617352592,-0.0375939279826325,-0.016459969408177733,macroEq
octmnist,RegNetY400MF,L30_G30,3,0.7011544069233411,0.6848567588736945,0.6868060638446836,0.7000326235061585,0.7011544069233411,-0.013226559661474901,0.001121783417182609,-0.01434834307865751,0.001121783417182609,-0.015175864632464009,macroEq
octmnist,RegNetY400MF,L30_G30,4,0.7072122274899808,0.6973963865231367,0.7122116177661988,0.7025736112196178,0.7072122274899808,0.00963800654658098,0.004638616270362994,0.004999390276217985,0.004638616270362994,-0.005177224696481075,macroEq
octmnist,RegNetY400MF,L50_G50,1,0.7724880231368154,0.7106984289646607,0.77123868065282,0.7261965588503102,0.7724880231368154,0.04504212180250977,0.04629146428650521,-0.0012493424839954415,0.04629146428650521,-0.01549812988564947,macroEq
octmnist,RegNetY400MF,L50_G50,2,0.754878553534144,0.7297175630972639,0.730209740129271,0.7612808528932395,0.754878553534144,-0.031071112763968567,-0.006402299359095531,-0.024668813404873036,-0.006402299359095531,-0.03156328979597567,macroEq
octmnist,RegNetY400MF,L50_G50,3,0.7157342353049445,0.7154656399099769,0.7452694744617822,0.7472643967226814,0.7157342353049445,-0.0019949222608992567,-0.0315301614177369,0.029535239156837645,-0.0315301614177369,-0.0317987568127045,macroEq
octmnist,RegNetY400MF,L50_G50,4,0.6881611554736555,0.7346271071782869,0.7268513769538416,0.7558543009110547,0.7346271071782869,-0.029002923957213045,-0.021227193732767713,-0.007775730224445332,-0.06769314543739913,-0.021227193732767713,macroEq
tissuemnist,MobileNetV3,L30_G30,1,0.271492375243205,0.271492375243205,0.271492375243205,0.4128772535422989,0.271492375243205,-0.1413848782990939,-0.1413848782990939,0.0,-0.1413848782990939,-0.1413848782990939,macroEq
tissuemnist,MobileNetV3,L30_G30,2,0.37761692369750366,0.4047882685544954,0.3874301069042014,0.40808576856403944,0.4047882685544954,-0.020655661659838065,-0.003297500009544041,-0.017358161650294024,-0.030468844866535783,-0.003297500009544041,macroEq
tissuemnist,MobileNetV3,L30_G30,3,0.37030025242508224,0.3676691044795339,0.3985405801876154,0.4226571721581698,0.37030025242508224,-0.02411659197055438,-0.05235691973308754,0.028240327762533157,-0.05235691973308754,-0.0549880676786359,macroEq
tissuemnist,MobileNetV3,L30_G30,4,0.41451507129834697,0.36949761740680337,0.4375330829037124,0.3618138665338586,0.41451507129834697,0.07571921636985379,0.05270120476448836,0.02301801160536543,0.05270120476448836,0.007683750872944761,macroEq
tissuemnist,MobileNetV3,L50_G50,1,0.4086211436538096,0.27474906710701075,0.41751776144966934,0.42422868333714003,0.4086211436538096,-0.006710921887470689,-0.015607539683330451,0.008896617795859763,-0.015607539683330451,-0.1494796162301293,macroEq
tissuemnist,MobileNetV3,L50_G50,2,0.38541431936783027,0.41055610987454183,0.4118772349360842,0.41322398914316827,0.41055610987454183,-0.0013467542070840777,-0.0026678792686264385,0.0013211250615423609,-0.027809669775337997,-0.0026678792686264385,macroEq
tissuemnist,MobileNetV3,L50_G50,3,0.3775104919125395,0.3645388072604549,0.39859429069232244,0.4391614076110588,0.3775104919125395,-0.04056711691873638,-0.061650915698519326,0.021083798779782947,-0.061650915698519326,-0.07462260035060392,macroEq
tissuemnist,MobileNetV3,L50_G50,4,0.36955405373449907,0.37901328519302907,0.3751837811220321,0.3683546409143605,0.37901328519302907,0.0068291402076716134,0.010658644278668583,-0.0038295040709969697,0.001199412820138579,0.010658644278668583,macroEq
tissuemnist,RegNetY400MF,L30_G30,1,0.4220430379136828,0.40561815923953803,0.39547661531153033,0.39386802048374037,0.4220430379136828,0.0016085948277899664,0.02817501742994244,-0.026566422602152473,0.02817501742994244,0.011750138755797668,macroEq
tissuemnist,RegNetY400MF,L30_G30,2,0.39990947208256344,0.39990947208256344,0.40149016512146013,0.4018759945774708,0.39990947208256344,-0.00038582945601067786,-0.0019665224949073634,0.0015806930388966856,-0.0019665224949073634,-0.0019665224949073634,macroEq
tissuemnist,RegNetY400MF,L30_G30,3,0.3888966292692315,0.426064875901248,0.40949972362566733,0.4345307554005374,0.426064875901248,-0.025031031774870094,-0.008465879499289453,-0.01656515227558064,-0.04563412613130591,-0.008465879499289453,macroEq
tissuemnist,RegNetY400MF,L30_G30,4,0.41563952747503374,0.42042992399966916,0.4104444797216465,0.4287163415199384,0.42042992399966916,-0.018271861798291933,-0.008286417520269262,-0.00998544427802267,-0.013076814044904683,-0.008286417520269262,macroEq
tissuemnist,RegNetY400MF,L50_G50,1,0.42797086515881944,0.3816582329117909,0.4311589986920036,0.4003897030890011,0.42797086515881944,0.030769295603002456,0.02758116206981831,0.0031881335331841454,0.02758116206981831,-0.01873147017721022,macroEq
tissuemnist,RegNetY400MF,L50_G50,2,0.4020501471992479,0.4020501471992479,0.41373178358270757,0.4109157706736376,0.4020501471992479,0.002816012909069965,-0.008865623474389683,0.011681636383459648,-0.008865623474389683,-0.008865623474389683,macroEq
tissuemnist,RegNetY400MF,L50_G50,3,0.40159907188527083,0.4059285422489417,0.4379547484434856,0.4455740111093849,0.4059285422489417,-0.007619262665899296,-0.03964546886044318,0.03202620619454388,-0.04397493922411405,-0.03964546886044318,macroEq
tissuemnist,RegNetY400MF,L50_G50,4,0.4270067046494453,0.4412896492185993,0.4147074353451754,0.43988125245241816,0.4412896492185993,-0.025173817107242757,0.0014083967661811525,-0.02658221387342391,-0.012874547802972869,0.0014083967661811525,macroEq
