campaign,dataset,model,cap,method,n_seeds,K,n_pool,n_true_cls,K_frac_pool,clip_raw,clip_raw_min,clip_raw_max,natural_rate,K_over_clip_raw,binds,ccF1eq,AP,macroEq,count_raw,count_adj,sat,n_collapsed,d_vs_bestdual,d_vs_clip,constraint_epochs_run,last_epoch,warmup,cepochs,ce_skip,lr,lr_constraint,stable_thr
lrc0.0001,dermmnist,RegNetY400MF,L30_G30,tralo,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.10172413793103449,0.17433113746169296,0.07306408197552479,8.0,67.0,0.0,3,-0.27413793103448275,-0.2982758620689655,26.75,27.75,1,29,True,0.0001,0.0001,
lrc0.0001,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.4925149700598802,0.6098098391647924,0.6787701577079998,76.75,111.0,0.0,0,-0.39820359281437123,-0.45209580838323354,20.5,19.5,1,29,,0.0001,0.0001,
lrc0.0001,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.46107784431137727,0.5168904709414258,0.6549303638487416,30.0,111.0,0.0,3,-0.39820359281437123,-0.45209580838323354,26.25,25.25,1,29,,0.0001,0.0001,
lrc0.0001,dermmnist,RegNetY400MF,L50_G50,tralo,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.09431137724550899,0.1280141483697151,0.11568840203339568,3.25,111.0,0.0,4,-0.39820359281437123,-0.45209580838323354,27.0,28.0,1,29,True,0.0001,0.0001,
lrc0.0001,octmnist,MobileNetV3,L30_G30,fioretto_ldf,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.44461538461538463,0.7902663364463641,0.7091306767480773,69.5,62.25,0.5,0,-0.009230769230769237,0.010769230769230753,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,MobileNetV3,L30_G30,hounie_rcl,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.4276923076923077,0.7397806401545259,0.7146074680733963,86.25,74.75,0.0,0,-0.009230769230769237,0.010769230769230753,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,MobileNetV3,L30_G30,tralo,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.43538461538461537,0.7348299655587418,0.7035072516767459,54.25,53.75,0.75,0,-0.009230769230769237,0.010769230769230753,29.0,30.0,1,29,True,0.0001,0.0001,
lrc0.0001,octmnist,MobileNetV3,L50_G50,fioretto_ldf,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.5773333333333334,0.7820930331856214,0.7600441862786633,111.75,125.0,0.0,0,0.0013333333333332975,0.032,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,MobileNetV3,L50_G50,hounie_rcl,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.6,0.7972845805912485,0.7572248213341349,89.75,125.0,0.0,0,0.0013333333333332975,0.032,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,MobileNetV3,L50_G50,tralo,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.6026666666666667,0.8120321195293554,0.7609471687484693,102.25,125.0,0.0,0,0.0013333333333332975,0.032,29.0,30.0,1,29,True,0.0001,0.0001,
lrc0.0001,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.4030769230769231,0.7113301370586336,0.6944565527890477,103.75,70.5,0.25,0,-0.009230769230769237,0.007692307692307679,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.4123076923076923,0.7366753884912047,0.6929270559420856,94.5,72.75,0.0,0,-0.009230769230769237,0.007692307692307679,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,RegNetY400MF,L30_G30,tralo,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.4046153846153846,0.7263283709183647,0.6996516693013223,115.0,75.0,0.0,0,-0.009230769230769237,0.007692307692307679,29.0,30.0,1,29,True,0.0001,0.0001,
lrc0.0001,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.536,0.7181092365190513,0.7328154918623899,110.25,125.0,0.0,0,-0.0040000000000000036,0.006666666666666682,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.5306666666666666,0.7129986756070666,0.7226271847875472,115.0,125.0,0.0,0,-0.0040000000000000036,0.006666666666666682,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,octmnist,RegNetY400MF,L50_G50,tralo,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.548,0.727499574511363,0.7430926265360567,108.0,125.0,0.0,0,-0.0040000000000000036,0.006666666666666682,29.0,30.0,1,29,True,0.0001,0.0001,
lrc0.0001,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.24549549549549549,0.3452508520666699,0.35848115566603445,38.5,51.0,0.0,0,0.02027027027027027,0.020270270270270285,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.2702702702702703,0.379087509129691,0.3533618414210094,53.75,51.0,0.0,0,0.02027027027027027,0.020270270270270285,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,MobileNetV3,L30_G30,tralo,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.29054054054054057,0.39731305541124595,0.37374903630968354,46.5,51.0,0.0,0,0.02027027027027027,0.020270270270270285,29.0,30.0,1,29,True,0.0001,0.0001,
lrc0.0001,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.31712062256809337,0.32587714651012895,0.3852750021671696,71.75,86.0,0.0,0,0.017509727626459137,-0.0019455252918287869,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.29182879377431903,0.3089231588566159,0.35721431735875914,63.75,86.0,0.0,0,0.017509727626459137,-0.0019455252918287869,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,MobileNetV3,L50_G50,tralo,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.3424124513618677,0.39165320908960544,0.40079326705002705,58.75,86.0,0.0,0,0.017509727626459137,-0.0019455252918287869,22.75,23.75,1,29,True,0.0001,0.0001,
lrc0.0001,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.2747747747747748,0.39572179915861216,0.40662216668512785,90.0,51.0,0.0,0,-0.022522522522522515,-0.009009009009009,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.28378378378378377,0.400424372960195,0.4130056078057547,98.75,51.0,0.0,0,-0.022522522522522515,-0.009009009009009,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,RegNetY400MF,L30_G30,tralo,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.26576576576576577,0.38569579419107536,0.40422774594507604,118.75,51.0,0.0,0,-0.022522522522522515,-0.009009009009009,29.0,30.0,1,29,True,0.0001,0.0001,
lrc0.0001,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.3463035019455253,0.39572179915861216,0.41465669722319587,90.0,86.0,0.0,0,-0.009727626459143962,-0.007782101167315175,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.33852140077821014,0.388282055448863,0.407731642894645,94.25,86.0,0.0,0,-0.009727626459143962,-0.007782101167315175,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001,tissuemnist,RegNetY400MF,L50_G50,tralo,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.3404669260700389,0.3779221762801336,0.42438824151584303,96.75,86.0,0.0,0,-0.009727626459143962,-0.007782101167315175,29.0,30.0,1,29,True,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,MobileNetV3,L30_G30,fioretto_ldf,4,67,2003,223,0.03344982526210684,178.25,164,198,0.08899151273090364,0.3758765778401122,yes,0.3741379310344828,0.5639389090149303,0.6822875227550087,38.25,67.0,0.0,0,0.01896551724137932,-0.008620689655172431,23.5,22.5,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,MobileNetV3,L30_G30,hounie_rcl,4,67,2003,223,0.03344982526210684,178.25,164,198,0.08899151273090364,0.3758765778401122,yes,0.3413793103448276,0.48341862033682964,0.6576080557983035,21.75,67.0,0.0,2,0.01896551724137932,-0.008620689655172431,26.5,25.5,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,MobileNetV3,L30_G30,tralo,4,67,2003,223,0.03344982526210684,178.25,164,198,0.08899151273090364,0.3758765778401122,yes,0.40172413793103445,0.5931340687112661,0.6826665621978043,63.0,67.0,0.0,0,0.01896551724137932,-0.008620689655172431,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.5299401197604791,0.6387188014072227,0.7187703953697688,90.25,111.0,0.0,0,0.017964071856287428,-0.019461077844311392,23.5,22.5,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,MobileNetV3,L50_G50,hounie_rcl,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.4610778443113772,0.5452224206984859,0.657986107730482,53.75,111.0,0.0,0,0.017964071856287428,-0.019461077844311392,27.75,26.75,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,MobileNetV3,L50_G50,tralo,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.5479041916167664,0.6479289047108769,0.7304521068380395,85.0,111.0,0.0,0,0.017964071856287428,-0.019461077844311392,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.37586206896551727,0.5578012248129538,0.6569420049561274,43.75,67.0,0.0,1,0.029310344827586182,0.005172413793103445,22.25,21.25,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.28793103448275864,0.39789374621910445,0.613725514919429,9.5,67.0,0.0,4,0.029310344827586182,0.005172413793103445,25.25,24.25,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,RegNetY400MF,L30_G30,tralo,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.4051724137931034,0.6347086151816472,0.6653446362646229,115.5,67.0,0.0,0,0.029310344827586182,0.005172413793103445,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.4925149700598802,0.6098098391647924,0.6787701577079998,76.75,111.0,0.0,0,0.03143712574850298,-0.02245508982035932,20.5,19.5,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.46107784431137727,0.5168904709414258,0.6549303638487416,30.0,111.0,0.0,3,0.03143712574850298,-0.02245508982035932,26.25,25.25,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,dermmnist,RegNetY400MF,L50_G50,tralo,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.5239520958083832,0.6434191922786765,0.6969812740916504,118.5,111.0,0.0,0,0.03143712574850298,-0.02245508982035932,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,MobileNetV3,L30_G30,fioretto_ldf,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.44461538461538463,0.7902663364463641,0.7091306767480773,69.5,62.25,0.5,0,-0.01846153846153846,0.0015384615384615302,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,MobileNetV3,L30_G30,hounie_rcl,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.4276923076923077,0.7397806401545259,0.7146074680733963,86.25,74.75,0.0,0,-0.01846153846153846,0.0015384615384615302,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,MobileNetV3,L30_G30,tralo,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.42615384615384616,0.7321536634434465,0.7101996837864786,62.75,60.75,0.5,0,-0.01846153846153846,0.0015384615384615302,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,MobileNetV3,L50_G50,fioretto_ldf,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.5773333333333334,0.7820930331856214,0.7600441862786633,111.75,125.0,0.0,0,-0.020000000000000018,0.010666666666666685,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,MobileNetV3,L50_G50,hounie_rcl,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.6,0.7972845805912485,0.7572248213341349,89.75,125.0,0.0,0,-0.020000000000000018,0.010666666666666685,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,MobileNetV3,L50_G50,tralo,4,125,1000,250,0.125,160.25,113,191,0.16025,0.7800312012480499,yes,0.5813333333333334,0.7925451245715261,0.7568682010418876,108.0,125.0,0.0,0,-0.020000000000000018,0.010666666666666685,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.4030769230769231,0.7113301370586336,0.6944565527890477,103.75,70.5,0.25,0,-0.009230769230769237,0.007692307692307679,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.4123076923076923,0.7366753884912047,0.6929270559420856,94.5,72.75,0.0,0,-0.009230769230769237,0.007692307692307679,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,RegNetY400MF,L30_G30,tralo,4,75,1000,250,0.075,154.5,133,167,0.1545,0.4854368932038835,yes,0.4046153846153846,0.7263283709183647,0.6996516693013223,115.0,75.0,0.0,0,-0.009230769230769237,0.007692307692307679,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.536,0.7181092365190513,0.7328154918623899,110.25,125.0,0.0,0,-0.010666666666666658,2.7755575615628914e-17,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.5306666666666666,0.7129986756070666,0.7226271847875472,115.0,125.0,0.0,0,-0.010666666666666658,2.7755575615628914e-17,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,octmnist,RegNetY400MF,L50_G50,tralo,4,125,1000,250,0.125,154.5,133,167,0.1545,0.8090614886731392,yes,0.5413333333333333,0.72893419627274,0.7433923180494286,109.75,125.0,0.0,0,-0.010666666666666658,2.7755575615628914e-17,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.24549549549549549,0.3452508520666699,0.35848115566603445,38.5,51.0,0.0,0,0.02027027027027027,0.020270270270270285,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.2702702702702703,0.379087509129691,0.3533618414210094,53.75,51.0,0.0,0,0.02027027027027027,0.020270270270270285,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,MobileNetV3,L30_G30,tralo,4,51,2400,171,0.02125,231.25,157,288,0.09635416666666667,0.22054054054054054,yes,0.29054054054054057,0.39731305541124595,0.37374903630968354,46.5,51.0,0.0,0,0.02027027027027027,0.020270270270270285,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.31712062256809337,0.32587714651012895,0.3852750021671696,71.75,86.0,0.0,0,0.017509727626459137,-0.0019455252918287869,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.29182879377431903,0.3089231588566159,0.35721431735875914,63.75,86.0,0.0,0,0.017509727626459137,-0.0019455252918287869,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,MobileNetV3,L50_G50,tralo,4,86,2400,171,0.035833333333333335,231.25,157,288,0.09635416666666667,0.37189189189189187,yes,0.3424124513618677,0.39165320908960544,0.40079326705002705,58.75,86.0,0.0,0,0.017509727626459137,-0.0019455252918287869,22.75,23.75,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.2747747747747748,0.39572179915861216,0.40662216668512785,90.0,51.0,0.0,0,-0.022522522522522515,-0.009009009009009,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.28378378378378377,0.400424372960195,0.4130056078057547,98.75,51.0,0.0,0,-0.022522522522522515,-0.009009009009009,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,RegNetY400MF,L30_G30,tralo,4,51,2400,171,0.02125,168.0,142,210,0.07,0.30357142857142855,yes,0.26576576576576577,0.38569579419107536,0.40422774594507604,118.75,51.0,0.0,0,-0.022522522522522515,-0.009009009009009,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,RegNetY400MF,L50_G50,fioretto_ldf,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.3463035019455253,0.39572179915861216,0.41465669722319587,90.0,86.0,0.0,0,-0.009727626459143962,-0.007782101167315175,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,RegNetY400MF,L50_G50,hounie_rcl,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.33852140077821014,0.388282055448863,0.407731642894645,94.25,86.0,0.0,0,-0.009727626459143962,-0.007782101167315175,29.0,28.0,1,29,,0.0001,0.0001,
lrc0.0001_noceskip,tissuemnist,RegNetY400MF,L50_G50,tralo,4,86,2400,171,0.035833333333333335,168.0,142,210,0.07,0.5119047619047619,yes,0.3404669260700389,0.3779221762801336,0.42438824151584303,96.75,86.0,0.0,0,-0.009727626459143962,-0.007782101167315175,29.0,30.0,1,29,False,0.0001,0.0001,
lrc0.0001_noceskip_full,dermmnist,MobileNetV3,L30_G30,hounie_rcl,4,67,2003,223,0.03344982526210684,178.25,164,198,0.08899151273090364,0.3758765778401122,yes,0.3086206896551724,0.43801985812099464,0.6400620936139645,17.25,67.0,0.0,3,,,29.0,28.0,1,29,,0.0001,0.0001,31
lrc0.0001_noceskip_full,dermmnist,MobileNetV3,L50_G50,hounie_rcl,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.45059880239520955,0.5293976350640186,0.6470683649212754,48.5,111.0,0.0,1,0.09730538922155688,-0.019461077844311392,29.0,28.0,1,29,,0.0001,0.0001,31
lrc0.0001_noceskip_full,dermmnist,MobileNetV3,L50_G50,tralo,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.5479041916167664,0.6479289047108769,0.7304521068380395,85.0,111.0,0.0,0,0.09730538922155688,-0.019461077844311392,29.0,30.0,1,29,False,0.0001,0.0001,31
lrc0.0001_noceskip_full,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.23620689655172414,0.32225205559572295,0.561550247533644,5.75,67.0,0.0,4,,,29.0,28.0,1,29,,0.0001,0.0001,31
lrc0.0001_noceskip_full,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,3,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.36926147704590817,0.4120689560238877,0.5937928057527668,12.0,111.0,0.0,3,,,29.0,28.0,1,29,,0.0001,0.0001,31
lrc5e-05,dermmnist,MobileNetV3,L30_G30,fioretto_ldf,4,67,2003,223,0.03344982526210684,178.25,164,198,0.08899151273090364,0.3758765778401122,yes,0.40172413793103445,0.5557681529056817,0.700168536258936,54.5,67.0,0.0,0,-0.03965517241379311,-0.048275862068965544,22.75,21.75,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,MobileNetV3,L30_G30,hounie_rcl,4,67,2003,223,0.03344982526210684,178.25,164,198,0.08899151273090364,0.3758765778401122,yes,0.3793103448275862,0.5432256609046752,0.681985255331429,31.75,67.0,0.0,0,-0.03965517241379311,-0.048275862068965544,28.75,27.75,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,MobileNetV3,L30_G30,tralo,4,67,2003,223,0.03344982526210684,178.25,164,198,0.08899151273090364,0.3758765778401122,yes,0.3620689655172414,0.4781564504889803,0.6707696950926403,50.5,67.0,0.0,0,-0.03965517241379311,-0.048275862068965544,26.5,27.5,1,29,True,0.0001,5e-05,
lrc5e-05,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.5104790419161677,0.6009690129561538,0.7293460420463029,87.5,111.0,0.0,0,-0.053892215568862256,-0.11077844311377244,21.5,20.5,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,MobileNetV3,L50_G50,hounie_rcl,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.46407185628742514,0.5515551176217416,0.682938772905036,55.75,111.0,0.0,0,-0.053892215568862256,-0.11077844311377244,27.75,26.75,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,MobileNetV3,L50_G50,tralo,4,112,2003,223,0.05591612581128307,178.25,164,198,0.08899151273090364,0.6283309957924264,yes,0.4565868263473054,0.5450721605504437,0.6657453482250674,71.5,111.0,0.0,1,-0.053892215568862256,-0.11077844311377244,25.0,26.0,1,29,True,0.0001,5e-05,
lrc5e-05,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.36551724137931035,0.5133850748299049,0.6366885388539127,36.75,67.0,0.0,0,-0.024137931034482765,-0.05344827586206896,21.0,20.0,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.3103448275862069,0.43167701058049196,0.6220217961030083,14.25,67.0,0.0,4,-0.024137931034482765,-0.05344827586206896,26.5,25.5,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,RegNetY400MF,L30_G30,tralo,4,67,2003,223,0.03344982526210684,172.25,153,184,0.08599600599101348,0.3889695210449927,yes,0.346551724137931,0.42592925337596127,0.6096215446059585,45.0,67.0,0.0,1,-0.024137931034482765,-0.05344827586206896,27.0,28.0,1,29,True,0.0001,5e-05,
lrc5e-05,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.49401197604790414,0.5849727352618519,0.6786375353935151,81.5,111.0,0.0,0,-0.3203592814371257,-0.3727544910179641,22.5,21.5,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.4595808383233533,0.5386683423547775,0.6536000523673171,40.75,111.0,0.0,1,-0.3203592814371257,-0.3727544910179641,25.25,24.25,1,29,,0.0001,5e-05,
lrc5e-05,dermmnist,RegNetY400MF,L50_G50,tralo,4,112,2003,223,0.05591612581128307,172.25,153,184,0.08599600599101348,0.6502177068214804,yes,0.17365269461077842,0.20919926183733925,0.38608938838720624,16.0,111.0,0.0,3,-0.3203592814371257,-0.3727544910179641,23.75,24.75,1,29,True,0.0001,5e-05,
lrc5e-05,octmnist,MobileNetV3,L30_G30,fioretto_ldf,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.43846153846153846,0.7822178176037939,0.7249312744551899,63.0,62.25,0.75,0,-0.03230769230769233,-0.013846153846153869,29.0,28.0,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,MobileNetV3,L30_G30,hounie_rcl,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.4076923076923077,0.6891940431057834,0.6870672183472303,15.5,15.5,1.0,3,-0.03230769230769233,-0.013846153846153869,28.5,27.5,1,29,,0.0001,5e-05,
lrc5e-05,octmnist,MobileNetV3,L30_G30,tralo,4,75,1000,250,0.075,160.25,113,191,0.16025,0.46801872074882994,yes,0.4107692307692308,0.7087750456387248,0.6920334860579069,46.25,46.25,1.0,0,-0.03230769230769233,-0.013846153846153869,29.0,30.0,1,29,True,0.0001,5e-05,
