campaign,dataset,cap,model,seed,method,sweep,arm,warmup,cepochs,lr,lr_c,ce_skip,cls,n_pool,n_true,K,K_local_sum,n_groups,count_raw,count_adj,count_eq,deficit,AP,ccF1adj,ccF1eq,macroAdj,macroEq,path
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,3,danits_lp,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,333,111,111,1,0.44743382637786155,0.3652694610778443,0.38323353293413176,0.3401293223922031,0.34188552916784815,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/danits_lp/seed_3
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,4,danits_lp,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,135,105,111,7,0.5229278588030769,0.4146341463414634,0.4311377245508982,0.3960660133429334,0.3981947761276507,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/danits_lp/seed_4
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,95,111,111,1,0.5912204440854387,0.49101796407185627,0.49101796407185627,0.6281108933561544,0.6281108933561544,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/fioretto_ldf/seed_3
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,4,fioretto_ldf,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,79,111,111,1,0.5784806546386807,0.49101796407185627,0.49101796407185627,0.6670748086916365,0.6656455658830832,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/fioretto_ldf/seed_4
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,3,heuristic,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,333,111,111,1,0.44743382637786155,0.38323353293413176,0.38323353293413176,0.34188552916784815,0.34188552916784815,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/heuristic/seed_3
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,4,heuristic,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,135,111,111,1,0.5229278588030769,0.4311377245508982,0.4311377245508982,0.3981947761276507,0.3981947761276507,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/heuristic/seed_4
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,3,hounie_rcl,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,53,111,111,1,0.5488171451894847,0.46107784431137727,0.46107784431137727,0.6122646409516557,0.6122646409516557,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/hounie_rcl/seed_3
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,4,hounie_rcl,,,1,300,0.0001,5e-06,,4,2003,223,112,111,3,70,111,111,1,0.5709276545737731,0.47305389221556887,0.47305389221556887,0.6738345705028649,0.6738345705028649,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/hounie_rcl/seed_4
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,3,tralo,,,1,300,0.0001,5e-06,True,4,2003,223,112,111,3,107,111,111,1,0.5867854741620157,0.48502994011976047,0.48502994011976047,0.6183316694511534,0.6185014364592573,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/tralo/seed_3
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,4,tralo,,,1,300,0.0001,5e-06,True,4,2003,223,112,111,3,96,111,111,1,0.5997342639644339,0.5029940119760479,0.5029940119760479,0.6872194124620968,0.6872194124620968,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/tralo/seed_4
warmup1_probe_s34,dermmnist,L50_G50,RegNetY400MF,3,tralo_bounded,,,1,300,0.0001,5e-06,True,4,2003,223,112,111,3,94,111,111,1,0.588130414780328,0.48502994011976047,0.48502994011976047,0.6284813824085905,0.6284813824085905,results/pending_runs/warmup1_probe_s34/RegNetY400MF/dermmnist/L50_G50/w1/tralo_bounded/seed_3
