path,dataset,model,cap,method,seed,NCE,max_e_logged,rows,E_lit,maxrun_lit,n_sat_lit,E_inf,maxrun_inf,n_sat_inf,inferred_tail,early_stop,first_sat,sat_epoch_csv,final_sat_csv,flips,enable_ce_skip_cfg,n_sat_epochs_logged,sat_epochs_with_CE_off,sat_epochs_with_zero_cstr,sat_epochs_fully_frozen,ce_skip_first_e,cnt_min,cnt_max
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,MobileNetV3,L30_G30,fioretto_ldf,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,2.0,ABSENT->default True,0,0,0,0,29.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,MobileNetV3,L30_G30,fioretto_ldf,2,29,29,29,29,2,2,29,2,2,False,False,28.0,28.0,1.0,0.0,ABSENT->default True,2,2,2,2,26.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,MobileNetV3,L30_G30,fioretto_ldf,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,27.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,MobileNetV3,L30_G30,fioretto_ldf,4,29,29,29,29,1,1,29,1,1,False,False,29.0,29.0,1.0,0.0,ABSENT->default True,1,1,1,1,25.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,MobileNetV3,L30_G30,hounie_rcl,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,4.0,ABSENT->default True,0,0,0,0,29.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,MobileNetV3,L30_G30,hounie_rcl,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,8.0,ABSENT->default True,0,0,0,0,29.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,MobileNetV3,L30_G30,hounie_rcl,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,17.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,MobileNetV3,L30_G30,hounie_rcl,4,29,29,29,29,0,0,29,0,0,False,False,,,0.0,17.0,ABSENT->default True,0,0,0,0,28.0,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_1,octmnist,MobileNetV3,L30_G30,tralo,1,29,29,8,29,1,1,29,1,1,False,False,2.0,3.0,1.0,0.0,False,1,0,0,0,,42.0,243.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_2,octmnist,MobileNetV3,L30_G30,tralo,2,29,29,8,29,1,1,29,1,1,False,False,2.0,3.0,1.0,0.0,False,1,0,0,0,,55.0,228.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_3,octmnist,MobileNetV3,L30_G30,tralo,3,29,29,7,29,0,0,29,0,0,False,False,,,0.0,2.0,False,0,0,0,0,,133.0,236.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_4,octmnist,MobileNetV3,L30_G30,tralo,4,29,29,7,29,0,0,29,0,0,False,False,,,0.0,6.0,False,0,0,0,0,,77.0,237.0
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,1,29,29,29,29,1,1,29,1,1,False,False,1.0,1.0,1.0,16.0,ABSENT->default True,1,0,1,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,10.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,3,29,29,29,29,1,1,29,1,1,False,False,24.0,24.0,1.0,31.0,ABSENT->default True,1,0,1,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,4,29,29,29,29,3,3,29,3,3,False,False,1.0,1.0,1.0,7.0,ABSENT->default True,3,0,1,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,1,29,29,29,29,1,1,29,1,1,False,False,1.0,1.0,1.0,16.0,ABSENT->default True,1,0,1,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,29.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,4.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,4,29,29,29,29,2,2,29,2,2,False,False,1.0,1.0,1.0,4.0,ABSENT->default True,2,0,1,0,,,
