path,dataset,model,cap,method,seed,K,count_raw,count_adj,ratio,ccF1eq,AP,macroEq,epochs_run,rows_logged,inferred_tail,n_sat,frac_sat,first_sat,n_down,n_up,held_tail,early_stop,ex_first,ex_min,ex_last,ex_rises,final_excess,final_sat,flips,sat_epoch_csv,min_excess_epoch,min_total_excess,restored_from,restore_kind,ce_skip_e,ce_skip_cfg,n_local_groups,klass,d_ccF1eq,d_AP,d_macroEq,max_run_sat,cnt_min,cnt_max,cnt_first,cnt_last,coll,rb,adjK,k3,k5,k7,cestop
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,67,51,67,0.7611940298507462,0.3586206896551724,0.5571203326042151,0.6689971169303742,19,19,False,5,0.2631578947368421,15.0,0,1,True,True,210.0,0.0,0.0,5,0.0,1.0,16.0,15.0,15.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD,0.0022988505747126853,0.02698580386631333,0.023659731550314422,5,,,,,False,0.60-0.85,1.0,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,67,51,67,0.7611940298507462,0.4,0.6063083218708846,0.6362610526390272,20,20,False,5,0.25,16.0,0,1,True,True,480.0,0.0,0.0,6,0.0,1.0,16.0,16.0,16.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD,0.0436781609195403,0.07617379313298278,-0.009076332741032589,5,,,,,False,0.60-0.85,1.0,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,67,52,67,0.7761194029850746,0.3448275862068966,0.5004014913308018,0.6777103272506845,29,29,False,0,0.0,,0,0,False,False,222.0,2.0,2.0,5,2.0,0.0,19.0,,16.0,2.0,,,14.0,ABSENT(default True),,NEVER_SAT,-0.011494252873563149,-0.029733037407099983,0.03237294187062467,0,,,,,False,0.60-0.85,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,1,67,16,67,0.2388059701492537,0.3586206896551724,0.5090260122722069,0.6489867752201384,29,29,False,3,0.1034482758620689,27.0,0,1,False,False,310.0,0.0,0.0,10,0.0,1.0,51.0,27.0,27.0,0.0,,,22.0,ABSENT(default True),,COLLAPSE,0.0022988505747126853,-0.021108516465694893,0.003649389840078565,3,,,,,True,<0.33,1.0,COLLAPSE,COLLAPSE,COLLAPSE,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,2,67,5,67,0.0746268656716417,0.2413793103448276,0.3647026941561073,0.6157227653644753,25,25,False,5,0.2,21.0,0,1,True,True,210.0,0.0,0.0,6,0.0,1.0,62.0,21.0,21.0,0.0,,,16.0,ABSENT(default True),,COLLAPSE,-0.11494252873563213,-0.1654318345817945,-0.02961462001558446,5,,,,,True,<0.33,1.0,COLLAPSE,COLLAPSE,COLLAPSE,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,3,67,8,67,0.1194029850746268,0.2689655172413793,0.3738125885095221,0.6097409135685086,21,21,False,5,0.238095238095238,17.0,0,1,True,True,480.0,0.0,0.0,4,0.0,1.0,59.0,17.0,17.0,0.0,,,14.0,ABSENT(default True),,COLLAPSE,-0.08735632183908043,-0.1563219402283797,-0.035596471811551234,5,,,,,True,<0.33,1.0,COLLAPSE,COLLAPSE,COLLAPSE,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,67,9,67,0.1343283582089552,0.2827586206896552,0.3440336899385814,0.5804516055245933,26,26,False,5,0.1923076923076923,22.0,0,1,True,True,222.0,0.0,0.0,8,0.0,1.0,58.0,22.0,22.0,0.0,,,16.0,ABSENT(default True),,COLLAPSE,-0.07356321839080454,-0.18610083879932038,-0.06488577985546651,5,,,,,True,<0.33,1.0,COLLAPSE,COLLAPSE,COLLAPSE,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,dermmnist,RegNetY400MF,L30_G30,tralo,1,67,124,67,1.8507462686567164,0.4344827586206896,0.6965820998089212,0.6977928217742075,29,7,False,0,0.0,,0,0,False,False,310.0,168.0,168.0,1,114.0,0.0,57.0,,7.0,156.0,,,,False,3.0,NEVER_SAT,0.07816091954022986,0.16644757107101937,0.052455436394147736,0,151.0,225.0,222.0,151.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,dermmnist,RegNetY400MF,L30_G30,tralo,2,67,152,67,2.2686567164179103,0.3862068965517241,0.6376213629758776,0.6503114442823917,29,7,False,0,0.0,,0,0,False,False,210.0,170.0,252.0,3,170.0,0.0,85.0,,5.0,170.0,5.0,min_excess,,False,3.0,NEVER_SAT,0.029885057471264354,0.10748683423797578,0.004974058902331935,0,152.0,218.0,172.0,193.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,dermmnist,RegNetY400MF,L30_G30,tralo,3,67,96,67,1.4328358208955223,0.4068965517241379,0.6039074658861605,0.6103296415670602,29,7,False,0,0.0,,0,0,False,False,480.0,152.0,240.0,2,58.0,0.0,31.0,,4.0,58.0,4.0,min_excess,,False,3.0,NEVER_SAT,0.05057471264367819,0.07377293714825872,-0.03500774381299965,0,143.0,307.0,307.0,187.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,dermmnist,RegNetY400MF,L30_G30,tralo,4,67,90,67,1.3432835820895523,0.3931034482758621,0.6007235320556298,0.7029446374348323,29,7,False,0,0.0,,0,0,False,False,222.0,46.0,46.0,3,46.0,0.0,23.0,,30.0,46.0,,,,False,3.0,NEVER_SAT,0.036781609195402354,0.070589003317728,0.05760725205477246,0,90.0,204.0,178.0,90.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,75,125,75,1.6666666666666667,0.3938461538461538,0.6941591535566026,0.6946376983280925,29,29,False,0,0.0,,0,0,False,False,133.0,99.0,255.0,16,99.0,0.0,50.0,,15.0,99.0,15.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.012820512820512886,-0.030618811932798362,-0.001040727682726006,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,75,57,57,0.76,0.4061538461538461,0.6921825660756759,0.6748218784147764,29,29,False,1,0.0344827586206896,29.0,0,1,False,False,215.0,0.0,0.0,11,0.0,1.0,0.0,29.0,29.0,0.0,,,27.0,ABSENT(default True),,SAT_THEN_DRIFT,-0.0005128205128205887,-0.032595399413725135,-0.020856547596042163,1,,,,,False,0.60-0.85,0.76,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,75,106,75,1.413333333333333,0.4,0.7169548360754253,0.7011544069233411,29,29,False,0,0.0,,0,0,False,False,281.0,61.0,235.0,15,61.0,0.0,31.0,,3.0,61.0,3.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.006666666666666654,-0.007823129413975671,0.005475980912522549,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,75,127,75,1.6933333333333334,0.4123076923076923,0.7420239925268304,0.7072122274899808,29,29,False,0,0.0,,0,0,False,False,225.0,103.0,187.0,14,103.0,0.0,52.0,,7.0,103.0,7.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.005641025641025643,0.01724602703742939,0.011533801479162276,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,RegNetY400MF,L30_G30,hounie_rcl,1,75,107,75,1.4266666666666667,0.4246153846153846,0.7439418154228263,0.69349924138228,29,29,False,0,0.0,,0,0,False,False,133.0,63.0,163.0,15,63.0,0.0,32.0,,23.0,63.0,23.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.01794871794871794,0.019163849933425348,-0.0021791846285384997,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,RegNetY400MF,L30_G30,hounie_rcl,2,75,108,75,1.44,0.4061538461538461,0.7354033173452216,0.6959558369892311,29,29,False,0,0.0,,0,0,False,False,215.0,65.0,237.0,13,65.0,0.0,33.0,,6.0,65.0,6.0,min_excess,29.0,ABSENT(default True),,NEVER_SAT,-0.0005128205128205887,0.010625351855820586,0.00027741097841260665,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,RegNetY400MF,L30_G30,hounie_rcl,3,75,69,66,0.92,0.4123076923076923,0.7309683404383006,0.6848567588736945,29,29,False,0,0.0,,0,0,False,False,281.0,63.0,63.0,13,3.0,0.0,3.0,,29.0,63.0,,,29.0,ABSENT(default True),,NEVER_SAT,0.005641025641025643,0.006190374948899624,-0.01082166713712407,0,,,,,False,0.85-1.00,0.88,NEVER_SAT,NEVER_SAT,NEVER_SAT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,75,94,75,1.2533333333333334,0.4061538461538461,0.7363880807584706,0.6973963865231367,29,29,False,0,0.0,,0,0,False,False,225.0,67.0,73.0,16,37.0,0.0,19.0,,7.0,67.0,,,,ABSENT(default True),,NEVER_SAT,-0.0005128205128205887,0.011610115269069632,0.0017179605123182062,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,RegNetY400MF,L30_G30,tralo,1,75,121,75,1.6133333333333333,0.4246153846153846,0.7520266239331184,0.7206851747787016,29,7,False,0,0.0,,0,0,False,False,133.0,129.0,167.0,3,91.0,0.0,46.0,,24.0,91.0,24.0,min_excess,,False,3.0,NEVER_SAT,0.01794871794871794,0.027248658443717377,0.025006748767883114,0,140.0,213.0,142.0,159.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,RegNetY400MF,L30_G30,tralo,2,75,124,75,1.653333333333333,0.4,0.7160146073244622,0.6789038208157052,29,7,False,0,0.0,,0,0,False,False,215.0,107.0,141.0,2,97.0,0.0,49.0,,29.0,97.0,29.0,min_excess,,False,3.0,NEVER_SAT,-0.006666666666666654,-0.008763358164938784,-0.016774605195113312,0,129.0,241.0,183.0,146.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,RegNetY400MF,L30_G30,tralo,3,75,126,75,1.68,0.3876923076923076,0.7009144846064651,0.6868060638446836,29,7,False,0,0.0,,0,0,False,False,281.0,101.0,133.0,2,101.0,0.0,51.0,,10.0,101.0,,,,False,3.0,NEVER_SAT,-0.018974358974359062,-0.023863480882935884,-0.008872362166134962,0,126.0,221.0,216.0,142.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,RegNetY400MF,L30_G30,tralo,4,75,89,75,1.1866666666666668,0.4061538461538461,0.7363577678094129,0.7122116177661988,29,7,False,0,0.0,,0,0,False,False,225.0,36.0,249.0,3,27.0,0.0,14.0,,8.0,27.0,8.0,min_excess,,False,3.0,NEVER_SAT,-0.0005128205128205887,0.011579802320011878,0.01653319175538026,0,93.0,200.0,188.0,200.0,False,1.00-1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,1,51,74,51,1.4509803921568627,0.2432432432432432,0.3660247874376303,0.4220430379136828,29,29,False,0,0.0,,0,0,False,False,188.0,46.0,262.0,15,46.0,0.0,25.0,,5.0,46.0,5.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.0315315315315316,-0.027922534665663856,0.014091197768363317,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,2,51,101,51,1.9803921568627447,0.2972972972972973,0.415958662926586,0.3999094720825634,29,29,False,0,0.0,,0,0,False,False,316.0,100.0,238.0,12,100.0,0.0,52.0,,2.0,100.0,2.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.022522522522522515,0.02201134082329187,-0.0080423680627561,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,3,51,78,51,1.5294117647058822,0.2882882882882883,0.4160321002580541,0.3888966292692315,29,29,False,0,0.0,,0,0,False,False,214.0,54.0,206.0,15,54.0,0.0,29.0,,3.0,54.0,3.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.013513513513513487,0.022084778154759954,-0.01905521087608797,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,51,107,51,2.0980392156862746,0.2702702702702703,0.3848716460121782,0.4156395274750337,29,29,False,0,0.0,,0,0,False,False,328.0,112.0,442.0,15,112.0,0.0,56.0,,8.0,112.0,8.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.004504504504504514,-0.009075676091115925,0.007687687329714199,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,1,51,103,51,2.019607843137255,0.2792792792792792,0.3865354881989905,0.405618159239538,29,29,False,0,0.0,,0,0,False,False,188.0,104.0,140.0,18,104.0,0.0,52.0,,23.0,104.0,23.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.004504504504504403,-0.007411833904303666,-0.00233368090578151,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,2,51,101,51,1.9803921568627447,0.2972972972972973,0.415958662926586,0.3999094720825634,29,29,False,0,0.0,,0,0,False,False,316.0,100.0,226.0,14,100.0,0.0,52.0,,2.0,100.0,2.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.022522522522522515,0.02201134082329187,-0.0080423680627561,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,3,51,86,51,1.6862745098039216,0.2702702702702703,0.4429713849593309,0.426064875901248,29,29,False,0,0.0,,0,0,False,False,214.0,70.0,210.0,13,70.0,0.0,37.0,,3.0,70.0,3.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.004504504504504514,0.049024062856036776,0.018113035755928486,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,51,105,51,2.0588235294117645,0.2882882882882883,0.3562319557558725,0.4204299239996691,29,29,False,0,0.0,,0,0,False,False,328.0,108.0,182.0,12,108.0,0.0,54.0,,22.0,108.0,22.0,min_excess,,ABSENT(default True),,NEVER_SAT,0.013513513513513487,-0.03771536634742162,0.01247808385434962,0,,,,,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,RegNetY400MF,L30_G30,tralo,1,51,105,51,2.0588235294117645,0.2702702702702703,0.3517354705612637,0.3954766153115303,29,7,False,0,0.0,,0,0,False,False,188.0,154.0,154.0,3,108.0,0.0,54.0,,17.0,108.0,17.0,min_excess,,False,2.0,NEVER_SAT,-0.004504504504504514,-0.04221185154203044,-0.012475224833789211,0,128.0,309.0,145.0,128.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,RegNetY400MF,L30_G30,tralo,2,51,123,51,2.411764705882353,0.2612612612612612,0.4170239495472287,0.4014901651214601,29,7,False,0,0.0,,0,0,False,False,316.0,144.0,530.0,3,144.0,0.0,72.0,,5.0,144.0,5.0,min_excess,,False,2.0,NEVER_SAT,-0.013513513513513598,0.023076627443934572,-0.0064616750238594145,0,123.0,316.0,209.0,316.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,RegNetY400MF,L30_G30,tralo,3,51,111,51,2.176470588235294,0.2612612612612612,0.4104309011286234,0.4094997236256673,29,7,False,0,0.0,,0,0,False,False,214.0,178.0,250.0,4,120.0,0.0,60.0,,4.0,120.0,4.0,min_excess,,False,2.0,NEVER_SAT,-0.013513513513513598,0.016483579025329265,0.0015478834803477892,0,140.0,193.0,158.0,176.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,RegNetY400MF,L30_G30,tralo,4,51,136,51,2.6666666666666665,0.2702702702702703,0.3635928555271855,0.4104444797216465,29,7,False,0,0.0,,0,0,False,False,328.0,240.0,286.0,2,170.0,0.0,85.0,,28.0,170.0,28.0,min_excess,,False,2.0,NEVER_SAT,-0.004504504504504514,-0.03035446657610863,0.002492639576327005,0,171.0,255.0,215.0,194.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,112,91,111,0.8125,0.497005988023952,0.6183982790447494,0.6627633199498756,20,20,False,5,0.25,16.0,0,1,True,True,221.0,0.0,0.0,7,0.0,1.0,20.0,16.0,16.0,0.0,,,15.0,ABSENT(default True),,LOCK_AND_HOLD,0.004491017964071864,0.02835844491645123,-0.014130611932921755,5,,,,,False,0.60-0.85,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,112,69,111,0.6160714285714286,0.4910179640718562,0.618833706892146,0.6852589485616668,22,22,False,5,0.2272727272727272,18.0,0,1,True,True,121.0,0.0,0.0,7,0.0,1.0,42.0,18.0,18.0,0.0,,,17.0,ABSENT(default True),,LOCK_AND_HOLD,-0.0014970059880239361,0.028793872763847816,0.008365016678869464,5,,,,,False,0.60-0.85,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,112,48,111,0.4285714285714285,0.5149700598802395,0.6050725719671165,0.6656308157008687,21,21,False,5,0.238095238095238,17.0,0,1,True,True,391.0,0.0,0.0,6,0.0,1.0,63.0,17.0,17.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD,0.02245508982035932,0.01503273783881831,-0.011263116181928656,5,,,,,False,0.33-0.60,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,112,99,111,0.8839285714285714,0.467065868263473,0.5969347987551573,0.7014275466195878,19,19,False,5,0.2631578947368421,15.0,0,1,True,True,133.0,0.0,0.0,6,0.0,1.0,12.0,15.0,15.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD,-0.025449101796407136,0.006894964626859124,0.0245336147367905,5,,,,,False,0.85-1.00,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,1,112,42,111,0.375,0.4550898203592814,0.5129203106947028,0.5938830807998067,24,24,False,5,0.2083333333333333,20.0,0,1,True,True,221.0,0.0,0.0,7,0.0,1.0,69.0,20.0,20.0,0.0,,,15.0,ABSENT(default True),,LOCK_AND_HOLD,-0.03742514970059874,-0.0771195234335954,-0.08301085108299067,5,,,,,False,0.33-0.60,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,2,112,34,111,0.3035714285714285,0.4610778443113772,0.5211105933433501,0.6851637832017671,29,29,False,5,0.1724137931034483,25.0,0,1,True,False,121.0,0.0,0.0,9,0.0,1.0,77.0,25.0,25.0,0.0,,,19.0,ABSENT(default True),,COLLAPSE,-0.031437125748502937,-0.06892924078494811,0.008269851318969734,5,,,,,True,<0.33,0.9910714285714286,COLLAPSE,COLLAPSE,COLLAPSE,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,3,112,28,111,0.25,0.467065868263473,0.5308312386335917,0.6878995980902278,26,26,False,5,0.1923076923076923,22.0,0,1,True,True,391.0,0.0,0.0,6,0.0,1.0,83.0,22.0,22.0,0.0,,,17.0,ABSENT(default True),,COLLAPSE,-0.025449101796407136,-0.05920859549470647,0.011005666207430487,5,,,,,True,<0.33,0.9910714285714286,COLLAPSE,COLLAPSE,COLLAPSE,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,112,16,111,0.1428571428571428,0.4610778443113772,0.5026997410940586,0.652774993303165,26,26,False,5,0.1923076923076923,22.0,0,1,True,True,133.0,0.0,0.0,7,0.0,1.0,95.0,22.0,22.0,0.0,,,18.0,ABSENT(default True),,COLLAPSE,-0.031437125748502937,-0.08734009303423962,-0.02411893857963232,5,,,,,True,<0.33,0.9910714285714286,COLLAPSE,COLLAPSE,COLLAPSE,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,dermmnist,RegNetY400MF,L50_G50,tralo,1,112,114,111,1.0178571428571428,0.5149700598802395,0.6470455530065607,0.7192927707375489,29,7,False,0,0.0,,0,0,False,False,221.0,53.0,53.0,1,7.0,0.0,9.0,,17.0,8.0,,,,False,3.0,NEVER_SAT,0.02245508982035932,0.05700571887826256,0.0423988388547516,0,138.0,222.0,222.0,138.0,False,1.00-1.25,0.9910714285714286,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2,dermmnist,RegNetY400MF,L50_G50,tralo,2,112,132,111,1.1785714285714286,0.5029940119760479,0.6200126260675138,0.7106074080877033,29,7,False,0,0.0,,0,0,False,False,121.0,41.0,185.0,4,41.0,0.0,21.0,,20.0,41.0,20.0,min_excess,,False,3.0,NEVER_SAT,0.01047904191616772,0.02997279193921565,0.033713476204905946,0,132.0,208.0,172.0,204.0,False,1.00-1.25,0.9910714285714286,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
