path,dataset,model,cap,method,seed,K,count_raw,count_adj,ratio,ccF1eq,AP,macroEq,epochs_run,rows_logged,inferred_tail,n_sat,frac_sat,first_sat,n_down,n_up,held_tail,early_stop,ex_first,ex_min,ex_last,ex_rises,final_excess,final_sat,flips,sat_epoch_csv,min_excess_epoch,min_total_excess,restored_from,restore_kind,ce_skip_e,ce_skip_cfg,n_local_groups,klass,d_ccF1eq,d_AP,d_macroEq,max_run_sat,cnt_min,cnt_max,cnt_first,cnt_last,coll,rb,adjK,k3,k5,k7,cestop
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,4,51,47,51,0.9215686274509804,0.2702702702702703,0.3808957268250199,0.3694976174068033,29,29,False,2,0.0689655172413793,1.0,1,0,False,False,0.0,0.0,122.0,17,0.0,1.0,4.0,1.0,1.0,0.0,2.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,0.0015015015015015232,0.0070119212891509575,0.007633606274560889,2,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,MobileNetV3,L30_G30,tralo,1,51,35,51,0.6862745098039216,0.2882882882882883,0.3954645792438441,0.271492375243205,29,7,False,1,0.0344827586206896,1.0,1,0,False,False,0.0,0.0,316.0,4,0.0,1.0,16.0,2.0,2.0,0.0,2.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT,0.019519519519519524,0.021580773707975176,-0.0903716358890374,1,35.0,247.0,35.0,209.0,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,MobileNetV3,L30_G30,tralo,2,51,73,51,1.431372549019608,0.3243243243243243,0.444779157439954,0.3874301069042014,29,7,False,0,0.0,,0,0,False,False,406.0,66.0,112.0,3,44.0,0.0,22.0,,29.0,44.0,29.0,min_excess,,False,2.0,NEVER_SAT,0.055555555555555525,0.07089535190408508,0.025566095771958952,0,84.0,254.0,254.0,107.0,False,>1.25,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,MobileNetV3,L30_G30,tralo,3,51,36,51,0.7058823529411765,0.2612612612612612,0.3267056656925248,0.3985405801876154,29,9,False,2,0.0689655172413793,8.0,2,2,False,False,50.0,0.0,140.0,3,0.0,1.0,15.0,9.0,9.0,0.0,17.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT,-0.00750750750750756,-0.047178139843344125,0.036676569055372976,1,30.0,203.0,76.0,121.0,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,MobileNetV3,L30_G30,tralo,4,51,42,51,0.8235294117647058,0.2882882882882883,0.4223028192686608,0.4375330829037124,29,8,False,3,0.1034482758620689,1.0,2,1,False,False,0.0,0.0,180.0,3,0.0,1.0,9.0,2.0,2.0,0.0,5.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT,0.019519519519519524,0.04841901373279189,0.07566907177146998,2,25.0,202.0,25.0,141.0,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,1,112,78,111,0.6964285714285714,0.5329341317365269,0.6420835526670444,0.7261095197055006,24,24,False,6,0.25,14.0,1,2,True,True,69.0,0.0,0.0,9,0.0,1.0,33.0,14.0,14.0,0.0,,,20.0,ABSENT(default True),,OSC_THEN_LOCK,0.019960079840319334,0.03146017706151594,0.023706649726070506,5,,,,,False,0.60-0.85,0.9910714285714286,OSC_THEN_LOCK,OSC_THEN_LOCK,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,2,112,110,111,0.9821428571428572,0.5449101796407185,0.6517579261994727,0.740374871845398,29,29,False,0,0.0,,0,0,False,False,57.0,1.0,1.0,7,1.0,0.0,3.0,,16.0,1.0,,,15.0,ABSENT(default True),,NEVER_SAT,0.031936127744510934,0.04113455059394422,0.03797200186596783,0,,,,,False,0.85-1.00,0.9910714285714286,NEVER_SAT,NEVER_SAT,NEVER_SAT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,3,112,76,111,0.6785714285714286,0.5029940119760479,0.6254235776780518,0.6990448327160275,20,20,False,5,0.25,16.0,0,1,True,True,313.0,0.0,0.0,6,0.0,1.0,35.0,16.0,16.0,0.0,,,15.0,ABSENT(default True),,LOCK_AND_HOLD,-0.009980039920159722,0.014800202072523305,-0.003358037263402669,5,,,,,False,0.60-0.85,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,4,112,97,111,0.8660714285714286,0.5389221556886228,0.635610149084322,0.7095523572121492,21,21,False,5,0.238095238095238,17.0,0,1,True,True,125.0,0.0,0.0,7,0.0,1.0,14.0,17.0,17.0,0.0,,,17.0,ABSENT(default True),,LOCK_AND_HOLD,0.02594810379241519,0.024986773478793523,0.007149487232719021,5,,,,,False,0.85-1.00,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,MobileNetV3,L50_G50,hounie_rcl,1,112,54,111,0.4821428571428571,0.4011976047904191,0.4841629167751743,0.6167989363569445,29,29,False,3,0.1034482758620689,27.0,0,1,False,False,69.0,0.0,0.0,8,0.0,1.0,57.0,27.0,27.0,0.0,,,12.0,ABSENT(default True),,SAT_THEN_DRIFT,-0.11177644710578849,-0.12646045883035417,-0.08560393362248564,3,,,,,False,0.33-0.60,0.9910714285714286,LOCK_AND_HOLD,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,MobileNetV3,L50_G50,hounie_rcl,2,112,71,111,0.6339285714285714,0.5089820359281437,0.6082769508687245,0.7112030763810243,29,29,False,4,0.1379310344827586,26.0,0,1,False,False,57.0,0.0,0.0,11,0.0,1.0,40.0,26.0,26.0,0.0,,,23.0,ABSENT(default True),,SAT_THEN_DRIFT,-0.003992015968063867,-0.0023464247368040203,0.00880020640159418,4,,,,,False,0.60-0.85,0.9910714285714286,LOCK_AND_HOLD,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,MobileNetV3,L50_G50,hounie_rcl,3,112,38,111,0.3392857142857143,0.4850299401197604,0.564949066665863,0.6918938892402204,25,25,False,5,0.2,21.0,0,1,True,True,313.0,0.0,0.0,5,0.0,1.0,73.0,21.0,21.0,0.0,,,15.0,ABSENT(default True),,LOCK_AND_HOLD,-0.027944111776447178,-0.04567430893966551,-0.010508980739209695,5,,,,,False,0.33-0.60,0.9910714285714286,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,MobileNetV3,L50_G50,hounie_rcl,4,112,52,111,0.4642857142857143,0.4491017964071856,0.5235007484841816,0.6120485289437388,28,28,False,6,0.2142857142857142,8.0,1,2,True,True,125.0,0.0,0.0,6,0.0,1.0,59.0,8.0,8.0,0.0,,,14.0,ABSENT(default True),,OSC_THEN_LOCK,-0.06387225548902198,-0.08712262712134689,-0.09035434103569129,5,,,,,False,0.33-0.60,0.9910714285714286,OSC_THEN_LOCK,OSC_THEN_LOCK,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_1,dermmnist,MobileNetV3,L50_G50,tralo,1,112,80,111,0.7142857142857143,0.5568862275449101,0.6335067813669428,0.7356062435619075,29,13,False,6,0.2068965517241379,3.0,6,6,False,False,69.0,0.0,2.0,5,0.0,1.0,31.0,4.0,4.0,0.0,26.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT,0.043912175648702534,0.022883405761414344,0.03320337358247738,1,79.0,199.0,146.0,101.0,False,0.60-0.85,0.9910714285714286,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_2,dermmnist,MobileNetV3,L50_G50,tralo,2,112,95,111,0.8482142857142857,0.5449101796407185,0.6591550666068976,0.7296964057088103,29,16,False,10,0.3448275862068966,2.0,8,9,False,False,57.0,0.0,0.0,5,0.0,1.0,16.0,3.0,3.0,0.0,,,,False,3.0,SAT_THEN_DRIFT,0.031936127744510934,0.048531691001369115,0.027293535729380203,2,74.0,262.0,140.0,86.0,False,0.60-0.85,0.9910714285714286,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_3,dermmnist,MobileNetV3,L50_G50,tralo,3,112,99,111,0.8839285714285714,0.5508982035928144,0.6558994453298156,0.7224192154795624,29,11,False,5,0.1724137931034483,9.0,5,5,False,False,313.0,0.0,15.0,5,0.0,1.0,12.0,10.0,10.0,0.0,,,,False,3.0,SAT_THEN_DRIFT,0.03792415169660679,0.045276069724287105,0.020016345500132315,1,82.0,281.0,268.0,119.0,False,0.85-1.00,0.9910714285714286,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_4,dermmnist,MobileNetV3,L50_G50,tralo,4,112,66,111,0.5892857142857143,0.5389221556886228,0.6431543255398516,0.7340865626018778,29,14,False,7,0.2413793103448276,3.0,7,7,False,False,125.0,0.0,38.0,5,0.0,1.0,45.0,4.0,4.0,0.0,23.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT,0.02594810379241519,0.03253094993432315,0.031683692622447635,1,66.0,240.0,174.0,130.0,False,0.33-0.60,0.9910714285714286,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,MobileNetV3,L50_G50,fioretto_ldf,1,125,108,125,0.864,0.5333333333333333,0.7215008445074367,0.7363432394430335,29,29,False,6,0.2068965517241379,2.0,4,4,False,False,236.0,0.0,120.0,11,0.0,1.0,17.0,2.0,2.0,0.0,28.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.052888888888888874,-0.0691400682753619,-0.0217024967751952,2,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,MobileNetV3,L50_G50,fioretto_ldf,2,125,111,125,0.888,0.6186666666666667,0.8295688576114865,0.784711012564671,29,29,False,11,0.3793103448275862,2.0,5,6,True,False,6.0,0.0,0.0,10,0.0,1.0,14.0,2.0,2.0,0.0,,,26.0,ABSENT(default True),,OSC_THEN_LOCK,0.0324444444444445,0.03892794482868789,0.026665276346442335,5,,,,,False,0.85-1.00,1.0,OSC_THEN_LOCK,OSC_THEN_LOCK,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,MobileNetV3,L50_G50,fioretto_ldf,3,125,111,125,0.888,0.5653333333333334,0.7651043720875812,0.7401553927277432,29,29,False,1,0.0344827586206896,26.0,1,1,False,False,222.0,0.0,88.0,12,0.0,1.0,14.0,26.0,26.0,0.0,26.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.020888888888888846,-0.02553654069521738,-0.01789034349048546,1,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,MobileNetV3,L50_G50,fioretto_ldf,4,125,117,125,0.936,0.592,0.8121980585359813,0.7789671003792058,29,29,False,7,0.2413793103448276,5.0,3,4,False,False,12.0,0.0,0.0,10,0.0,1.0,8.0,5.0,5.0,0.0,,,26.0,ABSENT(default True),,SAT_THEN_DRIFT,0.005777777777777771,0.021557145753182683,0.02092136416097712,4,,,,,False,0.85-1.00,1.0,OSC_THEN_LOCK,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,MobileNetV3,L50_G50,hounie_rcl,1,125,96,125,0.768,0.5973333333333334,0.7869481365119021,0.7278064789015896,29,29,False,3,0.1034482758620689,2.0,3,3,False,False,236.0,0.0,144.0,14,0.0,1.0,29.0,2.0,2.0,0.0,13.0,fully_satisfied,29.0,ABSENT(default True),,SAT_THEN_DRIFT,0.011111111111111183,-0.0036927762708964806,-0.030239257316639123,1,,,,,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,MobileNetV3,L50_G50,hounie_rcl,2,125,113,125,0.904,0.6133333333333333,0.8264072779293988,0.7766215903763518,29,29,False,2,0.0689655172413793,2.0,1,1,False,False,6.0,0.0,60.0,14,0.0,1.0,12.0,2.0,2.0,0.0,3.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,0.027111111111111086,0.035766365146600254,0.01857585415812313,2,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,MobileNetV3,L50_G50,hounie_rcl,3,125,86,125,0.688,0.5706666666666667,0.7534063613721464,0.73790534964568,29,29,False,4,0.1379310344827586,11.0,3,4,False,False,222.0,0.0,0.0,12,0.0,1.0,39.0,11.0,11.0,0.0,,,26.0,ABSENT(default True),,SAT_THEN_DRIFT,-0.015555555555555545,-0.03723455141065213,-0.020140386572548685,1,,,,,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,MobileNetV3,L50_G50,hounie_rcl,4,125,64,125,0.512,0.6186666666666667,0.8223765465515465,0.7865658664129185,29,29,False,4,0.1379310344827586,8.0,2,3,False,False,12.0,0.0,0.0,10,0.0,1.0,61.0,8.0,8.0,0.0,,,23.0,ABSENT(default True),,SAT_THEN_DRIFT,0.0324444444444445,0.031735633768747884,0.028520130194689797,2,,,,,False,0.33-0.60,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_1,octmnist,MobileNetV3,L50_G50,tralo,1,125,103,125,0.824,0.576,0.7709309982736356,0.7270758304154319,29,11,False,4,0.1379310344827586,2.0,4,4,False,False,236.0,0.0,7.0,5,0.0,1.0,22.0,3.0,3.0,0.0,,,,False,3.0,SAT_THEN_DRIFT,-0.010222222222222244,-0.01970991450916293,-0.030969905802796793,1,53.0,243.0,243.0,120.0,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_2,octmnist,MobileNetV3,L50_G50,tralo,2,125,99,125,0.792,0.544,0.7560338499848368,0.7354825864860565,29,12,False,7,0.2413793103448276,2.0,4,4,False,False,6.0,0.0,76.0,4,0.0,1.0,26.0,3.0,3.0,0.0,22.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT,-0.04222222222222216,-0.034607062797961774,-0.022563149732172216,3,47.0,180.0,105.0,163.0,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_3,octmnist,MobileNetV3,L50_G50,tralo,3,125,108,125,0.864,0.5973333333333334,0.8145282858354329,0.7798023054399704,29,11,False,5,0.1724137931034483,7.0,5,5,False,False,222.0,0.0,36.0,4,0.0,1.0,17.0,8.0,8.0,0.0,26.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT,0.011111111111111183,0.02388737305263433,0.02175656922174174,1,107.0,236.0,236.0,143.0,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_4,octmnist,MobileNetV3,L50_G50,tralo,4,125,122,125,0.976,0.608,0.8286873641921993,0.7851120818260916,29,9,False,3,0.1034482758620689,4.0,3,3,False,False,12.0,0.0,86.0,4,0.0,1.0,3.0,5.0,5.0,0.0,14.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT,0.021777777777777785,0.03804645140940077,0.02706634560786292,1,76.0,280.0,131.0,168.0,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,1,86,61,86,0.7093023255813954,0.2957198443579766,0.2871502523654191,0.4086211436538096,29,29,False,1,0.0344827586206896,1.0,1,0,False,False,0.0,0.0,46.0,13,0.0,1.0,25.0,1.0,1.0,0.0,,,28.0,ABSENT(default True),,SAT_THEN_DRIFT,-0.02140077821011671,-0.05500091912003102,0.02752694812849099,1,,,,,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,True
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,2,86,83,86,0.9651162790697676,0.3424124513618677,0.3616882355063031,0.3854143193678302,29,29,False,2,0.0689655172413793,11.0,2,2,False,False,336.0,0.0,28.0,16,0.0,1.0,3.0,11.0,11.0,0.0,23.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,0.025291828793774396,0.01953706402085298,0.004320123842511625,1,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,3,86,66,86,0.7674418604651163,0.311284046692607,0.3434944691741649,0.3775104919125395,29,29,False,5,0.1724137931034483,1.0,3,2,False,False,0.0,0.0,132.0,12,0.0,1.0,20.0,1.0,1.0,0.0,19.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.005836575875486305,0.001343297688714773,-0.003583703612779099,3,,,,,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,4,86,77,86,0.8953488372093024,0.3190661478599221,0.3111756289946287,0.369554053734499,29,29,False,5,0.1724137931034483,1.0,2,1,False,False,0.0,0.0,214.0,11,0.0,1.0,9.0,1.0,1.0,0.0,11.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,0.0019455252918287869,-0.030975542490821406,-0.01154014179081958,4,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,1,86,35,86,0.4069767441860465,0.3268482490272373,0.3954645792438441,0.2747490671070107,29,29,False,1,0.0344827586206896,1.0,1,0,False,False,0.0,0.0,226.0,11,0.0,1.0,51.0,1.0,1.0,0.0,1.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,0.00972762645914399,0.053313407758393994,-0.1063451284183079,1,,,,,False,0.33-0.60,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,2,86,81,86,0.9418604651162792,0.2957198443579766,0.337777312890084,0.4105561098745418,29,29,False,0,0.0,,0,0,False,False,336.0,2.0,72.0,13,2.0,0.0,9.0,,26.0,2.0,26.0,min_excess,,ABSENT(default True),,NEVER_SAT,-0.02140077821011671,-0.004373858595366098,0.029461914349223184,0,,,,,False,0.85-1.00,1.0,NEVER_SAT,NEVER_SAT,NEVER_SAT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,3,86,54,86,0.627906976744186,0.2568093385214007,0.231607236675273,0.3645388072604549,29,29,False,6,0.2068965517241379,1.0,3,2,False,False,0.0,0.0,108.0,15,0.0,1.0,32.0,1.0,1.0,0.0,14.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.060311284046692615,-0.1105439348101771,-0.01655538826486369,3,,,,,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,4,86,85,86,0.9883720930232558,0.2879377431906614,0.2708435066172626,0.379013285193029,29,29,False,4,0.1379310344827586,1.0,2,1,False,False,0.0,0.0,146.0,12,0.0,1.0,1.0,1.0,1.0,0.0,21.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT,-0.029182879377431914,-0.07130766486818751,-0.002080910332289576,3,,,,,False,0.85-1.00,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,MobileNetV3,L50_G50,tralo,1,86,46,86,0.5348837209302325,0.3501945525291828,0.4131896012314953,0.4175177614496693,29,7,False,2,0.0689655172413793,1.0,2,1,False,False,0.0,0.0,32.0,3,0.0,1.0,40.0,2.0,2.0,0.0,5.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT,0.03307392996108949,0.07103842974604518,0.0364235659243507,1,35.0,257.0,35.0,102.0,False,0.33-0.60,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,MobileNetV3,L50_G50,tralo,2,86,58,86,0.6744186046511628,0.3891050583657587,0.427915335504868,0.4118772349360842,29,8,False,2,0.0689655172413793,4.0,2,2,False,False,336.0,0.0,24.0,4,0.0,1.0,28.0,5.0,5.0,0.0,28.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT,0.07198443579766539,0.08576416401941789,0.0307830394107656,1,58.0,300.0,254.0,95.0,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,MobileNetV3,L50_G50,tralo,3,86,63,86,0.7325581395348837,0.3346303501945525,0.3976203801948647,0.3985942906923224,5,4,True,5,1.0,1.0,0,0,True,True,0.0,0.0,0.0,0,0.0,1.0,23.0,2.0,2.0,0.0,,,,False,2.0,LOCK_AND_HOLD,0.017509727626459193,0.055469208709414575,0.017500095167003793,5,50.0,76.0,76.0,50.0,False,0.60-0.85,1.0,LOCK_AND_HOLD,LOCK_AND_HOLD,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,MobileNetV3,L50_G50,tralo,4,86,68,86,0.7906976744186046,0.2957198443579766,0.3278875194271938,0.3751837811220321,29,9,False,5,0.1724137931034483,1.0,2,1,False,False,0.0,0.0,34.0,3,0.0,1.0,18.0,2.0,2.0,0.0,15.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT,-0.02140077821011671,-0.014263652058256304,-0.00591041440328649,4,25.0,123.0,25.0,103.0,False,0.60-0.85,1.0,SAT_THEN_DRIFT,SAT_THEN_DRIFT,SAT_THEN_DRIFT,False
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,67,21,67,0.3134328358208955,0.4,0.5673747534459136,0.6447995230044238,21,21,False,5,0.238095238095238,17.0,0,1,True,True,310.0,0.0,0.0,6,0.0,1.0,46.0,17.0,17.0,0.0,,,15.0,ABSENT(default True),,COLLAPSE,0.0436781609195403,0.037240224708011804,-0.0005378623756360223,5,,,,,True,<0.33,1.0,COLLAPSE,COLLAPSE,COLLAPSE,True
