dataset,cap,model,seed,method,warmup,cepochs,K,count,count_raw,sat,AP,ccF1eq,macroEq,cls,n_pool,n_true_cls,last_epoch,ce_skip,lr,lr_constraint,stable_thr,campaign,collapsed,constraint_epochs_run
dermmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,29,112,111,153,0,0.5847761104045811,0.48502994011976047,0.5424268237698227,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,29,112,111,154,0,0.5496560924784925,0.41916167664670656,0.497063729351167,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,29,112,111,97,0,0.47539561398979624,0.4311377245508982,0.3383460932549501,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L50_G50,RegNetY400MF,4,heuristic,30,0,112,111,182,0,0.7005271208528738,0.5508982035928144,0.7387823207767367,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L50_G50,RegNetY400MF,3,heuristic,30,0,112,111,153,0,0.7020126218145958,0.5449101796407185,0.75359961412113,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L50_G50,RegNetY400MF,1,heuristic,30,0,112,111,170,0,0.7013511596879296,0.562874251497006,0.7381695625459648,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L50_G50,RegNetY400MF,2,heuristic,30,0,112,111,184,0,0.640130894062552,0.5269461077844312,0.7260305360129392,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,4,hounie_rcl,1,29,86,86,129,0,0.43962775747051164,0.3657587548638132,0.43221447491709375,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,3,hounie_rcl,1,29,86,86,128,0,0.40171454228234116,0.32684824902723736,0.4027210695084486,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,1,hounie_rcl,1,29,86,86,133,0,0.3748917714372076,0.32684824902723736,0.37219073807043696,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,2,hounie_rcl,1,29,86,86,123,0,0.3601335775613451,0.3346303501945525,0.3708968589614541,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,4,tralo,1,29,86,86,129,0,0.4376107743300607,0.35797665369649806,0.4323998387169681,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,3,tralo,1,29,86,86,125,0,0.4093958789683628,0.35797665369649806,0.41282704993257674,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,1,tralo,1,29,86,86,132,0,0.36679882165949684,0.29571984435797666,0.36743499007785696,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,2,tralo,1,29,86,86,122,0,0.34691988624905684,0.32684824902723736,0.3687349468865432,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,4,danits_lp,30,0,86,86,148,0,0.4114904495777295,0.3735408560311284,0.43988125245241816,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,3,danits_lp,30,0,86,86,210,0,0.3973471766257748,0.35019455252918286,0.4455740111093849,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,1,danits_lp,30,0,86,86,172,0,0.3815545842815669,0.3424124513618677,0.4003897030890011,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,2,danits_lp,30,0,86,86,142,0,0.3462893098101365,0.32684824902723736,0.4109157706736376,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,29,86,86,129,0,0.4378202572093222,0.35797665369649806,0.433677541762683,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,29,86,86,130,0,0.40669217396822727,0.35019455252918286,0.4180062334547785,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,29,86,86,132,0,0.36679882165949684,0.29571984435797666,0.36743499007785696,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,29,86,86,123,0,0.34662210672393307,0.3035019455252918,0.36287408621109973,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L50_G50,RegNetY400MF,4,heuristic,30,0,86,86,148,0,0.4114904495777295,0.3735408560311284,0.43988125245241816,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,3,heuristic,30,0,86,86,210,0,0.3973471766257748,0.35019455252918286,0.4455740111093849,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,1,heuristic,30,0,86,86,172,0,0.3815545842815669,0.3424124513618677,0.4003897030890011,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L50_G50,RegNetY400MF,2,heuristic,30,0,86,86,142,0,0.3462893098101365,0.32684824902723736,0.4109157706736376,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,4,hounie_rcl,1,29,125,125,159,0,0.7157951549042353,0.528,0.7328437688394845,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,3,hounie_rcl,1,29,125,125,161,0,0.7267549259509022,0.5386666666666666,0.7379837134922189,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,1,hounie_rcl,1,29,125,125,158,0,0.715055426592856,0.5173333333333333,0.7316797753136991,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,2,hounie_rcl,1,29,125,125,143,0,0.6925281130978698,0.49066666666666664,0.719486372560148,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,4,tralo,1,29,125,125,159,0,0.6944421457701101,0.5173333333333333,0.7321445191211727,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,3,tralo,1,29,125,125,164,0,0.7169475891311943,0.5066666666666667,0.7277286818492434,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,1,tralo,1,29,125,125,158,0,0.7233759250841864,0.528,0.7404207667045188,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,2,tralo,1,29,125,125,140,0,0.6951524692282769,0.49066666666666664,0.7184553912914666,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,4,danits_lp,30,0,125,125,163,0,0.7490056135725762,0.5546666666666666,0.7558543009110547,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,3,danits_lp,30,0,125,125,133,0,0.680427716868293,0.5333333333333333,0.7472643967226814,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,1,danits_lp,30,0,125,125,167,0,0.7130774306587018,0.5226666666666666,0.7261965588503102,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,2,danits_lp,30,0,125,125,155,0,0.754518911767582,0.5546666666666666,0.7612808528932395,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,4,fioretto_ldf,1,29,125,125,156,0,0.713544110414662,0.528,0.7316597467762063,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,3,fioretto_ldf,1,29,125,125,159,0,0.7160814901995438,0.512,0.7300139002520067,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,1,fioretto_ldf,1,29,125,125,158,0,0.7099319087679232,0.5226666666666666,0.7321692795956599,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,2,fioretto_ldf,1,29,125,125,134,0,0.691921334516261,0.496,0.7209581708401751,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L50_G50,RegNetY400MF,4,heuristic,30,0,125,125,163,0,0.7490056135725762,0.5546666666666666,0.7558543009110547,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,3,heuristic,30,0,125,125,133,0,0.680427716868293,0.5333333333333333,0.7472643967226814,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,1,heuristic,30,0,125,125,167,0,0.7130774306587018,0.5226666666666666,0.7261965588503102,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L50_G50,RegNetY400MF,2,heuristic,30,0,125,125,155,0,0.754518911767582,0.5546666666666666,0.7612808528932395,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,67,67,145,0,0.5611486805907218,0.3793103448275862,0.3784810844865056,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,67,67,126,0,0.5163201087274673,0.3448275862068966,0.3494482746908108,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,67,67,147,0,0.5432105794103793,0.32413793103448274,0.35133929854513596,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,67,67,142,0,0.5517546384191296,0.38620689655172413,0.37969192335754237,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,4,tralo,1,29,67,67,140,0,0.5607380501310859,0.3793103448275862,0.3789286427132053,4,2003,223,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,3,tralo,1,29,67,67,126,0,0.5163201087274673,0.3448275862068966,0.3494482746908108,4,2003,223,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,1,tralo,1,29,67,67,143,0,0.5796024181896113,0.3724137931034483,0.4285891804209046,4,2003,223,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,2,tralo,1,29,67,67,138,0,0.5523733111020024,0.3793103448275862,0.3737916283315851,4,2003,223,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,4,danits_lp,30,0,67,67,164,0,0.679767880298651,0.4206896551724138,0.7049532090003271,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,3,danits_lp,30,0,67,67,167,0,0.7056520413443165,0.4206896551724138,0.7232250955052264,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,1,danits_lp,30,0,67,67,184,0,0.6994360828307511,0.42758620689655175,0.6932500096928088,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,2,danits_lp,30,0,67,67,198,0,0.6850627078056499,0.3724137931034483,0.699601303620609,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,4,fioretto_ldf,1,29,67,67,146,0,0.5613145102806214,0.3793103448275862,0.3784810844865056,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,3,fioretto_ldf,1,29,67,67,126,0,0.5163201087274673,0.3448275862068966,0.3494482746908108,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,1,fioretto_ldf,1,29,67,67,147,0,0.5432105794103793,0.32413793103448274,0.35133929854513596,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,2,fioretto_ldf,1,29,67,67,142,0,0.5517097200216945,0.38620689655172413,0.37969192335754237,4,2003,223,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
dermmnist,L30_G30,MobileNetV3,4,heuristic,30,0,67,67,164,0,0.679767880298651,0.4206896551724138,0.7049532090003271,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,3,heuristic,30,0,67,67,167,0,0.7056520413443165,0.4206896551724138,0.7232250955052264,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,1,heuristic,30,0,67,67,184,0,0.6994360828307511,0.42758620689655175,0.6932500096928088,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L30_G30,MobileNetV3,2,heuristic,30,0,67,67,198,0,0.6850627078056499,0.3724137931034483,0.699601303620609,4,2003,223,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,51,51,72,0,0.34822169970324196,0.23423423423423423,0.3047293981077469,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,51,51,70,0,0.3557233348511057,0.22522522522522523,0.2990656402292571,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,51,51,47,0,0.3189120253961178,0.2072072072072072,0.3562906505323404,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,51,51,132,0,0.3871030355733324,0.25225225225225223,0.3741717518611767,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,4,tralo,1,29,51,51,72,0,0.34822169970324196,0.23423423423423423,0.3047293981077469,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,3,tralo,1,29,51,51,70,0,0.3557233348511057,0.22522522522522523,0.2990656402292571,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,1,tralo,1,29,51,51,48,0,0.318247173242237,0.2072072072072072,0.35645581975320256,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,2,tralo,1,29,51,51,128,0,0.3873817094017096,0.25225225225225223,0.37415296841655277,4,2400,171,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,4,danits_lp,30,0,51,51,157,0,0.38274006452985887,0.25225225225225223,0.3618138665338586,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,3,danits_lp,30,0,51,51,218,0,0.411828463207173,0.25225225225225223,0.4226571721581698,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,1,danits_lp,30,0,51,51,288,0,0.39853999493550796,0.2702702702702703,0.4128772535422989,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,2,danits_lp,30,0,51,51,262,0,0.38482688231431644,0.3063063063063063,0.40808576856403944,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,4,fioretto_ldf,1,29,51,51,72,0,0.34822169970324196,0.23423423423423423,0.3047293981077469,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,3,fioretto_ldf,1,29,51,51,70,0,0.3557233348511057,0.22522522522522523,0.2990656402292571,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,1,fioretto_ldf,1,29,51,51,47,0,0.3189120253961178,0.2072072072072072,0.3562906505323404,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,2,fioretto_ldf,1,29,51,51,137,0,0.3866093652910375,0.25225225225225223,0.37602819848486285,4,2400,171,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
tissuemnist,L30_G30,MobileNetV3,4,heuristic,30,0,51,51,157,0,0.38274006452985887,0.25225225225225223,0.3618138665338586,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,3,heuristic,30,0,51,51,218,0,0.411828463207173,0.25225225225225223,0.4226571721581698,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,1,heuristic,30,0,51,51,288,0,0.39853999493550796,0.2702702702702703,0.4128772535422989,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
tissuemnist,L30_G30,MobileNetV3,2,heuristic,30,0,51,51,262,0,0.38482688231431644,0.3063063063063063,0.40808576856403944,4,2400,171,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,4,hounie_rcl,1,29,75,74,144,0,0.43410640570626075,0.24,0.49848025082868985,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,3,hounie_rcl,1,29,75,70,128,0,0.5573885508163413,0.3076923076923077,0.5233591821597313,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,1,hounie_rcl,1,29,75,75,162,0,0.7746305718941882,0.4430769230769231,0.7295766551051766,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,2,hounie_rcl,1,29,75,75,153,0,0.8098639554244973,0.4430769230769231,0.7296898427709966,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,4,tralo,1,29,75,74,144,0,0.43410640570626075,0.24,0.49848025082868985,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,3,tralo,1,29,75,70,128,0,0.5573885508163413,0.3076923076923077,0.5233591821597313,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,1,tralo,1,29,75,75,164,0,0.7928169505600959,0.4430769230769231,0.7298862529764566,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,2,tralo,1,29,75,75,150,0,0.8082468508908333,0.4430769230769231,0.7296085563751622,2,1000,250,30.0,True,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,4,danits_lp,30,0,75,75,149,0,0.72638479977456,0.40615384615384614,0.7010586682796408,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,3,danits_lp,30,0,75,75,188,0,0.8262172810605988,0.4307692307692308,0.7142209714082988,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,1,danits_lp,30,0,75,75,113,0,0.7580042313731934,0.4246153846153846,0.7001803158106297,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,2,danits_lp,30,0,75,75,191,0,0.8108231951833579,0.4369230769230769,0.7236428338530492,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,4,fioretto_ldf,1,29,75,74,144,0,0.43410640570626075,0.24,0.49848025082868985,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,3,fioretto_ldf,1,29,75,70,128,0,0.5573885508163413,0.3076923076923077,0.5233591821597313,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,1,fioretto_ldf,1,29,75,75,163,0,0.776908110856301,0.4430769230769231,0.7295766551051766,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,2,fioretto_ldf,1,29,75,75,154,0,0.8079728106236416,0.4430769230769231,0.7296898427709966,2,1000,250,28.0,,0.0001,5e-06,,headroom_b30,False,29.0
octmnist,L30_G30,MobileNetV3,4,heuristic,30,0,75,75,149,0,0.72638479977456,0.40615384615384614,0.7010586682796408,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,3,heuristic,30,0,75,75,188,0,0.8262172810605988,0.4307692307692308,0.7142209714082988,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,1,heuristic,30,0,75,75,113,0,0.7580042313731934,0.4246153846153846,0.7001803158106297,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
octmnist,L30_G30,MobileNetV3,2,heuristic,30,0,75,75,191,0,0.8108231951833579,0.4369230769230769,0.7236428338530492,2,1000,250,,,0.0001,5e-06,,headroom_b30,False,0.0
dermmnist,L50_G50,MobileNetV3,4,hounie_rcl,1,29,112,111,52,0,0.5235007484841816,0.4491017964071856,0.6120485289437388,4,2003,223,27.0,,0.0001,0.0001,,lrc0.0001,False,28.0
dermmnist,L50_G50,MobileNetV3,3,hounie_rcl,1,29,112,111,38,0,0.564949066665863,0.48502994011976047,0.6918938892402204,4,2003,223,24.0,,0.0001,0.0001,,lrc0.0001,False,25.0
dermmnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,112,111,54,0,0.48416291677517437,0.40119760479041916,0.6167989363569445,4,2003,223,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
dermmnist,L50_G50,MobileNetV3,2,hounie_rcl,1,29,112,111,71,0,0.6082769508687245,0.5089820359281437,0.7112030763810243,4,2003,223,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
dermmnist,L50_G50,MobileNetV3,4,tralo,1,29,112,111,100,0,0.6826587204646609,0.5568862275449101,0.7341079991440764,4,2003,223,30.0,True,0.0001,0.0001,,lrc0.0001,False,29.0
dermmnist,L50_G50,MobileNetV3,3,tralo,1,29,112,111,101,0,0.5743218542237839,0.5089820359281437,0.6944355353779338,4,2003,223,28.0,True,0.0001,0.0001,,lrc0.0001,False,27.0
dermmnist,L50_G50,MobileNetV3,1,tralo,1,29,112,111,40,0,0.5825059820135083,0.49101796407185627,0.6760529408165475,4,2003,223,23.0,True,0.0001,0.0001,,lrc0.0001,False,22.0
dermmnist,L50_G50,MobileNetV3,2,tralo,1,29,112,111,95,0,0.6714130493363969,0.5568862275449101,0.738847430928889,4,2003,223,27.0,True,0.0001,0.0001,,lrc0.0001,False,26.0
dermmnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,29,112,111,97,0,0.635610149084322,0.5389221556886228,0.7095523572121492,4,2003,223,20.0,,0.0001,0.0001,,lrc0.0001,False,21.0
dermmnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,29,112,111,76,0,0.6254235776780518,0.5029940119760479,0.6990448327160275,4,2003,223,19.0,,0.0001,0.0001,,lrc0.0001,False,20.0
dermmnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,29,112,111,78,0,0.6420835526670444,0.5329341317365269,0.7261095197055006,4,2003,223,23.0,,0.0001,0.0001,,lrc0.0001,False,24.0
dermmnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,29,112,111,110,0,0.6517579261994727,0.5449101796407185,0.740374871845398,4,2003,223,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,4,hounie_rcl,1,29,86,86,85,0,0.27084350661726264,0.28793774319066145,0.37901328519302907,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,3,hounie_rcl,1,29,86,86,54,0,0.231607236675273,0.25680933852140075,0.3645388072604549,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,86,86,35,0,0.3954645792438441,0.32684824902723736,0.27474906710701075,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,2,hounie_rcl,1,29,86,86,81,0,0.337777312890084,0.29571984435797666,0.41055610987454183,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,4,tralo,1,29,86,86,68,0,0.3278875194271938,0.29571984435797666,0.3751837811220321,4,2400,171,30.0,True,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,3,tralo,1,29,86,86,63,0,0.3976203801948647,0.3346303501945525,0.39859429069232244,4,2400,171,5.0,True,0.0001,0.0001,,lrc0.0001,False,4.0
tissuemnist,L50_G50,MobileNetV3,1,tralo,1,29,86,86,46,0,0.41318960123149534,0.35019455252918286,0.41751776144966934,4,2400,171,30.0,True,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,2,tralo,1,29,86,86,58,0,0.42791533550486804,0.38910505836575876,0.4118772349360842,4,2400,171,30.0,True,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,4,fioretto_ldf,1,29,86,86,77,0,0.3111756289946287,0.31906614785992216,0.36955405373449907,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,3,fioretto_ldf,1,29,86,86,66,0,0.34349446917416493,0.311284046692607,0.3775104919125395,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,1,fioretto_ldf,1,29,86,86,61,0,0.28715025236541913,0.29571984435797666,0.4086211436538096,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
tissuemnist,L50_G50,MobileNetV3,2,fioretto_ldf,1,29,86,86,83,0,0.3616882355063031,0.3424124513618677,0.38541431936783027,4,2400,171,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
octmnist,L50_G50,MobileNetV3,4,hounie_rcl,1,29,125,125,64,0,0.8223765465515465,0.6186666666666667,0.7865658664129185,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
octmnist,L50_G50,MobileNetV3,3,hounie_rcl,1,29,125,125,86,0,0.7534063613721464,0.5706666666666667,0.73790534964568,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
octmnist,L50_G50,MobileNetV3,1,hounie_rcl,1,29,125,125,96,0,0.7869481365119021,0.5973333333333334,0.7278064789015896,2,1000,250,28.0,,0.0001,0.0001,,lrc0.0001,False,29.0
