dataset,cap,model,seed,method,warmup,cepochs_cfg,ep_max,ep_rows,lr,lr_c,K,taken,n_pos,N,count_raw,count_adj,AP,ccF1adj,ccF1eq,macroEq,tp_at_K,scorefp,path
dermmnist,L20_G20,MobileNetV3,4,hounie_rcl,50,300,68.0,69.0,0.0001,5e-06,45,45,223,2003,25,45,0.5521051625423758,0.31343283582089554,0.31343283582089554,0.7008094775465479,42,295f885278fc,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_4
dermmnist,L20_G20,MobileNetV3,3,hounie_rcl,50,300,54.0,55.0,0.0001,5e-06,45,45,223,2003,26,45,0.6207728334537665,0.29850746268656714,0.29850746268656714,0.7149109837669986,40,69628a8a8e96,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_3
dermmnist,L20_G20,MobileNetV3,1,hounie_rcl,50,300,64.0,65.0,0.0001,5e-06,45,45,223,2003,29,45,0.5946224405992215,0.31343283582089554,0.31343283582089554,0.6837355722904295,42,598b5a94cffe,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_1
dermmnist,L20_G20,MobileNetV3,2,hounie_rcl,50,300,53.0,54.0,0.0001,5e-06,45,45,223,2003,21,45,0.6257599407514949,0.29850746268656714,0.29850746268656714,0.7092442065215414,40,566718207d27,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_2
dermmnist,L20_G20,MobileNetV3,4,tralo,50,300,263.0,59.0,0.0001,5e-06,45,45,223,2003,45,45,0.6159801153727561,0.3208955223880597,0.3208955223880597,0.70160120820516,43,52fafe3ca939,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_4
dermmnist,L20_G20,MobileNetV3,3,tralo,50,300,185.0,43.0,0.0001,5e-06,45,45,223,2003,45,45,0.6315501131198151,0.30597014925373134,0.30597014925373134,0.7186102317402542,41,28d15640a292,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_3
dermmnist,L20_G20,MobileNetV3,1,tralo,50,300,80.0,12.0,0.0001,5e-06,45,45,223,2003,43,45,0.6256865237047761,0.31343283582089554,0.31343283582089554,0.682944491466042,42,27a149e93c4f,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_1
dermmnist,L20_G20,MobileNetV3,2,tralo,50,300,85.0,14.0,0.0001,5e-06,45,45,223,2003,42,45,0.6240320430804793,0.30597014925373134,0.30597014925373134,0.7028674615623709,41,46bfe8792289,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_2
dermmnist,L20_G20,MobileNetV3,4,danits_lp,50,300,,,0.0001,5e-06,45,45,223,2003,212,45,0.7127348346679947,0.29850746268656714,0.29850746268656714,0.6864967978043637,40,3ca4a7e576bf,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_4
dermmnist,L20_G20,MobileNetV3,3,danits_lp,50,300,,,0.0001,5e-06,45,45,223,2003,209,45,0.7139584333260884,0.30597014925373134,0.30597014925373134,0.7221542185427765,41,e84e85d34092,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_3
dermmnist,L20_G20,MobileNetV3,1,danits_lp,50,300,,,0.0001,5e-06,45,45,223,2003,195,45,0.7063806810584813,0.31343283582089554,0.31343283582089554,0.7136931126709979,42,11e365b17202,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_1
dermmnist,L20_G20,MobileNetV3,2,danits_lp,50,300,,,0.0001,5e-06,45,45,223,2003,198,45,0.6871747460319677,0.291044776119403,0.291044776119403,0.6867110757562817,39,bf4a6f066967,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_2
dermmnist,L20_G20,MobileNetV3,4,fioretto_ldf,50,300,35.0,36.0,0.0001,5e-06,45,45,223,2003,27,45,0.5712072298010494,0.31343283582089554,0.31343283582089554,0.701351974708536,42,21af9dc16916,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_4
dermmnist,L20_G20,MobileNetV3,3,fioretto_ldf,50,300,36.0,37.0,0.0001,5e-06,45,45,223,2003,31,45,0.6285864041043938,0.30597014925373134,0.30597014925373134,0.7226510765425386,41,d11f1ca72971,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_3
dermmnist,L20_G20,MobileNetV3,1,fioretto_ldf,50,300,36.0,37.0,0.0001,5e-06,45,45,223,2003,40,45,0.6141955398718905,0.31343283582089554,0.31343283582089554,0.683435418866753,42,1b1737143f7d,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_1
dermmnist,L20_G20,MobileNetV3,2,fioretto_ldf,50,300,32.0,33.0,0.0001,5e-06,45,45,223,2003,30,45,0.6355591927464086,0.30597014925373134,0.30597014925373134,0.7033497177120165,41,e749d2a2e7c2,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_2
dermmnist,L20_G20,MobileNetV3,4,tralo_bounded,50,300,74.0,9.0,0.0001,5e-06,45,45,223,2003,27,45,0.5754416649165179,0.31343283582089554,0.31343283582089554,0.7108460669781973,42,f84b1b9bb0ff,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_4
dermmnist,L20_G20,MobileNetV3,3,tralo_bounded,50,300,73.0,8.0,0.0001,5e-06,45,45,223,2003,32,45,0.6322668751625763,0.29850746268656714,0.29850746268656714,0.7137350029464999,40,fb030aa6cc40,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_3
dermmnist,L20_G20,MobileNetV3,1,tralo_bounded,50,300,74.0,9.0,0.0001,5e-06,45,45,223,2003,37,45,0.6154265470619513,0.31343283582089554,0.31343283582089554,0.6879671911563875,42,38800f2c5604,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_1
dermmnist,L20_G20,MobileNetV3,2,tralo_bounded,50,300,71.0,8.0,0.0001,5e-06,45,45,223,2003,29,45,0.6382837090011543,0.31343283582089554,0.31343283582089554,0.7097489844570074,42,ec07e7bffe80,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_2
dermmnist,L20_G20,MobileNetV3,4,heuristic,50,300,,,0.0001,5e-06,45,45,223,2003,212,45,0.7127348346679947,0.29850746268656714,0.29850746268656714,0.6864967978043637,40,3ca4a7e576bf,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_4
dermmnist,L20_G20,MobileNetV3,3,heuristic,50,300,,,0.0001,5e-06,45,45,223,2003,209,45,0.7139584333260884,0.30597014925373134,0.30597014925373134,0.7221542185427765,41,e84e85d34092,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_3
dermmnist,L20_G20,MobileNetV3,1,heuristic,50,300,,,0.0001,5e-06,45,45,223,2003,195,45,0.7063806810584813,0.31343283582089554,0.31343283582089554,0.7136931126709979,42,11e365b17202,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_1
dermmnist,L20_G20,MobileNetV3,2,heuristic,50,300,,,0.0001,5e-06,45,45,223,2003,198,45,0.6871747460319677,0.291044776119403,0.291044776119403,0.6867110757562817,39,bf4a6f066967,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_2
dermmnist,L50_G50,MobileNetV3,4,hounie_rcl,50,300,43.0,44.0,0.0001,5e-06,112,111,223,2003,102,111,0.698186124422722,0.562874251497006,0.562874251497006,0.7596717784748835,94,78f9b203a21a,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_4
dermmnist,L50_G50,MobileNetV3,3,hounie_rcl,50,300,41.0,42.0,0.0001,5e-06,112,111,223,2003,91,111,0.6870978987536019,0.562874251497006,0.562874251497006,0.7814129266605719,94,5e85d03afcfc,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_3
dermmnist,L50_G50,MobileNetV3,1,hounie_rcl,50,300,50.0,51.0,0.0001,5e-06,112,111,223,2003,89,111,0.67982659586919,0.5688622754491018,0.5688622754491018,0.7497624885814478,95,f40ff62aa609,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_1
dermmnist,L50_G50,MobileNetV3,2,hounie_rcl,50,300,45.0,46.0,0.0001,5e-06,112,111,223,2003,88,111,0.688789278541308,0.5449101796407185,0.5449101796407185,0.7512828807632854,91,c83ce8ed68f0,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_2
dermmnist,L50_G50,MobileNetV3,4,tralo,50,300,63.0,6.0,0.0001,5e-06,112,111,223,2003,106,111,0.7040165117844862,0.562874251497006,0.562874251497006,0.756608931783748,94,0e074b6249b7,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_4
dermmnist,L50_G50,MobileNetV3,3,tralo,50,300,69.0,10.0,0.0001,5e-06,112,111,223,2003,107,111,0.6953532469557967,0.562874251497006,0.562874251497006,0.7726856665091039,94,63795282677c,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_3
dermmnist,L50_G50,MobileNetV3,1,tralo,50,300,350.0,89.0,0.0001,5e-06,112,111,223,2003,111,111,0.6853223501570094,0.5748502994011976,0.5808383233532934,0.7656328658890849,97,2fe25ad14de5,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_1
dermmnist,L50_G50,MobileNetV3,2,tralo,50,300,314.0,69.0,0.0001,5e-06,112,111,223,2003,111,111,0.6981765617753886,0.5568862275449101,0.5568862275449101,0.7510497447405423,93,5dd0b69da0ca,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_2
dermmnist,L50_G50,MobileNetV3,4,danits_lp,50,300,,,0.0001,5e-06,112,111,223,2003,212,111,0.7127348346679947,0.5389221556886228,0.5389221556886228,0.7278408009091173,90,3ca4a7e576bf,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_4
dermmnist,L50_G50,MobileNetV3,3,danits_lp,50,300,,,0.0001,5e-06,112,111,223,2003,209,111,0.7139584333260884,0.5748502994011976,0.5748502994011976,0.7683635888637121,96,e84e85d34092,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_3
dermmnist,L50_G50,MobileNetV3,1,danits_lp,50,300,,,0.0001,5e-06,112,111,223,2003,195,111,0.7063806810584813,0.5808383233532934,0.5748502994011976,0.7571406018292814,96,11e365b17202,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_1
dermmnist,L50_G50,MobileNetV3,2,danits_lp,50,300,,,0.0001,5e-06,112,111,223,2003,198,111,0.6871747460319677,0.5329341317365269,0.5389221556886228,0.7347483566859562,90,bf4a6f066967,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_2
dermmnist,L50_G50,MobileNetV3,4,fioretto_ldf,50,300,24.0,25.0,0.0001,5e-06,112,111,223,2003,103,111,0.7006032761743525,0.562874251497006,0.562874251497006,0.7607669430613248,94,9823a9da0d11,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_4
dermmnist,L50_G50,MobileNetV3,3,fioretto_ldf,50,300,28.0,29.0,0.0001,5e-06,112,111,223,2003,94,111,0.6916383549416414,0.5568862275449101,0.5568862275449101,0.7781840738501496,93,e7387cd101f3,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_3
dermmnist,L50_G50,MobileNetV3,1,fioretto_ldf,50,300,299.0,300.0,0.0001,5e-06,112,111,223,2003,108,111,0.6908182049885324,0.5748502994011976,0.5748502994011976,0.7464340261669035,96,b843568647f9,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_1
dermmnist,L50_G50,MobileNetV3,2,fioretto_ldf,50,300,299.0,300.0,0.0001,5e-06,112,111,223,2003,105,111,0.6944689532284267,0.5508982035928144,0.5508982035928144,0.7545189424643347,92,e71edbd61e1b,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_2
dermmnist,L50_G50,MobileNetV3,4,tralo_bounded,50,300,63.0,6.0,0.0001,5e-06,112,111,223,2003,104,111,0.7040233374052699,0.562874251497006,0.562874251497006,0.7576131688055054,94,cb12809f55f4,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_4
dermmnist,L50_G50,MobileNetV3,3,tralo_bounded,50,300,64.0,7.0,0.0001,5e-06,112,111,223,2003,94,111,0.6910722531345279,0.5568862275449101,0.5568862275449101,0.7799423018679371,93,2ea505b79289,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_3
dermmnist,L50_G50,MobileNetV3,1,tralo_bounded,50,300,65.0,7.0,0.0001,5e-06,112,111,223,2003,106,111,0.6877709067832525,0.5748502994011976,0.5748502994011976,0.7472217738790918,96,ee551f552eba,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_1
dermmnist,L50_G50,MobileNetV3,2,tralo_bounded,50,300,64.0,7.0,0.0001,5e-06,112,111,223,2003,101,111,0.6953348348932488,0.5508982035928144,0.5508982035928144,0.7508627613307938,92,9d78c8def5d6,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_2
dermmnist,L50_G50,MobileNetV3,4,heuristic,50,300,,,0.0001,5e-06,112,111,223,2003,212,111,0.7127348346679947,0.5389221556886228,0.5389221556886228,0.7278408009091173,90,3ca4a7e576bf,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_4
dermmnist,L50_G50,MobileNetV3,3,heuristic,50,300,,,0.0001,5e-06,112,111,223,2003,209,111,0.7139584333260884,0.5748502994011976,0.5748502994011976,0.7683635888637121,96,e84e85d34092,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_3
dermmnist,L50_G50,MobileNetV3,1,heuristic,50,300,,,0.0001,5e-06,112,111,223,2003,195,111,0.7063806810584813,0.5748502994011976,0.5748502994011976,0.7571406018292814,96,11e365b17202,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_1
dermmnist,L50_G50,MobileNetV3,2,heuristic,50,300,,,0.0001,5e-06,112,111,223,2003,198,111,0.6871747460319677,0.5389221556886228,0.5389221556886228,0.7347483566859562,90,bf4a6f066967,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_2
dermmnist,L80_G80,MobileNetV3,4,hounie_rcl,50,300,25.0,26.0,0.0001,5e-06,178,178,223,2003,170,178,0.727523588320401,0.6733167082294265,0.6783042394014963,0.7923464880529165,136,632d42f27957,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_4
dermmnist,L80_G80,MobileNetV3,3,hounie_rcl,50,300,30.0,31.0,0.0001,5e-06,178,178,223,2003,169,178,0.7191970313872674,0.6184538653366584,0.6184538653366584,0.7946932623180726,124,e06ead7ae3c1,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_3
dermmnist,L80_G80,MobileNetV3,1,hounie_rcl,50,300,63.0,64.0,0.0001,5e-06,178,178,223,2003,167,178,0.7070169690945081,0.6733167082294265,0.6733167082294265,0.7865236017189864,135,d5c7fe2c8474,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_1
dermmnist,L80_G80,MobileNetV3,2,hounie_rcl,50,300,38.0,39.0,0.0001,5e-06,178,178,223,2003,157,178,0.7043375982455273,0.6533665835411472,0.6533665835411472,0.7805308122862611,131,fdcbec91910e,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_2
dermmnist,L80_G80,MobileNetV3,4,tralo,50,300,59.0,8.0,0.0001,5e-06,178,178,223,2003,173,178,0.7297259648760575,0.683291770573566,0.683291770573566,0.7941598721189713,137,66cde6003830,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_4
dermmnist,L80_G80,MobileNetV3,3,tralo,50,300,350.0,71.0,0.0001,5e-06,178,178,223,2003,172,178,0.717159427419895,0.628428927680798,0.628428927680798,0.7926138712752423,126,1cd806ec08fa,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_3
dermmnist,L80_G80,MobileNetV3,1,tralo,50,300,76.0,12.0,0.0001,5e-06,178,178,223,2003,178,178,0.710358087645609,0.6733167082294265,0.6733167082294265,0.7888885849436676,135,181f20cf1d9e,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_1
dermmnist,L80_G80,MobileNetV3,2,tralo,50,300,62.0,7.0,0.0001,5e-06,178,178,223,2003,173,178,0.7053716195093848,0.6533665835411472,0.6533665835411472,0.7794229831040153,131,2618e72f8cf4,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_2
dermmnist,L80_G80,MobileNetV3,4,danits_lp,50,300,,,0.0001,5e-06,178,178,223,2003,212,176,0.7127348346679947,0.6516290726817042,0.6633416458852868,0.7571104712341828,133,3ca4a7e576bf,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_4
dermmnist,L80_G80,MobileNetV3,3,danits_lp,50,300,,,0.0001,5e-06,178,178,223,2003,209,178,0.7139584333260884,0.6334164588528678,0.6384039900249376,0.7793418816813317,128,e84e85d34092,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_3
dermmnist,L80_G80,MobileNetV3,1,danits_lp,50,300,,,0.0001,5e-06,178,178,223,2003,195,178,0.7063806810584813,0.6633416458852868,0.6633416458852868,0.7777757001501492,133,11e365b17202,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_1
dermmnist,L80_G80,MobileNetV3,2,danits_lp,50,300,,,0.0001,5e-06,178,178,223,2003,198,178,0.6871747460319677,0.6334164588528678,0.6334164588528678,0.7533086325582735,127,bf4a6f066967,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_2
dermmnist,L80_G80,MobileNetV3,4,fioretto_ldf,50,300,12.0,13.0,0.0001,5e-06,178,178,223,2003,166,178,0.727540689323863,0.6733167082294265,0.6733167082294265,0.7902612568042022,135,8a7cba594a20,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_4
dermmnist,L80_G80,MobileNetV3,3,fioretto_ldf,50,300,16.0,17.0,0.0001,5e-06,178,178,223,2003,157,178,0.7171217774347568,0.6184538653366584,0.6184538653366584,0.7890977945471228,124,3e0e8613ddcb,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_3
dermmnist,L80_G80,MobileNetV3,1,fioretto_ldf,50,300,16.0,17.0,0.0001,5e-06,178,178,223,2003,165,178,0.7059393093350759,0.6733167082294265,0.6733167082294265,0.7880092501384193,135,52b56e776e57,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_1
dermmnist,L80_G80,MobileNetV3,2,fioretto_ldf,50,300,14.0,15.0,0.0001,5e-06,178,178,223,2003,162,178,0.704001123307996,0.6533665835411472,0.6533665835411472,0.7853383368526641,131,a7d2120e7aa0,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_2
dermmnist,L80_G80,MobileNetV3,4,tralo_bounded,50,300,55.0,5.0,0.0001,5e-06,178,178,223,2003,166,178,0.7270116714583639,0.6733167082294265,0.6733167082294265,0.7894921028193931,135,00fa41412362,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_4
dermmnist,L80_G80,MobileNetV3,3,tralo_bounded,50,300,56.0,5.0,0.0001,5e-06,178,178,223,2003,162,178,0.7185500119639122,0.6134663341645885,0.6134663341645885,0.7890054856725878,123,254fda61a00b,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_3
dermmnist,L80_G80,MobileNetV3,1,tralo_bounded,50,300,59.0,6.0,0.0001,5e-06,178,178,223,2003,169,178,0.7076295491610349,0.6733167082294265,0.6733167082294265,0.788262096906932,135,d4cb6154f1a1,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_1
dermmnist,L80_G80,MobileNetV3,2,tralo_bounded,50,300,57.0,5.0,0.0001,5e-06,178,178,223,2003,159,178,0.7033710193865855,0.6483790523690773,0.6483790523690773,0.7795627403036836,130,5c5cd7954059,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_2
dermmnist,L80_G80,MobileNetV3,4,heuristic,50,300,,,0.0001,5e-06,178,178,223,2003,212,178,0.7127348346679947,0.6633416458852868,0.6633416458852868,0.7571104712341828,133,3ca4a7e576bf,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_4
dermmnist,L80_G80,MobileNetV3,3,heuristic,50,300,,,0.0001,5e-06,178,178,223,2003,209,178,0.7139584333260884,0.6384039900249376,0.6384039900249376,0.7793418816813317,128,e84e85d34092,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_3
dermmnist,L80_G80,MobileNetV3,1,heuristic,50,300,,,0.0001,5e-06,178,178,223,2003,195,178,0.7063806810584813,0.6633416458852868,0.6633416458852868,0.7777757001501492,133,11e365b17202,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_1
dermmnist,L80_G80,MobileNetV3,2,heuristic,50,300,,,0.0001,5e-06,178,178,223,2003,198,178,0.6871747460319677,0.6334164588528678,0.6334164588528678,0.7533086325582735,127,bf4a6f066967,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_2
tissuemnist,L20_G20,MobileNetV3,4,hounie_rcl,50,300,120.0,121.0,0.0001,5e-06,34,34,171,2400,24,34,0.3393573418917473,0.1951219512195122,0.1951219512195122,0.38826388516802657,20,5a1e0230660f,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_4
tissuemnist,L20_G20,MobileNetV3,3,hounie_rcl,50,300,106.0,107.0,0.0001,5e-06,34,34,171,2400,28,34,0.3133861812787616,0.2146341463414634,0.2146341463414634,0.3894216598871456,22,3ad4f3737aac,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_3
tissuemnist,L20_G20,MobileNetV3,1,hounie_rcl,50,300,106.0,107.0,0.0001,5e-06,34,34,171,2400,28,34,0.29438885140890636,0.2146341463414634,0.2146341463414634,0.3960123253563317,22,c1119104cc7a,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_1
tissuemnist,L20_G20,MobileNetV3,2,hounie_rcl,50,300,106.0,107.0,0.0001,5e-06,34,34,171,2400,28,34,0.3260921852180416,0.18536585365853658,0.18536585365853658,0.39060636054033643,19,a43e1f7ffe15,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_2
tissuemnist,L20_G20,MobileNetV3,4,tralo,50,300,132.0,21.0,0.0001,5e-06,34,34,171,2400,21,34,0.32793533511313566,0.2048780487804878,0.2048780487804878,0.38995903501443874,21,9e09517848b6,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_4
tissuemnist,L20_G20,MobileNetV3,3,tralo,50,300,135.0,25.0,0.0001,5e-06,34,34,171,2400,34,34,0.311219236193296,0.2048780487804878,0.2048780487804878,0.39854120895898537,21,82c4621b0976,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_3
tissuemnist,L20_G20,MobileNetV3,1,tralo,50,300,111.0,16.0,0.0001,5e-06,34,34,171,2400,24,34,0.2947583075128031,0.1951219512195122,0.1951219512195122,0.3893525332797362,20,ae7c0c63cc17,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_1
tissuemnist,L20_G20,MobileNetV3,2,tralo,50,300,143.0,26.0,0.0001,5e-06,34,34,171,2400,33,34,0.3434815148628396,0.2146341463414634,0.2146341463414634,0.3940238363707275,22,a900baacdb42,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_2
tissuemnist,L20_G20,MobileNetV3,4,danits_lp,50,300,,,0.0001,5e-06,34,34,171,2400,80,34,0.34340311918459765,0.17560975609756097,0.17560975609756097,0.3276360960082939,18,b8c109a8f9d4,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_4
tissuemnist,L20_G20,MobileNetV3,3,danits_lp,50,300,,,0.0001,5e-06,34,34,171,2400,124,34,0.2672387550762193,0.13658536585365855,0.13658536585365855,0.32387176534787243,14,c4851cce7fa7,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_3
tissuemnist,L20_G20,MobileNetV3,1,danits_lp,50,300,,,0.0001,5e-06,34,34,171,2400,204,34,0.2838922384793287,0.16585365853658537,0.16585365853658537,0.3360102343356163,17,99fa21a62318,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_1
tissuemnist,L20_G20,MobileNetV3,2,danits_lp,50,300,,,0.0001,5e-06,34,34,171,2400,194,34,0.3515264880471548,0.18536585365853658,0.18536585365853658,0.36873777935663943,19,c56732a850e5,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_2
tissuemnist,L20_G20,MobileNetV3,4,fioretto_ldf,50,300,71.0,72.0,0.0001,5e-06,34,34,171,2400,22,34,0.33366949395403567,0.2048780487804878,0.2048780487804878,0.38903725504068265,21,d812353753ba,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_4
tissuemnist,L20_G20,MobileNetV3,3,fioretto_ldf,50,300,76.0,77.0,0.0001,5e-06,34,34,171,2400,30,34,0.314938631948844,0.2146341463414634,0.2146341463414634,0.3877838831737304,22,0751a24d4a41,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_3
tissuemnist,L20_G20,MobileNetV3,1,fioretto_ldf,50,300,60.0,61.0,0.0001,5e-06,34,34,171,2400,24,34,0.29637918231242916,0.2048780487804878,0.2048780487804878,0.39340054962811255,21,c15e691798f1,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_1
tissuemnist,L20_G20,MobileNetV3,2,fioretto_ldf,50,300,87.0,88.0,0.0001,5e-06,34,34,171,2400,28,34,0.3294188729703873,0.18536585365853658,0.18536585365853658,0.3907717154484186,19,ec32a386c8f0,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_2
