path,dataset,model,cap,method,seed,K,count_raw,count_adj,ratio,ccF1eq,AP,macroEq,epochs_run,rows_logged,inferred_tail,n_sat,frac_sat,first_sat,n_down,n_up,held_tail,early_stop,ex_first,ex_min,ex_last,ex_rises,final_excess,final_sat,flips,sat_epoch_csv,min_excess_epoch,min_total_excess,restored_from,restore_kind,ce_skip_e,ce_skip_cfg,n_local_groups,klass
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,MobileNetV3,L50_G50,hounie_rcl,4,125,64,125,0.512,0.6186666666666667,0.8223765465515465,0.7865658664129185,29,29,False,4,0.13793103448275862,8.0,2,3,False,False,12.0,0.0,0.0,10,0.0,1.0,61.0,8.0,8.0,0.0,,,23.0,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_1,octmnist,MobileNetV3,L50_G50,tralo,1,125,103,125,0.824,0.576,0.7709309982736356,0.7270758304154319,29,11,False,4,0.13793103448275862,2.0,4,4,False,False,236.0,0.0,7.0,5,0.0,1.0,22.0,3.0,3.0,0.0,,,,False,3.0,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_2,octmnist,MobileNetV3,L50_G50,tralo,2,125,99,125,0.792,0.544,0.7560338499848368,0.7354825864860565,29,12,False,7,0.2413793103448276,2.0,4,4,False,False,6.0,0.0,76.0,4,0.0,1.0,26.0,3.0,3.0,0.0,22.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_3,octmnist,MobileNetV3,L50_G50,tralo,3,125,108,125,0.864,0.5973333333333334,0.8145282858354329,0.7798023054399704,29,11,False,5,0.1724137931034483,7.0,5,5,False,False,222.0,0.0,36.0,4,0.0,1.0,17.0,8.0,8.0,0.0,26.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_4,octmnist,MobileNetV3,L50_G50,tralo,4,125,122,125,0.976,0.608,0.8286873641921993,0.7851120818260916,29,9,False,3,0.10344827586206896,4.0,3,3,False,False,12.0,0.0,86.0,4,0.0,1.0,3.0,5.0,5.0,0.0,14.0,fully_satisfied,,False,3.0,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,1,86,61,86,0.7093023255813954,0.29571984435797666,0.28715025236541913,0.4086211436538096,29,29,False,1,0.034482758620689655,1.0,1,0,False,False,0.0,0.0,46.0,13,0.0,1.0,25.0,1.0,1.0,0.0,,,28.0,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,2,86,83,86,0.9651162790697675,0.3424124513618677,0.3616882355063031,0.38541431936783027,29,29,False,2,0.06896551724137931,11.0,2,2,False,False,336.0,0.0,28.0,16,0.0,1.0,3.0,11.0,11.0,0.0,23.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,3,86,66,86,0.7674418604651163,0.311284046692607,0.34349446917416493,0.3775104919125395,29,29,False,5,0.1724137931034483,1.0,3,2,False,False,0.0,0.0,132.0,12,0.0,1.0,20.0,1.0,1.0,0.0,19.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,4,86,77,86,0.8953488372093024,0.31906614785992216,0.3111756289946287,0.36955405373449907,29,29,False,5,0.1724137931034483,1.0,2,1,False,False,0.0,0.0,214.0,11,0.0,1.0,9.0,1.0,1.0,0.0,11.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,1,86,35,86,0.4069767441860465,0.32684824902723736,0.3954645792438441,0.27474906710701075,29,29,False,1,0.034482758620689655,1.0,1,0,False,False,0.0,0.0,226.0,11,0.0,1.0,51.0,1.0,1.0,0.0,1.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,2,86,81,86,0.9418604651162791,0.29571984435797666,0.337777312890084,0.41055610987454183,29,29,False,0,0.0,,0,0,False,False,336.0,2.0,72.0,13,2.0,0.0,9.0,,26.0,2.0,26.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,3,86,54,86,0.627906976744186,0.25680933852140075,0.231607236675273,0.3645388072604549,29,29,False,6,0.20689655172413793,1.0,3,2,False,False,0.0,0.0,108.0,15,0.0,1.0,32.0,1.0,1.0,0.0,14.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,4,86,85,86,0.9883720930232558,0.28793774319066145,0.27084350661726264,0.37901328519302907,29,29,False,4,0.13793103448275862,1.0,2,1,False,False,0.0,0.0,146.0,12,0.0,1.0,1.0,1.0,1.0,0.0,21.0,fully_satisfied,,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,MobileNetV3,L50_G50,tralo,1,86,46,86,0.5348837209302325,0.35019455252918286,0.41318960123149534,0.41751776144966934,29,7,False,2,0.06896551724137931,1.0,2,1,False,False,0.0,0.0,32.0,3,0.0,1.0,40.0,2.0,2.0,0.0,5.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,MobileNetV3,L50_G50,tralo,2,86,58,86,0.6744186046511628,0.38910505836575876,0.42791533550486804,0.4118772349360842,29,8,False,2,0.06896551724137931,4.0,2,2,False,False,336.0,0.0,24.0,4,0.0,1.0,28.0,5.0,5.0,0.0,28.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,MobileNetV3,L50_G50,tralo,3,86,63,86,0.7325581395348837,0.3346303501945525,0.3976203801948647,0.39859429069232244,5,4,True,5,1.0,1.0,0,0,True,True,0.0,0.0,0.0,0,0.0,1.0,23.0,2.0,2.0,0.0,,,,False,2.0,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,MobileNetV3,L50_G50,tralo,4,86,68,86,0.7906976744186046,0.29571984435797666,0.3278875194271938,0.3751837811220321,29,9,False,5,0.1724137931034483,1.0,2,1,False,False,0.0,0.0,34.0,3,0.0,1.0,18.0,2.0,2.0,0.0,15.0,fully_satisfied,,False,2.0,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,67,21,67,0.31343283582089554,0.4,0.5673747534459136,0.6447995230044238,21,21,False,5,0.23809523809523808,17.0,0,1,True,True,310.0,0.0,0.0,6,0.0,1.0,46.0,17.0,17.0,0.0,,,15.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,67,51,67,0.7611940298507462,0.3586206896551724,0.5571203326042151,0.6689971169303742,19,19,False,5,0.2631578947368421,15.0,0,1,True,True,210.0,0.0,0.0,5,0.0,1.0,16.0,15.0,15.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,67,51,67,0.7611940298507462,0.4,0.6063083218708846,0.6362610526390272,20,20,False,5,0.25,16.0,0,1,True,True,480.0,0.0,0.0,6,0.0,1.0,16.0,16.0,16.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,67,52,67,0.7761194029850746,0.3448275862068966,0.5004014913308018,0.6777103272506845,29,29,False,0,0.0,,0,0,False,False,222.0,2.0,2.0,5,2.0,0.0,19.0,,16.0,2.0,,,14.0,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,1,67,16,67,0.23880597014925373,0.3586206896551724,0.5090260122722069,0.6489867752201384,29,29,False,3,0.10344827586206896,27.0,0,1,False,False,310.0,0.0,0.0,10,0.0,1.0,51.0,27.0,27.0,0.0,,,22.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,2,67,5,67,0.07462686567164178,0.2413793103448276,0.36470269415610734,0.6157227653644753,25,25,False,5,0.2,21.0,0,1,True,True,210.0,0.0,0.0,6,0.0,1.0,62.0,21.0,21.0,0.0,,,16.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,3,67,8,67,0.11940298507462686,0.2689655172413793,0.37381258850952215,0.6097409135685086,21,21,False,5,0.23809523809523808,17.0,0,1,True,True,480.0,0.0,0.0,4,0.0,1.0,59.0,17.0,17.0,0.0,,,14.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,67,9,67,0.13432835820895522,0.2827586206896552,0.34403368993858147,0.5804516055245933,26,26,False,5,0.19230769230769232,22.0,0,1,True,True,222.0,0.0,0.0,8,0.0,1.0,58.0,22.0,22.0,0.0,,,16.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,dermmnist,RegNetY400MF,L30_G30,tralo,1,67,124,67,1.8507462686567164,0.43448275862068964,0.6965820998089212,0.6977928217742075,29,7,False,0,0.0,,0,0,False,False,310.0,168.0,168.0,1,114.0,0.0,57.0,,7.0,156.0,,,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,dermmnist,RegNetY400MF,L30_G30,tralo,2,67,152,67,2.2686567164179103,0.38620689655172413,0.6376213629758776,0.6503114442823917,29,7,False,0,0.0,,0,0,False,False,210.0,170.0,252.0,3,170.0,0.0,85.0,,5.0,170.0,5.0,min_excess,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,dermmnist,RegNetY400MF,L30_G30,tralo,3,67,96,67,1.4328358208955223,0.4068965517241379,0.6039074658861605,0.6103296415670602,29,7,False,0,0.0,,0,0,False,False,480.0,152.0,240.0,2,58.0,0.0,31.0,,4.0,58.0,4.0,min_excess,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,dermmnist,RegNetY400MF,L30_G30,tralo,4,67,90,67,1.3432835820895523,0.3931034482758621,0.6007235320556298,0.7029446374348323,29,7,False,0,0.0,,0,0,False,False,222.0,46.0,46.0,3,46.0,0.0,23.0,,30.0,46.0,,,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,75,125,75,1.6666666666666667,0.39384615384615385,0.6941591535566026,0.6946376983280925,29,29,False,0,0.0,,0,0,False,False,133.0,99.0,255.0,16,99.0,0.0,50.0,,15.0,99.0,15.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,75,57,57,0.76,0.40615384615384614,0.6921825660756759,0.6748218784147764,29,29,False,1,0.034482758620689655,29.0,0,1,False,False,215.0,0.0,0.0,11,0.0,1.0,0.0,29.0,29.0,0.0,,,27.0,ABSENT(default True),,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,75,106,75,1.4133333333333333,0.4,0.7169548360754253,0.7011544069233411,29,29,False,0,0.0,,0,0,False,False,281.0,61.0,235.0,15,61.0,0.0,31.0,,3.0,61.0,3.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,75,127,75,1.6933333333333334,0.4123076923076923,0.7420239925268304,0.7072122274899808,29,29,False,0,0.0,,0,0,False,False,225.0,103.0,187.0,14,103.0,0.0,52.0,,7.0,103.0,7.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,RegNetY400MF,L30_G30,hounie_rcl,1,75,107,75,1.4266666666666667,0.4246153846153846,0.7439418154228263,0.69349924138228,29,29,False,0,0.0,,0,0,False,False,133.0,63.0,163.0,15,63.0,0.0,32.0,,23.0,63.0,23.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,RegNetY400MF,L30_G30,hounie_rcl,2,75,108,75,1.44,0.40615384615384614,0.7354033173452216,0.6959558369892311,29,29,False,0,0.0,,0,0,False,False,215.0,65.0,237.0,13,65.0,0.0,33.0,,6.0,65.0,6.0,min_excess,29.0,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,RegNetY400MF,L30_G30,hounie_rcl,3,75,69,66,0.92,0.4123076923076923,0.7309683404383006,0.6848567588736945,29,29,False,0,0.0,,0,0,False,False,281.0,63.0,63.0,13,3.0,0.0,3.0,,29.0,63.0,,,29.0,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,75,94,75,1.2533333333333334,0.40615384615384614,0.7363880807584706,0.6973963865231367,29,29,False,0,0.0,,0,0,False,False,225.0,67.0,73.0,16,37.0,0.0,19.0,,7.0,67.0,,,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,RegNetY400MF,L30_G30,tralo,1,75,121,75,1.6133333333333333,0.4246153846153846,0.7520266239331184,0.7206851747787016,29,7,False,0,0.0,,0,0,False,False,133.0,129.0,167.0,3,91.0,0.0,46.0,,24.0,91.0,24.0,min_excess,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,RegNetY400MF,L30_G30,tralo,2,75,124,75,1.6533333333333333,0.4,0.7160146073244622,0.6789038208157052,29,7,False,0,0.0,,0,0,False,False,215.0,107.0,141.0,2,97.0,0.0,49.0,,29.0,97.0,29.0,min_excess,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,RegNetY400MF,L30_G30,tralo,3,75,126,75,1.68,0.38769230769230767,0.7009144846064651,0.6868060638446836,29,7,False,0,0.0,,0,0,False,False,281.0,101.0,133.0,2,101.0,0.0,51.0,,10.0,101.0,,,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,RegNetY400MF,L30_G30,tralo,4,75,89,75,1.1866666666666668,0.40615384615384614,0.7363577678094129,0.7122116177661988,29,7,False,0,0.0,,0,0,False,False,225.0,36.0,249.0,3,27.0,0.0,14.0,,8.0,27.0,8.0,min_excess,,False,3.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,1,51,74,51,1.4509803921568627,0.24324324324324326,0.36602478743763034,0.4220430379136828,29,29,False,0,0.0,,0,0,False,False,188.0,46.0,262.0,15,46.0,0.0,25.0,,5.0,46.0,5.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,2,51,101,51,1.9803921568627452,0.2972972972972973,0.41595866292658606,0.39990947208256344,29,29,False,0,0.0,,0,0,False,False,316.0,100.0,238.0,12,100.0,0.0,52.0,,2.0,100.0,2.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,3,51,78,51,1.5294117647058822,0.2882882882882883,0.4160321002580541,0.3888966292692315,29,29,False,0,0.0,,0,0,False,False,214.0,54.0,206.0,15,54.0,0.0,29.0,,3.0,54.0,3.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,51,107,51,2.0980392156862746,0.2702702702702703,0.38487164601217827,0.41563952747503374,29,29,False,0,0.0,,0,0,False,False,328.0,112.0,442.0,15,112.0,0.0,56.0,,8.0,112.0,8.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,1,51,103,51,2.019607843137255,0.27927927927927926,0.3865354881989905,0.40561815923953803,29,29,False,0,0.0,,0,0,False,False,188.0,104.0,140.0,18,104.0,0.0,52.0,,23.0,104.0,23.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,2,51,101,51,1.9803921568627452,0.2972972972972973,0.41595866292658606,0.39990947208256344,29,29,False,0,0.0,,0,0,False,False,316.0,100.0,226.0,14,100.0,0.0,52.0,,2.0,100.0,2.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,3,51,86,51,1.6862745098039216,0.2702702702702703,0.4429713849593309,0.426064875901248,29,29,False,0,0.0,,0,0,False,False,214.0,70.0,210.0,13,70.0,0.0,37.0,,3.0,70.0,3.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,51,105,51,2.0588235294117645,0.2882882882882883,0.3562319557558725,0.42042992399966916,29,29,False,0,0.0,,0,0,False,False,328.0,108.0,182.0,12,108.0,0.0,54.0,,22.0,108.0,22.0,min_excess,,ABSENT(default True),,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,RegNetY400MF,L30_G30,tralo,1,51,105,51,2.0588235294117645,0.2702702702702703,0.3517354705612637,0.39547661531153033,29,7,False,0,0.0,,0,0,False,False,188.0,154.0,154.0,3,108.0,0.0,54.0,,17.0,108.0,17.0,min_excess,,False,2.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,RegNetY400MF,L30_G30,tralo,2,51,123,51,2.411764705882353,0.26126126126126126,0.4170239495472287,0.40149016512146013,29,7,False,0,0.0,,0,0,False,False,316.0,144.0,530.0,3,144.0,0.0,72.0,,5.0,144.0,5.0,min_excess,,False,2.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,RegNetY400MF,L30_G30,tralo,3,51,111,51,2.176470588235294,0.26126126126126126,0.4104309011286234,0.40949972362566733,29,7,False,0,0.0,,0,0,False,False,214.0,178.0,250.0,4,120.0,0.0,60.0,,4.0,120.0,4.0,min_excess,,False,2.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,RegNetY400MF,L30_G30,tralo,4,51,136,51,2.6666666666666665,0.2702702702702703,0.36359285552718557,0.4104444797216465,29,7,False,0,0.0,,0,0,False,False,328.0,240.0,286.0,2,170.0,0.0,85.0,,28.0,170.0,28.0,min_excess,,False,2.0,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,112,91,111,0.8125,0.49700598802395207,0.6183982790447494,0.6627633199498756,20,20,False,5,0.25,16.0,0,1,True,True,221.0,0.0,0.0,7,0.0,1.0,20.0,16.0,16.0,0.0,,,15.0,ABSENT(default True),,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,112,69,111,0.6160714285714286,0.49101796407185627,0.618833706892146,0.6852589485616668,22,22,False,5,0.22727272727272727,18.0,0,1,True,True,121.0,0.0,0.0,7,0.0,1.0,42.0,18.0,18.0,0.0,,,17.0,ABSENT(default True),,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,112,48,111,0.42857142857142855,0.5149700598802395,0.6050725719671165,0.6656308157008687,21,21,False,5,0.23809523809523808,17.0,0,1,True,True,391.0,0.0,0.0,6,0.0,1.0,63.0,17.0,17.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,112,99,111,0.8839285714285714,0.46706586826347307,0.5969347987551573,0.7014275466195878,19,19,False,5,0.2631578947368421,15.0,0,1,True,True,133.0,0.0,0.0,6,0.0,1.0,12.0,15.0,15.0,0.0,,,14.0,ABSENT(default True),,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,1,112,42,111,0.375,0.4550898203592814,0.5129203106947028,0.5938830807998067,24,24,False,5,0.20833333333333334,20.0,0,1,True,True,221.0,0.0,0.0,7,0.0,1.0,69.0,20.0,20.0,0.0,,,15.0,ABSENT(default True),,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,2,112,34,111,0.30357142857142855,0.46107784431137727,0.5211105933433501,0.6851637832017671,29,29,False,5,0.1724137931034483,25.0,0,1,True,False,121.0,0.0,0.0,9,0.0,1.0,77.0,25.0,25.0,0.0,,,19.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,3,112,28,111,0.25,0.46706586826347307,0.5308312386335917,0.6878995980902278,26,26,False,5,0.19230769230769232,22.0,0,1,True,True,391.0,0.0,0.0,6,0.0,1.0,83.0,22.0,22.0,0.0,,,17.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,112,16,111,0.14285714285714285,0.46107784431137727,0.5026997410940586,0.652774993303165,26,26,False,5,0.19230769230769232,22.0,0,1,True,True,133.0,0.0,0.0,7,0.0,1.0,95.0,22.0,22.0,0.0,,,18.0,ABSENT(default True),,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,dermmnist,RegNetY400MF,L50_G50,tralo,1,112,114,111,1.0178571428571428,0.5149700598802395,0.6470455530065607,0.7192927707375489,29,7,False,0,0.0,,0,0,False,False,221.0,53.0,53.0,1,7.0,0.0,9.0,,17.0,8.0,,,,False,3.0,NEVER_SAT
