dataset,cap,model,seed,method,ep_max,K,taken,n_pos,N,count_raw,AP,ccF1adj,ccF1eq,macroEq,macroOffRaw,accOffRaw,path
dermmnist,L20_G20,MobileNetV3,4,hounie_rcl,68.0,45,45,223,2003,25,0.5521051625423758,0.31343283582089554,0.31343283582089554,0.7008094775465479,0.7625402509622113,0.897191011235955,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_4
dermmnist,L20_G20,MobileNetV3,3,hounie_rcl,54.0,45,45,223,2003,26,0.6207728334537665,0.29850746268656714,0.29850746268656714,0.7149109837669986,0.7811915154096485,0.9202247191011236,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_3
dermmnist,L20_G20,MobileNetV3,1,hounie_rcl,64.0,45,45,223,2003,29,0.5946224405992215,0.31343283582089554,0.31343283582089554,0.6837355722904295,0.7422023542063519,0.9028089887640449,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_1
dermmnist,L20_G20,MobileNetV3,2,hounie_rcl,53.0,45,45,223,2003,21,0.6257599407514949,0.29850746268656714,0.29850746268656714,0.7092442065215414,0.7741144691545032,0.9157303370786517,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/hounie_rcl/seed_2
dermmnist,L20_G20,MobileNetV3,4,tralo,263.0,45,45,223,2003,45,0.6159801153727561,0.3208955223880597,0.3208955223880597,0.70160120820516,0.7650521558413436,0.9089887640449438,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_4
dermmnist,L20_G20,MobileNetV3,3,tralo,185.0,45,45,223,2003,45,0.6315501131198151,0.30597014925373134,0.30597014925373134,0.7186102317402542,0.7873835788213412,0.9213483146067416,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_3
dermmnist,L20_G20,MobileNetV3,1,tralo,80.0,45,45,223,2003,43,0.6256865237047761,0.31343283582089554,0.31343283582089554,0.682944491466042,0.744425382481972,0.9028089887640449,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_1
dermmnist,L20_G20,MobileNetV3,2,tralo,85.0,45,45,223,2003,42,0.6240320430804793,0.30597014925373134,0.30597014925373134,0.7028674615623709,0.768861369081922,0.9073033707865169,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo/seed_2
dermmnist,L20_G20,MobileNetV3,4,danits_lp,0.0,45,45,223,2003,212,0.7127348346679947,0.29850746268656714,0.29850746268656714,0.6864967978043637,0.7716163713047287,0.8893258426966292,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_4
dermmnist,L20_G20,MobileNetV3,3,danits_lp,0.0,45,45,223,2003,209,0.7139584333260884,0.30597014925373134,0.30597014925373134,0.7221542185427765,0.8015523709522144,0.901685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_3
dermmnist,L20_G20,MobileNetV3,1,danits_lp,0.0,45,45,223,2003,195,0.7063806810584813,0.31343283582089554,0.31343283582089554,0.7136931126709979,0.7991420811486302,0.8943820224719101,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_1
dermmnist,L20_G20,MobileNetV3,2,danits_lp,0.0,45,45,223,2003,198,0.6871747460319677,0.291044776119403,0.291044776119403,0.6867110757562817,0.7736550002452791,0.8910112359550562,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/danits_lp/seed_2
dermmnist,L20_G20,MobileNetV3,4,fioretto_ldf,35.0,45,45,223,2003,27,0.5712072298010494,0.31343283582089554,0.31343283582089554,0.701351974708536,0.7608975369798908,0.900561797752809,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_4
dermmnist,L20_G20,MobileNetV3,3,fioretto_ldf,36.0,45,45,223,2003,31,0.6285864041043938,0.30597014925373134,0.30597014925373134,0.7226510765425386,0.7913288113918169,0.9224719101123595,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_3
dermmnist,L20_G20,MobileNetV3,1,fioretto_ldf,36.0,45,45,223,2003,40,0.6141955398718905,0.31343283582089554,0.31343283582089554,0.683435418866753,0.7440135714901617,0.9011235955056179,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_1
dermmnist,L20_G20,MobileNetV3,2,fioretto_ldf,32.0,45,45,223,2003,30,0.6355591927464086,0.30597014925373134,0.30597014925373134,0.7033497177120165,0.767147138378784,0.9095505617977528,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/fioretto_ldf/seed_2
dermmnist,L20_G20,MobileNetV3,4,tralo_bounded,74.0,45,45,223,2003,27,0.5754416649165179,0.31343283582089554,0.31343283582089554,0.7108460669781973,0.7726468426503685,0.9044943820224719,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_4
dermmnist,L20_G20,MobileNetV3,3,tralo_bounded,73.0,45,45,223,2003,32,0.6322668751625763,0.29850746268656714,0.29850746268656714,0.7137350029464999,0.78300803463021,0.9196629213483146,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_3
dermmnist,L20_G20,MobileNetV3,1,tralo_bounded,74.0,45,45,223,2003,37,0.6154265470619513,0.31343283582089554,0.31343283582089554,0.6879671911563875,0.7488607085138707,0.9056179775280899,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_1
dermmnist,L20_G20,MobileNetV3,2,tralo_bounded,71.0,45,45,223,2003,29,0.6382837090011543,0.31343283582089554,0.31343283582089554,0.7097489844570074,0.7733332456336229,0.9146067415730337,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/tralo_bounded/seed_2
dermmnist,L20_G20,MobileNetV3,4,heuristic,0.0,45,45,223,2003,212,0.7127348346679947,0.29850746268656714,0.29850746268656714,0.6864967978043637,0.7716163713047287,0.8893258426966292,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_4
dermmnist,L20_G20,MobileNetV3,3,heuristic,0.0,45,45,223,2003,209,0.7139584333260884,0.30597014925373134,0.30597014925373134,0.7221542185427765,0.8015523709522144,0.901685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_3
dermmnist,L20_G20,MobileNetV3,1,heuristic,0.0,45,45,223,2003,195,0.7063806810584813,0.31343283582089554,0.31343283582089554,0.7136931126709979,0.7991420811486302,0.8943820224719101,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_1
dermmnist,L20_G20,MobileNetV3,2,heuristic,0.0,45,45,223,2003,198,0.6871747460319677,0.291044776119403,0.291044776119403,0.6867110757562817,0.7736550002452791,0.8910112359550562,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L20_G20/heuristic/seed_2
dermmnist,L50_G50,MobileNetV3,4,hounie_rcl,43.0,112,111,223,2003,102,0.698186124422722,0.562874251497006,0.562874251497006,0.7596717784748835,0.7905100452690755,0.9191011235955057,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_4
dermmnist,L50_G50,MobileNetV3,3,hounie_rcl,41.0,112,111,223,2003,91,0.6870978987536019,0.562874251497006,0.562874251497006,0.7814129266605719,0.8170606400800077,0.9247191011235955,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_3
dermmnist,L50_G50,MobileNetV3,1,hounie_rcl,50.0,112,111,223,2003,89,0.67982659586919,0.5688622754491018,0.5688622754491018,0.7497624885814478,0.7737590261468447,0.9157303370786517,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_1
dermmnist,L50_G50,MobileNetV3,2,hounie_rcl,45.0,112,111,223,2003,88,0.688789278541308,0.5449101796407185,0.5449101796407185,0.7512828807632854,0.7794628675125964,0.9146067415730337,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_2
dermmnist,L50_G50,MobileNetV3,4,tralo,63.0,112,111,223,2003,106,0.7040165117844862,0.562874251497006,0.562874251497006,0.756608931783748,0.7871391902445181,0.9185393258426966,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_4
dermmnist,L50_G50,MobileNetV3,3,tralo,69.0,112,111,223,2003,107,0.6953532469557967,0.562874251497006,0.562874251497006,0.7726856665091039,0.8076712182197338,0.9196629213483146,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_3
dermmnist,L50_G50,MobileNetV3,1,tralo,350.0,112,111,223,2003,111,0.6853223501570094,0.5748502994011976,0.5808383233532934,0.7656328658890849,0.7951603348851584,0.9174157303370787,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_1
dermmnist,L50_G50,MobileNetV3,2,tralo,314.0,112,111,223,2003,111,0.6981765617753886,0.5568862275449101,0.5568862275449101,0.7510497447405423,0.7834103309398143,0.9151685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_2
dermmnist,L50_G50,MobileNetV3,4,danits_lp,0.0,112,111,223,2003,212,0.7127348346679947,0.5389221556886228,0.5389221556886228,0.7278408009091173,0.7716163713047287,0.8893258426966292,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_4
dermmnist,L50_G50,MobileNetV3,3,danits_lp,0.0,112,111,223,2003,209,0.7139584333260884,0.5748502994011976,0.5748502994011976,0.7683635888637121,0.8015523709522144,0.901685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_3
dermmnist,L50_G50,MobileNetV3,1,danits_lp,0.0,112,111,223,2003,195,0.7063806810584813,0.5808383233532934,0.5748502994011976,0.7571406018292814,0.7991420811486302,0.8943820224719101,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_1
dermmnist,L50_G50,MobileNetV3,2,danits_lp,0.0,112,111,223,2003,198,0.6871747460319677,0.5329341317365269,0.5389221556886228,0.7347483566859562,0.7736550002452791,0.8910112359550562,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/danits_lp/seed_2
dermmnist,L50_G50,MobileNetV3,4,fioretto_ldf,24.0,112,111,223,2003,103,0.7006032761743525,0.562874251497006,0.562874251497006,0.7607669430613248,0.7908274348045077,0.9191011235955057,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_4
dermmnist,L50_G50,MobileNetV3,3,fioretto_ldf,28.0,112,111,223,2003,94,0.6916383549416414,0.5568862275449101,0.5568862275449101,0.7781840738501496,0.8137685642330367,0.9235955056179775,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_3
dermmnist,L50_G50,MobileNetV3,1,fioretto_ldf,299.0,112,111,223,2003,108,0.6908182049885324,0.5748502994011976,0.5748502994011976,0.7464340261669035,0.7760250492366288,0.9146067415730337,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_1
dermmnist,L50_G50,MobileNetV3,2,fioretto_ldf,299.0,112,111,223,2003,105,0.6944689532284267,0.5508982035928144,0.5508982035928144,0.7545189424643347,0.7898450276611467,0.9162921348314607,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_2
dermmnist,L50_G50,MobileNetV3,4,tralo_bounded,63.0,112,111,223,2003,104,0.7040233374052699,0.562874251497006,0.562874251497006,0.7576131688055054,0.7874676576403359,0.9191011235955057,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_4
dermmnist,L50_G50,MobileNetV3,3,tralo_bounded,64.0,112,111,223,2003,94,0.6910722531345279,0.5568862275449101,0.5568862275449101,0.7799423018679371,0.8162883106374745,0.9241573033707865,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_3
dermmnist,L50_G50,MobileNetV3,1,tralo_bounded,65.0,112,111,223,2003,106,0.6877709067832525,0.5748502994011976,0.5748502994011976,0.7472217738790918,0.7768331363075557,0.9151685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_1
dermmnist,L50_G50,MobileNetV3,2,tralo_bounded,64.0,112,111,223,2003,101,0.6953348348932488,0.5508982035928144,0.5508982035928144,0.7508627613307938,0.7848202819071651,0.9146067415730337,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/tralo_bounded/seed_2
dermmnist,L50_G50,MobileNetV3,4,heuristic,0.0,112,111,223,2003,212,0.7127348346679947,0.5389221556886228,0.5389221556886228,0.7278408009091173,0.7716163713047287,0.8893258426966292,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_4
dermmnist,L50_G50,MobileNetV3,3,heuristic,0.0,112,111,223,2003,209,0.7139584333260884,0.5748502994011976,0.5748502994011976,0.7683635888637121,0.8015523709522144,0.901685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_3
dermmnist,L50_G50,MobileNetV3,1,heuristic,0.0,112,111,223,2003,195,0.7063806810584813,0.5748502994011976,0.5748502994011976,0.7571406018292814,0.7991420811486302,0.8943820224719101,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_1
dermmnist,L50_G50,MobileNetV3,2,heuristic,0.0,112,111,223,2003,198,0.6871747460319677,0.5389221556886228,0.5389221556886228,0.7347483566859562,0.7736550002452791,0.8910112359550562,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L50_G50/heuristic/seed_2
dermmnist,L80_G80,MobileNetV3,4,hounie_rcl,25.0,178,178,223,2003,170,0.727523588320401,0.6733167082294265,0.6783042394014963,0.7923464880529165,0.8124921196168647,0.9134831460674158,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_4
dermmnist,L80_G80,MobileNetV3,3,hounie_rcl,30.0,178,178,223,2003,169,0.7191970313872674,0.6184538653366584,0.6184538653366584,0.7946932623180726,0.8260389851472726,0.9123595505617977,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_3
dermmnist,L80_G80,MobileNetV3,1,hounie_rcl,63.0,178,178,223,2003,167,0.7070169690945081,0.6733167082294265,0.6733167082294265,0.7865236017189864,0.8053943742405169,0.9089887640449438,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_1
dermmnist,L80_G80,MobileNetV3,2,hounie_rcl,38.0,178,178,223,2003,157,0.7043375982455273,0.6533665835411472,0.6533665835411472,0.7805308122862611,0.7935464509440937,0.9112359550561798,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/hounie_rcl/seed_2
dermmnist,L80_G80,MobileNetV3,4,tralo,59.0,178,178,223,2003,173,0.7297259648760575,0.683291770573566,0.683291770573566,0.7941598721189713,0.81227793012575,0.9123595505617977,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_4
dermmnist,L80_G80,MobileNetV3,3,tralo,350.0,178,178,223,2003,172,0.717159427419895,0.628428927680798,0.628428927680798,0.7926138712752423,0.8196370250144415,0.9112359550561798,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_3
dermmnist,L80_G80,MobileNetV3,1,tralo,76.0,178,178,223,2003,178,0.710358087645609,0.6733167082294265,0.6733167082294265,0.7888885849436676,0.8085076482266357,0.9089887640449438,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_1
dermmnist,L80_G80,MobileNetV3,2,tralo,62.0,178,178,223,2003,173,0.7053716195093848,0.6533665835411472,0.6533665835411472,0.7794229831040153,0.7973755145579103,0.9073033707865169,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo/seed_2
dermmnist,L80_G80,MobileNetV3,4,danits_lp,0.0,178,178,223,2003,212,0.7127348346679947,0.6516290726817042,0.6633416458852868,0.7571104712341828,0.7716163713047287,0.8893258426966292,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_4
dermmnist,L80_G80,MobileNetV3,3,danits_lp,0.0,178,178,223,2003,209,0.7139584333260884,0.6334164588528678,0.6384039900249376,0.7793418816813317,0.8015523709522144,0.901685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_3
dermmnist,L80_G80,MobileNetV3,1,danits_lp,0.0,178,178,223,2003,195,0.7063806810584813,0.6633416458852868,0.6633416458852868,0.7777757001501492,0.7991420811486302,0.8943820224719101,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_1
dermmnist,L80_G80,MobileNetV3,2,danits_lp,0.0,178,178,223,2003,198,0.6871747460319677,0.6334164588528678,0.6334164588528678,0.7533086325582735,0.7736550002452791,0.8910112359550562,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/danits_lp/seed_2
dermmnist,L80_G80,MobileNetV3,4,fioretto_ldf,12.0,178,178,223,2003,166,0.727540689323863,0.6733167082294265,0.6733167082294265,0.7902612568042022,0.8113132075596589,0.9129213483146067,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_4
dermmnist,L80_G80,MobileNetV3,3,fioretto_ldf,16.0,178,178,223,2003,157,0.7171217774347568,0.6184538653366584,0.6184538653366584,0.7890977945471228,0.8198158573983524,0.9134831460674158,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_3
dermmnist,L80_G80,MobileNetV3,1,fioretto_ldf,16.0,178,178,223,2003,165,0.7059393093350759,0.6733167082294265,0.6733167082294265,0.7880092501384193,0.8065258810588894,0.9101123595505618,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_1
dermmnist,L80_G80,MobileNetV3,2,fioretto_ldf,14.0,178,178,223,2003,162,0.704001123307996,0.6533665835411472,0.6533665835411472,0.7853383368526641,0.8031446114525652,0.9095505617977528,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/fioretto_ldf/seed_2
dermmnist,L80_G80,MobileNetV3,4,tralo_bounded,55.0,178,178,223,2003,166,0.7270116714583639,0.6733167082294265,0.6733167082294265,0.7894921028193931,0.8104276125102542,0.9123595505617977,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_4
dermmnist,L80_G80,MobileNetV3,3,tralo_bounded,56.0,178,178,223,2003,162,0.7185500119639122,0.6134663341645885,0.6134663341645885,0.7890054856725878,0.8212700468587529,0.9140449438202247,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_3
dermmnist,L80_G80,MobileNetV3,1,tralo_bounded,59.0,178,178,223,2003,169,0.7076295491610349,0.6733167082294265,0.6733167082294265,0.788262096906932,0.8083508680840211,0.9095505617977528,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_1
dermmnist,L80_G80,MobileNetV3,2,tralo_bounded,57.0,178,178,223,2003,159,0.7033710193865855,0.6483790523690773,0.6483790523690773,0.7795627403036836,0.7964931290673665,0.9117977528089888,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/tralo_bounded/seed_2
dermmnist,L80_G80,MobileNetV3,4,heuristic,0.0,178,178,223,2003,212,0.7127348346679947,0.6633416458852868,0.6633416458852868,0.7571104712341828,0.7716163713047287,0.8893258426966292,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_4
dermmnist,L80_G80,MobileNetV3,3,heuristic,0.0,178,178,223,2003,209,0.7139584333260884,0.6384039900249376,0.6384039900249376,0.7793418816813317,0.8015523709522144,0.901685393258427,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_3
dermmnist,L80_G80,MobileNetV3,1,heuristic,0.0,178,178,223,2003,195,0.7063806810584813,0.6633416458852868,0.6633416458852868,0.7777757001501492,0.7991420811486302,0.8943820224719101,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_1
dermmnist,L80_G80,MobileNetV3,2,heuristic,0.0,178,178,223,2003,198,0.6871747460319677,0.6334164588528678,0.6334164588528678,0.7533086325582735,0.7736550002452791,0.8910112359550562,results/pending_runs/paper_final/lane1/MobileNetV3/dermmnist/L80_G80/heuristic/seed_2
tissuemnist,L20_G20,MobileNetV3,4,hounie_rcl,120.0,34,34,171,2400,24,0.3393573418917473,0.1951219512195122,0.1951219512195122,0.38826388516802657,0.41510969085304744,0.5634813817855541,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_4
tissuemnist,L20_G20,MobileNetV3,3,hounie_rcl,106.0,34,34,171,2400,28,0.3133861812787616,0.2146341463414634,0.2146341463414634,0.3894216598871456,0.41463331175246304,0.5576491700314042,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_3
tissuemnist,L20_G20,MobileNetV3,1,hounie_rcl,106.0,34,34,171,2400,28,0.29438885140890636,0.2146341463414634,0.2146341463414634,0.3960123253563317,0.4214435127450567,0.5693135935397039,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_1
tissuemnist,L20_G20,MobileNetV3,2,hounie_rcl,106.0,34,34,171,2400,28,0.3260921852180416,0.18536585365853658,0.18536585365853658,0.39060636054033643,0.420471938981537,0.5693135935397039,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/hounie_rcl/seed_2
tissuemnist,L20_G20,MobileNetV3,4,tralo,132.0,34,34,171,2400,21,0.32793533511313566,0.2048780487804878,0.2048780487804878,0.38995903501443874,0.41592474454579514,0.5670704351727232,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_4
tissuemnist,L20_G20,MobileNetV3,3,tralo,135.0,34,34,171,2400,34,0.311219236193296,0.2048780487804878,0.2048780487804878,0.39854120895898537,0.42620737469877074,0.5536114849708389,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_3
tissuemnist,L20_G20,MobileNetV3,1,tralo,111.0,34,34,171,2400,24,0.2947583075128031,0.1951219512195122,0.1951219512195122,0.3893525332797362,0.41677938137146814,0.5711081202332885,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_1
tissuemnist,L20_G20,MobileNetV3,2,tralo,143.0,34,34,171,2400,33,0.3434815148628396,0.2146341463414634,0.2146341463414634,0.3940238363707275,0.4194565913176497,0.5670704351727232,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo/seed_2
tissuemnist,L20_G20,MobileNetV3,4,danits_lp,0.0,34,34,171,2400,80,0.34340311918459765,0.17560975609756097,0.17560975609756097,0.3276360960082939,0.34963443006893113,0.5015702108568865,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_4
tissuemnist,L20_G20,MobileNetV3,3,danits_lp,0.0,34,34,171,2400,124,0.2672387550762193,0.13658536585365855,0.13658536585365855,0.32387176534787243,0.34858493676262103,0.48362494392104083,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_3
tissuemnist,L20_G20,MobileNetV3,1,danits_lp,0.0,34,34,171,2400,204,0.2838922384793287,0.16585365853658537,0.16585365853658537,0.3360102343356163,0.35715102175554975,0.49663526244952894,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_1
tissuemnist,L20_G20,MobileNetV3,2,danits_lp,0.0,34,34,171,2400,194,0.3515264880471548,0.18536585365853658,0.18536585365853658,0.36873777935663943,0.39716814721164656,0.48945715567519066,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/danits_lp/seed_2
tissuemnist,L20_G20,MobileNetV3,4,fioretto_ldf,71.0,34,34,171,2400,22,0.33366949395403567,0.2048780487804878,0.2048780487804878,0.38903725504068265,0.4148735633388488,0.5652759084791387,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_4
tissuemnist,L20_G20,MobileNetV3,3,fioretto_ldf,76.0,34,34,171,2400,30,0.314938631948844,0.2146341463414634,0.2146341463414634,0.3877838831737304,0.4125032757132811,0.5531628532974427,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_3
tissuemnist,L20_G20,MobileNetV3,1,fioretto_ldf,60.0,34,34,171,2400,24,0.29637918231242916,0.2048780487804878,0.2048780487804878,0.39340054962811255,0.4200981850272334,0.5697622252131,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_1
tissuemnist,L20_G20,MobileNetV3,2,fioretto_ldf,87.0,34,34,171,2400,28,0.3294188729703873,0.18536585365853658,0.18536585365853658,0.3907717154484186,0.4207140786093101,0.5693135935397039,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/fioretto_ldf/seed_2
tissuemnist,L20_G20,MobileNetV3,4,tralo_bounded,127.0,34,34,171,2400,19,0.3307246151484395,0.1951219512195122,0.1951219512195122,0.3883850140986498,0.41515467330702965,0.5648272768057425,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo_bounded/seed_4
tissuemnist,L20_G20,MobileNetV3,3,tralo_bounded,122.0,34,34,171,2400,31,0.31783533031252936,0.2146341463414634,0.2146341463414634,0.39794400993440066,0.42385574820885835,0.5621354867653656,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo_bounded/seed_3
tissuemnist,L20_G20,MobileNetV3,1,tralo_bounded,111.0,34,34,171,2400,22,0.29659909397780176,0.2048780487804878,0.2048780487804878,0.3937926688300333,0.42030270589009444,0.5702108568864962,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo_bounded/seed_1
tissuemnist,L20_G20,MobileNetV3,2,tralo_bounded,134.0,34,34,171,2400,28,0.33022967802155734,0.1951219512195122,0.1951219512195122,0.39313631213966255,0.4207265808407758,0.5711081202332885,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/tralo_bounded/seed_2
tissuemnist,L20_G20,MobileNetV3,4,heuristic,0.0,34,34,171,2400,80,0.34340311918459765,0.17560975609756097,0.17560975609756097,0.3276360960082939,0.34963443006893113,0.5015702108568865,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/heuristic/seed_4
tissuemnist,L20_G20,MobileNetV3,3,heuristic,0.0,34,34,171,2400,124,0.2672387550762193,0.13658536585365855,0.13658536585365855,0.32387176534787243,0.34858493676262103,0.48362494392104083,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/heuristic/seed_3
tissuemnist,L20_G20,MobileNetV3,1,heuristic,0.0,34,34,171,2400,204,0.2838922384793287,0.16585365853658537,0.16585365853658537,0.3360102343356163,0.35715102175554975,0.49663526244952894,results/pending_runs/paper_final/lane1/MobileNetV3/tissuemnist/L20_G20/heuristic/seed_1
