dataset,model,cap,seed,method,K,N,ntrue,epochs,last_epoch,ce_skip_cfg,ce_off_ep,n_ce_off,ce_min,first_sat,n_sat,sat_flips,exc0,exc_min,exc_final,exc_trend_all,exc_trend_ce_on,exc_trend_ce_off,raw_count,u_recursion_maxerr,lam0,lam_max,lam_final,lam_peak_ep,lam_decaying_eps,u_max,Uloc_max,soft0,soft_min,soft_final,soft_min_over_K,soft_final_over_K,n_ep_soft_below_K,soft_trend_ce_on,soft_trend_ce_off,soft_at_sat,soft_drop_after_sat,cstr_loss_max
tissuemnist,MobileNetV3,L30_G30,4,hounie_rcl,51,2400,171,29,29,UNSET->default True,,0,0.018944,1.0,2,1,0.0,0.0,122.0,0.3601872491670275,0.3601872491670275,,47,7.700000000000011e-07,0.000453,0.014354,0.014354,29,0,0.00061,0.0008531705573916624,159.72,95.9879999999998,112.87920000000011,1.8821176470588197,2.2133176470588256,0,0.22512315270935954,,159.72,46.84079999999989,0.003215
dermmnist,MobileNetV3,L50_G50,1,hounie_rcl,112,2003,223,29,29,UNSET->default True,12.0,18,0.013184,27.0,3,0,69.0,0.0,0.0,-0.433206428438756,0.19090909090909092,-0.8657429635365042,54,8.200000000000023e-07,0.000368,0.007864,0.00722,24,5,0.000367,0.0006115349540296123,185.7104,65.46430099999998,65.46430099999998,0.5845026874999998,0.5845026874999998,5,-0.10000000000000002,-0.8802889576883385,85.48228299999985,20.017981999999876,0.002353
dermmnist,MobileNetV3,L50_G50,2,hounie_rcl,112,2003,223,29,29,UNSET->default True,23.0,7,0.008803,26.0,4,0,57.0,0.0,0.0,-0.5807020202375751,-0.054298720703538986,-0.9063269671749657,71,7.300000000000015e-07,0.00041,0.006559,0.006125,25,4,0.000308,0.0005680809801427962,194.123,78.16532400000011,78.16532400000011,0.6979046785714296,0.6979046785714296,4,-0.2907961603613778,-1.0,104.38058800000013,26.21526400000002,0.002589
dermmnist,MobileNetV3,L50_G50,3,hounie_rcl,112,2003,223,25,25,UNSET->default True,15.0,11,0.01134,21.0,5,0,313.0,0.0,0.0,-0.8486549742709344,-0.4769230769230769,-0.9534625892455922,38,6.499999999999887e-07,0.000865,0.006752,0.005588,19,7,0.000313,0.0006350425182615728,285.2595,46.920526999999964,46.920526999999964,0.41893327678571396,0.41893327678571396,7,-0.48571428571428577,-1.0,91.18081799999993,44.26029099999997,0.002464
dermmnist,MobileNetV3,L50_G50,4,hounie_rcl,112,2003,223,28,28,UNSET->default True,14.0,15,0.012651,8.0,6,1,125.0,0.0,0.0,-0.7133522482936828,-0.20329670329670327,-0.9819805060619657,52,8.100000000000007e-07,0.000497,0.005601,0.004573,21,8,0.000262,0.000490867599256663,211.5491,59.635570999999935,59.635570999999935,0.5324604553571423,0.5324604553571423,8,-0.42857142857142855,-1.0,111.18077299999996,51.545202000000025,0.001655
octmnist,MobileNetV3,L50_G50,1,hounie_rcl,125,1000,250,29,29,UNSET->default True,29.0,1,0.010743,2.0,3,3,236.0,0.0,144.0,0.32532353679785,0.28919628851098983,,96,7.699999999999808e-07,0.000839,0.01187,0.01187,29,5,0.000483,0.0008756203515222794,208.9,98.05000000000001,196.95500000000004,0.7844000000000001,1.5756400000000004,5,0.2260536398467433,,108.80799999999999,-88.14700000000005,0.008876
octmnist,MobileNetV3,L50_G50,2,hounie_rcl,125,1000,250,29,29,UNSET->default True,,0,0.00936,2.0,2,1,6.0,0.0,60.0,0.07440256446541882,0.07440256446541882,,113,5.399999999999914e-07,0.000261,0.009058,0.009058,29,4,0.000399,0.0007353903725233285,151.1,113.90299999999999,153.485,0.9112239999999999,1.22788,4,-0.0004926108374384235,,113.90299999999999,-39.58200000000002,0.005768
octmnist,MobileNetV3,L50_G50,3,hounie_rcl,125,1000,250,29,29,UNSET->default True,26.0,4,0.008657,11.0,4,3,222.0,0.0,0.0,-0.6206989601092882,-0.4925866212151526,-1.0,86,7.700000000000079e-07,0.000844,0.008074,0.007644,24,7,0.000376,0.0006799698522728784,209.4,99.27700000000003,104.47499999999991,0.7942160000000003,0.8357999999999993,7,-0.4923076923076923,-1.0,99.27700000000003,-5.19799999999988,0.005924
octmnist,MobileNetV3,L50_G50,4,hounie_rcl,125,1000,250,29,29,UNSET->default True,23.0,7,0.012698,8.0,4,2,12.0,0.0,0.0,-0.0759932048783734,0.16723166510767634,-0.9910312089651149,64,7.800000000000027e-07,0.000232,0.011016,0.010307,26,5,0.000495,0.0008717224328879005,148.2,83.09000000000009,83.09000000000009,0.6647200000000008,0.6647200000000008,5,0.025409373235460195,-1.0,112.06200000000001,28.971999999999923,0.00716
tissuemnist,MobileNetV3,L50_G50,1,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.015323,1.0,1,1,0.0,0.0,226.0,0.24026617013702795,0.24026617013702795,,35,8.399999999999987e-07,0.000459,0.012732,0.012732,29,0,0.000557,0.0007820684113298529,196.16,106.64239999999987,194.08880000000022,1.2400279069767426,2.2568465116279097,0,-0.09310344827586205,,196.16,2.071199999999777,0.003264
tissuemnist,MobileNetV3,L50_G50,2,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.020736,,0,0,336.0,2.0,72.0,-0.34047796056691654,-0.34047796056691654,,81,8.099999999999601e-07,0.001014,0.012818,0.012818,29,0,0.000583,0.000822337521945825,329.36,89.16319999999983,125.52559999999986,1.0367813953488352,1.4595999999999982,0,-0.5532019704433496,,,,0.003375
tissuemnist,MobileNetV3,L50_G50,3,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.019911,1.0,6,3,0.0,0.0,108.0,0.39238390066762274,0.39238390066762274,,54,7.799999999999993e-07,0.000345,0.008757,0.008757,29,2,0.000382,0.0005247770955367621,168.8,63.78799999999992,138.0031999999999,0.7417209302325571,1.6046883720930223,2,0.16551724137931031,,168.8,30.796800000000104,0.001574
tissuemnist,MobileNetV3,L50_G50,4,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.016209,1.0,4,2,0.0,0.0,146.0,0.3818455094764667,0.3818455094764667,,85,6.700000000000325e-07,0.000307,0.009998,0.009998,29,0,0.000435,0.0006409173113592735,159.68,92.65759999999996,163.56319999999997,1.0774139534883715,1.9018976744186042,0,0.18965517241379307,,159.68,-3.8831999999999596,0.001883
dermmnist,RegNetY400MF,L30_G30,1,hounie_rcl,67,2003,223,29,29,UNSET->default True,22.0,8,0.007044,27.0,3,0,310.0,0.0,0.0,-0.5902650535082202,-0.050016241676569345,-0.9759000729485332,16,8.599999999999884e-07,0.000975,0.015795,0.015408,26,3,0.000744,0.001433651282564906,262.2925,27.21641400000008,27.21641400000008,0.4062151343283594,0.4062151343283594,3,-0.22207792207792207,-1.0,59.813235999999726,32.59682199999965,0.006463
dermmnist,RegNetY400MF,L30_G30,2,hounie_rcl,67,2003,223,25,25,UNSET->default True,16.0,10,0.013647,21.0,5,0,210.0,0.0,0.0,-0.7802989603434504,0.0017937400083354376,-0.937436866561092,5,7.499999999999911e-07,0.000789,0.010066,0.008991,19,6,0.000469,0.000883198165758965,225.0367,11.052204000000096,11.052204000000096,0.16495826865671784,0.16495826865671784,6,-0.38928571428571423,-0.9999999999999999,46.074659000000054,35.02245499999996,0.004002
dermmnist,RegNetY400MF,L30_G30,3,hounie_rcl,67,2003,223,21,21,UNSET->default True,14.0,8,0.012075,17.0,5,0,480.0,0.0,0.0,-0.7767427231525696,-0.08803309566091672,-0.8728715609439694,8,8.300000000000039e-07,0.001239,0.008937,0.008109,16,5,0.000409,0.0007396749286003953,315.1717,17.14332700000005,17.14332700000005,0.2558705522388067,0.2558705522388067,5,-0.19780219780219782,-1.0,56.340034000000045,39.196706999999996,0.003491
dermmnist,RegNetY400MF,L30_G30,4,hounie_rcl,67,2003,223,26,26,UNSET->default True,16.0,11,0.012051,22.0,5,0,222.0,0.0,0.0,-0.5839804582163945,0.42857142857142855,-0.9534625892455922,9,7.200000000000609e-07,0.000785,0.0113,0.01032,21,5,0.000523,0.0010647741544571787,224.2355,12.564468999999754,12.564468999999754,0.18752938805969782,0.18752938805969782,5,0.05714285714285713,-1.0,51.364582000000055,38.8001130000003,0.004678
octmnist,RegNetY400MF,L30_G30,1,hounie_rcl,75,1000,250,29,29,UNSET->default True,,0,0.013611,,0,0,133.0,63.0,163.0,0.07322488767944316,0.07322488767944316,,107,7.699999999999808e-07,0.000759,0.026427,0.026427,29,0,0.001134,0.0019529577568396098,150.89999999999998,111.42499999999987,165.587,1.485666666666665,2.2078266666666666,0,0.083743842364532,,,,0.020616
octmnist,RegNetY400MF,L30_G30,2,hounie_rcl,75,1000,250,29,29,UNSET->default True,29.0,1,0.012457,,0,0,215.0,65.0,237.0,0.16165600780501568,0.11610078411337166,,108,6.700000000000054e-07,0.00121,0.028363,0.028363,29,0,0.001211,0.0020817009871737105,196.0,110.32199999999999,190.659,1.4709599999999998,2.5421199999999997,0,0.05090311986863711,,,,0.022037
octmnist,RegNetY400MF,L30_G30,3,hounie_rcl,75,1000,250,29,29,UNSET->default True,29.0,1,0.012807,,0,0,281.0,63.0,63.0,-0.02364823272032902,0.08485014449241636,,69,8.399999999999987e-07,0.001411,0.025368,0.025368,29,0,0.001105,0.0018918179087850924,216.1,112.86400000000003,112.86400000000003,1.5048533333333338,1.5048533333333338,0,0.04159824849480022,,,,0.01951
octmnist,RegNetY400MF,L30_G30,4,hounie_rcl,75,1000,250,29,29,UNSET->default True,,0,0.012817,,0,0,225.0,67.0,73.0,-0.10203329108659841,-0.10203329108659841,,94,7.900000000000043e-07,0.001237,0.028196,0.028196,29,0,0.001233,0.0021165327779176964,198.7,112.18899999999992,112.18899999999992,1.4958533333333324,1.4958533333333324,0,-0.18522167487684724,,,,0.021751
tissuemnist,RegNetY400MF,L30_G30,1,hounie_rcl,51,2400,171,29,29,UNSET->default True,,0,0.023212,,0,0,188.0,104.0,140.0,-0.07539731942832,-0.07539731942832,,103,6.400000000000481e-07,0.000511,0.016624,0.016624,29,0,0.000731,0.0010322979221135727,173.64,110.13359999999997,126.13440000000017,2.159482352941176,2.473223529411768,0,-0.19408866995073887,,,,0.004492
tissuemnist,RegNetY400MF,L30_G30,2,hounie_rcl,51,2400,171,29,29,UNSET->default True,,0,0.02962,,0,0,316.0,100.0,226.0,-0.07049545925391917,-0.07049545925391917,,101,7.499999999999911e-07,0.000617,0.015842,0.015842,29,0,0.00069,0.0009611971701997462,199.08,125.64479999999985,169.47359999999946,2.4636235294117617,3.3230117647058717,0,-0.083743842364532,,,,0.003316
tissuemnist,RegNetY400MF,L30_G30,3,hounie_rcl,51,2400,171,29,29,UNSET->default True,,0,0.030624,,0,0,214.0,70.0,210.0,0.37960340231278145,0.37960340231278145,,86,7.800000000000027e-07,0.000537,0.016514,0.016514,29,0,0.000708,0.0009993678001616823,179.88000000000002,115.77119999999992,163.0272000000005,2.270023529411763,3.1966117647058923,0,0.264039408866995,,,,0.003599
tissuemnist,RegNetY400MF,L30_G30,4,hounie_rcl,51,2400,171,29,29,UNSET->default True,,0,0.022702,,0,0,328.0,108.0,182.0,-0.2891625615763546,-0.2891625615763546,,105,7.600000000000402e-07,0.000604,0.016056,0.016056,29,0,0.000714,0.0009950899456833036,195.96,103.86240000000039,154.17839999999995,2.0365176470588313,3.02310588235294,0,-0.2729064039408866,,,,0.003443
dermmnist,RegNetY400MF,L50_G50,1,hounie_rcl,112,2003,223,24,24,UNSET->default True,15.0,10,0.013935,20.0,5,0,221.0,0.0,0.0,-0.8163440294698289,-0.2332234634606956,-0.937436866561092,42,7.600000000000402e-07,0.00075,0.007413,0.006312,18,6,0.000341,0.0006264311614215883,262.225,49.58451699999997,49.58451699999997,0.442718901785714,0.442718901785714,6,-0.6263736263736264,-0.9999999999999999,92.62698399999995,43.04246699999998,0.002749
dermmnist,RegNetY400MF,L50_G50,2,hounie_rcl,112,2003,223,29,29,UNSET->default True,19.0,11,0.011407,25.0,5,0,121.0,0.0,0.0,-0.4948775741885809,0.4202375366424356,-0.9534625892455922,34,7.900000000000043e-07,0.000565,0.008477,0.007298,24,5,0.000393,0.0006761035423661082,225.16949999999997,41.476372999999924,41.476372999999924,0.37032475892857075,0.37032475892857075,5,0.023735810113519093,-1.0,95.93193399999986,54.45556099999993,0.003238
dermmnist,RegNetY400MF,L50_G50,3,hounie_rcl,112,2003,223,26,26,UNSET->default True,17.0,10,0.0114,22.0,5,0,391.0,0.0,0.0,-0.7088740462250711,-0.10882352941176471,-0.937436866561092,28,7.799999999999756e-07,0.001015,0.007449,0.006131,20,6,0.000344,0.0006269537463003152,315.3045,36.1664200000001,36.1664200000001,0.3229144642857152,0.3229144642857152,6,-0.2647058823529412,-0.9999999999999999,90.64000800000002,54.47358799999992,0.002734
dermmnist,RegNetY400MF,L50_G50,4,hounie_rcl,112,2003,223,26,26,UNSET->default True,18.0,9,0.009483,22.0,5,0,133.0,0.0,0.0,-0.5606486890279604,0.33476401141961765,-0.9128709291752769,16,7.59999999999986e-07,0.00056,0.007456,0.005995,20,6,0.000338,0.0006993647117205728,224.168,25.54050500000008,25.54050500000008,0.22804022321428644,0.22804022321428644,6,0.14460784313725492,-1.0,90.01507199999995,64.47456699999987,0.003596
octmnist,RegNetY400MF,L50_G50,1,hounie_rcl,125,1000,250,29,29,UNSET->default True,,0,0.016233,,0,0,34.0,20.0,114.0,0.09662314694942768,0.09662314694942768,,135,7.300000000000015e-07,0.000259,0.015889,0.015889,29,0,0.000685,0.0011961500741963778,150.9,134.46099999999993,181.55700000000004,1.0756879999999993,1.4524560000000004,0,0.07192118226600984,,,,0.011167
octmnist,RegNetY400MF,L50_G50,2,hounie_rcl,125,1000,250,29,29,UNSET->default True,,0,0.009724,3.0,5,5,116.0,0.0,76.0,-0.16273668732049643,-0.16273668732049643,,111,6.999999999999628e-07,0.00071,0.008697,0.008697,29,4,0.000389,0.0006761035423661082,196.0,82.45500000000001,162.17800000000003,0.6596400000000001,1.2974240000000001,4,-0.2576354679802955,,132.718,-29.460000000000036,0.005432
octmnist,RegNetY400MF,L50_G50,3,hounie_rcl,125,1000,250,29,29,UNSET->default True,,0,0.018624,3.0,2,2,182.0,0.0,158.0,0.231176876906351,0.231176876906351,,115,6.999999999999899e-07,0.000911,0.013855,0.013855,29,2,0.000575,0.0009845684333757607,216.1,117.95899999999999,210.84499999999997,0.943672,1.6867599999999998,2,0.21280788177339893,,131.317,-79.52799999999996,0.011297
octmnist,RegNetY400MF,L50_G50,4,hounie_rcl,125,1000,250,29,29,UNSET->default True,,0,0.016525,,0,0,126.0,2.0,9.0,-0.06798866907094592,-0.06798866907094592,,99,7.900000000000246e-07,0.000737,0.011981,0.011948,28,2,0.000537,0.0009547936949938452,198.7,111.03999999999995,122.22099999999999,0.8883199999999996,0.977768,2,-0.16108374384236449,,,,0.008322
tissuemnist,RegNetY400MF,L50_G50,1,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.033242,,0,0,118.0,3.0,192.0,0.007883715440044379,0.007883715440044379,,81,8.200000000000091e-07,0.000366,0.01144,0.01144,29,0,0.000486,0.000695539359058853,173.84,94.69519999999997,192.47600000000006,1.1011069767441857,2.2380930232558147,0,-0.04088669950738915,,,,0.003083
tissuemnist,RegNetY400MF,L50_G50,2,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.024033,,0,0,246.0,30.0,286.0,0.41857601664485616,0.41857601664485616,,101,8.000000000000194e-07,0.000472,0.01376,0.01376,29,0,0.000576,0.0008174496926416941,199.28,129.06320000000005,239.4727999999998,1.500734883720931,2.784567441860463,0,0.42906403940886684,,,,0.003598
tissuemnist,RegNetY400MF,L50_G50,3,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.028663,,0,0,144.0,14.0,266.0,0.3644652980847839,0.3644652980847839,,93,8.600000000000155e-07,0.000391,0.011929,0.011929,29,0,0.000505,0.0007382242206809527,179.84,116.50639999999999,221.31680000000011,1.3547255813953487,2.573451162790699,0,0.3142857142857142,,,,0.002616
tissuemnist,RegNetY400MF,L50_G50,4,hounie_rcl,86,2400,171,29,29,UNSET->default True,,0,0.027941,,0,0,258.0,32.0,58.0,0.09583641581803946,0.09583641581803946,,102,7.499999999999911e-07,0.000458,0.011583,0.011583,29,0,0.000508,0.0007361630254230377,195.92000000000002,116.91680000000002,117.17600000000003,1.359497674418605,1.362511627906977,0,0.0014778325123152706,,,,0.003174
