dataset,model,cap,seed,method,K,raw_count,max_epoch,log_rows,warmup,cep,AP,ccF1eq,k_used,TP,n_true,fill,AP_ce,ccF1eq_ce,TP_ce,raw_ce,AP_ce_lp,ccF1eq_ce_lp,TP_ce_lp,raw_ce_lp,dAP,dcc
tissuemnist,RegNetY400MF,L50_G50,4,fioretto_ldf,86,107,28.0,29,1,29,0.38487164601217827,0.35019455252918286,86,45,171,1.244186046511628,0.4114904495777295,0.3735408560311284,48,148,0.4114904495777295,0.3735408560311284,48,148,-0.02661880356555124,-0.023346303501945553
tissuemnist,RegNetY400MF,L50_G50,3,fioretto_ldf,86,78,28.0,29,1,29,0.4160321002580541,0.38132295719844356,86,49,171,0.9069767441860465,0.3973471766257748,0.35019455252918286,45,210,0.3973471766257748,0.35019455252918286,45,210,0.018684923632279304,0.0311284046692607
tissuemnist,RegNetY400MF,L50_G50,1,fioretto_ldf,86,74,28.0,29,1,29,0.36602478743763034,0.29571984435797666,86,38,171,0.8604651162790697,0.3815545842815669,0.3424124513618677,44,172,0.3815545842815669,0.3424124513618677,44,172,-0.015529796843936572,-0.04669260700389105
tissuemnist,RegNetY400MF,L50_G50,2,fioretto_ldf,86,101,28.0,29,1,29,0.41595866292658606,0.35797665369649806,86,46,171,1.1744186046511629,0.3462893098101365,0.32684824902723736,42,142,0.3462893098101365,0.32684824902723736,42,142,0.06966935311644956,0.0311284046692607
octmnist,RegNetY400MF,L50_G50,4,hounie_rcl,125,99,28.0,29,1,29,0.7252840383350404,0.544,125,102,250,0.792,0.7490056135725762,0.5546666666666666,104,163,0.7490056135725762,0.5546666666666666,104,163,-0.02372157523753582,-0.010666666666666602
octmnist,RegNetY400MF,L50_G50,3,hounie_rcl,125,115,28.0,29,1,29,0.6970791274014569,0.5333333333333333,125,100,250,0.92,0.680427716868293,0.5333333333333333,100,133,0.680427716868293,0.5333333333333333,100,133,0.01665141053316399,0.0
octmnist,RegNetY400MF,L50_G50,1,hounie_rcl,125,135,28.0,29,1,29,0.6936655776390206,0.512,125,96,250,1.08,0.7130774306587018,0.5226666666666666,98,167,0.7130774306587018,0.5226666666666666,98,167,-0.01941185301968118,-0.010666666666666602
octmnist,RegNetY400MF,L50_G50,2,hounie_rcl,125,111,28.0,29,1,29,0.7359659590527486,0.5333333333333333,125,100,250,0.888,0.754518911767582,0.5546666666666666,104,155,0.754518911767582,0.5546666666666666,104,155,-0.01855295271483337,-0.021333333333333315
octmnist,RegNetY400MF,L50_G50,4,tralo,125,112,30.0,9,1,29,0.7575557892552348,0.5546666666666666,125,104,250,0.896,0.7490056135725762,0.5546666666666666,104,163,0.7490056135725762,0.5546666666666666,104,163,0.00855017568265859,0.0
octmnist,RegNetY400MF,L50_G50,3,tralo,125,109,30.0,8,1,29,0.6989346154196986,0.544,125,102,250,0.872,0.680427716868293,0.5333333333333333,100,133,0.680427716868293,0.5333333333333333,100,133,0.018506898551405637,0.010666666666666713
octmnist,RegNetY400MF,L50_G50,1,tralo,125,110,30.0,8,1,29,0.7562600735270854,0.5706666666666667,125,107,250,0.88,0.7130774306587018,0.5226666666666666,98,167,0.7130774306587018,0.5226666666666666,98,167,0.04318264286838358,0.04800000000000004
octmnist,RegNetY400MF,L50_G50,2,tralo,125,108,30.0,9,1,29,0.7029863068889415,0.496,125,93,250,0.864,0.754518911767582,0.5546666666666666,104,155,0.754518911767582,0.5546666666666666,104,155,-0.05153260487864053,-0.058666666666666645
octmnist,RegNetY400MF,L50_G50,4,fioretto_ldf,125,110,28.0,29,1,29,0.6985667867227979,0.512,125,96,250,0.88,0.7490056135725762,0.5546666666666666,104,163,0.7490056135725762,0.5546666666666666,104,163,-0.050438826849778295,-0.04266666666666663
octmnist,RegNetY400MF,L50_G50,3,fioretto_ldf,125,116,28.0,29,1,29,0.6524936729647852,0.5013333333333333,125,94,250,0.928,0.680427716868293,0.5333333333333333,100,133,0.680427716868293,0.5333333333333333,100,133,-0.027934043903507733,-0.03200000000000003
octmnist,RegNetY400MF,L50_G50,1,fioretto_ldf,125,134,28.0,29,1,29,0.7502314134286019,0.576,125,108,250,1.072,0.7130774306587018,0.5226666666666666,98,167,0.7130774306587018,0.5226666666666666,98,167,0.03715398276990012,0.053333333333333344
octmnist,RegNetY400MF,L50_G50,2,fioretto_ldf,125,81,28.0,29,1,29,0.7711450729600202,0.5546666666666666,125,104,250,0.648,0.754518911767582,0.5546666666666666,104,155,0.754518911767582,0.5546666666666666,104,155,0.016626161192438205,0.0
dermmnist,MobileNetV3,L30_G30,4,hounie_rcl,67,25,26.0,27,1,29,0.44334112674430176,0.31724137931034485,67,46,223,0.373134328358209,0.679767880298651,0.4206896551724138,61,164,0.679767880298651,0.4206896551724138,61,164,-0.23642675355434922,-0.10344827586206895
dermmnist,MobileNetV3,L30_G30,3,hounie_rcl,67,18,21.0,22,1,29,0.5486722039019932,0.3793103448275862,67,55,223,0.26865671641791045,0.7056520413443165,0.4206896551724138,61,167,0.7056520413443165,0.4206896551724138,61,167,-0.15697983744232324,-0.04137931034482761
dermmnist,MobileNetV3,L30_G30,1,hounie_rcl,67,16,27.0,28,1,29,0.5068057641748468,0.3310344827586207,67,48,223,0.23880597014925373,0.6994360828307511,0.42758620689655175,62,184,0.6994360828307511,0.42758620689655175,62,184,-0.1926303186559043,-0.09655172413793106
dermmnist,MobileNetV3,L30_G30,2,hounie_rcl,67,28,28.0,29,1,29,0.43485538652617683,0.33793103448275863,67,49,223,0.417910447761194,0.6850627078056499,0.3724137931034483,54,198,0.6850627078056499,0.3724137931034483,54,198,-0.2502073212794731,-0.03448275862068967
dermmnist,MobileNetV3,L30_G30,4,tralo,67,72,30.0,7,1,29,0.525257397427119,0.3793103448275862,67,55,223,1.0746268656716418,0.679767880298651,0.4206896551724138,61,164,0.679767880298651,0.4206896551724138,61,164,-0.15451048287153202,-0.04137931034482761
dermmnist,MobileNetV3,L30_G30,3,tralo,67,49,30.0,8,1,29,0.6341374072393323,0.4206896551724138,67,61,223,0.7313432835820896,0.7056520413443165,0.4206896551724138,61,167,0.7056520413443165,0.4206896551724138,61,167,-0.07151463410498415,0.0
dermmnist,MobileNetV3,L30_G30,1,tralo,67,68,30.0,7,1,29,0.5908519673325173,0.4,67,58,223,1.0149253731343284,0.6994360828307511,0.42758620689655175,62,184,0.6994360828307511,0.42758620689655175,62,184,-0.10858411549823377,-0.027586206896551724
dermmnist,MobileNetV3,L30_G30,2,tralo,67,63,30.0,8,1,29,0.6222895028460954,0.4068965517241379,67,59,223,0.9402985074626866,0.6850627078056499,0.3724137931034483,54,198,0.6850627078056499,0.3724137931034483,54,198,-0.06277320495955452,0.03448275862068961
dermmnist,MobileNetV3,L30_G30,4,fioretto_ldf,67,57,22.0,23,1,29,0.5923911134100882,0.3793103448275862,67,55,223,0.8507462686567164,0.679767880298651,0.4206896551724138,61,164,0.679767880298651,0.4206896551724138,61,164,-0.08737676688856277,-0.04137931034482761
dermmnist,MobileNetV3,L30_G30,3,fioretto_ldf,67,34,21.0,22,1,29,0.5516436037750767,0.3448275862068966,67,50,223,0.5074626865671642,0.7056520413443165,0.4206896551724138,61,167,0.7056520413443165,0.4206896551724138,61,167,-0.15400843756923976,-0.07586206896551723
dermmnist,MobileNetV3,L30_G30,1,fioretto_ldf,67,39,25.0,26,1,29,0.557781578181268,0.3931034482758621,67,57,223,0.582089552238806,0.6994360828307511,0.42758620689655175,62,184,0.6994360828307511,0.42758620689655175,62,184,-0.14165450464948315,-0.03448275862068967
dermmnist,MobileNetV3,L30_G30,2,fioretto_ldf,67,23,22.0,23,1,29,0.5539393406932882,0.3793103448275862,67,55,223,0.34328358208955223,0.6850627078056499,0.3724137931034483,54,198,0.6850627078056499,0.3724137931034483,54,198,-0.13112336711236172,0.006896551724137889
tissuemnist,MobileNetV3,L30_G30,4,hounie_rcl,51,47,28.0,29,1,29,0.3808957268250199,0.2702702702702703,51,30,171,0.9215686274509803,0.38274006452985887,0.25225225225225223,28,157,0.38274006452985887,0.25225225225225223,28,157,-0.0018443377048389942,0.018018018018018056
tissuemnist,MobileNetV3,L30_G30,3,hounie_rcl,51,53,28.0,29,1,29,0.37836715294566153,0.2702702702702703,51,30,171,1.0392156862745099,0.411828463207173,0.25225225225225223,28,218,0.411828463207173,0.25225225225225223,28,218,-0.033461310261511445,0.018018018018018056
tissuemnist,MobileNetV3,L30_G30,1,hounie_rcl,51,35,28.0,29,1,29,0.3954645792438441,0.2882882882882883,51,32,171,0.6862745098039216,0.39853999493550796,0.2702702702702703,30,288,0.39853999493550796,0.2702702702702703,30,288,-0.003075415691663863,0.018018018018018
tissuemnist,MobileNetV3,L30_G30,2,hounie_rcl,51,80,28.0,29,1,29,0.36162257750423865,0.25225225225225223,51,28,171,1.5686274509803921,0.38482688231431644,0.3063063063063063,34,262,0.38482688231431644,0.3063063063063063,34,262,-0.02320430481007779,-0.05405405405405406
tissuemnist,MobileNetV3,L30_G30,4,tralo,51,42,30.0,8,1,29,0.42230281926866087,0.2882882882882883,51,32,171,0.8235294117647058,0.38274006452985887,0.25225225225225223,28,157,0.38274006452985887,0.25225225225225223,28,157,0.039562754738802,0.03603603603603606
tissuemnist,MobileNetV3,L30_G30,3,tralo,51,36,30.0,9,1,29,0.3267056656925248,0.26126126126126126,51,29,171,0.7058823529411765,0.411828463207173,0.25225225225225223,28,218,0.411828463207173,0.25225225225225223,28,218,-0.08512279751464819,0.009009009009009028
tissuemnist,MobileNetV3,L30_G30,1,tralo,51,35,30.0,7,1,29,0.3954645792438441,0.2882882882882883,51,32,171,0.6862745098039216,0.39853999493550796,0.2702702702702703,30,288,0.39853999493550796,0.2702702702702703,30,288,-0.003075415691663863,0.018018018018018
tissuemnist,MobileNetV3,L30_G30,2,tralo,51,73,30.0,7,1,29,0.444779157439954,0.32432432432432434,51,36,171,1.4313725490196079,0.38482688231431644,0.3063063063063063,34,262,0.38482688231431644,0.3063063063063063,34,262,0.059952275125637555,0.018018018018018056
tissuemnist,MobileNetV3,L30_G30,4,fioretto_ldf,51,44,28.0,29,1,29,0.3860343293557206,0.26126126126126126,51,29,171,0.8627450980392157,0.38274006452985887,0.25225225225225223,28,157,0.38274006452985887,0.25225225225225223,28,157,0.0032942648258617035,0.009009009009009028
tissuemnist,MobileNetV3,L30_G30,3,fioretto_ldf,51,20,28.0,29,1,29,0.25884573543613204,0.1981981981981982,51,22,171,0.39215686274509803,0.411828463207173,0.25225225225225223,28,218,0.411828463207173,0.25225225225225223,28,218,-0.15298272777104094,-0.05405405405405403
tissuemnist,MobileNetV3,L30_G30,1,fioretto_ldf,51,35,28.0,29,1,29,0.3954645792438441,0.2882882882882883,51,32,171,0.6862745098039216,0.39853999493550796,0.2702702702702703,30,288,0.39853999493550796,0.2702702702702703,30,288,-0.003075415691663863,0.018018018018018
tissuemnist,MobileNetV3,L30_G30,2,fioretto_ldf,51,55,28.0,29,1,29,0.3406587642309829,0.23423423423423423,51,26,171,1.0784313725490196,0.38482688231431644,0.3063063063063063,34,262,0.38482688231431644,0.3063063063063063,34,262,-0.04416811808333354,-0.07207207207207206
octmnist,MobileNetV3,L30_G30,4,hounie_rcl,75,92,28.0,29,1,29,0.7294685944169343,0.41846153846153844,75,68,250,1.2266666666666666,0.72638479977456,0.40615384615384614,66,149,0.72638479977456,0.40615384615384614,66,149,0.0030837946423742935,0.012307692307692297
octmnist,MobileNetV3,L30_G30,3,hounie_rcl,75,92,28.0,29,1,29,0.7862795066722891,0.4307692307692308,75,70,250,1.2266666666666666,0.8262172810605988,0.4307692307692308,70,188,0.8262172810605988,0.4307692307692308,70,188,-0.0399377743883097,0.0
octmnist,MobileNetV3,L30_G30,1,hounie_rcl,75,78,28.0,29,1,29,0.6724310077809804,0.41846153846153844,75,68,250,1.04,0.7580042313731934,0.4246153846153846,69,113,0.7580042313731934,0.4246153846153846,69,113,-0.08557322359221298,-0.006153846153846176
octmnist,MobileNetV3,L30_G30,2,hounie_rcl,75,83,28.0,29,1,29,0.7709434517479001,0.4430769230769231,75,72,250,1.1066666666666667,0.8108231951833579,0.4369230769230769,71,191,0.8108231951833579,0.4369230769230769,71,191,-0.03987974343545775,0.006153846153846176
octmnist,MobileNetV3,L30_G30,4,tralo,75,77,30.0,7,1,29,0.7536887594602821,0.4246153846153846,75,69,250,1.0266666666666666,0.72638479977456,0.40615384615384614,66,149,0.72638479977456,0.40615384615384614,66,149,0.02730395968572208,0.018461538461538474
octmnist,MobileNetV3,L30_G30,3,tralo,75,77,30.0,7,1,29,0.8021110309994195,0.4246153846153846,75,69,250,1.0266666666666666,0.8262172810605988,0.4307692307692308,70,188,0.8262172810605988,0.4307692307692308,70,188,-0.02410625006117928,-0.006153846153846176
octmnist,MobileNetV3,L30_G30,1,tralo,75,42,30.0,8,1,29,0.6369146177540105,0.41846153846153844,75,68,250,0.56,0.7580042313731934,0.4246153846153846,69,113,0.7580042313731934,0.4246153846153846,69,113,-0.12108961361918291,-0.006153846153846176
octmnist,MobileNetV3,L30_G30,2,tralo,75,55,30.0,8,1,29,0.7359002455600738,0.4369230769230769,75,71,250,0.7333333333333333,0.8108231951833579,0.4369230769230769,71,191,0.8108231951833579,0.4369230769230769,71,191,-0.07492294962328405,0.0
octmnist,MobileNetV3,L30_G30,4,fioretto_ldf,75,42,28.0,29,1,29,0.7812688709961337,0.4369230769230769,75,71,250,0.56,0.72638479977456,0.40615384615384614,66,149,0.72638479977456,0.40615384615384614,66,149,0.05488407122157368,0.03076923076923077
octmnist,MobileNetV3,L30_G30,3,fioretto_ldf,75,102,28.0,29,1,29,0.768791431185973,0.4369230769230769,75,71,250,1.36,0.8262172810605988,0.4307692307692308,70,188,0.8262172810605988,0.4307692307692308,70,188,-0.057425849874625734,0.006153846153846121
octmnist,MobileNetV3,L30_G30,1,fioretto_ldf,75,67,28.0,29,1,29,0.7996058204591205,0.4553846153846154,75,74,250,0.8933333333333333,0.7580042313731934,0.4246153846153846,69,113,0.7580042313731934,0.4246153846153846,69,113,0.04160158908592715,0.03076923076923077
octmnist,MobileNetV3,L30_G30,2,fioretto_ldf,75,67,28.0,29,1,29,0.8113992231442291,0.4492307692307692,75,73,250,0.8933333333333333,0.8108231951833579,0.4369230769230769,71,191,0.8108231951833579,0.4369230769230769,71,191,0.0005760279608711949,0.012307692307692297
