path,dataset,model,cap,method,seed,NCE,max_e_logged,rows,E_lit,maxrun_lit,n_sat_lit,E_inf,maxrun_inf,n_sat_inf,inferred_tail,early_stop,first_sat,sat_epoch_csv,final_sat_csv,flips,enable_ce_skip_cfg,n_sat_epochs_logged,sat_epochs_with_CE_off,sat_epochs_with_zero_cstr,sat_epochs_fully_frozen,ce_skip_first_e,cnt_min,cnt_max
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_1,dermmnist,MobileNetV3,L30_G30,fioretto_ldf,1,29,22,22,22,5,5,22,5,5,False,True,18.0,18.0,1.0,6.0,ABSENT->default True,5,5,5,5,13.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_2,dermmnist,MobileNetV3,L30_G30,fioretto_ldf,2,29,24,24,24,5,5,24,5,5,False,True,20.0,20.0,1.0,21.0,ABSENT->default True,5,5,5,5,14.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_3,dermmnist,MobileNetV3,L30_G30,fioretto_ldf,3,29,22,22,22,5,5,22,5,5,False,True,18.0,18.0,1.0,10.0,ABSENT->default True,5,5,5,5,16.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/fioretto_ldf/seed_4,dermmnist,MobileNetV3,L30_G30,fioretto_ldf,4,29,23,23,23,5,5,23,5,5,False,True,19.0,19.0,1.0,13.0,ABSENT->default True,5,5,5,5,16.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_1,dermmnist,MobileNetV3,L30_G30,hounie_rcl,1,29,29,29,29,2,2,29,2,2,False,False,28.0,28.0,1.0,26.0,ABSENT->default True,2,2,0,0,17.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_2,dermmnist,MobileNetV3,L30_G30,hounie_rcl,2,29,29,29,29,5,5,29,5,5,False,False,25.0,25.0,1.0,42.0,ABSENT->default True,5,5,0,0,14.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_3,dermmnist,MobileNetV3,L30_G30,hounie_rcl,3,29,28,28,28,5,5,28,5,5,False,True,24.0,24.0,1.0,36.0,ABSENT->default True,5,5,0,0,15.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/hounie_rcl/seed_4,dermmnist,MobileNetV3,L30_G30,hounie_rcl,4,29,29,29,29,5,5,29,5,5,False,False,25.0,25.0,1.0,37.0,ABSENT->default True,5,5,0,0,15.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/tralo/seed_1,dermmnist,MobileNetV3,L30_G30,tralo,1,29,29,14,29,4,9,29,4,9,False,False,16.0,17.0,1.0,10.0,True,9,0,9,0,,24.0,233.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/tralo/seed_2,dermmnist,MobileNetV3,L30_G30,tralo,2,29,26,10,26,4,6,27,5,7,True,True,19.0,20.0,1.0,10.0,True,6,0,6,0,,26.0,257.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/tralo/seed_3,dermmnist,MobileNetV3,L30_G30,tralo,3,29,26,10,26,4,6,27,5,7,True,True,18.0,19.0,1.0,8.0,True,6,0,6,0,,35.0,196.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/dermmnist/L30_G30/tralo/seed_4,dermmnist,MobileNetV3,L30_G30,tralo,4,29,25,11,25,4,6,26,5,7,True,True,17.0,18.0,1.0,38.0,True,6,0,6,0,,15.0,181.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,MobileNetV3,L30_G30,fioretto_ldf,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,3.0,ABSENT->default True,0,0,0,0,25.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,MobileNetV3,L30_G30,fioretto_ldf,2,29,29,29,29,0,0,29,0,0,False,False,,,1.0,0.0,ABSENT->default True,0,0,0,0,26.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,MobileNetV3,L30_G30,fioretto_ldf,3,29,29,29,29,1,1,29,1,1,False,False,29.0,29.0,1.0,0.0,ABSENT->default True,1,1,1,1,24.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,MobileNetV3,L30_G30,fioretto_ldf,4,29,29,29,29,3,3,29,3,3,False,False,27.0,27.0,1.0,0.0,ABSENT->default True,3,3,3,3,23.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,MobileNetV3,L30_G30,hounie_rcl,1,29,29,29,29,4,4,29,4,4,False,False,26.0,26.0,1.0,0.0,ABSENT->default True,4,4,0,0,21.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,MobileNetV3,L30_G30,hounie_rcl,2,29,29,29,29,1,1,29,1,1,False,False,29.0,29.0,1.0,0.0,ABSENT->default True,1,1,0,0,25.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,MobileNetV3,L30_G30,hounie_rcl,3,29,29,29,29,3,3,29,3,3,False,False,27.0,27.0,1.0,0.0,ABSENT->default True,3,3,0,0,23.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,MobileNetV3,L30_G30,hounie_rcl,4,29,27,27,27,5,5,27,5,5,False,True,23.0,23.0,1.0,0.0,ABSENT->default True,5,5,0,0,18.0,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_1,octmnist,MobileNetV3,L30_G30,tralo,1,29,29,7,29,1,1,29,1,1,False,False,29.0,30.0,1.0,0.0,True,1,0,1,0,,57.0,193.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_2,octmnist,MobileNetV3,L30_G30,tralo,2,29,29,7,29,0,0,29,0,0,False,False,,,1.0,0.0,True,0,0,0,0,,80.0,179.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_3,octmnist,MobileNetV3,L30_G30,tralo,3,29,29,7,29,0,0,29,0,0,False,False,,,1.0,0.0,True,0,0,0,0,,74.0,197.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/octmnist/L30_G30/tralo/seed_4,octmnist,MobileNetV3,L30_G30,tralo,4,29,29,9,29,2,4,29,2,4,False,False,23.0,24.0,1.0,0.0,True,4,0,4,0,,27.0,244.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,22.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,47.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,19.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,L30_G30,fioretto_ldf,4,29,29,29,29,1,1,29,1,1,False,False,1.0,1.0,1.0,12.0,ABSENT->default True,1,0,1,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,1,29,29,29,29,0,0,29,0,0,False,False,,,0.0,22.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,2,29,29,29,29,0,0,29,0,0,False,False,,,0.0,39.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,3,29,29,29,29,0,0,29,0,0,False,False,,,0.0,17.0,ABSENT->default True,0,0,0,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,MobileNetV3,L30_G30,hounie_rcl,4,29,29,29,29,1,1,29,1,1,False,False,1.0,1.0,1.0,12.0,ABSENT->default True,1,0,1,0,,,
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,MobileNetV3,L30_G30,tralo,1,29,29,7,29,0,0,29,0,0,False,False,,,0.0,22.0,True,0,0,0,0,,69.0,187.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,MobileNetV3,L30_G30,tralo,2,29,29,7,29,0,0,29,0,0,False,False,,,0.0,57.0,True,0,0,0,0,,109.0,280.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,MobileNetV3,L30_G30,tralo,3,29,29,7,29,0,0,29,0,0,False,False,,,0.0,24.0,True,0,0,0,0,,71.0,156.0
results/headroom/headroom_b30_lrc5e-05/lane0/MobileNetV3/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,MobileNetV3,L30_G30,tralo,4,29,29,7,29,1,1,29,1,1,False,False,1.0,2.0,1.0,12.0,True,1,0,0,0,,39.0,186.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,1,29,21,21,21,5,5,21,5,5,False,True,17.0,17.0,1.0,14.0,ABSENT->default True,5,5,5,5,13.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,2,29,22,22,22,5,5,22,5,5,False,True,18.0,18.0,1.0,39.0,ABSENT->default True,5,5,5,5,14.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,3,29,20,20,20,5,5,20,5,5,False,True,16.0,16.0,1.0,17.0,ABSENT->default True,5,5,5,5,16.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,MobileNetV3,L50_G50,fioretto_ldf,4,29,23,23,23,5,6,23,5,6,False,True,13.0,13.0,1.0,24.0,ABSENT->default True,6,5,6,5,16.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,MobileNetV3,L50_G50,hounie_rcl,1,29,29,29,29,5,5,29,5,5,False,False,25.0,25.0,1.0,56.0,ABSENT->default True,5,5,0,0,14.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,MobileNetV3,L50_G50,hounie_rcl,2,29,27,27,27,5,5,27,5,5,False,True,23.0,23.0,1.0,56.0,ABSENT->default True,5,5,0,0,15.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,MobileNetV3,L50_G50,hounie_rcl,3,29,28,28,28,5,5,28,5,5,False,True,24.0,24.0,1.0,53.0,ABSENT->default True,5,5,0,0,15.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,MobileNetV3,L50_G50,hounie_rcl,4,29,27,27,27,5,5,27,5,5,False,True,23.0,23.0,1.0,56.0,ABSENT->default True,5,5,0,0,16.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_1,dermmnist,MobileNetV3,L50_G50,tralo,1,29,24,11,24,4,6,25,5,7,True,True,15.0,16.0,1.0,108.0,True,6,0,6,0,,3.0,233.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_2,dermmnist,MobileNetV3,L50_G50,tralo,2,29,26,10,26,4,6,27,5,7,True,True,18.0,19.0,1.0,11.0,True,6,0,6,0,,50.0,257.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_3,dermmnist,MobileNetV3,L50_G50,tralo,3,29,29,14,29,3,10,29,3,10,False,False,9.0,10.0,1.0,18.0,True,10,0,8,0,,87.0,195.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/dermmnist/L50_G50/tralo/seed_4,dermmnist,MobileNetV3,L50_G50,tralo,4,29,21,10,21,4,6,22,5,7,True,True,3.0,4.0,1.0,21.0,True,6,0,5,0,,74.0,223.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,MobileNetV3,L50_G50,fioretto_ldf,1,29,23,23,23,5,7,23,5,7,False,True,2.0,2.0,1.0,10.0,ABSENT->default True,7,4,6,4,20.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,MobileNetV3,L50_G50,fioretto_ldf,2,29,28,28,28,5,8,28,5,8,False,True,2.0,2.0,1.0,20.0,ABSENT->default True,8,5,7,5,22.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,MobileNetV3,L50_G50,fioretto_ldf,3,29,29,29,29,5,5,29,5,5,False,False,25.0,25.0,1.0,34.0,ABSENT->default True,5,5,5,5,21.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,MobileNetV3,L50_G50,fioretto_ldf,4,29,22,22,22,5,8,22,5,8,False,True,1.0,1.0,1.0,12.0,ABSENT->default True,8,5,7,5,18.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,MobileNetV3,L50_G50,hounie_rcl,1,29,29,29,29,5,7,29,5,7,False,False,2.0,2.0,1.0,86.0,ABSENT->default True,7,5,0,0,23.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,MobileNetV3,L50_G50,hounie_rcl,2,29,29,29,29,3,5,29,3,5,False,False,2.0,2.0,1.0,71.0,ABSENT->default True,5,3,0,0,23.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,MobileNetV3,L50_G50,hounie_rcl,3,29,29,29,29,2,3,29,2,3,False,False,13.0,13.0,1.0,49.0,ABSENT->default True,3,2,0,0,23.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,MobileNetV3,L50_G50,hounie_rcl,4,29,25,25,25,5,8,25,5,8,False,True,1.0,1.0,1.0,67.0,ABSENT->default True,8,5,1,0,19.0,,
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_1,octmnist,MobileNetV3,L50_G50,tralo,1,29,23,11,23,4,6,24,5,7,True,True,2.0,3.0,1.0,14.0,True,6,0,5,0,,86.0,191.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_2,octmnist,MobileNetV3,L50_G50,tralo,2,29,28,13,28,4,7,29,5,8,True,True,2.0,3.0,1.0,25.0,True,7,0,5,0,,78.0,192.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_3,octmnist,MobileNetV3,L50_G50,tralo,3,29,29,10,29,2,5,29,2,5,False,False,3.0,4.0,1.0,36.0,True,5,0,3,0,,91.0,215.0
results/headroom/headroom_b30_lrc5e-05/lane1/MobileNetV3/octmnist/L50_G50/tralo/seed_4,octmnist,MobileNetV3,L50_G50,tralo,4,29,29,9,29,1,4,29,1,4,False,False,1.0,2.0,1.0,28.0,True,4,0,2,0,,98.0,196.0
