path,dataset,model,cap,method,seed,cls,n_pool,K_cfg,count_raw,E,max_e,inferred,nrows,n_sat,first_sat,n_down,s,sat_epoch_csv,restore_kind,gp_raw,K,key,klass
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_4,tissuemnist,MobileNetV3,L50_G50,fioretto_ldf,4,4,2400,,77,29,29,False,29,5,1.0,2,11110000001000000000000000000,1.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/fioretto_ldf/seed_4,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_1,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,1,4,2400,,35,29,29,False,29,1,1.0,1,10000000000000000000000000000,1.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_1,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_2,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,2,4,2400,,81,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_3,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,3,4,2400,,54,29,29,False,29,6,1.0,3,11101000000011000000000000000,1.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_3,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_4,tissuemnist,MobileNetV3,L50_G50,hounie_rcl,4,4,2400,,85,29,29,False,29,4,1.0,2,11100000000000000000100000000,1.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/hounie_rcl/seed_4,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_1,tissuemnist,MobileNetV3,L50_G50,tralo,1,4,2400,,46,29,29,False,7,2,1.0,2,10010000000000000000000000000,2.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_1,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_2,tissuemnist,MobileNetV3,L50_G50,tralo,2,4,2400,,58,29,29,False,8,2,4.0,2,00010000000000000000000000100,5.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_2,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_3,tissuemnist,MobileNetV3,L50_G50,tralo,3,4,2400,,63,5,4,True,4,5,1.0,0,11111,2.0,,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_3,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_4,tissuemnist,MobileNetV3,L50_G50,tralo,4,4,2400,,68,29,29,False,9,5,1.0,2,11110000000001000000000000000,2.0,fully_satisfied,0.5,86,results/headroom/headroom_b30_lrc0.0001_noceskip/lane1/MobileNetV3/tissuemnist/L50_G50/tralo/seed_4,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,4,2003,,21,21,21,False,21,5,17.0,0,000000000000000011111,17.0,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_1,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,4,2003,,51,19,19,False,19,5,15.0,0,0000000000000011111,15.0,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_2,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,4,2003,,51,20,20,False,20,5,16.0,0,00000000000000011111,16.0,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_3,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,4,2003,,52,29,29,False,29,0,,0,00000000000000000000000000000,,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/fioretto_ldf/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,1,4,2003,,16,29,29,False,29,3,27.0,0,00000000000000000000000000111,27.0,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_1,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,2,4,2003,,5,25,25,False,25,5,21.0,0,0000000000000000000011111,21.0,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_2,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,3,4,2003,,8,21,21,False,21,5,17.0,0,000000000000000011111,17.0,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_3,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L30_G30,hounie_rcl,4,4,2003,,9,26,26,False,26,5,22.0,0,00000000000000000000011111,22.0,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/hounie_rcl/seed_4,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,dermmnist,RegNetY400MF,L30_G30,tralo,1,4,2003,,124,29,29,False,7,0,,0,00000000000000000000000000000,,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,dermmnist,RegNetY400MF,L30_G30,tralo,2,4,2003,,152,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,dermmnist,RegNetY400MF,L30_G30,tralo,3,4,2003,,96,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,dermmnist,RegNetY400MF,L30_G30,tralo,4,4,2003,,90,29,29,False,7,0,,0,00000000000000000000000000000,,,0.3,67,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/dermmnist/L30_G30/tralo/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,1,2,1000,,125,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,2,2,1000,,57,29,29,False,29,1,29.0,0,00000000000000000000000000001,29.0,,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_2,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,3,2,1000,,106,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L30_G30,fioretto_ldf,4,2,1000,,127,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,octmnist,RegNetY400MF,L30_G30,hounie_rcl,1,2,1000,,107,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,octmnist,RegNetY400MF,L30_G30,hounie_rcl,2,2,1000,,108,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,octmnist,RegNetY400MF,L30_G30,hounie_rcl,3,2,1000,,69,29,29,False,29,0,,0,00000000000000000000000000000,,,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,octmnist,RegNetY400MF,L30_G30,hounie_rcl,4,2,1000,,94,29,29,False,29,0,,0,00000000000000000000000000000,,,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,octmnist,RegNetY400MF,L30_G30,tralo,1,2,1000,,121,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,octmnist,RegNetY400MF,L30_G30,tralo,2,2,1000,,124,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,octmnist,RegNetY400MF,L30_G30,tralo,3,2,1000,,126,29,29,False,7,0,,0,00000000000000000000000000000,,,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,octmnist,RegNetY400MF,L30_G30,tralo,4,2,1000,,89,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,75,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/octmnist/L30_G30/tralo/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,1,4,2400,,74,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,2,4,2400,,101,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,3,4,2400,,78,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,tissuemnist,RegNetY400MF,L30_G30,fioretto_ldf,4,4,2400,,107,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/fioretto_ldf/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,1,4,2400,,103,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,2,4,2400,,101,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,3,4,2400,,86,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,tissuemnist,RegNetY400MF,L30_G30,hounie_rcl,4,4,2400,,105,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/hounie_rcl/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,tissuemnist,RegNetY400MF,L30_G30,tralo,1,4,2400,,105,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,tissuemnist,RegNetY400MF,L30_G30,tralo,2,4,2400,,123,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,tissuemnist,RegNetY400MF,L30_G30,tralo,3,4,2400,,111,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,tissuemnist,RegNetY400MF,L30_G30,tralo,4,4,2400,,136,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.3,51,results/headroom/headroom_b30_lrc0.0001_noceskip/lane2/RegNetY400MF/tissuemnist/L30_G30/tralo/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,4,2003,,91,20,20,False,20,5,16.0,0,00000000000000011111,16.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_1,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,4,2003,,69,22,22,False,22,5,18.0,0,0000000000000000011111,18.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_2,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,4,2003,,48,21,21,False,21,5,17.0,0,000000000000000011111,17.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_3,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,dermmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,4,2003,,99,19,19,False,19,5,15.0,0,0000000000000011111,15.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/fioretto_ldf/seed_4,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,1,4,2003,,42,24,24,False,24,5,20.0,0,000000000000000000011111,20.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_1,LOCK_AND_HOLD
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,2,4,2003,,34,29,29,False,29,5,25.0,0,00000000000000000000000011111,25.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_2,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,3,4,2003,,28,26,26,False,26,5,22.0,0,00000000000000000000011111,22.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_3,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,dermmnist,RegNetY400MF,L50_G50,hounie_rcl,4,4,2003,,16,26,26,False,26,5,22.0,0,00000000000000000000011111,22.0,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/hounie_rcl/seed_4,COLLAPSE
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,dermmnist,RegNetY400MF,L50_G50,tralo,1,4,2003,,114,29,29,False,7,0,,0,00000000000000000000000000000,,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2,dermmnist,RegNetY400MF,L50_G50,tralo,2,4,2003,,132,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_2,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3,dermmnist,RegNetY400MF,L50_G50,tralo,3,4,2003,,116,29,29,False,7,0,,0,00000000000000000000000000000,,min_excess,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_3,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4,dermmnist,RegNetY400MF,L50_G50,tralo,4,4,2003,,112,29,29,False,7,0,,0,00000000000000000000000000000,,,0.5,112,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/dermmnist/L50_G50/tralo/seed_4,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,1,2,1000,,134,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,2,2,1000,,81,29,29,False,29,1,26.0,1,00000000000000000000000001000,26.0,fully_satisfied,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_2,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,3,2,1000,,116,29,29,False,29,4,3.0,2,00110000000000001100000000000,3.0,fully_satisfied,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_3,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4,octmnist,RegNetY400MF,L50_G50,fioretto_ldf,4,2,1000,,110,29,29,False,29,2,15.0,2,00000000000000101000000000000,15.0,fully_satisfied,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/fioretto_ldf/seed_4,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1,octmnist,RegNetY400MF,L50_G50,hounie_rcl,1,2,1000,,135,29,29,False,29,0,,0,00000000000000000000000000000,,min_excess,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_1,NEVER_SAT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2,octmnist,RegNetY400MF,L50_G50,hounie_rcl,2,2,1000,,111,29,29,False,29,5,3.0,5,00100100000001000000010000100,3.0,fully_satisfied,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_2,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3,octmnist,RegNetY400MF,L50_G50,hounie_rcl,3,2,1000,,115,29,29,False,29,2,3.0,2,00101000000000000000000000000,3.0,fully_satisfied,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_3,SAT_THEN_DRIFT
results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4,octmnist,RegNetY400MF,L50_G50,hounie_rcl,4,2,1000,,99,29,29,False,29,0,,0,00000000000000000000000000000,,,0.5,125,results/headroom/headroom_b30_lrc0.0001_noceskip/lane3/RegNetY400MF/octmnist/L50_G50/hounie_rcl/seed_4,NEVER_SAT
