Metric,Value
Overall Accuracy,0.7262
""
Macro Averaged Metrics,
Precision (Macro),0.6751
Recall (Macro),0.6257
F1-Score (Macro),0.6373
""
Weighted Averaged Metrics,
Precision (Weighted),0.7169
Recall (Weighted),0.7262
F1-Score (Weighted),0.7092
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.8545,0.6667,0.7490,141
Enrolled,0.4423,0.2875,0.3485,80
Graduate,0.7286,0.9231,0.8144,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,94,15,32
Enrolled,13,23,44
Graduate,3,14,204
