path,model,constraint,learning_rate,lambda_strategy,lambda_global,lambda_local,lambda_step,batch_size,warmup_epochs,max_epochs,constraint_threshold,status,converged,final_epoch,global_constraint_satisfied,local_constraint_satisfied,test_accuracy,details
FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_balanced,FTTransformer,0.9_0.8,5e-05,balanced,0.1,0.1,0.005,64,50,1000,0.02,converged,True,105,True,True,0.7104,"Converged at epoch 105. Global loss: 0.005898, Local loss: 0.031219"
FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_combined,FTTransformer,0.9_0.8,5e-05,combined,0.1,0.1,0.005,64,50,1000,0.02,converged,True,95,True,True,0.7081,"Converged at epoch 95. Global loss: 0.008659, Local loss: 0.073016"
FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_linear,FTTransformer,0.9_0.8,5e-05,linear,0.1,0.1,0.005,64,50,1000,0.02,converged,True,93,True,True,0.7081,"Converged at epoch 93. Global loss: 0.010838, Local loss: 0.039355"
FTTransformer/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_transfer,FTTransformer,0.9_0.8,5e-05,transfer,0.1,0.1,0.005,64,50,1000,0.02,converged,True,102,True,True,0.7081,Both constraints satisfied at epoch 102
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_balanced,TabularResNet,0.9_0.8,0.0001,balanced,0.1,0.1,0.005,64,50,1000,0.02,converged,True,207,True,True,0.7217,"Converged at epoch 207. Global loss: 0.001024, Local loss: 0.026330"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_combined,TabularResNet,0.9_0.8,0.0001,combined,0.1,0.1,0.005,64,50,1000,0.02,converged,True,123,True,True,0.7217,Both constraints satisfied at epoch 123
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_linear,TabularResNet,0.9_0.8,0.0001,linear,0.1,0.1,0.005,64,50,1000,0.02,converged,True,149,True,True,0.7217,"Converged at epoch 149. Global loss: 0.004508, Local loss: 0.045441"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0001_lambda_transfer,TabularResNet,0.9_0.8,0.0001,transfer,0.1,0.1,0.005,64,50,1000,0.02,converged,True,183,True,True,0.7059,Both constraints satisfied at epoch 183
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_balanced,TabularResNet,0.9_0.8,0.0005,balanced,0.1,0.1,0.005,64,50,1000,0.02,converged,True,85,True,True,0.733,"Converged at epoch 85. Global loss: 0.005373, Local loss: 0.061360"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_combined,TabularResNet,0.9_0.8,0.0005,combined,0.1,0.1,0.005,64,50,1000,0.02,converged,True,83,True,True,0.7217,"Converged at epoch 83. Global loss: 0.003826, Local loss: 0.031070"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_linear,TabularResNet,0.9_0.8,0.0005,linear,0.1,0.1,0.005,64,50,1000,0.02,converged,True,83,True,True,0.7398,"Converged at epoch 83. Global loss: 0.001795, Local loss: 0.052723"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.0005_lambda_transfer,TabularResNet,0.9_0.8,0.0005,transfer,0.1,0.1,0.005,64,50,1000,0.02,converged,True,70,True,True,0.7466,"Converged at epoch 70. Global loss: 0.023018, Local loss: 0.068235"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_balanced,TabularResNet,0.9_0.8,0.001,balanced,0.1,0.1,0.005,64,50,1000,0.02,converged,True,70,True,True,0.7353,"Converged at epoch 70. Global loss: 0.015080, Local loss: 0.064357"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_combined,TabularResNet,0.9_0.8,0.001,combined,0.1,0.1,0.005,64,50,1000,0.02,converged,True,66,True,True,0.7353,"Converged at epoch 66. Global loss: 0.003176, Local loss: 0.070119"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_linear,TabularResNet,0.9_0.8,0.001,linear,0.1,0.1,0.005,64,50,1000,0.02,converged,True,73,True,True,0.7308,"Converged at epoch 73. Global loss: 0.002833, Local loss: 0.067437"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_0.001_lambda_transfer,TabularResNet,0.9_0.8,0.001,transfer,0.1,0.1,0.005,64,50,1000,0.02,converged,True,69,True,True,0.7421,"Converged at epoch 69. Global loss: 0.006031, Local loss: 0.063670"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_balanced,TabularResNet,0.9_0.8,5e-05,balanced,0.1,0.1,0.005,64,50,1000,0.02,converged,True,123,True,True,0.7262,"Converged at epoch 123. Global loss: 0.004771, Local loss: 0.170019"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_combined,TabularResNet,0.9_0.8,5e-05,combined,0.1,0.1,0.005,64,50,1000,0.02,converged,True,164,True,True,0.69,"Converged at epoch 164. Global loss: 0.000184, Local loss: 0.091419"
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_linear,TabularResNet,0.9_0.8,5e-05,linear,0.1,0.1,0.005,64,50,1000,0.02,converged,True,150,True,True,0.7217,Both constraints satisfied at epoch 150
TabularResNet/constraint_0.9_0.8/lr_lambda_test/lr_5e-05_lambda_transfer,TabularResNet,0.9_0.8,5e-05,transfer,0.1,0.1,0.005,64,50,1000,0.02,converged,True,139,True,True,0.7104,"Converged at epoch 139. Global loss: 0.001171, Local loss: 0.076592"
