Epoch,Train_Acc,L_pred_CE,L_target_Global,L_feat_Local,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Dropout,Hard_Dropout,Soft_Dropout,Limit_Enrolled,Hard_Enrolled,Soft_Enrolled,Limit_Graduate,Hard_Graduate,Soft_Graduate
1,0.5793,0.783379,0.140433,0.000000,0.70,0.70,1,1,42,24,32.14,24,4,24.24,inf,414,385.62
3,0.5773,0.646336,0.021122,0.000000,0.70,0.70,1,1,42,9,25.33,24,1,20.79,inf,432,395.88
