epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lambda_g
0,0.549539,0.0,19,0,0.96178
1,0.584388,288.930222,47,0,1.947768
2,0.564387,607.237144,73,0,3.01757
3,0.547145,891.125336,59,0,3.987208
4,0.52349,1144.516632,39,0,4.884549
5,0.503924,1529.530624,91,0,5.967036
6,0.493661,1712.544662,59,0,6.899978
7,0.471276,1911.677399,36,0,7.76104
8,0.456909,2086.860138,36,0,8.576387
9,0.437219,2519.753967,71,0,9.558676
10,0.419513,2796.345612,63,0,10.515521
11,0.401832,2886.732574,43,0,11.346003
12,0.388659,3341.033875,79,0,12.306239
13,0.368128,3710.295929,103,0,13.330974
14,0.366645,3619.130371,67,0,14.152222
15,0.34015,4201.862671,103,0,15.147823
16,0.320329,4852.149963,145,0,16.317663
17,0.310203,4556.510651,79,0,17.194518
18,0.300216,4860.433472,79,0,18.100658
19,0.287437,5345.942749,121,0,19.083549
20,0.266171,5092.245911,67,0,19.86369
21,0.252902,5830.772095,113,0,20.843061
22,0.242375,6408.640625,137,0,21.914194
23,0.229472,6197.906555,91,0,22.804398
24,0.220687,6640.602295,105,0,23.752513
25,0.207316,6970.007874,119,0,24.748378
26,0.203374,6839.191406,105,0,25.621015
27,0.187936,6877.04187,93,0,26.443632
28,0.176986,7534.924561,123,0,27.396344
29,0.172155,8405.407166,151,0,28.498548
30,0.160517,8445.501221,119,0,29.509802
31,0.156819,8266.928345,119,0,30.379591
32,0.145619,8635.485413,139,0,31.312376
33,0.141079,8985.513367,133,0,32.250667
34,0.127031,8820.158447,115,0,33.069027
35,0.120677,8095.297729,79,0,33.710055
36,0.114289,8882.649414,101,0,34.462636
37,0.105414,9585.149292,135,0,35.336895
38,0.09894,8964.351135,89,0,36.036034
39,0.098251,9431.723755,129,0,36.836952
40,0.09315,9695.723022,107,0,37.604813
41,0.090027,10339.808716,119,0,38.46752
42,0.080661,9153.978699,67,0,39.034555
43,0.075952,9775.725098,95,0,39.70511
44,0.069338,10733.593872,121,0,40.515329
45,0.072057,10465.273071,101,0,41.21057
46,0.065258,10716.987915,113,0,41.935389
47,0.057839,11487.408203,129,0,42.751848
48,0.060576,9741.037048,73,0,43.282302
49,0.053807,11454.657227,119,0,44.053001
50,0.053236,13136.752319,175,0,45.066893
51,0.057336,11284.46875,101,0,45.746087
52,0.047341,11954.874512,117,0,46.472177
53,0.041818,11123.224243,77,0,47.053273
54,0.039034,13109.325806,147,0,47.894016
55,0.04303,12608.84021,129,0,48.660879
56,0.03976,13609.111328,153,0,49.526128
57,0.032325,12656.278931,113,0,50.238364
58,0.029817,12448.945679,111,0,50.909483
59,0.031971,13110.358521,117,0,51.624301
60,0.041296,12127.297363,93,0,52.182768
61,0.032337,13051.05481,121,0,52.902454
62,0.024517,12187.328735,73,0,53.423593
63,0.033808,14216.978027,147,0,54.24734
64,0.027408,13050.241333,109,0,54.886829
65,0.024655,12717.222778,87,0,55.433052
66,nan,12600.766968,77,0,55.950474
67,nan,12399.416504,57,0,56.415817
68,nan,11904.077026,45,0,56.809918
69,nan,11321.140991,33,0,57.119518
70,nan,10668.74762,28,0,57.33738
71,nan,9956.334412,15,0,57.459735
72,nan,8964.66449,0,1,57.48066
73,nan,0.0,0,1,57.48066
74,nan,0.0,0,1,57.48066
75,nan,0.0,0,1,57.48066
76,nan,0.0,0,1,57.48066
