Metric,Value
Overall Accuracy,0.6787
""
Macro Averaged Metrics,
Precision (Macro),0.6516
Recall (Macro),0.5471
F1-Score (Macro),0.5520
""
Weighted Averaged Metrics,
Precision (Weighted),0.6924
Recall (Weighted),0.6787
F1-Score (Weighted),0.6384
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.9143,0.4539,0.6066,141
Enrolled,0.3750,0.1875,0.2500,80
Graduate,0.6657,1.0000,0.7993,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,64,25,52
Enrolled,6,15,59
Graduate,0,0,221
