ds,model,cls,grp,tight,L,G,method,seed,f1m,f1w,acc,ece,brier,flips,sat,sat_epoch,phase
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,hounie_rcl,3,0.6425,0.7643,0.8038,0.164,0.3504,0.0,1.0,41.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,hounie_rcl,4,0.6273,0.7468,0.7933,0.1809,0.3796,0.0,1.0,38.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo,1,0.6792,0.7834,0.8148,0.1535,0.3313,0.0,1.0,74.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo,2,0.6671,0.7883,0.8188,0.1527,0.3299,0.0,1.0,74.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo,3,0.6842,0.7906,0.8203,0.1481,0.3218,0.0,1.0,71.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo,4,0.6854,0.7789,0.8138,0.1618,0.3403,0.0,1.0,71.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo_bounded,1,0.658,0.7666,0.8053,0.1635,0.3513,0.0,1.0,74.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo_bounded,2,0.645,0.7769,0.8103,0.159,0.3411,0.0,1.0,74.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo_bounded,3,0.6728,0.7788,0.8143,0.1527,0.3324,0.0,1.0,71.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L20_G20,20,20,tralo_bounded,4,0.6808,0.7739,0.8113,0.1637,0.3464,0.0,1.0,71.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,danits_lp,1,0.7211,0.8163,0.8333,0.1047,0.2319,112.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,danits_lp,2,0.7058,0.8153,0.8293,0.108,0.2387,154.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,danits_lp,3,0.7082,0.8164,0.8303,0.0908,0.2199,150.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,danits_lp,4,0.69,0.8117,0.8223,0.1012,0.2354,176.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,fioretto_ldf,1,0.7166,0.8097,0.8318,0.1444,0.3159,16.0,1.0,21.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,fioretto_ldf,2,0.7005,0.8121,0.8323,0.1437,0.3059,17.0,1.0,21.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,fioretto_ldf,3,0.7204,0.812,0.8313,0.1422,0.306,17.0,1.0,19.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,fioretto_ldf,4,0.7097,0.8064,0.8293,0.1442,0.3105,15.0,1.0,18.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,heuristic,1,0.7213,0.8163,0.8333,0.1047,0.2319,112.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,heuristic,2,0.7058,0.8153,0.8293,0.108,0.2387,154.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,heuristic,3,0.7082,0.8164,0.8303,0.0908,0.2199,150.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,heuristic,4,0.6902,0.8116,0.8223,0.1012,0.2354,176.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,hounie_rcl,1,0.704,0.8053,0.8273,0.1605,0.3429,37.0,1.0,43.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,hounie_rcl,2,0.697,0.8104,0.8308,0.1505,0.3279,31.0,1.0,39.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,hounie_rcl,3,0.7,0.8086,0.8263,0.1525,0.3287,35.0,1.0,38.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,hounie_rcl,4,0.6961,0.7975,0.8213,0.1656,0.3511,37.0,1.0,34.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo,1,0.6912,0.8003,0.8243,0.1456,0.3148,2.0,1.0,70.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo,2,0.7025,0.8137,0.8342,0.1389,0.3006,7.0,1.0,71.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo,3,0.7187,0.8134,0.8333,0.1369,0.2984,10.0,1.0,69.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo,4,0.7004,0.8082,0.8283,0.142,0.3051,2.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo_bounded,1,0.7157,0.8082,0.8308,0.1451,0.3215,19.0,1.0,70.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo_bounded,2,0.7001,0.8117,0.8323,0.1436,0.3075,18.0,1.0,71.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo_bounded,3,0.7194,0.8132,0.8328,0.1415,0.3087,18.0,1.0,69.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L30_G30,30,30,tralo_bounded,4,0.7115,0.8021,0.8263,0.1525,0.3213,22.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,danits_lp,1,0.7556,0.842,0.8507,0.1047,0.2319,68.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,danits_lp,2,0.7292,0.8387,0.8447,0.108,0.2387,110.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,danits_lp,3,0.7426,0.8429,0.8482,0.0908,0.2199,106.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,danits_lp,4,0.7242,0.8406,0.8422,0.1012,0.2354,132.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,fioretto_ldf,1,0.7633,0.8459,0.8567,0.1208,0.269,24.0,1.0,16.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,fioretto_ldf,2,0.746,0.8411,0.8522,0.1227,0.2717,20.0,1.0,17.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,fioretto_ldf,3,0.7494,0.8382,0.8482,0.1243,0.2716,24.0,1.0,15.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,fioretto_ldf,4,0.7456,0.8368,0.8487,0.125,0.2756,23.0,1.0,15.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,heuristic,1,0.7556,0.842,0.8507,0.1047,0.2319,68.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,heuristic,2,0.7314,0.8386,0.8447,0.108,0.2387,110.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,heuristic,3,0.7426,0.8429,0.8482,0.0908,0.2199,106.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,heuristic,4,0.7234,0.8394,0.8412,0.1012,0.2354,132.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,hounie_rcl,1,0.75,0.8394,0.8497,0.1318,0.287,35.0,1.0,37.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,hounie_rcl,2,0.7374,0.8389,0.8497,0.1311,0.2858,36.0,1.0,37.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,hounie_rcl,3,0.7347,0.832,0.8412,0.1377,0.2949,47.0,1.0,35.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,hounie_rcl,4,0.7268,0.8325,0.8447,0.1368,0.2981,41.0,1.0,31.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo,1,0.7613,0.8457,0.8567,0.122,0.2699,25.0,1.0,65.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo,2,0.7469,0.8424,0.8522,0.1223,0.2644,2.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo,3,0.7504,0.8391,0.8492,0.1195,0.2608,1.0,0.0,65.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo,4,0.7448,0.8446,0.8512,0.1208,0.2645,4.0,1.0,64.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo_bounded,1,0.7577,0.8445,0.8552,0.1162,0.2647,15.0,1.0,65.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo_bounded,2,0.7435,0.8409,0.8522,0.1254,0.2749,24.0,1.0,67.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo_bounded,3,0.7514,0.8389,0.8492,0.1256,0.2749,28.0,1.0,65.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L50_G50,50,50,tralo_bounded,4,0.7401,0.8366,0.8482,0.124,0.2711,15.0,1.0,64.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,danits_lp,1,0.7772,0.8583,0.8632,0.1047,0.2319,25.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,danits_lp,2,0.7525,0.8557,0.8582,0.108,0.2387,66.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,danits_lp,3,0.7662,0.8591,0.8612,0.0908,0.2199,62.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,danits_lp,4,0.7439,0.8579,0.8567,0.1012,0.2354,88.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,fioretto_ldf,1,0.7828,0.8651,0.8702,0.1006,0.2364,12.0,1.0,11.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,fioretto_ldf,2,0.7671,0.8587,0.8647,0.1143,0.246,22.0,1.0,11.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,fioretto_ldf,3,0.7759,0.8576,0.8632,0.1055,0.2392,14.0,1.0,11.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,fioretto_ldf,4,0.7696,0.8602,0.8662,0.1075,0.2411,14.0,1.0,11.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,heuristic,1,0.7775,0.8585,0.8632,0.1047,0.2319,26.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,heuristic,2,0.7524,0.8552,0.8577,0.108,0.2387,66.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,heuristic,3,0.768,0.8602,0.8622,0.0908,0.2199,62.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,heuristic,4,0.7495,0.8591,0.8577,0.1012,0.2354,88.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,hounie_rcl,1,0.784,0.8629,0.8682,0.104,0.2432,20.0,1.0,40.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,hounie_rcl,2,0.7656,0.8572,0.8632,0.1141,0.2497,25.0,1.0,34.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,hounie_rcl,3,0.7831,0.8602,0.8657,0.1091,0.2493,36.0,1.0,35.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,hounie_rcl,4,0.7689,0.861,0.8672,0.1135,0.2563,37.0,1.0,31.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo,1,0.7783,0.8621,0.8682,0.103,0.2317,5.0,1.0,61.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo,2,0.7664,0.8596,0.8652,0.1095,0.2361,4.0,1.0,61.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo,3,0.7772,0.8574,0.8632,0.1079,0.2382,1.0,1.0,60.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo,4,0.7699,0.8616,0.8667,0.1046,0.2354,5.0,1.0,60.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo_bounded,1,0.7777,0.8621,0.8677,0.1022,0.2381,16.0,1.0,61.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo_bounded,2,0.767,0.8587,0.8647,0.1129,0.2444,19.0,1.0,61.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo_bounded,3,0.7799,0.8585,0.8642,0.1066,0.2409,19.0,1.0,60.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L70_G70,70,70,tralo_bounded,4,0.7662,0.8599,0.8657,0.1073,0.2387,12.0,1.0,60.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,danits_lp,1,0.7785,0.8602,0.8647,0.1047,0.2319,12.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,danits_lp,2,0.7567,0.8581,0.8602,0.108,0.2387,45.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,danits_lp,3,0.7744,0.8655,0.8667,0.0908,0.2199,41.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,danits_lp,4,0.7451,0.8591,0.8577,0.1012,0.2354,67.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,fioretto_ldf,1,0.7857,0.8671,0.8712,0.1011,0.2303,15.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,fioretto_ldf,2,0.7779,0.8639,0.8687,0.1037,0.2318,13.0,1.0,9.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,fioretto_ldf,3,0.7887,0.865,0.8692,0.0989,0.2282,16.0,1.0,9.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,fioretto_ldf,4,0.7815,0.8683,0.8727,0.1012,0.2284,13.0,1.0,9.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,heuristic,1,0.7811,0.8617,0.8657,0.1047,0.2319,21.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,heuristic,2,0.7567,0.8581,0.8602,0.108,0.2387,45.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,heuristic,3,0.7767,0.8665,0.8677,0.0908,0.2199,41.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,heuristic,4,0.7469,0.8597,0.8582,0.1012,0.2354,67.0,0.0,,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,hounie_rcl,1,0.7872,0.8689,0.8732,0.1,0.233,28.0,1.0,55.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,hounie_rcl,2,0.7765,0.8637,0.8682,0.1061,0.2347,20.0,1.0,34.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,hounie_rcl,3,0.7848,0.8628,0.8672,0.099,0.2301,17.0,1.0,35.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,hounie_rcl,4,0.7772,0.8653,0.8702,0.1057,0.2358,30.0,1.0,30.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo,1,0.7836,0.8652,0.8702,0.0997,0.2278,3.0,1.0,59.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo,2,0.7749,0.8655,0.8692,0.102,0.229,1.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo,3,0.7887,0.8642,0.8687,0.099,0.2256,9.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo,4,0.7784,0.8677,0.8717,0.0982,0.2251,1.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo_bounded,1,0.7847,0.8673,0.8717,0.1006,0.2314,20.0,1.0,59.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo_bounded,2,0.7779,0.8639,0.8687,0.1064,0.2312,12.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo_bounded,3,0.7884,0.8645,0.8687,0.0998,0.2258,11.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,2,loc_group,L80_G80,80,80,tralo_bounded,4,0.7808,0.8684,0.8727,0.1002,0.2269,12.0,1.0,58.0,paperv2_phase4
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,danits_lp,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,danits_lp,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,danits_lp,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,danits_lp,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,fioretto_ldf,1,0.6899,0.7944,0.8233,0.1485,0.3178,5.0,1.0,21.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,fioretto_ldf,2,0.7107,0.8029,0.8313,0.1483,0.3135,11.0,1.0,21.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,fioretto_ldf,3,0.7216,0.8134,0.8412,0.1379,0.3002,17.0,1.0,20.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,fioretto_ldf,4,0.6974,0.7864,0.8183,0.1701,0.3496,18.0,1.0,21.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,heuristic,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,heuristic,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,heuristic,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,heuristic,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,hounie_rcl,1,0.6811,0.7895,0.8188,0.1579,0.3375,16.0,1.0,48.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,hounie_rcl,2,0.7072,0.8035,0.8308,0.1523,0.3223,22.0,1.0,52.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,hounie_rcl,3,0.7023,0.8097,0.8367,0.1386,0.2974,12.0,1.0,61.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,hounie_rcl,4,0.6949,0.7878,0.8193,0.167,0.3547,21.0,1.0,68.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo,1,0.6905,0.7979,0.8263,0.1459,0.3108,2.0,1.0,71.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo,2,0.7105,0.8025,0.8308,0.1465,0.309,5.0,1.0,71.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo,3,0.7218,0.8135,0.8402,0.1338,0.2894,0.0,1.0,70.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo,4,0.708,0.8036,0.8318,0.1439,0.3086,3.0,1.0,70.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo_bounded,1,0.6898,0.7982,0.8263,0.1476,0.3159,9.0,1.0,71.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo_bounded,2,0.7149,0.8057,0.8328,0.1473,0.3102,13.0,1.0,71.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo_bounded,3,0.7139,0.8092,0.8362,0.1359,0.2913,9.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G20,20,20,tralo_bounded,4,0.6996,0.7921,0.8228,0.1613,0.3407,18.0,1.0,70.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,danits_lp,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,danits_lp,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,danits_lp,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,danits_lp,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,fioretto_ldf,1,0.6902,0.7949,0.8238,0.148,0.318,5.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,fioretto_ldf,2,0.7107,0.8029,0.8313,0.1484,0.3135,11.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,fioretto_ldf,3,0.7202,0.8128,0.8407,0.1386,0.3004,17.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,fioretto_ldf,4,0.6974,0.7864,0.8183,0.1703,0.3491,18.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,heuristic,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,heuristic,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,heuristic,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,heuristic,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,hounie_rcl,1,0.6846,0.7959,0.8243,0.1521,0.3299,16.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,hounie_rcl,2,0.7149,0.8056,0.8318,0.1496,0.3177,21.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,hounie_rcl,3,0.7114,0.8086,0.8357,0.14,0.3005,18.0,1.0,52.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,hounie_rcl,4,0.6891,0.7822,0.8148,0.1713,0.3591,20.0,1.0,66.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo,1,0.6906,0.7979,0.8263,0.1462,0.3114,2.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo,2,0.7107,0.8009,0.8303,0.1479,0.3146,0.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo,3,0.7158,0.8088,0.8362,0.1434,0.3018,21.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo,4,0.7072,0.8049,0.8328,0.1443,0.3077,3.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo_bounded,1,0.691,0.7969,0.8253,0.1483,0.3174,9.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo_bounded,2,0.7163,0.8073,0.8347,0.1464,0.3132,14.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo_bounded,3,0.7127,0.8078,0.8352,0.1364,0.2912,10.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G30,20,30,tralo_bounded,4,0.7014,0.7927,0.8233,0.162,0.339,18.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,danits_lp,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,danits_lp,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,danits_lp,3,0.7225,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,danits_lp,4,0.6877,0.8113,0.8347,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,fioretto_ldf,1,0.6883,0.7943,0.8233,0.1486,0.3184,5.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,fioretto_ldf,2,0.7092,0.8037,0.8323,0.1475,0.314,11.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,fioretto_ldf,3,0.72,0.8123,0.8402,0.1386,0.3006,17.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,fioretto_ldf,4,0.6974,0.7864,0.8183,0.1685,0.3498,18.0,1.0,21.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,heuristic,1,0.7142,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L20_G50,20,50,heuristic,2,0.6876,0.8087,0.8328,0.108,0.2387,154.0,0.0,,expansion_dermmnist_baselines
