ds,model,cls,grp,tight,L,G,method,seed,f1m,f1w,acc,ece,brier,flips,sat,sat_epoch,phase
dermmnist,MobileNetV3,4,loc_group,L70_G20,70,20,tralo_bounded,2,0.7045,0.7983,0.8283,0.145,0.3055,0.0,1.0,70.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G20,70,20,tralo_bounded,3,0.7189,0.8132,0.8402,0.13,0.2845,1.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G20,70,20,tralo_bounded,4,0.7067,0.7917,0.8253,0.1503,0.3193,0.0,1.0,68.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,danits_lp,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,danits_lp,2,0.7115,0.8275,0.8437,0.108,0.2387,132.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,danits_lp,3,0.7402,0.835,0.8532,0.0908,0.2199,141.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,danits_lp,4,0.7053,0.8275,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,fioretto_ldf,1,0.7184,0.8197,0.8402,0.1306,0.2816,0.0,1.0,17.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,fioretto_ldf,2,0.7303,0.8183,0.8397,0.1334,0.2855,0.0,1.0,18.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,fioretto_ldf,3,0.74,0.8297,0.8497,0.1225,0.2677,0.0,1.0,16.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,fioretto_ldf,4,0.7388,0.8251,0.8457,0.1285,0.2788,3.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,heuristic,1,0.7323,0.8232,0.8427,0.1047,0.2319,129.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,heuristic,2,0.7103,0.8263,0.8427,0.108,0.2387,132.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,heuristic,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,heuristic,4,0.7053,0.8275,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,hounie_rcl,1,0.7117,0.8165,0.8382,0.1317,0.2865,0.0,1.0,86.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,hounie_rcl,2,0.7339,0.8226,0.8432,0.1294,0.2831,0.0,1.0,102.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,hounie_rcl,3,0.741,0.829,0.8492,0.1239,0.2682,0.0,1.0,73.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,hounie_rcl,4,0.7202,0.8126,0.8377,0.1352,0.2916,0.0,1.0,87.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo,1,0.7128,0.8181,0.8392,0.1335,0.287,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo,2,0.7268,0.8214,0.8417,0.1325,0.2855,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo,3,0.7428,0.8297,0.8502,0.1258,0.2703,0.0,1.0,66.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo,4,0.7333,0.8261,0.8462,0.1288,0.276,0.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo_bounded,1,0.7132,0.8166,0.8387,0.1312,0.2862,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo_bounded,2,0.74,0.8267,0.8457,0.1281,0.2785,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo_bounded,3,0.7351,0.8271,0.8477,0.1235,0.2689,0.0,1.0,66.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G30,70,30,tralo_bounded,4,0.7301,0.8174,0.8412,0.1322,0.2875,0.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,danits_lp,1,0.7606,0.8483,0.8587,0.1047,0.2319,84.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,danits_lp,2,0.737,0.8452,0.8537,0.108,0.2387,87.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,danits_lp,3,0.7688,0.8595,0.8682,0.0908,0.2199,96.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,danits_lp,4,0.7288,0.8462,0.8537,0.1012,0.2354,99.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,fioretto_ldf,1,0.7626,0.8535,0.8637,0.1055,0.2393,0.0,1.0,12.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,fioretto_ldf,2,0.7553,0.8472,0.8582,0.1158,0.2503,0.0,1.0,12.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,fioretto_ldf,3,0.7747,0.8519,0.8632,0.1069,0.2334,0.0,1.0,11.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,fioretto_ldf,4,0.7611,0.8505,0.8617,0.1105,0.2413,0.0,1.0,10.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,heuristic,1,0.758,0.8483,0.8587,0.1047,0.2319,84.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,heuristic,2,0.7379,0.8459,0.8542,0.108,0.2387,87.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,heuristic,3,0.7688,0.8595,0.8682,0.0908,0.2199,96.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,heuristic,4,0.7288,0.8462,0.8537,0.1012,0.2354,99.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,hounie_rcl,1,0.7642,0.8547,0.8647,0.1053,0.2388,0.0,1.0,59.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,hounie_rcl,2,0.7565,0.8485,0.8587,0.116,0.2502,0.0,1.0,60.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,hounie_rcl,3,0.775,0.8511,0.8632,0.1085,0.2362,0.0,1.0,46.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,hounie_rcl,4,0.7616,0.8511,0.8622,0.1105,0.2432,0.0,1.0,57.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo,1,0.7599,0.855,0.8647,0.1073,0.242,0.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo,2,0.7532,0.8457,0.8572,0.1165,0.2514,0.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo,3,0.773,0.8524,0.8637,0.1074,0.2366,0.0,1.0,61.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo,4,0.7773,0.8533,0.8647,0.111,0.2437,0.0,1.0,59.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo_bounded,1,0.7592,0.8514,0.8622,0.1064,0.2424,0.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo_bounded,2,0.7526,0.8458,0.8567,0.1177,0.251,0.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo_bounded,3,0.7735,0.851,0.8627,0.1079,0.2358,0.0,1.0,61.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G50,70,50,tralo_bounded,4,0.7562,0.8488,0.8607,0.1121,0.2461,0.0,1.0,59.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,danits_lp,1,0.7767,0.861,0.8672,0.1047,0.2319,40.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,danits_lp,2,0.7499,0.8546,0.8587,0.108,0.2387,43.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,danits_lp,3,0.7776,0.8665,0.8712,0.0908,0.2199,52.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,danits_lp,4,0.7524,0.8613,0.8637,0.1012,0.2354,55.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,fioretto_ldf,1,0.7826,0.8659,0.8707,0.0986,0.2231,7.0,1.0,8.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,fioretto_ldf,2,0.7837,0.8664,0.8717,0.1048,0.231,19.0,1.0,8.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,fioretto_ldf,3,0.7921,0.8654,0.8707,0.0991,0.2211,9.0,1.0,8.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,fioretto_ldf,4,0.791,0.8706,0.8757,0.0989,0.2249,13.0,1.0,7.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,heuristic,1,0.7762,0.861,0.8672,0.1047,0.2319,40.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,heuristic,2,0.7503,0.8551,0.8592,0.108,0.2387,43.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,heuristic,3,0.7776,0.8665,0.8712,0.0908,0.2199,52.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,heuristic,4,0.7529,0.8612,0.8637,0.1012,0.2354,55.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,hounie_rcl,1,0.7831,0.8659,0.8707,0.0986,0.224,9.0,1.0,44.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,hounie_rcl,2,0.7747,0.8646,0.8697,0.1063,0.2331,19.0,1.0,38.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,hounie_rcl,3,0.7955,0.8681,0.8732,0.1004,0.2244,24.0,1.0,38.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,hounie_rcl,4,0.7885,0.87,0.8752,0.1004,0.225,16.0,1.0,46.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo,1,0.7854,0.867,0.8722,0.0995,0.224,2.0,1.0,57.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo,2,0.7829,0.8666,0.8722,0.1032,0.2303,2.0,1.0,57.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo,3,0.7916,0.8645,0.8702,0.0973,0.221,7.0,1.0,58.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo,4,0.7938,0.8728,0.8782,0.0965,0.2196,6.0,1.0,57.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo_bounded,1,0.7823,0.8654,0.8702,0.0981,0.2228,5.0,1.0,57.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo_bounded,2,0.779,0.8666,0.8717,0.1054,0.2303,14.0,1.0,57.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo_bounded,3,0.7925,0.8659,0.8712,0.0983,0.2202,9.0,0.0,,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G70,70,70,tralo_bounded,4,0.7885,0.8701,0.8752,0.0996,0.2243,10.0,1.0,56.0,paperv2_phase1
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,danits_lp,1,0.7767,0.861,0.8672,0.1047,0.2319,40.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,danits_lp,2,0.7499,0.8546,0.8587,0.108,0.2387,43.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,danits_lp,3,0.7776,0.8665,0.8712,0.0908,0.2199,52.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,danits_lp,4,0.7524,0.8613,0.8637,0.1012,0.2354,55.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,fioretto_ldf,1,0.7836,0.8663,0.8712,0.0981,0.2232,6.0,1.0,8.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,fioretto_ldf,2,0.7852,0.8674,0.8727,0.1033,0.2307,15.0,1.0,8.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,fioretto_ldf,3,0.7916,0.8649,0.8702,0.0996,0.2212,9.0,1.0,8.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,fioretto_ldf,4,0.792,0.871,0.8762,0.1001,0.2244,12.0,1.0,7.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,heuristic,1,0.7762,0.861,0.8672,0.1047,0.2319,40.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,heuristic,2,0.7503,0.8551,0.8592,0.108,0.2387,43.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,heuristic,3,0.7776,0.8665,0.8712,0.0908,0.2199,52.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,heuristic,4,0.7529,0.8612,0.8637,0.1012,0.2354,55.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,hounie_rcl,1,0.7841,0.8671,0.8717,0.0991,0.2238,8.0,1.0,49.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,hounie_rcl,2,0.7745,0.8647,0.8697,0.1045,0.2325,17.0,1.0,40.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,hounie_rcl,3,0.7955,0.8681,0.8732,0.0985,0.2243,25.0,1.0,41.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,hounie_rcl,4,0.7854,0.8695,0.8747,0.1003,0.2243,15.0,1.0,53.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo,1,0.7876,0.8683,0.8737,0.0987,0.2232,2.0,1.0,57.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo,2,0.7833,0.8663,0.8722,0.1068,0.2338,2.0,1.0,57.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo,3,0.7931,0.8659,0.8712,0.0992,0.2194,5.0,1.0,58.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo,4,0.7935,0.8721,0.8777,0.0955,0.2181,2.0,1.0,57.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo_bounded,1,0.7831,0.8663,0.8712,0.0977,0.2227,6.0,1.0,57.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo_bounded,2,0.7801,0.8671,0.8722,0.1049,0.2305,14.0,1.0,57.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo_bounded,3,0.7925,0.8659,0.8712,0.0982,0.2202,9.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L70_G80,70,80,tralo_bounded,4,0.7914,0.8712,0.8762,0.1005,0.224,11.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,danits_lp,1,0.7147,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,danits_lp,2,0.6884,0.81,0.8337,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,danits_lp,3,0.7231,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,danits_lp,4,0.6866,0.81,0.8337,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,fioretto_ldf,1,0.6967,0.801,0.8288,0.1419,0.3083,0.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,fioretto_ldf,2,0.7069,0.8023,0.8318,0.1409,0.3032,0.0,1.0,20.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,fioretto_ldf,3,0.7178,0.8067,0.8372,0.1342,0.291,0.0,1.0,19.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,fioretto_ldf,4,0.7158,0.8007,0.8308,0.1442,0.3127,0.0,1.0,18.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,heuristic,1,0.7147,0.8081,0.8347,0.1047,0.2319,151.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,heuristic,2,0.6884,0.81,0.8337,0.108,0.2387,154.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,heuristic,3,0.7231,0.8194,0.8447,0.0908,0.2199,163.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,heuristic,4,0.6866,0.81,0.8337,0.1012,0.2354,166.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,hounie_rcl,1,0.6828,0.7891,0.8193,0.15,0.3208,0.0,1.0,107.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,hounie_rcl,2,0.7052,0.7971,0.8278,0.1455,0.3093,0.0,1.0,111.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,hounie_rcl,3,0.7101,0.8062,0.8367,0.1318,0.2918,0.0,1.0,95.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,hounie_rcl,4,0.7157,0.7957,0.8273,0.1489,0.3201,0.0,1.0,95.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo,1,0.6871,0.7933,0.8233,0.1486,0.3197,0.0,1.0,73.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo,2,0.7032,0.7979,0.8288,0.1455,0.3104,0.0,1.0,72.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo,3,0.7218,0.8004,0.8308,0.1465,0.3129,0.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo,4,0.7121,0.7915,0.8243,0.1529,0.3237,0.0,1.0,72.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo_bounded,1,0.6875,0.7929,0.8228,0.1472,0.3167,0.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo_bounded,2,0.7067,0.7996,0.8293,0.1439,0.3048,0.0,1.0,71.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo_bounded,3,0.715,0.8112,0.8392,0.1306,0.288,0.0,1.0,69.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G20,80,20,tralo_bounded,4,0.7169,0.801,0.8308,0.1443,0.3133,0.0,1.0,69.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,danits_lp,1,0.7335,0.8244,0.8437,0.1047,0.2319,129.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,danits_lp,2,0.7115,0.8275,0.8437,0.108,0.2387,132.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,danits_lp,3,0.7402,0.835,0.8532,0.0908,0.2199,141.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,danits_lp,4,0.7053,0.8275,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,fioretto_ldf,1,0.7184,0.8197,0.8402,0.1301,0.2812,0.0,1.0,17.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,fioretto_ldf,2,0.7304,0.8182,0.8397,0.1334,0.2854,0.0,1.0,18.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,fioretto_ldf,3,0.7405,0.8302,0.8502,0.1215,0.2676,0.0,1.0,16.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,fioretto_ldf,4,0.7377,0.8243,0.8447,0.1286,0.2788,3.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,heuristic,1,0.7323,0.8232,0.8427,0.1047,0.2319,129.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,heuristic,2,0.7103,0.8263,0.8427,0.108,0.2387,132.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,heuristic,3,0.74,0.8351,0.8532,0.0908,0.2199,141.0,0.0,,expansion_dermmnist_baselines
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,heuristic,4,0.7053,0.8275,0.8437,0.1012,0.2354,144.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,hounie_rcl,1,0.7102,0.8158,0.8377,0.1354,0.2892,0.0,1.0,92.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,hounie_rcl,2,0.7305,0.818,0.8397,0.1327,0.2856,0.0,1.0,107.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,hounie_rcl,3,0.7396,0.8264,0.8477,0.1236,0.2714,0.0,1.0,83.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,hounie_rcl,4,0.7201,0.8123,0.8377,0.1352,0.2917,0.0,1.0,90.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo,1,0.7051,0.8146,0.8367,0.1379,0.2908,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo,2,0.7296,0.8215,0.8422,0.1321,0.2844,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo,3,0.7361,0.8261,0.8472,0.1259,0.269,0.0,1.0,66.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo,4,0.7383,0.8252,0.8457,0.1302,0.2791,0.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo_bounded,1,0.7132,0.8171,0.8387,0.1311,0.2852,0.0,1.0,67.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo_bounded,2,0.7394,0.8245,0.8442,0.1288,0.2797,1.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo_bounded,3,0.7359,0.8275,0.8482,0.1231,0.2691,0.0,1.0,66.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G30,80,30,tralo_bounded,4,0.7325,0.8191,0.8422,0.1312,0.285,0.0,1.0,65.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,danits_lp,1,0.7606,0.8483,0.8587,0.1047,0.2319,84.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,danits_lp,2,0.737,0.8452,0.8537,0.108,0.2387,87.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,danits_lp,3,0.7688,0.8595,0.8682,0.0908,0.2199,96.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,danits_lp,4,0.7288,0.8462,0.8537,0.1012,0.2354,99.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,fioretto_ldf,1,0.7645,0.854,0.8642,0.105,0.2392,0.0,1.0,12.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,fioretto_ldf,2,0.7553,0.8472,0.8582,0.1161,0.2502,0.0,1.0,12.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,fioretto_ldf,3,0.7747,0.8519,0.8632,0.1069,0.2333,0.0,1.0,11.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,fioretto_ldf,4,0.7611,0.8505,0.8617,0.1105,0.2413,0.0,1.0,10.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,heuristic,1,0.758,0.8483,0.8587,0.1047,0.2319,84.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,heuristic,2,0.7379,0.8459,0.8542,0.108,0.2387,87.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,heuristic,3,0.7688,0.8595,0.8682,0.0908,0.2199,96.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,heuristic,4,0.7288,0.8462,0.8537,0.1012,0.2354,99.0,0.0,,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,hounie_rcl,1,0.76,0.8534,0.8637,0.1049,0.24,0.0,1.0,73.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,hounie_rcl,2,0.757,0.8488,0.8592,0.116,0.25,0.0,1.0,79.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,hounie_rcl,3,0.776,0.8519,0.8637,0.1074,0.2361,0.0,1.0,61.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,hounie_rcl,4,0.7616,0.8511,0.8622,0.1114,0.2436,0.0,1.0,69.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,tralo,1,0.7594,0.8545,0.8642,0.1058,0.2419,0.0,1.0,62.0,paperv2_phase2
dermmnist,MobileNetV3,4,loc_group,L80_G50,80,50,tralo,2,0.756,0.848,0.8587,0.118,0.2491,0.0,1.0,61.0,paperv2_phase2
