binding_ratio,borderline_005,borderline_010,cstr_K,cstr_prob_mean,cstr_prob_q90,cstr_prob_std,d_f1c,d_f1u,d_macro,dataset,entropy_mean,entropy_std,hard_count_cstr,high_conf_090,high_conf_099,n_samples,pred_balance_entropy,soft_binding_ratio,soft_count_cstr,soft_minus_hard_cstr,tight,tight_pct,uncstr_prob_mean
0.2450980392156863,0.0,0.0025210084033613447,20.4,0.0034957822998060474,3.8815820800000393e-07,0.05399466007746267,0.06560000000000005,0.024366666666666537,0.034700000000000064,aider,0.017349493230212867,0.08837602517081561,5.0,0.9764705882352941,0.9537815126050421,1190,0.5500627807626091,0.20392063415535278,4.1599809367691964,-0.8400190632308036,L20_G20,20,0.9965042177001939
0.0,0.0008403361344537816,0.0033613445378151263,20.4,0.0001317124455397677,7.930875400000009e-08,0.0030590241583743805,0.19680000000000003,0.057566666666666544,0.09230000000000005,aider,0.02121134439595982,0.09660172721414581,0.0,0.9689075630252101,0.9453781512605042,1190,0.5026429007349362,0.0076832259898197836,0.15673781019232358,0.15673781019232358,L20_G20,20,0.9998682875544603
0.5322128851540616,0.0016806722689075631,0.0025210084033613447,71.4,0.03035000735709016,3.5437363100000773e-06,0.15852254377676564,0.0,0.01416666666666666,0.010600000000000054,aider,0.026730466172416728,0.11090294142735722,38.0,0.965546218487395,0.9285714285714286,1190,0.6853848416760543,0.5058334559515026,36.11650875493729,-1.8834912450627073,L70_G70,70,0.9696499926429099
0.30812324929971985,0.0016806722689075631,0.0025210084033613447,71.4,0.018375347140411905,1.015256080000016e-06,0.1209790308666166,0.05779999999999996,0.021433333333333193,0.030500000000000083,aider,0.02383375176734844,0.10579774279673622,22.0,0.9714285714285714,0.9327731092436975,1190,0.6327040729939559,0.30625578567353173,21.866663097090168,-0.13333690290983213,L70_G70,70,0.9816246528595881
0.16339869281045752,0.0016806722689075631,0.004201680672268907,30.6,0.00434627230042407,6.729793350000009e-07,0.062434490903183044,0.030100000000000016,0.016800000000000037,0.020100000000000007,aider,0.016074951591345185,0.0804993472440353,5.0,0.9815126050420168,0.9512605042016806,1190,0.5580668624085463,0.16902170057204716,5.172064037504644,0.1720640375046436,L30_G30,30,0.9956537276995758
0.032679738562091505,0.0,0.0016806722689075631,30.6,0.0007786190456450864,1.0508953300000031e-07,0.01805697956689697,0.2256,0.06313333333333315,0.1036999999999999,aider,0.02055101678870133,0.09538156613547272,1.0,0.9739495798319328,0.9453781512605042,1190,0.5199228234475368,0.03027962955286447,0.9265566643176528,-0.07344333568234718,L30_G30,30,0.999221380954355
0.23529411764705882,0.0008403361344537816,0.0016806722689075631,51.0,0.011215025355243364,1.3988955700000103e-06,0.09204931422385033,0.0131,0.016700000000000048,0.015800000000000036,aider,0.021623497157896066,0.0963222417366718,12.0,0.9722689075630252,0.9352941176470588,1190,0.5924206828895565,0.2616839249556785,13.345880172739603,1.3458801727396033,L50_G50,50,0.9887849746447566
0.058823529411764705,0.0033613445378151263,0.0033613445378151263,51.0,0.003132824376071109,2.6378912600000007e-07,0.05063369764877595,0.22229999999999994,0.05793333333333339,0.09899999999999998,aider,0.01737034700406915,0.08364972413037791,3.0,0.9815126050420168,0.9453781512605042,1190,0.5509608626731033,0.07309923544165921,3.7280610075246194,0.7280610075246194,L50_G50,50,0.996867175623929
0.3139013452914798,0.00798801797304044,0.012481278082875686,44.6,0.007687771390333147,2.2308273199999973e-06,0.06964792070881781,0.014900000000000024,0.03156666666666652,0.029200000000000004,dermmnist,0.07979212223986382,0.22054337970310695,14.0,0.9061407888167748,0.8427358961557664,2003,0.7938158735184735,0.3452602263416434,15.398606094837294,1.3986060948372945,L20_G20,20,0.9923122286096668
0.3363228699551569,0.0044932601098352475,0.009485771342985522,44.6,0.007687016904358306,3.8392401599999965e-07,0.07548633556602173,0.007500000000000007,0.026050000000000018,0.023499999999999965,dermmnist,0.06044323374240929,0.1855651694708807,15.0,0.9281078382426361,0.8627059410883674,2003,0.8472390719224878,0.34522634213967907,15.397094859429686,0.3970948594296857,L20_G20,20,0.9923129830956418
