binding_gap,cls_cstr,d_conf_gap,d_f1_cstr,d_f1_uncstr,d_flips,d_macro_f1,d_pre_cstr,d_rec_cstr,data_dir,dataset,model,n_classes,ph_acc,ph_conf_gap,ph_f1_cstr,ph_f1_uncstr_mean,ph_macro_f1,ph_mean_entropy,ph_pre_cstr,ph_rec_cstr,ph_sup_cstr,pretrained,seed,sweep,tight,tight_pct
51.0,0,0.015699999999999992,0.0,0.006500000000000061,-58.0,0.0048000000000000265,0.0,0.0,data/aider_sigma20/slice_1,aider,MobileNetV3,4,0.9134,0.0892,0.6667,0.8839,0.8296,0.0308,1.0,0.5,102.0,True,2,contamination_aider,L50_G50,50
81.6,0,-0.0857,0.0,-0.01550000000000018,-84.0,-0.011600000000000055,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.9126,0.1315,0.3279,0.9350666666666667,0.7832,0.017,1.0,0.1961,102.0,True,1,contamination_aider,L20_G20,20
81.6,0,-0.051899999999999995,0.0,-0.024766666666666715,-73.0,-0.01859999999999995,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.9151,0.0972,0.3279,0.9434666666666667,0.7896,0.0109,1.0,0.1961,102.0,True,2,contamination_aider,L20_G20,20
30.599999999999994,0,-0.026100000000000012,0.0,-0.010599999999999943,-30.0,-0.008000000000000007,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.9555,0.1315,0.8208,0.9491999999999999,0.9171,0.017,1.0,0.6961,102.0,True,1,contamination_aider,L70_G70,70
30.599999999999994,0,-0.05569999999999999,0.0,0.0004999999999999449,-26.0,0.000300000000000078,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.958,0.0972,0.8208,0.9525,0.9196,0.0109,1.0,0.6961,102.0,True,2,contamination_aider,L70_G70,70
71.4,0,-0.0645,0.0,-0.012300000000000089,-74.0,-0.009199999999999986,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.9218,0.1315,0.4662,0.9369666666666667,0.8192,0.017,1.0,0.3039,102.0,True,1,contamination_aider,L30_G30,30
71.4,0,-0.058899999999999994,0.0,-0.012533333333333285,-67.0,-0.009399999999999964,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.9244,0.0972,0.4662,0.9453666666666667,0.8256,0.0109,1.0,0.3039,102.0,True,2,contamination_aider,L30_G30,30
51.0,0,-0.0543,0.0,-0.015499999999999958,-52.0,-0.011600000000000055,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.9387,0.1315,0.6667,0.9430333333333333,0.8739,0.017,1.0,0.5,102.0,True,1,contamination_aider,L50_G50,50
51.0,0,-0.0583,0.0,-0.009500000000000064,-48.0,-0.007099999999999995,0.0,0.0,data/aider_sigma10/slice_1,aider,MobileNetV3,4,0.9412,0.0972,0.6667,0.9489000000000001,0.8783,0.0109,1.0,0.5,102.0,True,2,contamination_aider,L50_G50,50
81.6,0,-0.035199999999999995,0.0,-0.03303333333333336,-94.0,-0.024799999999999933,0.0,0.0,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.8832,0.0962,0.3279,0.8573333333333334,0.725,0.0428,1.0,0.1961,102.0,True,1,contamination_aider,L20_G20,20
81.6,0,-0.0756,0.0,-0.03173333333333339,-75.0,-0.023800000000000043,0.0,0.0,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.8765,0.1311,0.3279,0.8446333333333333,0.7154,0.0463,1.0,0.1961,102.0,True,2,contamination_aider,L20_G20,20
30.599999999999994,0,0.003600000000000006,0.011600000000000055,0.0013999999999998458,-46.0,0.0039000000000000146,0.014100000000000001,0.009800000000000031,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.916,0.0962,0.7514,0.8664333333333335,0.8377,0.0428,0.9155,0.6373,102.0,True,1,contamination_aider,L70_G70,70
30.599999999999994,0,-0.01469999999999999,0.0,0.0044999999999999485,-25.0,0.0035000000000000586,0.0,0.0,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.9168,0.1311,0.7977,0.8579333333333333,0.8428,0.0463,0.9718,0.6765,102.0,True,2,contamination_aider,L70_G70,70
71.4,0,-0.03259999999999999,0.0,-0.018133333333333446,-84.0,-0.013600000000000056,0.0,0.0,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.8924,0.0962,0.4662,0.8592,0.7609,0.0428,1.0,0.3039,102.0,True,1,contamination_aider,L30_G30,30
71.4,0,-0.05579999999999999,-0.015100000000000002,-0.012900000000000134,-64.0,-0.013399999999999967,-0.032299999999999995,-0.009800000000000031,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.8857,0.1311,0.4662,0.8474333333333334,0.7521,0.0463,1.0,0.3039,102.0,True,2,contamination_aider,L30_G30,30
51.0,0,-0.015699999999999992,-0.0131,-0.005099999999999993,-66.0,-0.007099999999999995,-0.019600000000000062,-0.009800000000000031,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.9076,0.0962,0.6536,0.8633000000000001,0.8109,0.0428,0.9804,0.4902,102.0,True,1,contamination_aider,L50_G50,50
51.0,0,-0.0295,0.0131,0.0011666666666666492,-45.0,0.0041999999999999815,0.019600000000000062,0.009800000000000031,data/aider_sigma30/slice_1,aider,MobileNetV3,4,0.9,0.1311,0.6405,0.8514666666666667,0.7987,0.0463,0.9608,0.4804,102.0,True,2,contamination_aider,L50_G50,50
89.6,5,0.012400000000000001,-0.02869999999999999,0.028628571428571392,-45.0,0.02150000000000002,-0.06819999999999998,-0.0179,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.1045,0.37182857142857145,0.3384,0.1189,0.3182,0.0625,112.0,True,4,g3_multiclass_tissue,L20_G20,20
89.6,5,-0.01150000000000001,-0.07409999999999999,0.03975714285714288,-168.0,0.025499999999999967,-0.2164,-0.044700000000000004,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4754,0.0796,0.1493,0.3598142857142857,0.3335,0.1495,0.4545,0.0893,112.0,True,3,g3_multiclass_tissue,L20_G20,20
89.6,5,0.013799999999999993,-0.010000000000000009,0.010814285714285776,-102.0,0.008199999999999985,0.07390000000000002,-0.008900000000000005,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4863,0.0771,0.1194,0.36958571428571424,0.3383,0.1385,0.3636,0.0714,112.0,True,1,g3_multiclass_tissue,L20_G20,20
89.6,5,0.016600000000000004,-0.058499999999999996,0.00855714285714293,-187.0,9.999999999998899e-05,-0.15910000000000002,-0.0358,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4892,0.0723,0.1343,0.4127714285714285,0.378,0.1442,0.4091,0.0804,112.0,True,2,g3_multiclass_tissue,L20_G20,20
33.599999999999994,5,0.005400000000000009,0.030099999999999988,0.024357142857142855,4.0,0.02510000000000001,0.0116,0.03570000000000001,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.191,0.3713285714285714,0.3488,0.1189,0.2576,0.1518,112.0,True,4,g3_multiclass_tissue,L70_G70,70
33.599999999999994,5,-0.004299999999999998,-0.03160000000000002,0.027357142857142913,-107.0,0.020000000000000018,-0.03849999999999998,-0.02679999999999999,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4754,0.0796,0.2421,0.3582142857142857,0.3437,0.1495,0.2949,0.2054,112.0,True,3,g3_multiclass_tissue,L70_G70,70
33.599999999999994,5,0.012200000000000003,0.021100000000000008,0.018571428571428628,-40.0,0.018899999999999972,0.02560000000000001,0.01780000000000001,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4871,0.0771,0.2842,0.3609428571428571,0.3513,0.1385,0.3462,0.2411,112.0,True,1,g3_multiclass_tissue,L70_G70,70
33.599999999999994,5,0.008999999999999994,-0.010499999999999982,0.01540000000000008,-129.0,0.012199999999999989,-0.012800000000000006,-0.009000000000000008,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4858,0.0723,0.2105,0.4093857142857142,0.3845,0.1442,0.2564,0.1786,112.0,True,2,g3_multiclass_tissue,L70_G70,70
78.4,5,0.013400000000000002,0.013700000000000004,0.02081428571428573,-24.0,0.019899999999999973,0.02939999999999998,0.008999999999999994,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4821,0.0617,0.1096,0.3708142857142857,0.3382,0.1189,0.2353,0.0714,112.0,True,4,g3_multiclass_tissue,L30_G30,30
78.4,5,-0.010900000000000007,-0.08220000000000001,0.03327142857142856,-149.0,0.018900000000000028,-0.17650000000000002,-0.053599999999999995,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4763,0.0796,0.1781,0.3606285714285714,0.3378,0.1495,0.3824,0.1161,112.0,True,3,g3_multiclass_tissue,L30_G30,30
78.4,5,0.015899999999999997,-0.027400000000000008,0.01550000000000007,-82.0,0.010099999999999998,-0.05890000000000001,-0.0179,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4871,0.0771,0.1781,0.3683714285714285,0.3446,0.1385,0.3824,0.1161,112.0,True,1,g3_multiclass_tissue,L30_G30,30
78.4,5,0.012700000000000003,-0.06849999999999999,0.013228571428571423,-167.0,0.0030000000000000027,-0.1471,-0.0446,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.49,0.0723,0.1918,0.41097142857142854,0.3836,0.1442,0.4118,0.125,112.0,True,2,g3_multiclass_tissue,L30_G30,30
56.0,5,0.016400000000000005,-0.011899999999999994,0.022485714285714165,-5.0,0.018199999999999994,-0.0179,-0.008900000000000005,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4829,0.0617,0.1667,0.3706142857142858,0.3451,0.1189,0.25,0.125,112.0,True,4,g3_multiclass_tissue,L50_G50,50
56.0,5,-0.014499999999999999,-0.07140000000000002,0.02798571428571428,-131.0,0.015500000000000014,-0.10709999999999997,-0.05360000000000001,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4775,0.0796,0.2381,0.36067142857142853,0.3454,0.1495,0.3571,0.1786,112.0,True,3,g3_multiclass_tissue,L50_G50,50
56.0,5,0.0068000000000000005,0.0,0.016671428571428615,-60.0,0.014600000000000002,0.0,0.0,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4875,0.0771,0.2381,0.3664714285714285,0.3504,0.1385,0.3571,0.1786,112.0,True,1,g3_multiclass_tissue,L50_G50,50
56.0,5,0.0121,0.011899999999999994,0.011528571428571333,-148.0,0.01150000000000001,0.017799999999999983,0.009000000000000008,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4871,0.0723,0.1786,0.41020000000000006,0.3813,0.1442,0.2679,0.1339,112.0,True,2,g3_multiclass_tissue,L50_G50,50
22.400000000000006,5,0.012400000000000001,0.027900000000000008,0.023214285714285743,9.0,0.023799999999999988,-0.010399999999999993,0.0446,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.191,0.3713285714285714,0.3488,0.1189,0.2576,0.1518,112.0,True,4,g3_multiclass_tissue,L80_G80,80
22.400000000000006,5,-0.0023000000000000104,-0.039799999999999974,0.017942857142857205,-100.0,0.010699999999999987,-0.04490000000000002,-0.03570000000000001,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4754,0.0796,0.2587,0.3581285714285714,0.3457,0.1495,0.2921,0.2321,112.0,True,3,g3_multiclass_tissue,L80_G80,80
22.400000000000006,5,0.007599999999999996,0.009899999999999964,0.02062857142857144,-24.0,0.019299999999999984,0.011300000000000032,0.009000000000000008,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4858,0.0771,0.2886,0.35774285714285714,0.3491,0.1385,0.3258,0.2589,112.0,True,1,g3_multiclass_tissue,L80_G80,80
22.400000000000006,5,0.0092,-0.00990000000000002,0.014642857142857124,-115.0,0.0116,-0.011200000000000015,-0.008899999999999991,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4863,0.0723,0.2189,0.41035714285714286,0.3864,0.1442,0.2472,0.1964,112.0,True,2,g3_multiclass_tissue,L80_G80,80
285.6,7,0.0109,0.018699999999999994,0.03218571428571432,-18.0,0.030500000000000027,0.056400000000000006,0.011200000000000002,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.1729,0.37297142857142856,0.348,0.1189,0.5211,0.1036,357.0,True,4,g3_multiclass_tissue,L20_G20,20
285.6,7,-0.001700000000000007,0.009300000000000003,0.011385714285714277,-136.0,0.011099999999999999,0.028200000000000003,0.005600000000000008,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.47,0.0796,0.1963,0.34854285714285715,0.3295,0.1495,0.5915,0.1176,357.0,True,3,g3_multiclass_tissue,L20_G20,20
285.6,7,0.004400000000000001,0.04199999999999998,0.023971428571428532,-21.0,0.0262,0.12670000000000003,0.025199999999999986,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4833,0.0771,0.1589,0.37302857142857143,0.3463,0.1385,0.4789,0.0952,357.0,True,1,g3_multiclass_tissue,L20_G20,20
285.6,7,0.015100000000000002,0.00470000000000001,0.00029999999999991145,-55.0,0.0009000000000000119,0.014100000000000001,0.002799999999999997,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4804,0.0723,0.1822,0.41488571428571436,0.3858,0.1442,0.5493,0.1092,357.0,True,2,g3_multiclass_tissue,L20_G20,20
107.1,7,0.016900000000000005,0.13,0.024771428571428555,113.0,0.03789999999999999,-0.08229999999999998,0.15400000000000003,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.2,0.3700428571428572,0.3488,0.1189,0.4839,0.1261,357.0,True,4,g3_multiclass_tissue,L70_G70,70
107.1,7,-0.0005000000000000004,0.008400000000000019,0.012514285714285645,31.0,0.01200000000000001,-0.02629999999999999,0.022400000000000003,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4679,0.0796,0.3117,0.34558571428571433,0.3414,0.1495,0.4159,0.2493,357.0,True,3,g3_multiclass_tissue,L70_G70,70
107.1,7,0.004299999999999998,0.07520000000000002,0.01405714285714288,57.0,0.021699999999999997,-0.09939999999999999,0.10640000000000002,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4867,0.0771,0.2251,0.3725,0.3541,0.1385,0.4649,0.1485,357.0,True,1,g3_multiclass_tissue,L70_G70,70
107.1,7,0.015799999999999995,0.08179999999999998,-0.009942857142857087,45.0,0.0015000000000000013,-0.05349999999999999,0.10919999999999999,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0723,0.2449,0.41701428571428567,0.3955,0.1442,0.4511,0.1681,357.0,True,2,g3_multiclass_tissue,L70_G70,70
249.9,7,0.014000000000000005,0.024099999999999983,0.03068571428571426,10.0,0.029899999999999982,0.0020999999999999908,0.019600000000000006,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.2,0.3700428571428572,0.3488,0.1189,0.4839,0.1261,357.0,True,4,g3_multiclass_tissue,L30_G30,30
249.9,7,-0.009400000000000006,-0.008599999999999997,0.04012857142857146,-106.0,0.03400000000000003,-0.01870000000000005,-0.005599999999999994,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4717,0.0796,0.25,0.34855714285714284,0.3363,0.1495,0.5421,0.1625,357.0,True,3,g3_multiclass_tissue,L30_G30,30
249.9,7,0.006900000000000003,0.024499999999999994,0.02119999999999994,9.0,0.021600000000000008,0.043399999999999994,0.01679999999999998,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.485,0.0771,0.2039,0.37222857142857146,0.3512,0.1385,0.4519,0.1317,357.0,True,1,g3_multiclass_tissue,L30_G30,30
249.9,7,0.019699999999999995,0.021600000000000008,-0.0071285714285714286,-19.0,-0.003500000000000003,0.04670000000000002,0.013999999999999985,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4813,0.0723,0.2155,0.4156571428571429,0.3906,0.1442,0.4673,0.1401,357.0,True,2,g3_multiclass_tissue,L30_G30,30
178.5,7,0.014000000000000005,0.060699999999999976,0.0257714285714285,-1.0,0.030100000000000016,-0.006299999999999972,0.0532,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.2,0.3700428571428572,0.3488,0.1189,0.4839,0.1261,357.0,True,4,g3_multiclass_tissue,L50_G50,50
178.5,7,-0.0012000000000000066,0.0001000000000000445,0.025357142857142856,-36.0,0.022199999999999998,0.0126,-0.002799999999999997,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4704,0.0796,0.2991,0.34607142857142853,0.3402,0.1495,0.4494,0.2241,357.0,True,3,g3_multiclass_tissue,L50_G50,50
178.5,7,0.0040000000000000036,0.020000000000000018,0.022199999999999942,0.0,0.021899999999999975,-0.048799999999999955,0.0252,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4867,0.0771,0.2251,0.3725,0.3541,0.1385,0.4649,0.1485,357.0,True,1,g3_multiclass_tissue,L50_G50,50
178.5,7,0.009899999999999992,0.056999999999999995,-0.008871428571428475,0.0,-0.0006000000000000449,0.011299999999999977,0.055999999999999994,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0723,0.2449,0.41701428571428567,0.3955,0.1442,0.4511,0.1681,357.0,True,2,g3_multiclass_tissue,L50_G50,50
71.39999999999998,7,0.017800000000000003,0.12969999999999998,0.020414285714285718,158.0,0.03410000000000002,-0.11330000000000001,0.1708,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0617,0.2,0.3700428571428572,0.3488,0.1189,0.4839,0.1261,357.0,True,4,g3_multiclass_tissue,L80_G80,80
71.39999999999998,7,-0.0010000000000000009,0.014900000000000024,0.01359999999999989,56.0,0.013700000000000045,-0.04880000000000001,0.04479999999999998,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4679,0.0796,0.3117,0.34558571428571433,0.3414,0.1495,0.4159,0.2493,357.0,True,3,g3_multiclass_tissue,L80_G80,80
71.39999999999998,7,-0.0016000000000000042,0.09530000000000002,0.015000000000000013,79.0,0.024999999999999967,-0.1048,0.13999999999999999,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4867,0.0771,0.2251,0.3725,0.3541,0.1385,0.4649,0.1485,357.0,True,1,g3_multiclass_tissue,L80_G80,80
71.39999999999998,7,0.015199999999999991,0.10659999999999997,-0.01605714285714277,65.0,-0.0007000000000000339,-0.055999999999999994,0.1484,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4838,0.0723,0.2449,0.41701428571428567,0.3955,0.1442,0.4511,0.1681,357.0,True,2,g3_multiclass_tissue,L80_G80,80
68.0,2,0.0024000000000000063,0.0,-0.025557142857142834,-278.0,-0.02240000000000003,0.0,0.0,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4992,0.0617,0.1569,0.3905142857142857,0.3613,0.1189,0.4706,0.0941,85.0,True,4,g3_multiclass_tissue,L20_G20,20
68.0,2,-0.013700000000000004,-0.019599999999999992,-0.01735714285714285,-275.0,-0.01770000000000005,-0.05880000000000002,-0.011799999999999998,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4783,0.0796,0.1176,0.3706,0.339,0.1495,0.3529,0.0706,85.0,True,3,g3_multiclass_tissue,L20_G20,20
68.0,2,-0.005100000000000007,0.0,0.011457142857142888,-127.0,0.010000000000000009,0.0,0.0,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4896,0.0771,0.098,0.37411428571428573,0.3396,0.1385,0.2941,0.0588,85.0,True,1,g3_multiclass_tissue,L20_G20,20
68.0,2,-0.0050000000000000044,0.039199999999999985,-0.01944285714285715,-57.0,-0.0121,0.11759999999999998,0.023499999999999993,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4804,0.0723,0.1373,0.4032428571428571,0.37,0.1442,0.4118,0.0824,85.0,True,2,g3_multiclass_tissue,L20_G20,20
25.5,2,0.010200000000000008,-0.013800000000000034,0.002042857142857124,-242.0,0.0,-0.01689999999999997,-0.011800000000000033,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.5008,0.0617,0.3194,0.38699999999999996,0.3786,0.1189,0.3898,0.2706,85.0,True,4,g3_multiclass_tissue,L70_G70,70
25.5,2,-0.018500000000000003,0.08980000000000002,0.013757142857142912,-235.0,0.023300000000000043,0.15189999999999998,0.05879999999999996,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4763,0.0796,0.2361,0.36398571428571425,0.348,0.1495,0.2881,0.2,85.0,True,3,g3_multiclass_tissue,L70_G70,70
25.5,2,0.004299999999999998,-0.03999999999999998,0.015228571428571425,-87.0,0.00830000000000003,-0.045899999999999996,-0.0353,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4921,0.0771,0.2778,0.37284285714285714,0.361,0.1385,0.339,0.2353,85.0,True,1,g3_multiclass_tissue,L70_G70,70
25.5,2,0.0076999999999999985,-0.04459999999999997,-0.005628571428571427,-21.0,-0.01050000000000001,-0.033299999999999996,-0.04710000000000003,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4854,0.0723,0.3611,0.40395714285714285,0.3986,0.1442,0.4407,0.3059,85.0,True,2,g3_multiclass_tissue,L70_G70,70
59.5,2,-0.005999999999999998,0.036400000000000016,-0.011171428571428554,-273.0,-0.005200000000000038,0.07999999999999996,0.023599999999999996,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4996,0.0617,0.1818,0.39084285714285716,0.3647,0.1189,0.4,0.1176,85.0,True,4,g3_multiclass_tissue,L30_G30,30
59.5,2,-0.01050000000000001,0.0363,-0.013557142857142934,-259.0,-0.007299999999999973,0.08000000000000002,0.023499999999999993,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4775,0.0796,0.1455,0.3686714285714286,0.3408,0.1495,0.32,0.0941,85.0,True,3,g3_multiclass_tissue,L30_G30,30
59.5,2,-0.004500000000000004,0.0363,0.011000000000000065,-120.0,0.014100000000000001,0.08000000000000002,0.023499999999999993,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4896,0.0771,0.1455,0.3729142857142857,0.3445,0.1385,0.32,0.0941,85.0,True,1,g3_multiclass_tissue,L30_G30,30
59.5,2,-0.0022000000000000075,0.01820000000000002,-0.012242857142857222,-50.0,-0.008400000000000019,0.03999999999999998,0.011799999999999991,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4817,0.0723,0.1818,0.4043285714285715,0.3765,0.1442,0.4,0.1176,85.0,True,2,g3_multiclass_tissue,L30_G30,30
42.5,2,0.0006000000000000033,0.024399999999999977,-0.0013857142857143234,-259.0,0.0017999999999999683,0.06640000000000001,0.011800000000000005,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.5004,0.0617,0.252,0.3900428571428571,0.3728,0.1189,0.381,0.1882,85.0,True,4,g3_multiclass_tissue,L50_G50,50
42.5,2,-0.016100000000000003,0.04350000000000001,-0.0040142857142856925,-252.0,0.0020000000000000018,0.10949999999999999,0.02350000000000002,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4775,0.0796,0.1732,0.36832857142857145,0.3439,0.1495,0.2619,0.1294,85.0,True,3,g3_multiclass_tissue,L50_G50,50
42.5,2,-0.0007999999999999952,0.05560000000000001,0.01529999999999998,-104.0,0.02040000000000003,0.11329999999999998,0.03530000000000001,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4892,0.0771,0.1575,0.37275714285714284,0.3458,0.1385,0.2381,0.1176,85.0,True,1,g3_multiclass_tissue,L50_G50,50
42.5,2,0.006499999999999992,-0.015699999999999992,-0.008485714285714208,-38.0,-0.00940000000000002,-0.023799999999999988,-0.011800000000000005,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4829,0.0723,0.2677,0.4039428571428571,0.3869,0.1442,0.4048,0.2,85.0,True,2,g3_multiclass_tissue,L50_G50,50
17.0,2,0.0077000000000000055,-0.05230000000000001,-0.008942857142857197,-228.0,-0.014300000000000035,-0.05879999999999996,-0.046999999999999986,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.5029,0.0617,0.3922,0.38621428571428573,0.3869,0.1189,0.4412,0.3529,85.0,True,4,g3_multiclass_tissue,L80_G80,80
17.0,2,-0.014600000000000002,0.11769999999999997,0.013600000000000056,-221.0,0.026599999999999957,0.13240000000000002,0.1059,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4746,0.0796,0.2222,0.36207142857142854,0.3446,0.1495,0.25,0.2,85.0,True,3,g3_multiclass_tissue,L80_G80,80
17.0,2,-0.00010000000000000286,-0.06529999999999997,0.02351428571428571,-70.0,0.012400000000000022,-0.07350000000000001,-0.05889999999999998,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.4929,0.0771,0.3137,0.3723285714285715,0.365,0.1385,0.3529,0.2824,85.0,True,1,g3_multiclass_tissue,L80_G80,80
17.0,2,0.0006000000000000033,-0.013000000000000012,-0.004614285714285737,-4.0,-0.005699999999999983,-0.01469999999999999,-0.011699999999999988,data/tissuemnist/slice_1,tissuemnist,MobileNetV3,8,0.485,0.0723,0.3529,0.40364285714285714,0.3973,0.1442,0.3971,0.3176,85.0,True,2,g3_multiclass_tissue,L80_G80,80
51.0,0,-0.0051,0.0,-0.01100000000000012,-81.0,-0.008199999999999985,0.0,0.0,data/aider/slice_1,aider,MobileNetV3,4,0.9269,0.0279,0.3279,0.9748000000000001,0.813,0.0106,1.0,0.1961,102.0,True,4,g2_asym_tissue_aider,L50_G20,50
20.400000000000006,0,0.0116,-0.011699999999999988,-0.012933333333333463,-70.0,-0.012599999999999945,0.0,-0.009800000000000031,data/aider/slice_1,aider,MobileNetV3,4,0.9361,0.0279,0.4662,0.9767,0.8491,0.0106,1.0,0.3039,102.0,True,4,g2_asym_tissue_aider,L80_G30,80
71.4,0,-0.00030000000000000165,0.0,-0.012766666666666704,-69.0,-0.009599999999999942,0.0,0.0,data/aider/slice_1,aider,MobileNetV3,4,0.9361,0.0279,0.4662,0.9767,0.8491,0.0106,1.0,0.3039,102.0,True,4,g2_asym_tissue_aider,L30_G50,30
71.4,0,-0.0469,0.0,-0.0049000000000000155,-70.0,-0.0037000000000000366,0.0,0.0,data/aider/slice_1,aider,MobileNetV3,4,0.9328,0.124,0.4662,0.9641000000000001,0.8396,0.0087,1.0,0.3039,102.0,True,3,g2_asym_tissue_aider,L30_G50,30
71.4,0,-0.0874,0.0,-0.015799999999999925,-73.0,-0.01189999999999991,0.0,0.0,data/aider/slice_1,aider,MobileNetV3,4,0.9311,0.1698,0.4662,0.9553333333333333,0.8331,0.0136,1.0,0.3039,102.0,True,1,g2_asym_tissue_aider,L30_G50,30
71.4,0,-0.03520000000000001,0.0,-0.008199999999999763,-70.0,-0.006199999999999983,0.0,0.0,data/aider/slice_1,aider,MobileNetV3,4,0.9336,0.101,0.4662,0.9575333333333332,0.8347,0.0069,1.0,0.3039,102.0,True,2,g2_asym_tissue_aider,L30_G50,30
71.4,0,-0.002100000000000001,0.0,-0.01100000000000012,-81.0,-0.008199999999999985,0.0,0.0,data/aider/slice_1,aider,MobileNetV3,4,0.9269,0.0279,0.3279,0.9748000000000001,0.813,0.0106,1.0,0.1961,102.0,True,4,g2_asym_tissue_aider,L30_G20,30
71.4,0,-0.0634,-0.013900000000000023,-0.0074666666666667325,-83.0,-0.009000000000000008,0.0,-0.009800000000000003,data/aider/slice_1,aider,MobileNetV3,4,0.9235,0.124,0.3279,0.9622,0.8036,0.0087,1.0,0.1961,102.0,True,3,g2_asym_tissue_aider,L30_G20,30
