Metric,Value
Overall Accuracy,0.5498
""
Macro Averaged Metrics,
Precision (Macro),0.6264
Recall (Macro),0.4014
F1-Score (Macro),0.3581
""
Weighted Averaged Metrics,
Precision (Weighted),0.6159
Recall (Weighted),0.5498
F1-Score (Weighted),0.4472
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.7600,0.1348,0.2289,141
Enrolled,0.5833,0.0875,0.1522,80
Graduate,0.5358,0.9819,0.6933,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,19,4,118
Enrolled,3,7,70
Graduate,3,1,217
