Metric,Value
Overall Accuracy,0.5430
""
Macro Averaged Metrics,
Precision (Macro),0.4766
Recall (Macro),0.3779
F1-Score (Macro),0.3072
""
Weighted Averaged Metrics,
Precision (Weighted),0.5531
Recall (Weighted),0.5430
F1-Score (Weighted),0.4191
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.9048,0.1338,0.2331,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5249,1.0000,0.6885,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,19,0,123
Enrolled,2,0,77
Graduate,0,0,221
