Metric,Value
Overall Accuracy,0.5430
""
Macro Averaged Metrics,
Precision (Macro),0.5862
Recall (Macro),0.3891
F1-Score (Macro),0.3307
""
Weighted Averaged Metrics,
Precision (Weighted),0.5891
Recall (Weighted),0.5430
F1-Score (Weighted),0.4249
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.7222,0.0922,0.1635,141
Enrolled,0.5000,0.0750,0.1304,80
Graduate,0.5364,1.0000,0.6983,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,13,6,122
Enrolled,5,6,69
Graduate,0,0,221
