Metric,Value
Overall Accuracy,0.5113
""
Macro Averaged Metrics,
Precision (Macro),0.5019
Recall (Macro),0.3451
F1-Score (Macro),0.2466
""
Weighted Averaged Metrics,
Precision (Weighted),0.5741
Recall (Weighted),0.5113
F1-Score (Weighted),0.3577
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,1.0000,0.0352,0.0680,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5057,1.0000,0.6717,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,5,0,137
Enrolled,0,0,79
Graduate,0,0,221
