Metric,Value
Overall Accuracy,0.5566
""
Macro Averaged Metrics,
Precision (Macro),0.4489
Recall (Macro),0.3920
F1-Score (Macro),0.3302
""
Weighted Averaged Metrics,
Precision (Weighted),0.5293
Recall (Weighted),0.5566
F1-Score (Weighted),0.4436
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.8065,0.1761,0.2890,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5403,1.0000,0.7016,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,25,2,115
Enrolled,6,0,73
Graduate,0,0,221
