Metric,Value
Overall Accuracy,0.7081
""
Macro Averaged Metrics,
Precision (Macro),0.7073
Recall (Macro),0.5818
F1-Score (Macro),0.5934
""
Weighted Averaged Metrics,
Precision (Weighted),0.7206
Recall (Weighted),0.7081
F1-Score (Weighted),0.6722
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.8778,0.5563,0.6810,142
Enrolled,0.5714,0.2025,0.2991,79
Graduate,0.6728,0.9864,0.8000,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,79,10,53
Enrolled,10,16,53
Graduate,1,2,218
