epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lambda_g
144,nan,0.0,3,0,5.624709
145,nan,0.0,3,0,5.624709
146,nan,0.0,3,0,5.624709
147,nan,0.0,3,0,5.624709
148,nan,0.0,3,0,5.624709
149,nan,0.0,3,0,5.624709
150,nan,0.0,3,0,5.624709
151,nan,0.0,3,0,5.624709
152,nan,0.0,3,0,5.624709
153,nan,0.0,3,0,5.624709
154,nan,0.0,3,0,5.624709
155,nan,0.0,3,0,5.624709
156,nan,0.0,3,0,5.624709
157,nan,0.0,3,0,5.624709
158,nan,0.0,3,0,5.624709
159,nan,0.0,3,0,5.624709
160,nan,0.0,3,0,5.624709
161,nan,0.0,3,0,5.624709
162,nan,0.0,3,0,5.624709
163,nan,0.0,3,0,5.624709
164,nan,0.0,3,0,5.624709
165,nan,0.0,3,0,5.624709
166,nan,0.0,3,0,5.624709
167,nan,0.0,3,0,5.624709
168,nan,0.0,3,0,5.624709
169,nan,0.0,3,0,5.624709
170,nan,0.0,3,0,5.624709
171,nan,0.0,3,0,5.624709
172,nan,0.0,3,0,5.624709
173,nan,0.0,3,0,5.624709
174,nan,0.0,3,0,5.624709
175,nan,0.0,3,0,5.624709
176,nan,0.0,3,0,5.624709
177,nan,0.0,3,0,5.624709
178,nan,0.0,3,0,5.624709
179,nan,0.0,3,0,5.624709
180,nan,0.0,3,0,5.624709
181,nan,0.0,3,0,5.624709
182,nan,0.0,3,0,5.624709
183,nan,0.0,3,0,5.624709
184,nan,0.0,3,0,5.624709
185,nan,0.0,3,0,5.624709
186,nan,0.0,3,0,5.624709
187,nan,0.0,3,0,5.624709
188,nan,0.0,3,0,5.624709
189,nan,0.0,3,0,5.624709
190,nan,0.0,3,0,5.624709
191,nan,0.0,3,0,5.624709
192,nan,0.0,3,0,5.624709
193,nan,0.0,3,0,5.624709
194,nan,0.0,3,0,5.624709
195,nan,0.0,3,0,5.624709
196,nan,0.0,3,0,5.624709
197,nan,0.0,3,0,5.624709
198,nan,0.0,3,0,5.624709
199,nan,0.0,3,0,5.624709
200,nan,0.0,3,0,5.624709
201,nan,0.0,3,0,5.624709
202,nan,0.0,3,0,5.624709
203,nan,0.0,3,0,5.624709
204,nan,0.0,3,0,5.624709
205,nan,0.0,3,0,5.624709
206,nan,0.0,3,0,5.624709
207,nan,0.0,3,0,5.624709
208,nan,0.0,3,0,5.624709
209,nan,0.0,3,0,5.624709
210,nan,0.0,3,0,5.624709
211,nan,0.0,3,0,5.624709
212,nan,0.0,3,0,5.624709
213,nan,0.0,3,0,5.624709
214,nan,0.0,3,0,5.624709
215,nan,0.0,3,0,5.624709
216,nan,0.0,3,0,5.624709
217,nan,0.0,3,0,5.624709
218,nan,0.0,3,0,5.624709
219,nan,0.0,3,0,5.624709
220,nan,0.0,3,0,5.624709
221,nan,0.0,3,0,5.624709
222,nan,0.0,3,0,5.624709
223,nan,0.0,3,0,5.624709
224,nan,0.0,3,0,5.624709
225,nan,0.0,3,0,5.624709
226,nan,0.0,3,0,5.624709
227,nan,0.0,3,0,5.624709
228,nan,0.0,3,0,5.624709
229,nan,0.0,3,0,5.624709
230,nan,0.0,3,0,5.624709
231,nan,0.0,3,0,5.624709
232,nan,0.0,3,0,5.624709
233,nan,0.0,3,0,5.624709
234,nan,0.0,3,0,5.624709
235,nan,0.0,3,0,5.624709
236,nan,0.0,3,0,5.624709
237,nan,0.0,3,0,5.624709
238,nan,0.0,3,0,5.624709
239,nan,0.0,3,0,5.624709
240,nan,0.0,3,0,5.624709
241,nan,0.0,3,0,5.624709
242,nan,0.0,3,0,5.624709
243,nan,0.0,3,0,5.624709
244,nan,0.0,3,0,5.624709
245,nan,0.0,3,0,5.624709
246,nan,0.0,3,0,5.624709
247,nan,0.0,3,0,5.624709
248,nan,0.0,3,0,5.624709
249,nan,0.0,3,0,5.624709
250,nan,0.0,3,0,5.624709
251,nan,0.0,3,0,5.624709
252,nan,0.0,3,0,5.624709
253,nan,0.0,3,0,5.624709
254,nan,0.0,3,0,5.624709
255,nan,0.0,3,0,5.624709
256,nan,0.0,3,0,5.624709
257,nan,0.0,3,0,5.624709
258,nan,0.0,3,0,5.624709
259,nan,0.0,3,0,5.624709
260,nan,0.0,3,0,5.624709
261,nan,0.0,3,0,5.624709
262,nan,0.0,3,0,5.624709
263,nan,0.0,3,0,5.624709
264,nan,0.0,3,0,5.624709
265,nan,0.0,3,0,5.624709
266,nan,0.0,3,0,5.624709
267,nan,0.0,3,0,5.624709
268,nan,0.0,3,0,5.624709
269,nan,0.0,3,0,5.624709
270,nan,0.0,3,0,5.624709
271,nan,0.0,3,0,5.624709
272,nan,0.0,3,0,5.624709
273,nan,0.0,3,0,5.624709
274,nan,0.0,3,0,5.624709
275,nan,0.0,3,0,5.624709
276,nan,0.0,3,0,5.624709
277,nan,0.0,3,0,5.624709
278,nan,0.0,3,0,5.624709
279,nan,0.0,3,0,5.624709
280,nan,0.0,3,0,5.624709
281,nan,0.0,3,0,5.624709
282,nan,0.0,3,0,5.624709
283,nan,0.0,3,0,5.624709
284,nan,0.0,3,0,5.624709
285,nan,0.0,3,0,5.624709
286,nan,0.0,3,0,5.624709
287,nan,0.0,3,0,5.624709
288,nan,0.0,3,0,5.624709
289,nan,0.0,3,0,5.624709
290,nan,0.0,3,0,5.624709
291,nan,0.0,3,0,5.624709
292,nan,0.0,3,0,5.624709
293,nan,0.0,3,0,5.624709
294,nan,0.0,3,0,5.624709
295,nan,0.0,3,0,5.624709
296,nan,0.0,3,0,5.624709
297,nan,0.0,3,0,5.624709
298,nan,0.0,3,0,5.624709
299,nan,0.0,3,0,5.624709
