epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lambda_g
0,0.00205,0.0,240,0,0.602205
1,0.002747,153.978184,228,0,1.183344
2,nan,296.717854,218,0,1.749749
3,nan,427.318745,212,0,2.291785
4,nan,539.896633,204,0,2.801426
5,nan,629.51228,186,0,3.272489
6,nan,696.152409,168,0,3.700563
7,nan,740.190243,140,0,4.083179
8,nan,767.450592,128,0,4.419664
9,nan,777.358784,120,0,4.713005
10,nan,764.792229,98,0,4.964221
11,nan,748.643696,80,0,5.173513
12,nan,724.97847,70,0,5.34208
13,nan,689.450756,54,0,5.470989
14,nan,638.531597,40,0,5.561666
15,nan,587.279076,28,0,5.614069
16,nan,449.290054,11,0,5.624709
17,nan,0.0,3,0,5.624709
18,nan,0.0,3,0,5.624709
19,nan,0.0,3,0,5.624709
20,nan,0.0,3,0,5.624709
21,nan,0.0,3,0,5.624709
22,nan,0.0,3,0,5.624709
23,nan,0.0,3,0,5.624709
24,nan,0.0,3,0,5.624709
25,nan,0.0,3,0,5.624709
26,nan,0.0,3,0,5.624709
27,nan,0.0,3,0,5.624709
28,nan,0.0,3,0,5.624709
29,nan,0.0,3,0,5.624709
30,nan,0.0,3,0,5.624709
31,nan,0.0,3,0,5.624709
32,nan,0.0,3,0,5.624709
33,nan,0.0,3,0,5.624709
34,nan,0.0,3,0,5.624709
35,nan,0.0,3,0,5.624709
36,nan,0.0,3,0,5.624709
37,nan,0.0,3,0,5.624709
38,nan,0.0,3,0,5.624709
39,nan,0.0,3,0,5.624709
40,nan,0.0,3,0,5.624709
41,nan,0.0,3,0,5.624709
42,nan,0.0,3,0,5.624709
43,nan,0.0,3,0,5.624709
44,nan,0.0,3,0,5.624709
45,nan,0.0,3,0,5.624709
46,nan,0.0,3,0,5.624709
47,nan,0.0,3,0,5.624709
48,nan,0.0,3,0,5.624709
49,nan,0.0,3,0,5.624709
50,nan,0.0,3,0,5.624709
51,nan,0.0,3,0,5.624709
52,nan,0.0,3,0,5.624709
53,nan,0.0,3,0,5.624709
54,nan,0.0,3,0,5.624709
55,nan,0.0,3,0,5.624709
56,nan,0.0,3,0,5.624709
57,nan,0.0,3,0,5.624709
58,nan,0.0,3,0,5.624709
59,nan,0.0,3,0,5.624709
60,nan,0.0,3,0,5.624709
61,nan,0.0,3,0,5.624709
62,nan,0.0,3,0,5.624709
63,nan,0.0,3,0,5.624709
64,nan,0.0,3,0,5.624709
65,nan,0.0,3,0,5.624709
66,nan,0.0,3,0,5.624709
67,nan,0.0,3,0,5.624709
68,nan,0.0,3,0,5.624709
69,nan,0.0,3,0,5.624709
70,nan,0.0,3,0,5.624709
71,nan,0.0,3,0,5.624709
72,nan,0.0,3,0,5.624709
73,nan,0.0,3,0,5.624709
74,nan,0.0,3,0,5.624709
75,nan,0.0,3,0,5.624709
76,nan,0.0,3,0,5.624709
77,nan,0.0,3,0,5.624709
78,nan,0.0,3,0,5.624709
79,nan,0.0,3,0,5.624709
80,nan,0.0,3,0,5.624709
81,nan,0.0,3,0,5.624709
82,nan,0.0,3,0,5.624709
83,nan,0.0,3,0,5.624709
84,nan,0.0,3,0,5.624709
85,nan,0.0,3,0,5.624709
86,nan,0.0,3,0,5.624709
87,nan,0.0,3,0,5.624709
88,nan,0.0,3,0,5.624709
89,nan,0.0,3,0,5.624709
90,nan,0.0,3,0,5.624709
91,nan,0.0,3,0,5.624709
92,nan,0.0,3,0,5.624709
93,nan,0.0,3,0,5.624709
94,nan,0.0,3,0,5.624709
95,nan,0.0,3,0,5.624709
96,nan,0.0,3,0,5.624709
97,nan,0.0,3,0,5.624709
98,nan,0.0,3,0,5.624709
99,nan,0.0,3,0,5.624709
100,nan,0.0,3,0,5.624709
101,nan,0.0,3,0,5.624709
102,nan,0.0,3,0,5.624709
103,nan,0.0,3,0,5.624709
104,nan,0.0,3,0,5.624709
105,nan,0.0,3,0,5.624709
106,nan,0.0,3,0,5.624709
107,nan,0.0,3,0,5.624709
108,nan,0.0,3,0,5.624709
109,nan,0.0,3,0,5.624709
110,nan,0.0,3,0,5.624709
111,nan,0.0,3,0,5.624709
112,nan,0.0,3,0,5.624709
113,nan,0.0,3,0,5.624709
114,nan,0.0,3,0,5.624709
115,nan,0.0,3,0,5.624709
116,nan,0.0,3,0,5.624709
117,nan,0.0,3,0,5.624709
118,nan,0.0,3,0,5.624709
119,nan,0.0,3,0,5.624709
120,nan,0.0,3,0,5.624709
121,nan,0.0,3,0,5.624709
122,nan,0.0,3,0,5.624709
123,nan,0.0,3,0,5.624709
124,nan,0.0,3,0,5.624709
125,nan,0.0,3,0,5.624709
126,nan,0.0,3,0,5.624709
127,nan,0.0,3,0,5.624709
128,nan,0.0,3,0,5.624709
129,nan,0.0,3,0,5.624709
130,nan,0.0,3,0,5.624709
131,nan,0.0,3,0,5.624709
132,nan,0.0,3,0,5.624709
133,nan,0.0,3,0,5.624709
134,nan,0.0,3,0,5.624709
135,nan,0.0,3,0,5.624709
136,nan,0.0,3,0,5.624709
137,nan,0.0,3,0,5.624709
138,nan,0.0,3,0,5.624709
139,nan,0.0,3,0,5.624709
140,nan,0.0,3,0,5.624709
141,nan,0.0,3,0,5.624709
142,nan,0.0,3,0,5.624709
143,nan,0.0,3,0,5.624709
