epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lam_g,max_u_g,h_u
0,0.00368,0.0,262,0,0.000687,7e-06,0.0
1,0.001761,0.000329,242,0,0.001335,1.9e-05,0.0
2,nan,0.000637,242,0,0.001982,3.5e-05,0.0
3,nan,0.000944,242,0,0.002629,5.4e-05,0.0
4,nan,0.001246,240,0,0.003273,7.6e-05,0.0
5,nan,0.001545,240,0,0.003914,0.0001,0.0
6,nan,0.001834,238,0,0.00455,0.000126,1e-06
7,nan,0.002118,236,0,0.005179,0.000152,1e-06
8,nan,0.002389,230,0,0.0058,0.00018,2e-06
9,nan,0.002635,228,0,0.006411,0.000208,2e-06
10,nan,0.002867,222,0,0.007011,0.000236,3e-06
11,nan,0.003077,220,0,0.007599,0.000265,3e-06
12,nan,0.003307,214,0,0.008173,0.000294,4e-06
13,nan,0.003487,212,0,0.008732,0.000322,5e-06
14,nan,0.003649,210,0,0.009275,0.000351,6e-06
15,nan,0.003781,200,0,0.0098,0.000379,7e-06
16,nan,0.00391,194,0,0.010307,0.000406,8e-06
17,nan,0.003997,186,0,0.01079,0.000433,9e-06
18,nan,0.004058,182,0,0.011253,0.000459,1e-05
19,nan,0.004101,174,0,0.011694,0.000484,1.1e-05
20,nan,0.004115,164,0,0.012114,0.000508,1.2e-05
21,nan,0.004119,160,0,0.01251,0.000532,1.4e-05
22,nan,0.004094,156,0,0.012882,0.000554,1.5e-05
23,nan,0.004028,140,0,0.013232,0.000576,1.6e-05
24,nan,0.003957,130,0,0.013557,0.000596,1.7e-05
25,nan,0.003902,124,0,0.013859,0.000615,1.8e-05
26,nan,0.003801,116,0,0.014135,0.000634,1.9e-05
27,nan,0.003705,104,0,0.014386,0.000651,2e-05
28,nan,0.003616,88,0,0.014613,0.000667,2.1e-05
29,nan,0.003506,72,0,0.014816,0.000682,2.2e-05
30,nan,0.003409,64,0,0.014997,0.000695,2.3e-05
31,nan,0.003284,58,0,0.015157,0.000708,2.3e-05
32,nan,0.003184,58,0,0.015297,0.000719,2.4e-05
33,nan,0.003068,52,0,0.015418,0.00073,2.4e-05
34,nan,0.002952,48,0,0.015519,0.000739,2.5e-05
35,nan,0.002842,43,0,0.015602,0.000747,2.5e-05
36,nan,0.00271,34,0,0.015668,0.000754,2.6e-05
37,nan,0.002609,29,0,0.015717,0.000761,2.6e-05
38,nan,0.002485,23,0,0.01575,0.000766,2.6e-05
39,nan,0.002387,12,0,0.015768,0.000771,2.7e-05
40,nan,0.002274,6,0,0.015772,0.000774,2.7e-05
41,nan,0.002182,6,0,0.015761,0.000777,2.7e-05
42,nan,0.002065,4,0,0.015738,0.000779,2.7e-05
43,nan,0.001989,2,0,0.015702,0.00078,2.7e-05
44,nan,0.001905,2,0,0.015654,0.000781,2.7e-05
45,nan,0.00181,0,1,0.015595,0.00078,2.6e-05
46,nan,0.001725,0,1,0.015525,0.00078,2.6e-05
47,nan,0.001634,0,1,0.015444,0.000778,2.6e-05
48,nan,0.001562,0,1,0.015353,0.000776,2.6e-05
49,nan,0.001482,0,1,0.015252,0.000773,2.5e-05
