Epoch,Train_Acc,L_pred_CE,L_target_Global,L_feat_Local,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Dropout,Limit_Enrolled,Limit_Graduate,Hard_Dropout,Hard_Enrolled,Hard_Graduate,Soft_Dropout,Soft_Enrolled,Soft_Graduate,Excess_Dropout,Excess_Enrolled,Excess_Graduate,Course_ID,Course_Hard_Dropout,Course_Hard_Enrolled,Course_Hard_Graduate,Course_Soft_Dropout,Course_Soft_Enrolled,Course_Soft_Graduate
1,0.7065,0.712215,0.660979,0.642024,0.01,0.01,0,0,42,24,inf,157,111,174,178.36,104.10,159.54,136.36,80.10,0.00,1,0,0,0,0.00,0.00,0.00
3,0.7463,0.606965,0.696590,0.651242,0.01,0.01,0,0,42,24,inf,98,98,246,120.40,101.01,220.59,78.40,77.01,0.00,1,0,0,0,0.00,0.00,0.00
6,0.7713,0.593802,0.744914,0.718726,0.01,0.01,0,0,42,24,inf,108,79,255,125.43,92.87,223.70,83.43,68.87,0.00,1,0,0,0,0.00,0.00,0.00
9,0.7804,0.562270,0.708776,0.681854,0.01,0.01,0,0,42,24,inf,125,87,230,143.81,94.71,203.48,101.81,70.71,0.00,1,0,0,0,0.00,0.00,0.00
12,0.7874,0.559699,0.696020,0.664246,0.01,0.01,0,0,42,24,inf,148,38,256,159.88,64.79,217.33,117.88,40.79,0.00,1,0,0,0,0.00,0.00,0.00
15,0.7882,0.549687,0.663065,0.645515,0.01,0.01,0,0,42,24,inf,139,48,255,150.95,61.84,229.21,108.95,37.84,0.00,1,0,0,0,0.00,0.00,0.00
18,0.7929,0.559915,0.675149,0.652793,0.01,0.01,0,0,42,24,inf,121,45,276,133.77,65.82,242.41,91.77,41.82,0.00,1,0,0,0,0.00,0.00,0.00
21,0.7945,0.534472,0.667060,0.627938,0.01,0.01,0,0,42,24,inf,151,47,244,165.32,68.36,208.32,123.32,44.36,0.00,1,0,0,0,0.00,0.00,0.00
24,0.8076,0.525633,0.672283,0.635548,0.01,0.01,0,0,42,24,inf,138,46,258,150.12,66.80,225.08,108.12,42.80,0.00,1,0,0,0,0.00,0.00,0.00
27,0.7985,0.551647,0.651965,0.609895,0.01,0.01,0,0,42,24,inf,126,56,260,138.52,64.89,238.59,96.52,40.89,0.00,1,0,0,0,0.00,0.00,0.00
30,0.7955,0.533488,0.648702,0.602850,0.01,0.01,0,0,42,24,inf,156,43,243,170.76,59.55,211.69,128.76,35.55,0.00,1,0,0,0,0.00,0.00,0.00
33,0.8121,0.534886,0.654998,0.611481,0.01,0.01,0,0,42,24,inf,139,48,255,156.53,58.47,227.00,114.53,34.47,0.00,1,0,0,0,0.00,0.00,0.00
36,0.8088,0.499655,0.673297,0.643979,0.01,0.01,0,0,42,24,inf,126,60,256,137.33,68.64,236.02,95.33,44.64,0.00,1,0,0,0,0.00,0.00,0.00
39,0.8171,0.545789,0.677246,0.655325,0.01,0.01,0,0,42,24,inf,131,54,257,146.44,65.47,230.09,104.44,41.47,0.00,1,0,0,0,0.00,0.00,0.00
42,0.8043,0.539076,0.686078,0.664122,0.01,0.01,0,0,42,24,inf,130,73,239,144.06,85.25,212.69,102.06,61.25,0.00,1,0,0,0,0.00,0.00,0.00
45,0.8161,0.517513,0.691820,0.651336,0.01,0.01,0,0,42,24,inf,124,63,255,136.69,72.71,232.61,94.69,48.71,0.00,1,0,0,0,0.00,0.00,0.00
48,0.8146,0.516612,0.682143,0.637674,0.01,0.01,0,0,42,24,inf,138,57,247,152.06,65.92,224.02,110.06,41.92,0.00,1,0,0,0,0.00,0.00,0.00
51,0.8234,0.476486,0.650838,0.620614,0.01,0.01,0,0,42,24,inf,141,43,258,156.49,54.64,230.87,114.49,30.64,0.00,1,0,0,0,0.00,0.00,0.00
54,0.8242,0.501151,0.659976,0.617956,0.01,0.01,0,0,42,24,inf,148,54,240,160.91,67.24,213.86,118.91,43.24,0.00,1,0,0,0,0.00,0.00,0.00
57,0.8209,0.492492,0.672207,0.631522,0.01,0.01,0,0,42,24,inf,140,57,245,145.59,69.09,227.32,103.59,45.09,0.00,1,0,0,0,0.00,0.00,0.00
60,0.8194,0.479376,0.649898,0.612266,0.01,0.01,0,0,42,24,inf,134,36,272,144.27,56.30,241.43,102.27,32.30,0.00,1,0,0,0,0.00,0.00,0.00
63,0.8285,0.477119,0.645612,0.614100,0.01,0.01,0,0,42,24,inf,146,42,254,159.93,51.61,230.46,117.93,27.61,0.00,1,0,0,0,0.00,0.00,0.00
66,0.8219,0.465479,0.591872,0.570411,0.01,0.01,0,0,42,24,inf,130,32,280,140.37,45.75,255.88,98.37,21.75,0.00,1,0,0,0,0.00,0.00,0.00
