Metric,Value
Overall Accuracy,0.5249
""
Macro Averaged Metrics,
Precision (Macro),0.6344
Recall (Macro),0.3666
F1-Score (Macro),0.2901
""
Weighted Averaged Metrics,
Precision (Weighted),0.5904
Recall (Weighted),0.5249
F1-Score (Weighted),0.3883
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.5833,0.0493,0.0909,142
Enrolled,0.8000,0.0506,0.0952,79
Graduate,0.5200,1.0000,0.6842,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,7,1,134
Enrolled,5,4,70
Graduate,0,0,221
