Metric,Value
Overall Accuracy,0.5090
""
Macro Averaged Metrics,
Precision (Macro),0.4352
Recall (Macro),0.3427
F1-Score (Macro),0.2421
""
Weighted Averaged Metrics,
Precision (Weighted),0.5099
Recall (Weighted),0.5090
F1-Score (Weighted),0.3534
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.8000,0.0282,0.0544,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5057,1.0000,0.6717,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,4,0,138
Enrolled,1,0,78
Graduate,0,0,221
