Metric,Value
Overall Accuracy,0.6855
""
Macro Averaged Metrics,
Precision (Macro),0.6945
Recall (Macro),0.5622
F1-Score (Macro),0.5752
""
Weighted Averaged Metrics,
Precision (Weighted),0.7174
Recall (Weighted),0.6855
F1-Score (Weighted),0.6506
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.9571,0.4752,0.6351,141
Enrolled,0.4737,0.2250,0.3051,80
Graduate,0.6527,0.9864,0.7856,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,67,17,57
Enrolled,3,18,59
Graduate,0,3,218
