epoch,ce_loss,constraint_loss,total_excess,all_satisfied,max_lambda_g
0,0.00368,0.0,262,0,0.687684
1,0.001761,183.119064,242,0,1.336883
2,nan,349.04702,230,0,1.965803
3,nan,495.125114,224,0,2.561741
4,nan,615.373943,210,0,3.115374
5,nan,708.397316,192,0,3.619104
6,nan,766.444141,168,0,4.070354
7,nan,803.712147,160,0,4.466314
8,nan,816.482407,146,0,4.806272
9,nan,800.709457,110,0,5.087684
10,nan,764.887592,76,0,5.310395
11,nan,723.883038,64,0,5.478082
12,nan,674.091915,48,0,5.594887
13,nan,613.164837,29,0,5.663304
14,nan,555.127937,13,0,5.686654
15,nan,79.662377,3,0,5.686654
16,nan,0.0,2,0,5.686654
17,nan,0.0,2,0,5.686654
18,nan,0.0,2,0,5.686654
19,nan,0.0,2,0,5.686654
20,nan,0.0,2,0,5.686654
21,nan,0.0,2,0,5.686654
22,nan,0.0,2,0,5.686654
23,nan,0.0,2,0,5.686654
24,nan,0.0,2,0,5.686654
25,nan,0.0,2,0,5.686654
26,nan,0.0,2,0,5.686654
27,nan,0.0,2,0,5.686654
28,nan,0.0,2,0,5.686654
29,nan,0.0,2,0,5.686654
30,nan,0.0,2,0,5.686654
31,nan,0.0,2,0,5.686654
32,nan,0.0,2,0,5.686654
33,nan,0.0,2,0,5.686654
34,nan,0.0,2,0,5.686654
35,nan,0.0,2,0,5.686654
36,nan,0.0,2,0,5.686654
37,nan,0.0,2,0,5.686654
38,nan,0.0,2,0,5.686654
39,nan,0.0,2,0,5.686654
40,nan,0.0,2,0,5.686654
41,nan,0.0,2,0,5.686654
42,nan,0.0,2,0,5.686654
43,nan,0.0,2,0,5.686654
44,nan,0.0,2,0,5.686654
45,nan,0.0,2,0,5.686654
46,nan,0.0,2,0,5.686654
47,nan,0.0,2,0,5.686654
48,nan,0.0,2,0,5.686654
49,nan,0.0,2,0,5.686654
50,nan,0.0,2,0,5.686654
51,nan,0.0,2,0,5.686654
52,nan,0.0,2,0,5.686654
53,nan,0.0,2,0,5.686654
54,nan,0.0,2,0,5.686654
55,nan,0.0,2,0,5.686654
56,nan,0.0,2,0,5.686654
57,nan,0.0,2,0,5.686654
58,nan,0.0,2,0,5.686654
59,nan,0.0,2,0,5.686654
60,nan,0.0,2,0,5.686654
61,nan,0.0,2,0,5.686654
62,nan,0.0,2,0,5.686654
63,nan,0.0,2,0,5.686654
64,nan,0.0,2,0,5.686654
65,nan,0.0,2,0,5.686654
66,nan,0.0,2,0,5.686654
67,nan,0.0,2,0,5.686654
68,nan,0.0,2,0,5.686654
69,nan,0.0,2,0,5.686654
70,nan,0.0,2,0,5.686654
71,nan,0.0,2,0,5.686654
72,nan,0.0,2,0,5.686654
73,nan,0.0,2,0,5.686654
74,nan,0.0,2,0,5.686654
75,nan,0.0,2,0,5.686654
76,nan,0.0,2,0,5.686654
77,nan,0.0,2,0,5.686654
78,nan,0.0,2,0,5.686654
79,nan,0.0,2,0,5.686654
80,nan,0.0,2,0,5.686654
81,nan,0.0,2,0,5.686654
82,nan,0.0,2,0,5.686654
83,nan,0.0,2,0,5.686654
84,nan,0.0,2,0,5.686654
85,nan,0.0,2,0,5.686654
86,nan,0.0,2,0,5.686654
87,nan,0.0,2,0,5.686654
88,nan,0.0,2,0,5.686654
89,nan,0.0,2,0,5.686654
90,nan,0.0,2,0,5.686654
91,nan,0.0,2,0,5.686654
92,nan,0.0,2,0,5.686654
93,nan,0.0,2,0,5.686654
94,nan,0.0,2,0,5.686654
95,nan,0.0,2,0,5.686654
96,nan,0.0,2,0,5.686654
97,nan,0.0,2,0,5.686654
98,nan,0.0,2,0,5.686654
99,nan,0.0,2,0,5.686654
100,nan,0.0,2,0,5.686654
101,nan,0.0,2,0,5.686654
102,nan,0.0,2,0,5.686654
103,nan,0.0,2,0,5.686654
104,nan,0.0,2,0,5.686654
105,nan,0.0,2,0,5.686654
106,nan,0.0,2,0,5.686654
107,nan,0.0,2,0,5.686654
108,nan,0.0,2,0,5.686654
109,nan,0.0,2,0,5.686654
110,nan,0.0,2,0,5.686654
111,nan,0.0,2,0,5.686654
112,nan,0.0,2,0,5.686654
113,nan,0.0,2,0,5.686654
114,nan,0.0,2,0,5.686654
115,nan,0.0,2,0,5.686654
116,nan,0.0,2,0,5.686654
117,nan,0.0,2,0,5.686654
118,nan,0.0,2,0,5.686654
119,nan,0.0,2,0,5.686654
120,nan,0.0,2,0,5.686654
121,nan,0.0,2,0,5.686654
122,nan,0.0,2,0,5.686654
123,nan,0.0,2,0,5.686654
124,nan,0.0,2,0,5.686654
125,nan,0.0,2,0,5.686654
126,nan,0.0,2,0,5.686654
127,nan,0.0,2,0,5.686654
128,nan,0.0,2,0,5.686654
129,nan,0.0,2,0,5.686654
130,nan,0.0,2,0,5.686654
131,nan,0.0,2,0,5.686654
132,nan,0.0,2,0,5.686654
133,nan,0.0,2,0,5.686654
134,nan,0.0,2,0,5.686654
135,nan,0.0,2,0,5.686654
136,nan,0.0,2,0,5.686654
137,nan,0.0,2,0,5.686654
138,nan,0.0,2,0,5.686654
139,nan,0.0,2,0,5.686654
140,nan,0.0,2,0,5.686654
141,nan,0.0,2,0,5.686654
142,nan,0.0,2,0,5.686654
143,nan,0.0,2,0,5.686654
144,nan,0.0,2,0,5.686654
145,nan,0.0,2,0,5.686654
146,nan,0.0,2,0,5.686654
147,nan,0.0,2,0,5.686654
148,nan,0.0,2,0,5.686654
149,nan,0.0,2,0,5.686654
150,nan,0.0,2,0,5.686654
151,nan,0.0,2,0,5.686654
152,nan,0.0,2,0,5.686654
153,nan,0.0,2,0,5.686654
154,nan,0.0,2,0,5.686654
155,nan,0.0,2,0,5.686654
156,nan,0.0,2,0,5.686654
157,nan,0.0,2,0,5.686654
158,nan,0.0,2,0,5.686654
159,nan,0.0,2,0,5.686654
160,nan,0.0,2,0,5.686654
161,nan,0.0,2,0,5.686654
162,nan,0.0,2,0,5.686654
163,nan,0.0,2,0,5.686654
164,nan,0.0,2,0,5.686654
165,nan,0.0,2,0,5.686654
166,nan,0.0,2,0,5.686654
167,nan,0.0,2,0,5.686654
168,nan,0.0,2,0,5.686654
169,nan,0.0,2,0,5.686654
170,nan,0.0,2,0,5.686654
171,nan,0.0,2,0,5.686654
172,nan,0.0,2,0,5.686654
173,nan,0.0,2,0,5.686654
174,nan,0.0,2,0,5.686654
175,nan,0.0,2,0,5.686654
176,nan,0.0,2,0,5.686654
177,nan,0.0,2,0,5.686654
178,nan,0.0,2,0,5.686654
179,nan,0.0,2,0,5.686654
180,nan,0.0,2,0,5.686654
181,nan,0.0,2,0,5.686654
182,nan,0.0,2,0,5.686654
183,nan,0.0,2,0,5.686654
184,nan,0.0,2,0,5.686654
185,nan,0.0,2,0,5.686654
186,nan,0.0,2,0,5.686654
187,nan,0.0,2,0,5.686654
188,nan,0.0,2,0,5.686654
189,nan,0.0,2,0,5.686654
190,nan,0.0,2,0,5.686654
191,nan,0.0,2,0,5.686654
192,nan,0.0,2,0,5.686654
193,nan,0.0,2,0,5.686654
194,nan,0.0,2,0,5.686654
195,nan,0.0,2,0,5.686654
196,nan,0.0,2,0,5.686654
197,nan,0.0,2,0,5.686654
198,nan,0.0,2,0,5.686654
199,nan,0.0,2,0,5.686654
200,nan,0.0,2,0,5.686654
201,nan,0.0,2,0,5.686654
202,nan,0.0,2,0,5.686654
203,nan,0.0,2,0,5.686654
204,nan,0.0,2,0,5.686654
