campaign,root,dataset,model,method,cap,seed,warmup,status,cc_f1,cc_prec,cc_rec,f1_macro,acc,ece,sat,flips,constrained_class,group_column,sweep_tag,config_path
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L20_G80,1,50,completed,0.3279,1.0,0.1961,0.7961,0.9218,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/danits_lp/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L20_G80,2,50,completed,0.3279,1.0,0.1961,0.7967,0.9244,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/danits_lp/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L20_G80,3,50,completed,0.3279,1.0,0.1961,0.8036,0.9235,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/danits_lp/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L20_G80,4,50,completed,0.3279,1.0,0.1961,0.813,0.9269,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/danits_lp/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L20_G80,1,50,completed,0.3279,1.0,0.1961,0.7789,0.9067,0.0913,,7,0,synth_group,,results/pending_runs/aider_asym/L20_G80/fioretto_ldf/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L20_G80,2,50,completed,0.3279,1.0,0.1961,0.7834,0.9092,0.0883,,8,0,synth_group,,results/pending_runs/aider_asym/L20_G80/fioretto_ldf/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L20_G80,3,50,completed,0.3279,1.0,0.1961,0.7982,0.9185,0.0748,,4,0,synth_group,,results/pending_runs/aider_asym/L20_G80/fioretto_ldf/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L20_G80,4,50,completed,0.3279,1.0,0.1961,0.8034,0.921,0.0762,,7,0,synth_group,,results/pending_runs/aider_asym/L20_G80/fioretto_ldf/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L20_G80,1,50,completed,0.3279,1.0,0.1961,0.7961,0.9218,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/heuristic/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L20_G80,2,50,completed,0.3279,1.0,0.1961,0.7977,0.9244,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/heuristic/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L20_G80,3,50,completed,0.3279,1.0,0.1961,0.8007,0.9235,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/heuristic/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L20_G80,4,50,completed,0.3279,1.0,0.1961,0.813,0.9269,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/heuristic/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L20_G80,1,50,completed,0.3279,1.0,0.1961,0.7743,0.9042,0.1021,,15,0,synth_group,,results/pending_runs/aider_asym/L20_G80/hounie_rcl/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L20_G80,2,50,completed,0.2787,0.85,0.1667,0.7533,0.8958,0.1084,,17,0,synth_group,,results/pending_runs/aider_asym/L20_G80/hounie_rcl/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L20_G80,3,50,completed,0.3115,0.95,0.1863,0.7931,0.9151,0.094,,18,0,synth_group,,results/pending_runs/aider_asym/L20_G80/hounie_rcl/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L20_G80,4,50,completed,0.2623,0.8,0.1569,0.7704,0.9059,0.095,,16,0,synth_group,,results/pending_runs/aider_asym/L20_G80/hounie_rcl/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L20_G80,1,50,completed,0.3279,1.0,0.1961,0.7789,0.9067,0.0898,,6,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L20_G80,2,50,completed,0.3279,1.0,0.1961,0.7864,0.9109,0.0822,,2,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L20_G80,3,50,completed,0.3279,1.0,0.1961,0.801,0.9202,0.0703,,1,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L20_G80,4,50,completed,0.3279,1.0,0.1961,0.8065,0.9235,0.0731,,0,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L20_G80,1,50,completed,0.3279,1.0,0.1961,0.7789,0.9067,0.0941,,9,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo_bounded/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L20_G80,2,50,completed,0.3279,1.0,0.1961,0.7878,0.9118,0.0833,,4,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo_bounded/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L20_G80,3,50,completed,0.3279,1.0,0.1961,0.7982,0.9185,0.078,,7,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo_bounded/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L20_G80,4,50,completed,0.3279,1.0,0.1961,0.8034,0.921,0.0785,,8,0,synth_group,,results/pending_runs/aider_asym/L20_G80/tralo_bounded/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L30_G70,1,50,completed,0.4662,1.0,0.3039,0.8331,0.9311,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/danits_lp/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L30_G70,2,50,completed,0.4662,1.0,0.3039,0.8347,0.9336,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/danits_lp/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L30_G70,3,50,completed,0.4662,1.0,0.3039,0.8396,0.9328,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/danits_lp/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L30_G70,4,50,completed,0.4662,1.0,0.3039,0.8491,0.9361,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/danits_lp/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L30_G70,1,50,completed,0.4662,1.0,0.3039,0.8182,0.9185,0.0832,,14,0,synth_group,,results/pending_runs/aider_asym/L30_G70/fioretto_ldf/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L30_G70,2,50,completed,0.4662,1.0,0.3039,0.8242,0.9218,0.0751,,7,0,synth_group,,results/pending_runs/aider_asym/L30_G70/fioretto_ldf/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L30_G70,3,50,completed,0.4662,1.0,0.3039,0.8355,0.9286,0.0631,,3,0,synth_group,,results/pending_runs/aider_asym/L30_G70/fioretto_ldf/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L30_G70,4,50,completed,0.4662,1.0,0.3039,0.8408,0.9311,0.0696,,9,0,synth_group,,results/pending_runs/aider_asym/L30_G70/fioretto_ldf/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L30_G70,1,50,completed,0.4662,1.0,0.3039,0.8321,0.9311,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/heuristic/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L30_G70,2,50,completed,0.4662,1.0,0.3039,0.8337,0.9336,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/heuristic/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L30_G70,3,50,completed,0.4662,1.0,0.3039,0.8396,0.9328,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/heuristic/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L30_G70,4,50,completed,0.4662,1.0,0.3039,0.8501,0.9361,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/heuristic/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L30_G70,1,50,completed,0.4662,1.0,0.3039,0.8149,0.916,0.0969,,23,0,synth_group,,results/pending_runs/aider_asym/L30_G70/hounie_rcl/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L30_G70,2,50,completed,0.406,0.871,0.2647,0.7913,0.9067,0.106,,28,0,synth_group,,results/pending_runs/aider_asym/L30_G70/hounie_rcl/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L30_G70,3,50,completed,0.4511,0.9677,0.2941,0.8308,0.9252,0.0913,,28,0,synth_group,,results/pending_runs/aider_asym/L30_G70/hounie_rcl/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L30_G70,4,50,completed,0.3759,0.8065,0.2451,0.8046,0.916,0.0877,,24,0,synth_group,,results/pending_runs/aider_asym/L30_G70/hounie_rcl/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L30_G70,1,50,completed,0.4662,1.0,0.3039,0.8212,0.9202,0.0756,,6,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L30_G70,2,50,completed,0.4662,1.0,0.3039,0.8285,0.9244,0.0685,,2,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L30_G70,3,50,completed,0.4662,1.0,0.3039,0.8373,0.9303,0.0597,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L30_G70,4,50,completed,0.4662,1.0,0.3039,0.8381,0.9294,0.0648,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L30_G70,1,50,completed,0.4662,1.0,0.3039,0.8182,0.9185,0.079,,10,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo_bounded/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L30_G70,2,50,completed,0.4662,1.0,0.3039,0.8271,0.9235,0.0709,,4,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo_bounded/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L30_G70,3,50,completed,0.4662,1.0,0.3039,0.8359,0.9294,0.0585,,0,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo_bounded/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L30_G70,4,50,completed,0.4662,1.0,0.3039,0.8408,0.9311,0.0681,,3,0,synth_group,,results/pending_runs/aider_asym/L30_G70/tralo_bounded/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L70_G30,1,50,completed,0.4662,1.0,0.3039,0.8331,0.9311,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/danits_lp/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L70_G30,2,50,completed,0.4662,1.0,0.3039,0.8347,0.9336,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/danits_lp/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L70_G30,3,50,completed,0.4662,1.0,0.3039,0.8396,0.9328,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/danits_lp/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L70_G30,4,50,completed,0.4662,1.0,0.3039,0.8491,0.9361,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/danits_lp/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L70_G30,1,50,completed,0.4308,1.0,0.2745,0.8105,0.9168,0.0736,,86,0,synth_group,,results/pending_runs/aider_asym/L70_G30/fioretto_ldf/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L70_G30,2,50,completed,0.3937,1.0,0.2451,0.8068,0.9176,0.0761,,92,0,synth_group,,results/pending_runs/aider_asym/L70_G30/fioretto_ldf/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L70_G30,3,50,completed,0.4308,1.0,0.2745,0.8263,0.9261,0.063,,86,0,synth_group,,results/pending_runs/aider_asym/L70_G30/fioretto_ldf/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L70_G30,4,50,completed,0.4662,1.0,0.3039,0.8408,0.9311,0.0624,,80,0,synth_group,,results/pending_runs/aider_asym/L70_G30/fioretto_ldf/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L70_G30,1,50,completed,0.4662,1.0,0.3039,0.8321,0.9311,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/heuristic/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L70_G30,2,50,completed,0.4662,1.0,0.3039,0.8337,0.9336,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/heuristic/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L70_G30,3,50,completed,0.4662,1.0,0.3039,0.8396,0.9328,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/heuristic/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L70_G30,4,50,completed,0.4662,1.0,0.3039,0.8491,0.9361,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L70_G30/heuristic/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L70_G30,1,50,completed,0.1622,1.0,0.0882,0.7361,0.8975,0.095,,124,0,synth_group,,results/pending_runs/aider_asym/L70_G30/hounie_rcl/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L70_G30,2,50,completed,0.0755,1.0,0.0392,0.7117,0.8916,0.103,,134,0,synth_group,,results/pending_runs/aider_asym/L70_G30/hounie_rcl/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L70_G30,3,50,completed,0.0755,1.0,0.0392,0.7316,0.9042,0.0895,,134,0,synth_group,,results/pending_runs/aider_asym/L70_G30/hounie_rcl/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L70_G30,4,50,completed,0.1455,1.0,0.0784,0.752,0.9084,0.0877,,126,0,synth_group,,results/pending_runs/aider_asym/L70_G30/hounie_rcl/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L70_G30,1,50,completed,0.4545,1.0,0.2941,0.8197,0.9202,0.0703,,82,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L70_G30,2,50,completed,0.4662,1.0,0.3039,0.8285,0.9244,0.0662,,80,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L70_G30,3,50,completed,0.4662,1.0,0.3039,0.837,0.9294,0.0626,,80,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L70_G30,4,50,completed,0.4545,1.0,0.2941,0.8378,0.9303,0.0644,,82,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L70_G30,1,50,completed,0.4545,1.0,0.2941,0.8152,0.9176,0.0751,,82,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo_bounded/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L70_G30,2,50,completed,0.3937,1.0,0.2451,0.8082,0.9185,0.0722,,92,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo_bounded/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L70_G30,3,50,completed,0.4662,1.0,0.3039,0.8359,0.9294,0.058,,80,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo_bounded/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L70_G30,4,50,completed,0.4545,1.0,0.2941,0.8378,0.9303,0.0634,,82,0,synth_group,,results/pending_runs/aider_asym/L70_G30/tralo_bounded/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L80_G20,1,50,completed,0.3279,1.0,0.1961,0.7961,0.9218,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/danits_lp/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L80_G20,2,50,completed,0.3279,1.0,0.1961,0.7967,0.9244,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/danits_lp/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L80_G20,3,50,completed,0.3279,1.0,0.1961,0.8036,0.9235,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/danits_lp/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,danits_lp,L80_G20,4,50,completed,0.3279,1.0,0.1961,0.813,0.9269,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/danits_lp/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L80_G20,1,50,completed,0.2857,1.0,0.1667,0.7724,0.9067,0.0832,,130,0,synth_group,,results/pending_runs/aider_asym/L80_G20/fioretto_ldf/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L80_G20,2,50,completed,0.2105,1.0,0.1176,0.7531,0.9025,0.0884,,140,0,synth_group,,results/pending_runs/aider_asym/L80_G20/fioretto_ldf/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L80_G20,3,50,completed,0.2712,1.0,0.1569,0.7835,0.9151,0.0748,,132,0,synth_group,,results/pending_runs/aider_asym/L80_G20/fioretto_ldf/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,fioretto_ldf,L80_G20,4,50,completed,0.2261,1.0,0.1275,0.7771,0.9151,0.0767,,138,0,synth_group,,results/pending_runs/aider_asym/L80_G20/fioretto_ldf/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L80_G20,1,50,completed,0.3279,1.0,0.1961,0.7961,0.9218,0.0134,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/heuristic/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L80_G20,2,50,completed,0.3279,1.0,0.1961,0.7977,0.9244,0.0123,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/heuristic/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L80_G20,3,50,completed,0.3279,1.0,0.1961,0.8007,0.9235,0.0101,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/heuristic/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,heuristic,L80_G20,4,50,completed,0.3279,1.0,0.1961,0.813,0.9269,0.0106,,0,0,synth_group,,results/pending_runs/aider_asym/L80_G20/heuristic/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L80_G20,1,50,completed,0.1455,1.0,0.0784,0.7318,0.8966,0.099,,148,0,synth_group,,results/pending_runs/aider_asym/L80_G20/hounie_rcl/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L80_G20,2,50,completed,0.0571,1.0,0.0294,0.6993,0.8866,0.1071,,158,0,synth_group,,results/pending_runs/aider_asym/L80_G20/hounie_rcl/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L80_G20,3,50,completed,0.0385,1.0,0.0196,0.7207,0.9017,0.0928,,160,0,synth_group,,results/pending_runs/aider_asym/L80_G20/hounie_rcl/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,hounie_rcl,L80_G20,4,50,completed,0.0935,1.0,0.049,0.7315,0.9017,0.0908,,154,0,synth_group,,results/pending_runs/aider_asym/L80_G20/hounie_rcl/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L80_G20,1,50,completed,0.2857,1.0,0.1667,0.768,0.9042,0.0871,,130,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L80_G20,2,50,completed,0.3279,1.0,0.1961,0.7893,0.9126,0.0814,,124,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L80_G20,3,50,completed,0.314,1.0,0.1863,0.7974,0.9193,0.0702,,126,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo,L80_G20,4,50,completed,0.314,1.0,0.1863,0.8012,0.921,0.0731,,126,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo/seed_4/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L80_G20,1,50,completed,0.2857,1.0,0.1667,0.7694,0.905,0.0853,,130,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo_bounded/seed_1/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L80_G20,2,50,completed,0.314,1.0,0.1863,0.7857,0.9118,0.0821,,126,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo_bounded/seed_2/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L80_G20,3,50,completed,0.2261,1.0,0.1275,0.7729,0.9126,0.0782,,138,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo_bounded/seed_3/config.json
aider_asym,results/pending_runs,aider,MobileNetV3,tralo_bounded,L80_G20,4,50,completed,0.2261,1.0,0.1275,0.7771,0.9151,0.0781,,138,0,synth_group,,results/pending_runs/aider_asym/L80_G20/tralo_bounded/seed_4/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,1,5,completed,0.4,0.8657,0.2601,0.7318,0.8357,0.0413,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_1/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,1,50,completed,0.4138,0.8955,0.2691,0.7057,0.8377,0.1105,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_1/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,2,5,completed,0.4138,0.8955,0.2691,0.7249,0.8357,0.0504,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_2/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,2,50,completed,0.3931,0.8507,0.2556,0.7502,0.8467,0.0932,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_2/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,3,5,completed,0.4207,0.9104,0.2735,0.7074,0.8308,0.044,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_3/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,3,50,completed,0.4,0.8657,0.2601,0.7025,0.8367,0.1104,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_3/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,4,5,completed,0.3862,0.8358,0.2511,0.7043,0.8337,0.0538,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_4/config.json
b1,results/track_b,dermmnist,MobileNetV3,class_balanced,L30_G30,4,50,completed,0.4207,0.9104,0.2735,0.7511,0.8497,0.1002,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_4/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,1,1,completed,0.2345,0.5075,0.1525,0.2859,0.7204,0.0917,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup1/L30_G30/danits_lp/seed_1/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,1,5,completed,0.4069,0.8806,0.2646,0.7044,0.8337,0.0783,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_1/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,1,50,completed,0.4207,0.9104,0.2735,0.699,0.8447,0.0947,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_1/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,2,1,completed,0.3379,0.7313,0.2197,0.3472,0.7609,0.0271,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup1/L30_G30/danits_lp/seed_2/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,2,5,completed,0.4,0.8657,0.2601,0.6871,0.8352,0.0912,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_2/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,2,50,completed,0.4069,0.8806,0.2646,0.6601,0.8323,0.12,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_2/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,3,5,completed,0.4138,0.8955,0.2691,0.6735,0.8168,0.0965,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_3/config.json
b1,results/track_b,dermmnist,MobileNetV3,danits_lp,L30_G30,3,50,completed,0.4207,0.9104,0.2735,0.7163,0.8462,0.113,,0,4,loc_group,track_b_b1_2026-07-27,results/track_b/b1/dermmnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_3/config.json
