Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4,Group2_Hard_Class4,Group2_Soft_Class4,Group2_Limit_Class4
51,0.9996,0.001686,0.224924,0.651670,0.000000,0.05,0.00,0,0,inf,79,81.69,inf,99,96.41,inf,228,225.15,inf,15,17.20,67,190,189.71,inf,1362,1363.35,inf,30,29.48,88,87.51,29,73,73.69,26,29,28.50,12
55,1.0000,0.000000,0.256719,0.714813,0.000000,0.06,0.00,0,0,inf,76,75.96,inf,105,101.32,inf,221,222.37,inf,13,16.74,67,152,152.05,inf,1406,1404.95,inf,30,29.61,69,69.75,29,61,60.26,26,22,22.04,12
60,1.0000,0.000000,0.158208,0.417888,0.000000,0.07,0.00,0,0,inf,79,76.47,inf,100,100.44,inf,215,215.94,inf,16,18.06,67,104,105.66,inf,1458,1456.33,inf,31,30.09,48,48.31,29,40,41.92,26,16,15.42,12
65,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,72,72.74,inf,100,100.01,inf,193,193.86,inf,19,20.16,67,62,61.14,inf,1525,1524.34,inf,32,30.76,28,27.40,29,22,22.34,26,12,11.39,12
66,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,71,71.98,inf,100,99.94,inf,191,189.70,inf,20,20.51,67,55,54.59,inf,1534,1535.45,inf,32,30.82,22,24.06,29,21,19.50,26,12,11.04,12
70,1.0000,0.000000,0.008234,0.022694,0.000000,0.08,0.00,0,0,inf,73,73.64,inf,98,99.83,inf,200,200.35,inf,17,19.54,67,73,71.51,inf,1511,1507.48,inf,31,30.65,34,32.36,29,27,27.06,26,12,12.08,12
73,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,73,72.78,inf,101,101.27,inf,196,197.03,inf,17,19.72,67,65,62.34,inf,1519,1518.95,inf,32,30.92,29,27.40,29,24,23.26,26,12,11.68,12
74,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,73,72.61,inf,101,101.72,inf,196,196.98,inf,17,19.67,67,62,61.13,inf,1522,1519.94,inf,32,30.95,27,26.55,29,23,22.92,26,12,11.65,12
75,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,73,72.58,inf,101,101.90,inf,196,197.89,inf,17,19.58,67,63,61.35,inf,1521,1518.75,inf,32,30.95,27,26.48,29,24,23.17,26,12,11.69,12
76,1.0000,0.000000,0.000000,0.000000,0.000000,0.08,0.00,1,1,inf,73,72.62,inf,100,102.15,inf,198,199.15,inf,17,19.47,67,64,62.34,inf,1519,1516.34,inf,32,30.94,28,26.85,29,24,23.70,26,12,11.79,12
