Metric,Value
Overall Accuracy,0.6878
""
Macro Averaged Metrics,
Precision (Macro),0.6365
Recall (Macro),0.5373
F1-Score (Macro),0.5200
""
Weighted Averaged Metrics,
Precision (Weighted),0.6723
Recall (Weighted),0.6878
F1-Score (Weighted),0.6284
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.8617,0.5704,0.6864,142
Enrolled,0.4000,0.0506,0.0899,79
Graduate,0.6479,0.9910,0.7835,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,81,6,55
Enrolled,11,4,64
Graduate,2,0,219
