campaign,dataset,model,method,constraint_tag,seed,rep,cc_f1,f1_macro,acc,flips,sat,config_path
r2_seeds10,octmnist,ViTB16,heuristic,L40_G40,6,,0.5486,0.7505,0.766,,,results/track_b/r2_seeds10/lane_gpu1/ViTB16/octmnist/L40_G40/heuristic/seed_6/config.json
r2_seeds10,octmnist,ViTB16,heuristic,L40_G40,10,,0.4686,0.7024,0.716,,,results/track_b/r2_seeds10/lane_gpu1/ViTB16/octmnist/L40_G40/heuristic/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L30_G30,8,,0.2857,0.6768,0.729,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L30_G30,8,,0.4369,0.7247,0.757,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L30_G30/tralo/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L30_G30,8,,0.4185,0.7146,0.747,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L30_G30/danits_lp/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L30_G30,8,,0.4,0.7125,0.75,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L30_G30,8,,0.3924,0.7057,0.743,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L30_G30/tralo_bounded/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L30_G30,8,,0.3912,0.7058,0.743,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L30_G30/fioretto_alm/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L30_G30,8,,0.4185,0.7146,0.747,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L30_G30/heuristic/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L40_G40,8,,0.3962,0.7074,0.744,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L40_G40/hounie_rcl/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L40_G40,8,,0.5143,0.7434,0.766,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L40_G40/tralo/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L40_G40,8,,0.5143,0.7464,0.768,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L40_G40/danits_lp/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L40_G40,8,,0.5,0.7417,0.766,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L40_G40,8,,0.4868,0.7373,0.763,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L40_G40/tralo_bounded/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L40_G40,8,,0.5,0.7417,0.766,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L40_G40/fioretto_alm/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L40_G40,8,,0.5143,0.7464,0.768,,,results/track_b/r2_seeds10/lane_gpu1/RegNetY400MF/octmnist/L40_G40/heuristic/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,hounie_rcl,L30_G30,7,,0.3595,0.6947,0.736,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,tralo,L30_G30,7,,0.4383,0.7196,0.751,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L30_G30/tralo/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,danits_lp,L30_G30,7,,0.4246,0.7119,0.743,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L30_G30/danits_lp/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_ldf,L30_G30,7,,0.4114,0.7099,0.745,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,tralo_bounded,L30_G30,7,,0.4164,0.7132,0.748,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L30_G30/tralo_bounded/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_alm,L30_G30,7,,0.4114,0.7106,0.746,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L30_G30/fioretto_alm/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,heuristic,L30_G30,7,,0.4246,0.7119,0.743,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L30_G30/heuristic/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,hounie_rcl,L40_G40,7,,0.4396,0.7218,0.754,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L40_G40/hounie_rcl/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,tralo,L40_G40,7,,0.5476,0.767,0.789,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L40_G40/tralo/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,danits_lp,L40_G40,7,,0.5143,0.7402,0.761,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L40_G40/danits_lp/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_ldf,L40_G40,7,,0.4866,0.736,0.762,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L40_G40/fioretto_ldf/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,tralo_bounded,L40_G40,7,,0.4836,0.7354,0.762,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L40_G40/tralo_bounded/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_alm,L40_G40,7,,0.4866,0.736,0.762,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L40_G40/fioretto_alm/seed_7/config.json
r2_seeds10,octmnist,MobileNetV3,heuristic,L40_G40,7,,0.5143,0.7402,0.761,,,results/track_b/r2_seeds10/lane_gpu2/MobileNetV3/octmnist/L40_G40/heuristic/seed_7/config.json
r2_seeds10,octmnist,ViTB16,hounie_rcl,L30_G30,7,,0.356,0.6909,0.729,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L30_G30/hounie_rcl/seed_7/config.json
r2_seeds10,octmnist,ViTB16,tralo,L30_G30,7,,0.3988,0.7272,0.76,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L30_G30/tralo/seed_7/config.json
r2_seeds10,octmnist,ViTB16,danits_lp,L30_G30,7,,0.4308,0.7234,0.757,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L30_G30/danits_lp/seed_7/config.json
r2_seeds10,octmnist,ViTB16,fioretto_ldf,L30_G30,7,,0.3648,0.698,0.736,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L30_G30/fioretto_ldf/seed_7/config.json
r2_seeds10,octmnist,ViTB16,tralo_bounded,L30_G30,7,,0.3123,0.7016,0.746,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L30_G30/tralo_bounded/seed_7/config.json
r2_seeds10,octmnist,ViTB16,fioretto_alm,L30_G30,7,,0.3113,0.7014,0.746,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L30_G30/fioretto_alm/seed_7/config.json
r2_seeds10,octmnist,ViTB16,heuristic,L30_G30,7,,0.4308,0.7234,0.757,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L30_G30/heuristic/seed_7/config.json
r2_seeds10,octmnist,ViTB16,hounie_rcl,L40_G40,7,,0.395,0.7259,0.76,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L40_G40/hounie_rcl/seed_7/config.json
r2_seeds10,octmnist,ViTB16,tralo,L40_G40,7,,0.5115,0.7641,0.786,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L40_G40/tralo/seed_7/config.json
r2_seeds10,octmnist,ViTB16,danits_lp,L40_G40,7,,0.4686,0.7185,0.735,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L40_G40/danits_lp/seed_7/config.json
r2_seeds10,octmnist,ViTB16,fioretto_ldf,L40_G40,7,,0.4884,0.7368,0.759,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L40_G40/fioretto_ldf/seed_7/config.json
r2_seeds10,octmnist,ViTB16,tralo_bounded,L40_G40,7,,0.4185,0.737,0.769,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L40_G40/tralo_bounded/seed_7/config.json
r2_seeds10,octmnist,ViTB16,fioretto_alm,L40_G40,7,,0.4329,0.7406,0.771,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L40_G40/fioretto_alm/seed_7/config.json
r2_seeds10,octmnist,ViTB16,heuristic,L40_G40,7,,0.4686,0.7185,0.735,,,results/track_b/r2_seeds10/lane_gpu2/ViTB16/octmnist/L40_G40/heuristic/seed_7/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L30_G30,9,,0.2569,0.6458,0.7,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L30_G30,5,,0.227,0.6475,0.701,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L30_G30,9,,0.3988,0.6898,0.724,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/tralo/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L30_G30,5,,0.3875,0.6986,0.732,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/tralo/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L30_G30,9,,0.4123,0.7017,0.734,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/danits_lp/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L30_G30,5,,0.4,0.6972,0.728,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/danits_lp/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L30_G30,9,,0.3671,0.6792,0.716,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L30_G30,5,,0.33,0.6841,0.728,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L30_G30,9,,0.3671,0.6803,0.717,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/tralo_bounded/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L30_G30,5,,0.3464,0.6882,0.73,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/tralo_bounded/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L30_G30,9,,0.3671,0.6792,0.716,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_alm/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L30_G30,5,,0.33,0.6841,0.728,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/fioretto_alm/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L30_G30,9,,0.4123,0.7017,0.734,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/heuristic/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L30_G30,5,,0.4,0.6973,0.728,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L30_G30/heuristic/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L40_G40,9,,0.3975,0.69,0.723,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/hounie_rcl/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L40_G40,5,,0.3464,0.6892,0.731,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/hounie_rcl/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L40_G40,9,,0.4855,0.7259,0.748,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/tralo/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L40_G40,5,,0.4914,0.7326,0.756,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/tralo/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L40_G40,9,,0.4857,0.7227,0.745,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/danits_lp/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L40_G40,5,,0.4686,0.7166,0.738,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/danits_lp/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L40_G40,9,,0.4913,0.7268,0.749,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L40_G40,5,,0.4384,0.7158,0.745,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L40_G40,9,,0.4957,0.7272,0.749,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/tralo_bounded/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L40_G40,5,,0.4431,0.7182,0.747,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/tralo_bounded/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L40_G40,9,,0.4826,0.7239,0.747,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_alm/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L40_G40,5,,0.4384,0.7158,0.745,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/fioretto_alm/seed_5/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L40_G40,9,,0.4857,0.7227,0.745,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/heuristic/seed_9/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L40_G40,5,,0.4686,0.7166,0.738,,,results/track_b/r2_seeds10/lane_gpu2/RegNetY400MF/octmnist/L40_G40/heuristic/seed_5/config.json
r2_seeds10,octmnist,MobileNetV3,hounie_rcl,L30_G30,8,,0.3355,0.671,0.714,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L30_G30/hounie_rcl/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,tralo,L30_G30,8,,0.4259,0.6928,0.724,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L30_G30/tralo/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,danits_lp,L30_G30,8,,0.4123,0.678,0.709,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L30_G30/danits_lp/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_ldf,L30_G30,8,,0.3924,0.6947,0.731,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L30_G30/fioretto_ldf/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,tralo_bounded,L30_G30,8,,0.3571,0.6793,0.719,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L30_G30/tralo_bounded/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_alm,L30_G30,8,,0.3571,0.68,0.72,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L30_G30/fioretto_alm/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,heuristic,L30_G30,8,,0.4123,0.678,0.709,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L30_G30/heuristic/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,hounie_rcl,L40_G40,8,,0.4233,0.7046,0.736,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L40_G40/hounie_rcl/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,tralo,L40_G40,8,,0.5115,0.7423,0.765,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L40_G40/tralo/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,danits_lp,L40_G40,8,,0.4928,0.7048,0.727,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L40_G40/danits_lp/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_ldf,L40_G40,8,,0.4643,0.7201,0.747,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L40_G40/fioretto_ldf/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,tralo_bounded,L40_G40,8,,0.4912,0.7299,0.754,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L40_G40/tralo_bounded/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,fioretto_alm,L40_G40,8,,0.4643,0.7201,0.747,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L40_G40/fioretto_alm/seed_8/config.json
r2_seeds10,octmnist,MobileNetV3,heuristic,L40_G40,8,,0.4914,0.7034,0.725,,,results/track_b/r2_seeds10/lane_gpu3/MobileNetV3/octmnist/L40_G40/heuristic/seed_8/config.json
r2_seeds10,octmnist,ViTB16,hounie_rcl,L30_G30,8,,0.3873,0.7051,0.74,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L30_G30/hounie_rcl/seed_8/config.json
r2_seeds10,octmnist,ViTB16,tralo,L30_G30,8,,0.4272,0.7225,0.752,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L30_G30/tralo/seed_8/config.json
r2_seeds10,octmnist,ViTB16,danits_lp,L30_G30,8,,0.4246,0.7181,0.749,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L30_G30/danits_lp/seed_8/config.json
r2_seeds10,octmnist,ViTB16,fioretto_ldf,L30_G30,8,,0.3529,0.6995,0.739,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L30_G30/fioretto_ldf/seed_8/config.json
r2_seeds10,octmnist,ViTB16,tralo_bounded,L30_G30,8,,0.3834,0.7043,0.739,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L30_G30/tralo_bounded/seed_8/config.json
r2_seeds10,octmnist,ViTB16,fioretto_alm,L30_G30,8,,0.3912,0.7039,0.737,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L30_G30/fioretto_alm/seed_8/config.json
r2_seeds10,octmnist,ViTB16,heuristic,L30_G30,8,,0.4246,0.7181,0.749,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L30_G30/heuristic/seed_8/config.json
r2_seeds10,octmnist,ViTB16,hounie_rcl,L40_G40,8,,0.4174,0.716,0.747,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L40_G40/hounie_rcl/seed_8/config.json
r2_seeds10,octmnist,ViTB16,tralo,L40_G40,8,,0.5043,0.744,0.764,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L40_G40/tralo/seed_8/config.json
r2_seeds10,octmnist,ViTB16,danits_lp,L40_G40,8,,0.4971,0.7391,0.761,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L40_G40/danits_lp/seed_8/config.json
r2_seeds10,octmnist,ViTB16,fioretto_ldf,L40_G40,8,,0.4629,0.7255,0.75,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L40_G40/fioretto_ldf/seed_8/config.json
r2_seeds10,octmnist,ViTB16,tralo_bounded,L40_G40,8,,0.4898,0.7342,0.756,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L40_G40/tralo_bounded/seed_8/config.json
r2_seeds10,octmnist,ViTB16,fioretto_alm,L40_G40,8,,0.4629,0.7255,0.75,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L40_G40/fioretto_alm/seed_8/config.json
r2_seeds10,octmnist,ViTB16,heuristic,L40_G40,8,,0.4971,0.7391,0.761,,,results/track_b/r2_seeds10/lane_gpu3/ViTB16/octmnist/L40_G40/heuristic/seed_8/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L30_G30,6,,0.1812,0.6342,0.696,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L30_G30,10,,0.2143,0.6411,0.698,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/hounie_rcl/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L30_G30,6,,0.4246,0.7133,0.742,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/tralo/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L30_G30,10,,0.4246,0.7131,0.743,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/tralo/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L30_G30,6,,0.4062,0.6895,0.721,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/danits_lp/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L30_G30,10,,0.4,0.7012,0.733,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/danits_lp/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L30_G30,6,,0.3924,0.7055,0.742,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L30_G30,10,,0.3442,0.6803,0.718,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/fioretto_ldf/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L30_G30,6,,0.3873,0.7047,0.742,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/tralo_bounded/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L30_G30,10,,0.3706,0.686,0.72,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/tralo_bounded/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L30_G30,6,,0.3924,0.7055,0.742,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/fioretto_alm/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L30_G30,10,,0.3442,0.6803,0.718,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/fioretto_alm/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L30_G30,6,,0.4062,0.6895,0.721,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/heuristic/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L30_G30,10,,0.4,0.7012,0.733,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L30_G30/heuristic/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L40_G40,6,,0.3355,0.6881,0.732,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/hounie_rcl/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,hounie_rcl,L40_G40,10,,0.2886,0.6627,0.708,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/hounie_rcl/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L40_G40,6,,0.52,0.7518,0.774,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/tralo/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo,L40_G40,10,,0.5043,0.7376,0.759,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/tralo/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L40_G40,6,,0.4857,0.7141,0.736,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/danits_lp/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,danits_lp,L40_G40,10,,0.4857,0.7275,0.749,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/danits_lp/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L40_G40,6,,0.472,0.7293,0.756,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_ldf,L40_G40,10,,0.4159,0.7032,0.732,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/fioretto_ldf/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L40_G40,6,,0.4751,0.7299,0.756,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/tralo_bounded/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,tralo_bounded,L40_G40,10,,0.4172,0.7057,0.735,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/tralo_bounded/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L40_G40,6,,0.4629,0.7264,0.754,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/fioretto_alm/seed_6/config.json
r2_seeds10,octmnist,RegNetY400MF,fioretto_alm,L40_G40,10,,0.4159,0.7032,0.732,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/fioretto_alm/seed_10/config.json
r2_seeds10,octmnist,RegNetY400MF,heuristic,L40_G40,6,,0.4857,0.7141,0.736,,,results/track_b/r2_seeds10/lane_gpu3/RegNetY400MF/octmnist/L40_G40/heuristic/seed_6/config.json
