campaign,arm,dataset,model,method,cap,seed,warmup,cc_f1,cc_prec,cc_rec,f1_macro,acc,ece,sat,flips,constrained_class,group_column,config_path
b2_derm,tralo,dermmnist,RegNetY400MF,tralo,L40_G40,3,50,0.5064,0.8876,0.3543,0.7163,0.8467,0.126,,4.0,4,loc_group,results/track_b/b2_derm/derm/RegNetY400MF/warmup50/L40_G40/tralo/seed_3/config.json
b2_derm,tralo,dermmnist,RegNetY400MF,tralo,L40_G40,4,50,0.4615,0.809,0.3229,0.739,0.8457,0.1292,,3.0,4,loc_group,results/track_b/b2_derm/derm/RegNetY400MF/warmup50/L40_G40/tralo/seed_4/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L30_G30,1,50,0.3586,0.7761,0.2332,0.6521,0.8098,0.1483,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/danits_lp/seed_1/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L30_G30,2,50,0.3793,0.8209,0.2466,0.6942,0.8233,0.1275,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/danits_lp/seed_2/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L30_G30,3,50,0.3586,0.7761,0.2332,0.6782,0.8108,0.1382,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/danits_lp/seed_3/config.json
b2_derm,danits_lp,dermmnist,ViTB16,danits_lp,L30_G30,4,50,0.3655,0.791,0.2377,0.6546,0.8118,0.1387,,0.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/danits_lp/seed_4/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L30_G30,1,50,0.3793,0.8209,0.2466,0.6517,0.8168,0.1608,,10.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/fioretto_ldf/seed_1/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L30_G30,2,50,0.3655,0.791,0.2377,0.6912,0.8248,0.1543,,15.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/fioretto_ldf/seed_2/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L30_G30,3,50,0.3724,0.806,0.2422,0.6915,0.8268,0.1496,,11.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/fioretto_ldf/seed_3/config.json
b2_derm,fioretto_ldf,dermmnist,ViTB16,fioretto_ldf,L30_G30,4,50,0.3931,0.8507,0.2556,0.689,0.8243,0.1538,,14.0,4,loc_group,results/track_b/b2_derm/derm/ViTB16/warmup50/L30_G30/fioretto_ldf/seed_4/config.json
