campaign,arm,dataset,model,method,cap,seed,warmup,cc_f1,cc_prec,cc_rec,f1_macro,acc,ece,sat,flips,constrained_class,group_column,config_path
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,1,5,0.4554,0.9867,0.296,0.7137,0.74,0.0812,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,1,50,0.4554,0.9867,0.296,0.7172,0.747,0.1618,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,2,5,0.4554,0.9867,0.296,0.7316,0.761,0.0854,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,2,50,0.4185,0.9067,0.272,0.6945,0.721,0.1908,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,3,5,0.4308,0.9333,0.28,0.7105,0.739,0.1528,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,3,50,0.4308,0.9333,0.28,0.688,0.715,0.1969,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,4,5,0.4185,0.9067,0.272,0.691,0.717,0.1597,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_4/config.json
b1,class_balanced,octmnist,MobileNetV3,class_balanced,L30_G30,4,50,0.3815,0.8267,0.248,0.6928,0.722,0.2212,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_4/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,1,1,0.3385,0.7333,0.22,0.6309,0.664,0.1495,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup1/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,1,5,0.4554,0.9867,0.296,0.7137,0.74,0.0812,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,1,50,0.4554,0.9867,0.296,0.7172,0.747,0.1618,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,2,1,0.3938,0.8533,0.256,0.6505,0.668,0.0866,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup1/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,2,5,0.4554,0.9867,0.296,0.7316,0.761,0.0854,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,2,50,0.4185,0.9067,0.272,0.6945,0.721,0.1908,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,3,5,0.4308,0.9333,0.28,0.7105,0.739,0.1528,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,3,50,0.4308,0.9333,0.28,0.688,0.715,0.1969,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,4,5,0.4185,0.9067,0.272,0.691,0.717,0.1597,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/danits_lp/seed_4/config.json
b1,danits_lp,octmnist,MobileNetV3,danits_lp,L30_G30,4,50,0.3815,0.8267,0.248,0.6928,0.722,0.2212,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/danits_lp/seed_4/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,1,1,0.3631,0.7867,0.236,0.5992,0.637,0.1738,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup1/L30_G30/focal/seed_1/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,1,5,0.4062,0.88,0.264,0.6939,0.722,0.0728,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/focal/seed_1/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,1,50,0.4185,0.9067,0.272,0.7004,0.726,0.1099,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/focal/seed_1/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,2,1,0.3938,0.8533,0.256,0.6712,0.691,0.2594,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup1/L30_G30/focal/seed_2/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,2,5,0.4615,1.0,0.3,0.7275,0.758,0.0248,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/focal/seed_2/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,2,50,0.4185,0.9067,0.272,0.7073,0.738,0.1068,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/focal/seed_2/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,3,5,0.4431,0.96,0.288,0.7244,0.753,0.0567,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/focal/seed_3/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,3,50,0.3938,0.8533,0.256,0.6786,0.71,0.1545,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/focal/seed_3/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,4,5,0.4062,0.88,0.264,0.7046,0.734,0.0351,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/focal/seed_4/config.json
b1,focal,octmnist,MobileNetV3,focal,L30_G30,4,50,0.4185,0.9067,0.272,0.699,0.731,0.1248,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/focal/seed_4/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,1,5,0.4308,0.9333,0.28,0.7118,0.738,0.1432,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,1,50,0.4554,0.9867,0.296,0.7297,0.76,0.1443,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,2,5,0.4431,0.96,0.288,0.7279,0.759,0.1179,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,2,50,0.3815,0.8267,0.248,0.6722,0.699,0.2097,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,3,5,0.4369,0.9467,0.284,0.7221,0.754,0.1481,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,3,50,0.4431,0.96,0.288,0.6746,0.703,0.1963,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,4,5,0.4431,0.96,0.288,0.7007,0.731,0.126,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/logit_adjust/seed_4/config.json
b1,logit_adjust,octmnist,MobileNetV3,logit_adjust,L30_G30,4,50,0.4431,0.96,0.288,0.723,0.754,0.1559,,0.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/logit_adjust/seed_4/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,1,1,0.4112,0.9296,0.264,0.709,0.744,0.2003,,10.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup1/L30_G30/tralo/seed_1/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,1,5,0.4201,0.971,0.268,0.7211,0.755,0.1981,,14.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/tralo/seed_1/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,1,50,0.4492,0.9733,0.292,0.7339,0.766,0.208,,2.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/tralo/seed_1/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,2,1,0.405,0.9155,0.26,0.6923,0.725,0.2085,,10.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup1/L30_G30/tralo/seed_2/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,2,5,0.4506,0.9865,0.292,0.7241,0.755,0.1856,,4.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/tralo/seed_2/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,2,50,0.4334,0.9589,0.28,0.7136,0.741,0.2273,,6.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/tralo/seed_2/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,3,5,0.4383,0.9595,0.284,0.7289,0.762,0.1924,,4.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/tralo/seed_3/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,3,50,0.4396,0.9726,0.284,0.7072,0.737,0.22,,6.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/tralo/seed_3/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,4,5,0.4286,0.9583,0.276,0.7349,0.77,0.1804,,8.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup5/L30_G30/tralo/seed_4/config.json
b1,tralo,octmnist,MobileNetV3,tralo,L30_G30,4,50,0.4112,0.9296,0.264,0.7287,0.764,0.2033,,10.0,2,synth_group,results/track_b/b1/octmnist/MobileNetV3/warmup50/L30_G30/tralo/seed_4/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,1,5,0.3457,0.7568,0.224,0.6718,0.706,0.1899,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,1,50,0.4062,0.88,0.264,0.6853,0.716,0.1918,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,2,5,0.4246,0.92,0.276,0.7097,0.742,0.0975,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,2,50,0.3754,0.8133,0.244,0.6703,0.705,0.1911,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,3,5,0.3877,0.84,0.252,0.6843,0.716,0.1516,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,3,50,0.4185,0.9067,0.272,0.6696,0.696,0.1945,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,4,5,0.3815,0.8267,0.248,0.6923,0.729,0.13,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/class_balanced/seed_4/config.json
b1,class_balanced,octmnist,RegNetY400MF,class_balanced,L30_G30,4,50,0.4,0.8667,0.26,0.6982,0.727,0.1917,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/class_balanced/seed_4/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,1,5,0.3457,0.7568,0.224,0.6718,0.706,0.1899,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,1,50,0.4062,0.88,0.264,0.6853,0.716,0.1918,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,2,5,0.4246,0.92,0.276,0.7097,0.742,0.0975,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,2,50,0.3754,0.8133,0.244,0.6703,0.705,0.1911,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,3,5,0.3877,0.84,0.252,0.6843,0.716,0.1516,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,3,50,0.4185,0.9067,0.272,0.6696,0.696,0.1945,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,4,5,0.3815,0.8267,0.248,0.6923,0.729,0.13,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/danits_lp/seed_4/config.json
b1,danits_lp,octmnist,RegNetY400MF,danits_lp,L30_G30,4,50,0.4,0.8667,0.26,0.6982,0.727,0.1917,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/danits_lp/seed_4/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,1,5,0.4123,0.8933,0.268,0.7042,0.737,0.0525,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/focal/seed_1/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,1,50,0.4123,0.8933,0.268,0.7123,0.744,0.095,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/focal/seed_1/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,2,5,0.3323,0.72,0.216,0.6645,0.699,0.0535,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/focal/seed_2/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,2,50,0.4246,0.92,0.276,0.7121,0.746,0.0765,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/focal/seed_2/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,3,5,0.3938,0.8533,0.256,0.6659,0.692,0.0606,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/focal/seed_3/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,3,50,0.4369,0.9467,0.284,0.7147,0.747,0.0778,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/focal/seed_3/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,4,5,0.4,0.8667,0.26,0.6956,0.728,0.0207,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/focal/seed_4/config.json
b1,focal,octmnist,RegNetY400MF,focal,L30_G30,4,50,0.4088,0.9559,0.26,0.6954,0.73,0.1325,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/focal/seed_4/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,1,5,0.3631,0.7867,0.236,0.6792,0.715,0.137,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,1,50,0.4308,0.9333,0.28,0.7207,0.754,0.1498,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,2,5,0.3877,0.84,0.252,0.6902,0.724,0.0855,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,2,50,0.4185,0.9067,0.272,0.7052,0.739,0.1672,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,3,5,0.3938,0.8533,0.256,0.6889,0.719,0.1378,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,3,50,0.3754,0.8133,0.244,0.6831,0.719,0.1756,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,4,5,0.4,0.8667,0.26,0.7045,0.738,0.1409,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/logit_adjust/seed_4/config.json
b1,logit_adjust,octmnist,RegNetY400MF,logit_adjust,L30_G30,4,50,0.4123,0.8933,0.268,0.7052,0.736,0.1971,,0.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/logit_adjust/seed_4/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,1,5,0.3975,0.8889,0.256,0.7128,0.748,0.186,,8.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_1/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,1,50,0.4211,0.9315,0.272,0.713,0.745,0.2144,,6.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_1/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,2,5,0.3849,0.9104,0.244,0.6966,0.733,0.2016,,18.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_2/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,2,50,0.4074,0.8919,0.264,0.7019,0.734,0.2303,,4.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_2/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,3,5,0.3548,0.9167,0.22,0.689,0.729,0.1968,,32.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_3/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,3,50,0.4087,0.9041,0.264,0.6945,0.728,0.2331,,6.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_3/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,4,5,0.3762,0.8696,0.24,0.6943,0.73,0.192,,14.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup5/L30_G30/tralo/seed_4/config.json
b1,tralo,octmnist,RegNetY400MF,tralo,L30_G30,4,50,0.3913,0.875,0.252,0.7033,0.737,0.2303,,8.0,2,synth_group,results/track_b/b1/octmnist/RegNetY400MF/warmup50/L30_G30/tralo/seed_4/config.json
b1,class_balanced,octmnist,ViTB16,class_balanced,L30_G30,1,50,0.4246,0.92,0.276,0.7078,0.737,0.1942,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,octmnist,ViTB16,class_balanced,L30_G30,2,50,0.4554,0.9867,0.296,0.6889,0.716,0.1659,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,octmnist,ViTB16,class_balanced,L30_G30,3,50,0.4185,0.9067,0.272,0.7089,0.739,0.2013,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,octmnist,ViTB16,class_balanced,L30_G30,4,50,0.4308,0.9333,0.28,0.7218,0.754,0.1819,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/class_balanced/seed_4/config.json
b1,danits_lp,octmnist,ViTB16,danits_lp,L30_G30,1,50,0.4123,0.8933,0.268,0.7138,0.744,0.1714,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/danits_lp/seed_1/config.json
b1,danits_lp,octmnist,ViTB16,danits_lp,L30_G30,2,50,0.4492,0.9733,0.292,0.7128,0.739,0.1695,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/danits_lp/seed_2/config.json
b1,danits_lp,octmnist,ViTB16,danits_lp,L30_G30,3,50,0.4431,0.96,0.288,0.7249,0.754,0.1444,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/danits_lp/seed_3/config.json
b1,danits_lp,octmnist,ViTB16,danits_lp,L30_G30,4,50,0.4431,0.96,0.288,0.7226,0.754,0.1371,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/danits_lp/seed_4/config.json
b1,focal,octmnist,ViTB16,focal,L30_G30,1,50,0.4308,0.9333,0.28,0.7032,0.732,0.0937,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/focal/seed_1/config.json
b1,focal,octmnist,ViTB16,focal,L30_G30,2,50,0.4492,0.9733,0.292,0.7274,0.758,0.0642,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/focal/seed_2/config.json
b1,focal,octmnist,ViTB16,focal,L30_G30,3,50,0.4246,0.92,0.276,0.7268,0.755,0.1125,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/focal/seed_3/config.json
b1,focal,octmnist,ViTB16,focal,L30_G30,4,50,0.4431,0.96,0.288,0.7261,0.758,0.0617,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/focal/seed_4/config.json
b1,logit_adjust,octmnist,ViTB16,logit_adjust,L30_G30,1,50,0.4246,0.92,0.276,0.7306,0.764,0.1593,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_1/config.json
b1,logit_adjust,octmnist,ViTB16,logit_adjust,L30_G30,2,50,0.4554,0.9867,0.296,0.7138,0.743,0.1573,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_2/config.json
b1,logit_adjust,octmnist,ViTB16,logit_adjust,L30_G30,3,50,0.4185,0.9067,0.272,0.7302,0.761,0.1476,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_3/config.json
b1,logit_adjust,octmnist,ViTB16,logit_adjust,L30_G30,4,50,0.4369,0.9467,0.284,0.7181,0.745,0.1733,,0.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/logit_adjust/seed_4/config.json
b1,tralo,octmnist,ViTB16,tralo,L30_G30,1,50,0.4308,0.9333,0.28,0.717,0.745,0.2334,,2.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/tralo/seed_1/config.json
b1,tralo,octmnist,ViTB16,tralo,L30_G30,2,50,0.4211,0.9315,0.272,0.71,0.741,0.2308,,6.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/tralo/seed_2/config.json
b1,tralo,octmnist,ViTB16,tralo,L30_G30,3,50,0.405,0.9155,0.26,0.7233,0.757,0.2185,,10.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/tralo/seed_3/config.json
b1,tralo,octmnist,ViTB16,tralo,L30_G30,4,50,0.4286,0.9583,0.276,0.718,0.749,0.2263,,8.0,2,synth_group,results/track_b/b1/octmnist/ViTB16/warmup50/L30_G30/tralo/seed_4/config.json
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,1,5,0.2703,0.5882,0.1754,0.4211,0.5333,0.127,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,1,50,0.2973,0.6471,0.193,0.4055,0.5133,0.4038,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_1/config.json
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,2,5,0.2162,0.4706,0.1404,0.3772,0.4604,0.1544,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,2,50,0.2613,0.5686,0.1696,0.3936,0.4921,0.4211,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_2/config.json
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,3,5,0.2613,0.5686,0.1696,0.3281,0.4492,0.1103,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup5/L30_G30/class_balanced/seed_3/config.json
b1,class_balanced,tissuemnist,MobileNetV3,class_balanced,L30_G30,3,50,0.2613,0.5686,0.1696,0.4171,0.5387,0.3703,,0.0,4,synth_group,results/track_b/b1/tissuemnist/MobileNetV3/warmup50/L30_G30/class_balanced/seed_3/config.json
