model,scenario,constraint_pair,local_pct,global_pct,class,class_name,precision,recall,f1,n_pred,limit,n_true,f1_macro,accuracy
ResNet18,multi_AKIEC_MEL,L50_G30,0.5,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6534291305328075,0.8337493759360959
ResNet18,multi_AKIEC_MEL,L50_G30,0.5,0.3,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,67,223,0.6534291305328075,0.8337493759360959
MobileNetV3,multi_AKIEC_MEL,L50_G30,0.5,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6554268770171596,0.8322516225661508
MobileNetV3,multi_AKIEC_MEL,L50_G30,0.5,0.3,4,MEL,0.8955223880597015,0.26905829596412556,0.41379310344827586,67,67,223,0.6554268770171596,0.8322516225661508
EfficientNetB0,multi_AKIEC_MEL,L50_G30,0.5,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6671645720271391,0.8437343984023964
EfficientNetB0,multi_AKIEC_MEL,L50_G30,0.5,0.3,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,67,223,0.6671645720271391,0.8437343984023964
ConvNeXtTiny,multi_AKIEC_MEL,L50_G30,0.5,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.668626799698021,0.8477284073889166
ConvNeXtTiny,multi_AKIEC_MEL,L50_G30,0.5,0.3,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,67,223,0.668626799698021,0.8477284073889166
ResNet18,multi_AKIEC_MEL,L80_G30,0.8,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6534291305328075,0.8337493759360959
ResNet18,multi_AKIEC_MEL,L80_G30,0.8,0.3,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,67,223,0.6534291305328075,0.8337493759360959
MobileNetV3,multi_AKIEC_MEL,L80_G30,0.8,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6554268770171596,0.8322516225661508
MobileNetV3,multi_AKIEC_MEL,L80_G30,0.8,0.3,4,MEL,0.8955223880597015,0.26905829596412556,0.41379310344827586,67,67,223,0.6554268770171596,0.8322516225661508
EfficientNetB0,multi_AKIEC_MEL,L80_G30,0.8,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6671645720271391,0.8437343984023964
EfficientNetB0,multi_AKIEC_MEL,L80_G30,0.8,0.3,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,67,223,0.6671645720271391,0.8437343984023964
ConvNeXtTiny,multi_AKIEC_MEL,L80_G30,0.8,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.668626799698021,0.8477284073889166
ConvNeXtTiny,multi_AKIEC_MEL,L80_G30,0.8,0.3,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,67,223,0.668626799698021,0.8477284073889166
ResNet18,multi_AKIEC_MEL,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.6948997245021767,0.8452321517723415
ResNet18,multi_AKIEC_MEL,L80_G50,0.8,0.5,4,MEL,0.7946428571428571,0.3991031390134529,0.5313432835820896,112,112,223,0.6948997245021767,0.8452321517723415
MobileNetV3,multi_AKIEC_MEL,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.6948569535483327,0.8457314028956565
