model,scenario,constraint_pair,local_pct,global_pct,class,class_name,precision,recall,f1,n_pred,limit,n_true,f1_macro,accuracy
MobileNetV3,multi_DF_MEL_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.6940941373039716,0.8472291562656016
EfficientNetB0,multi_DF_MEL_VASC,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.7314913476947551,0.8691962056914628
EfficientNetB0,multi_DF_MEL_VASC,L80_G50,0.8,0.5,4,MEL,0.9196428571428571,0.4618834080717489,0.6149253731343284,112,112,223,0.7314913476947551,0.8691962056914628
EfficientNetB0,multi_DF_MEL_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7314913476947551,0.8691962056914628
ConvNeXtTiny,multi_DF_MEL_VASC,L80_G50,0.8,0.5,3,DF,1.0,0.5217391304347826,0.6857142857142856,12,12,23,0.7301739651364193,0.8647029455816275
ConvNeXtTiny,multi_DF_MEL_VASC,L80_G50,0.8,0.5,4,MEL,0.8125,0.4080717488789238,0.5432835820895522,112,112,223,0.7301739651364193,0.8647029455816275
ConvNeXtTiny,multi_DF_MEL_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7301739651364193,0.8647029455816275
ResNet18,multi_DF_MEL_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6214537624121869,0.8322516225661508
ResNet18,multi_DF_MEL_VASC,L30_G80,0.3,0.8,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,178,223,0.6214537624121869,0.8322516225661508
ResNet18,multi_DF_MEL_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6214537624121869,0.8322516225661508
MobileNetV3,multi_DF_MEL_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.627387797636988,0.8342486270594108
MobileNetV3,multi_DF_MEL_VASC,L30_G80,0.3,0.8,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,178,223,0.627387797636988,0.8342486270594108
MobileNetV3,multi_DF_MEL_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.627387797636988,0.8342486270594108
EfficientNetB0,multi_DF_MEL_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6448773788676568,0.8462306540189716
EfficientNetB0,multi_DF_MEL_VASC,L30_G80,0.3,0.8,4,MEL,0.9402985074626866,0.2825112107623318,0.43448275862068964,67,178,223,0.6448773788676568,0.8462306540189716
EfficientNetB0,multi_DF_MEL_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6448773788676568,0.8462306540189716
ConvNeXtTiny,multi_DF_MEL_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6368663201894132,0.8472291562656016
ConvNeXtTiny,multi_DF_MEL_VASC,L30_G80,0.3,0.8,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,178,223,0.6368663201894132,0.8472291562656016
ConvNeXtTiny,multi_DF_MEL_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6368663201894132,0.8472291562656016
ResNet18,multi_DF_MEL_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6214537624121869,0.8322516225661508
ResNet18,multi_DF_MEL_VASC,L30_G50,0.3,0.5,4,MEL,0.9104477611940298,0.273542600896861,0.42068965517241386,67,112,223,0.6214537624121869,0.8322516225661508
ResNet18,multi_DF_MEL_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6214537624121869,0.8322516225661508
MobileNetV3,multi_DF_MEL_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.627387797636988,0.8342486270594108
MobileNetV3,multi_DF_MEL_VASC,L30_G50,0.3,0.5,4,MEL,0.9253731343283582,0.27802690582959644,0.4275862068965518,67,112,223,0.627387797636988,0.8342486270594108
MobileNetV3,multi_DF_MEL_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.627387797636988,0.8342486270594108
EfficientNetB0,multi_DF_MEL_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6448773788676568,0.8462306540189716
EfficientNetB0,multi_DF_MEL_VASC,L30_G50,0.3,0.5,4,MEL,0.9402985074626866,0.2825112107623318,0.43448275862068964,67,112,223,0.6448773788676568,0.8462306540189716
EfficientNetB0,multi_DF_MEL_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6448773788676568,0.8462306540189716
ConvNeXtTiny,multi_DF_MEL_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6368663201894132,0.8472291562656016
ConvNeXtTiny,multi_DF_MEL_VASC,L30_G50,0.3,0.5,4,MEL,0.8656716417910447,0.2600896860986547,0.39999999999999997,67,112,223,0.6368663201894132,0.8472291562656016
ConvNeXtTiny,multi_DF_MEL_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6368663201894132,0.8472291562656016
ResNet18,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,0,AKIEC,1.0,0.18461538461538463,0.3116883116883117,12,13,65,0.552472419379032,0.8347478781827259
ResNet18,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.552472419379032,0.8347478781827259
ResNet18,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.552472419379032,0.8347478781827259
MobileNetV3,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,0,AKIEC,0.9166666666666666,0.16923076923076924,0.28571428571428575,12,13,65,0.5465217420003865,0.8302546180728907
MobileNetV3,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.5465217420003865,0.8302546180728907
MobileNetV3,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.5465217420003865,0.8302546180728907
EfficientNetB0,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,0,AKIEC,1.0,0.18461538461538463,0.3116883116883117,12,13,65,0.571506306461158,0.8512231652521218
EfficientNetB0,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.571506306461158,0.8512231652521218
EfficientNetB0,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.571506306461158,0.8512231652521218
ConvNeXtTiny,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,0,AKIEC,0.9166666666666666,0.16923076923076924,0.28571428571428575,12,13,65,0.5786797844199196,0.8567149276085871
ConvNeXtTiny,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,3,DF,1.0,0.17391304347826086,0.29629629629629634,4,5,23,0.5786797844199196,0.8567149276085871
ConvNeXtTiny,multi_AKIEC_DF_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.5786797844199196,0.8567149276085871
ResNet18,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,20,65,0.6161658791139167,0.8407388916625063
ResNet18,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6161658791139167,0.8407388916625063
ResNet18,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6161658791139167,0.8407388916625063
MobileNetV3,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,20,65,0.6138145976974728,0.836245631552671
MobileNetV3,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6138145976974728,0.836245631552671
MobileNetV3,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6138145976974728,0.836245631552671
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6389785956368919,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6389785956368919,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6389785956368919,0.8577134298552171
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,0,AKIEC,0.85,0.26153846153846155,0.4,20,20,65,0.6423361753439145,0.8627059410883674
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6423361753439145,0.8627059410883674
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G30,0.3,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6423361753439145,0.8627059410883674
ResNet18,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,0,AKIEC,0.90625,0.4461538461538462,0.5979381443298969,32,32,65,0.7023199477856116,0.8507239141288068
ResNet18,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.7023199477856116,0.8507239141288068
ResNet18,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7023199477856116,0.8507239141288068
MobileNetV3,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,0,AKIEC,0.90625,0.4461538461538462,0.5979381443298969,32,32,65,0.6922283000350306,0.8457314028956565
MobileNetV3,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.6922283000350306,0.8457314028956565
MobileNetV3,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.6922283000350306,0.8457314028956565
EfficientNetB0,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,0,AKIEC,0.9375,0.46153846153846156,0.6185567010309277,32,32,65,0.718253118126216,0.8671992011982027
EfficientNetB0,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,3,DF,0.9090909090909091,0.43478260869565216,0.5882352941176471,11,12,23,0.718253118126216,0.8671992011982027
EfficientNetB0,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.718253118126216,0.8671992011982027
ConvNeXtTiny,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.7301445961834174,0.872690963554668
ConvNeXtTiny,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,3,DF,1.0,0.4782608695652174,0.6470588235294118,11,12,23,0.7301445961834174,0.872690963554668
ConvNeXtTiny,multi_AKIEC_DF_VASC,L50_G50,0.5,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7301445961834174,0.872690963554668
ResNet18,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,0,AKIEC,0.75,0.6,0.6666666666666665,52,52,65,0.7506295656099687,0.8577134298552171
ResNet18,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.7506295656099687,0.8577134298552171
ResNet18,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,6,VASC,0.9545454545454546,0.75,0.84,22,22,28,0.7506295656099687,0.8577134298552171
MobileNetV3,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,0,AKIEC,0.7884615384615384,0.6307692307692307,0.7008547008547009,52,52,65,0.7468679695941437,0.853719420868697
MobileNetV3,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,3,DF,0.7222222222222222,0.5652173913043478,0.6341463414634146,18,18,23,0.7468679695941437,0.853719420868697
MobileNetV3,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,6,VASC,1.0,0.7857142857142857,0.88,22,22,28,0.7468679695941437,0.853719420868697
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,0,AKIEC,0.75,0.6,0.6666666666666665,52,52,65,0.7721553196010624,0.873689465801298
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,3,DF,0.7777777777777778,0.6086956521739131,0.6829268292682927,18,18,23,0.7721553196010624,0.873689465801298
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,6,VASC,1.0,0.7857142857142857,0.88,22,22,28,0.7721553196010624,0.873689465801298
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,0,AKIEC,0.7692307692307693,0.6153846153846154,0.6837606837606838,52,52,65,0.7937142637804564,0.8816774837743385
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,3,DF,0.8333333333333334,0.6521739130434783,0.7317073170731708,18,18,23,0.7937142637804564,0.8816774837743385
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G80,0.8,0.8,6,VASC,1.0,0.7857142857142857,0.88,22,22,28,0.7937142637804564,0.8816774837743385
ResNet18,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.619206200625426,0.8412381427858213
ResNet18,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.619206200625426,0.8412381427858213
ResNet18,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.619206200625426,0.8412381427858213
MobileNetV3,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6218357450426335,0.8382426360459311
MobileNetV3,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6218357450426335,0.8382426360459311
MobileNetV3,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6218357450426335,0.8382426360459311
EfficientNetB0,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6387206030704123,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6387206030704123,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6387206030704123,0.8577134298552171
ConvNeXtTiny,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6536529445628673,0.8647029455816275
ConvNeXtTiny,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6536529445628673,0.8647029455816275
ConvNeXtTiny,multi_AKIEC_DF_VASC,L50_G30,0.5,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6536529445628673,0.8647029455816275
ResNet18,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.619206200625426,0.8412381427858213
ResNet18,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.619206200625426,0.8412381427858213
ResNet18,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.619206200625426,0.8412381427858213
MobileNetV3,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6218357450426335,0.8382426360459311
MobileNetV3,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6218357450426335,0.8382426360459311
MobileNetV3,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6218357450426335,0.8382426360459311
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,20,65,0.6385613983866062,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6385613983866062,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6385613983866062,0.8577134298552171
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,0,AKIEC,1.0,0.3076923076923077,0.47058823529411764,20,20,65,0.6536529445628673,0.8647029455816275
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,7,23,0.6536529445628673,0.8647029455816275
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G30,0.8,0.3,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,8,28,0.6536529445628673,0.8647029455816275
ResNet18,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.6963371494203949,0.8497254118821768
ResNet18,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.6963371494203949,0.8497254118821768
ResNet18,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.6963371494203949,0.8497254118821768
MobileNetV3,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.6862561654682418,0.8447329006490265
MobileNetV3,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,3,DF,0.8333333333333334,0.43478260869565216,0.5714285714285714,12,12,23,0.6862561654682418,0.8447329006490265
MobileNetV3,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.6862561654682418,0.8447329006490265
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.7160878627782978,0.8657014478282576
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,3,DF,0.9166666666666666,0.4782608695652174,0.6285714285714286,12,12,23,0.7160878627782978,0.8657014478282576
EfficientNetB0,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7160878627782978,0.8657014478282576
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,0,AKIEC,0.875,0.4307692307692308,0.5773195876288659,32,32,65,0.7349688582297799,0.872690963554668
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,3,DF,1.0,0.5217391304347826,0.6857142857142856,12,12,23,0.7349688582297799,0.872690963554668
ConvNeXtTiny,multi_AKIEC_DF_VASC,L80_G50,0.8,0.5,6,VASC,1.0,0.5,0.6666666666666666,14,14,28,0.7349688582297799,0.872690963554668
ResNet18,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,52,65,0.6161658791139167,0.8407388916625063
ResNet18,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6161658791139167,0.8407388916625063
ResNet18,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6161658791139167,0.8407388916625063
MobileNetV3,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,52,65,0.6138145976974728,0.836245631552671
MobileNetV3,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6138145976974728,0.836245631552671
MobileNetV3,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6138145976974728,0.836245631552671
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,52,65,0.6389785956368919,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6389785956368919,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6389785956368919,0.8577134298552171
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,0,AKIEC,0.85,0.26153846153846155,0.4,20,52,65,0.6423361753439145,0.8627059410883674
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,18,23,0.6423361753439145,0.8627059410883674
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G80,0.3,0.8,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,22,28,0.6423361753439145,0.8627059410883674
ResNet18,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,32,65,0.6161658791139167,0.8407388916625063
ResNet18,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6161658791139167,0.8407388916625063
ResNet18,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6161658791139167,0.8407388916625063
MobileNetV3,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,0,AKIEC,0.9,0.27692307692307694,0.42352941176470593,20,32,65,0.6138145976974728,0.836245631552671
MobileNetV3,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6138145976974728,0.836245631552671
MobileNetV3,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6138145976974728,0.836245631552671
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,0,AKIEC,0.95,0.2923076923076923,0.44705882352941173,20,32,65,0.6389785956368919,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6389785956368919,0.8577134298552171
EfficientNetB0,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6389785956368919,0.8577134298552171
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,0,AKIEC,0.85,0.26153846153846155,0.4,20,32,65,0.6423361753439145,0.8627059410883674
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,3,DF,1.0,0.30434782608695654,0.4666666666666667,7,12,23,0.6423361753439145,0.8627059410883674
ConvNeXtTiny,multi_AKIEC_DF_VASC,L30_G50,0.3,0.5,6,VASC,1.0,0.2857142857142857,0.4444444444444445,8,14,28,0.6423361753439145,0.8627059410883674
ResNet18,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,0,AKIEC,1.0,0.18461538461538463,0.3116883116883117,12,13,65,0.45048641597575306,0.7878182725911134
ResNet18,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.45048641597575306,0.7878182725911134
ResNet18,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,4,MEL,0.9777777777777777,0.19730941704035873,0.3283582089552239,45,45,223,0.45048641597575306,0.7878182725911134
ResNet18,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.45048641597575306,0.7878182725911134
MobileNetV3,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,0,AKIEC,0.9166666666666666,0.16923076923076924,0.28571428571428575,12,13,65,0.4361569556142272,0.7868197703444832
MobileNetV3,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.4361569556142272,0.7868197703444832
MobileNetV3,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,4,MEL,0.9333333333333333,0.18834080717488788,0.31343283582089554,45,45,223,0.4361569556142272,0.7868197703444832
MobileNetV3,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.4361569556142272,0.7868197703444832
EfficientNetB0,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,0,AKIEC,1.0,0.18461538461538463,0.3116883116883117,12,13,65,0.4598937464833453,0.7973040439340988
EfficientNetB0,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.4598937464833453,0.7973040439340988
EfficientNetB0,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,4,MEL,1.0,0.20179372197309417,0.3358208955223881,45,45,223,0.4598937464833453,0.7973040439340988
EfficientNetB0,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,6,VASC,1.0,0.17857142857142858,0.30303030303030304,5,6,28,0.4598937464833453,0.7973040439340988
ConvNeXtTiny,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,0,AKIEC,0.9166666666666666,0.16923076923076924,0.28571428571428575,12,13,65,0.4519127167289971,0.8017973040439341
ConvNeXtTiny,multi_AKIEC_BCC_MEL_VASC,L20_G20,0.2,0.2,1,BCC,1.0,0.20388349514563106,0.33870967741935487,21,21,103,0.4519127167289971,0.8017973040439341
