dataset,model,cap,seed,warmup,sweep,N,K,base,mad,theta,sink_maxerr_eps1.0,sink_mass_eps1.0,sink_spearman_eps1.0,sink_topK_jacc_eps1.0,sink_maxerr_eps0.5,sink_mass_eps0.5,sink_spearman_eps0.5,sink_topK_jacc_eps0.5,align_incumbent,neff_incumbent,align_otce,neff_otce,otce_wfar,nact_g0.25,nactfrac_g0.25,actkeepTP_g0.25,actdropTP_g0.25,nkeep_g0.25,ndrop_g0.25,align_cut_g0.25,nact_g0.50,nactfrac_g0.50,actkeepTP_g0.50,actdropTP_g0.50,nkeep_g0.50,ndrop_g0.50,align_cut_g0.50,nact_g1.00,nactfrac_g1.00,actkeepTP_g1.00,actdropTP_g1.00,nkeep_g1.00,ndrop_g1.00,align_cut_g1.00,nact_g2.00,nactfrac_g2.00,actkeepTP_g2.00,actdropTP_g2.00,nkeep_g2.00,ndrop_g2.00,align_cut_g2.00
octmnist,MobileNetV2,L20_G20,3,50,,1000,50,0.25,4.8680339231016365,3.2712482716586933,,,,,,,,,-0.6640658106802304,0.10027789388077046,-0.7766060355630319,0.07290515117730907,0.001409376405015033,30,0.03,0.8181818181818182,1.0,11,19,-0.3333333333333333,54,0.054,0.9,0.8823529411764706,20,34,-0.2222222222222222,108,0.108,0.9411764705882353,0.7567567567567568,34,74,-0.2222222222222222,242,0.242,0.9555555555555556,0.5482233502538071,45,197,-0.26859504132231404
octmnist,MobileNetV2,L20_G20,3,50,,1000,50,0.25,4.8680339231016365,3.2712482716586933,,,,,,,,,-0.6640658106802304,0.10027789388077046,-0.7766060355630319,0.07290515117730907,0.001409376405015033,30,0.03,0.8181818181818182,1.0,11,19,-0.3333333333333333,54,0.054,0.9,0.8823529411764706,20,34,-0.2222222222222222,108,0.108,0.9411764705882353,0.7567567567567568,34,74,-0.2222222222222222,242,0.242,0.9555555555555556,0.5482233502538071,45,197,-0.26859504132231404
octmnist,MobileNetV2,L70_G70,3,50,,1000,175,0.25,4.8680339231016365,-4.000756036751125,,,,,,,,,-0.6640658106802304,0.10027789388077046,0.5052944503467732,0.09987214996219487,0.0002652049483923808,54,0.054,0.2692307692307692,0.4642857142857143,26,28,-0.1111111111111111,121,0.121,0.4117647058823529,0.4142857142857143,51,70,-0.06611570247933884,276,0.276,0.5164835164835165,0.3891891891891892,91,185,-0.09057971014492754,585,0.585,0.6575342465753424,0.23462414578587698,146,439,-0.011965811965811967
octmnist,MobileNetV2,L70_G70,3,50,,1000,175,0.25,4.8680339231016365,-4.000756036751125,,,,,,,,,-0.6640658106802304,0.10027789388077046,0.5052944503467732,0.09987214996219487,0.0002652049483923808,54,0.054,0.2692307692307692,0.4642857142857143,26,28,-0.1111111111111111,121,0.121,0.4117647058823529,0.4142857142857143,51,70,-0.06611570247933884,276,0.276,0.5164835164835165,0.3891891891891892,91,185,-0.09057971014492754,585,0.585,0.6575342465753424,0.23462414578587698,146,439,-0.011965811965811967
octmnist,MobileNetV2,L30_G30,3,50,,1000,75,0.25,4.8680339231016365,1.526868853196988,,,,,,,,,-0.6640658106802304,0.10027789388077046,-0.4641778609861592,0.06794533681646803,0.00044188132078139025,32,0.032,0.9411764705882353,0.6666666666666666,17,15,0.1875,67,0.067,0.9393939393939394,0.6470588235294118,33,34,0.13432835820895522,139,0.139,0.94,0.550561797752809,50,89,-0.014388489208633094,320,0.32,0.9558823529411765,0.4603174603174603,68,252,-0.159375
octmnist,MobileNetV2,L30_G30,3,50,,1000,75,0.25,4.8680339231016365,1.526868853196988,,,,,,,,,-0.6640658106802304,0.10027789388077046,-0.4641778609861592,0.06794533681646803,0.00044188132078139025,32,0.032,0.9411764705882353,0.6666666666666666,17,15,0.1875,67,0.067,0.9393939393939394,0.6470588235294118,33,34,0.13432835820895522,139,0.139,0.94,0.550561797752809,50,89,-0.014388489208633094,320,0.32,0.9558823529411765,0.4603174603174603,68,252,-0.159375
octmnist,MobileNetV2,L50_G50,3,50,,1000,125,0.25,4.8680339231016365,-1.6753032721751981,,,,,,,,,-0.6640658106802304,0.10027789388077046,0.5640631647127325,0.06623994270478854,3.975187933657355e-05,48,0.048,0.6666666666666666,0.5185185185185185,21,27,0.0,95,0.095,0.6585365853658537,0.37037037037037035,41,54,0.07368421052631578,198,0.198,0.75,0.42063492063492064,72,126,0.005050505050505051,465,0.465,0.8165137614678899,0.3089887640449438,109,356,-0.04516129032258064
octmnist,MobileNetV2,L50_G50,3,50,,1000,125,0.25,4.8680339231016365,-1.6753032721751981,,,,,,,,,-0.6640658106802304,0.10027789388077046,0.5640631647127325,0.06623994270478854,3.975187933657355e-05,48,0.048,0.6666666666666666,0.5185185185185185,21,27,0.0,95,0.095,0.6585365853658537,0.37037037037037035,41,54,0.07368421052631578,198,0.198,0.75,0.42063492063492064,72,126,0.005050505050505051,465,0.465,0.8165137614678899,0.3089887640449438,109,356,-0.04516129032258064
octmnist,MobileNetV2,L80_G80,3,50,,1000,200,0.25,4.8680339231016365,-4.927606601063019,,,,,,,,,-0.6640658106802304,0.10027789388077046,0.4920355563117676,0.12313627092183829,0.0006398175871629804,66,0.066,0.3793103448275862,0.43243243243243246,29,37,-0.07575757575757576,140,0.14,0.34545454545454546,0.47058823529411764,55,85,-0.15,309,0.309,0.47619047619047616,0.3333333333333333,105,204,-0.05825242718446602,621,0.621,0.6097560975609756,0.21663019693654267,164,457,0.001610305958132045
octmnist,MobileNetV2,L80_G80,3,50,,1000,200,0.25,4.8680339231016365,-4.927606601063019,,,,,,,,,-0.6640658106802304,0.10027789388077046,0.4920355563117676,0.12313627092183829,0.0006398175871629804,66,0.066,0.3793103448275862,0.43243243243243246,29,37,-0.07575757575757576,140,0.14,0.34545454545454546,0.47058823529411764,55,85,-0.15,309,0.309,0.47619047619047616,0.3333333333333333,105,204,-0.05825242718446602,621,0.621,0.6097560975609756,0.21663019693654267,164,457,0.001610305958132045
tissuemnist,MobileNetV2,L50_G50,3,1,,2400,86,0.07125,0.7223013592294876,-0.16371883621988248,,,,,,,,,-0.13105501334562517,0.7077070296577266,-0.008536305904655364,0.39467627105565317,0.21046265697287192,136,0.056666666666666664,0.3018867924528302,0.26506024096385544,53,83,-0.04411764705882353,262,0.10916666666666666,0.33783783783783783,0.26063829787234044,74,188,-0.0916030534351145,547,0.22791666666666666,0.3372093023255814,0.175704989154013,86,461,-0.09506398537477148,1188,0.495,0.3372093023255814,0.11705989110707804,86,1102,-0.08417508417508418
tissuemnist,MobileNetV2,L50_G50,1,1,,2400,86,0.07125,1.2419788435244117,0.04117553159557763,,,,,,,,,-0.1876010083435263,0.406496119052057,0.006377875549019205,0.21990882694425892,0.12189306339528846,180,0.075,0.32432432432432434,0.25471698113207547,74,106,-0.016666666666666666,277,0.11541666666666667,0.3488372093023256,0.24607329842931938,86,191,-0.061371841155234655,462,0.1925,0.3488372093023256,0.2074468085106383,86,376,-0.1038961038961039,846,0.3525,0.3488372093023256,0.1631578947368421,86,760,-0.1111111111111111
tissuemnist,MobileNetV2,L50_G50,2,1,,2400,86,0.07125,0.9331372727395755,0.3020483324552321,,,,,,,,,-0.13935922544693843,0.6665968038888525,-0.0058536827661000174,0.42971247143935065,0.18276384256462844,136,0.056666666666666664,0.3392857142857143,0.325,56,80,-0.051470588235294115,272,0.11333333333333333,0.3918918918918919,0.25757575757575757,74,198,-0.08088235294117647,556,0.23166666666666666,0.4186046511627907,0.18936170212765957,86,470,-0.09532374100719425,1180,0.49166666666666664,0.4186046511627907,0.11243144424131626,86,1094,-0.07372881355932204
tissuemnist,MobileNetV2,L50_G50,3,1,,2400,86,0.07125,0.7223013592294876,-0.16371883621988248,,,,,,,,,-0.13105501334562517,0.7077070296577266,-0.008536305904655364,0.39467627105565317,0.21046265697287192,136,0.056666666666666664,0.3018867924528302,0.26506024096385544,53,83,-0.04411764705882353,262,0.10916666666666666,0.33783783783783783,0.26063829787234044,74,188,-0.0916030534351145,547,0.22791666666666666,0.3372093023255814,0.175704989154013,86,461,-0.09506398537477148,1188,0.495,0.3372093023255814,0.11705989110707804,86,1102,-0.08417508417508418
tissuemnist,MobileNetV2,L50_G50,1,1,,2400,86,0.07125,1.2419788435244117,0.04117553159557763,,,,,,,,,-0.1876010083435263,0.406496119052057,0.006377875549019205,0.21990882694425892,0.12189306339528846,180,0.075,0.32432432432432434,0.25471698113207547,74,106,-0.016666666666666666,277,0.11541666666666667,0.3488372093023256,0.24607329842931938,86,191,-0.061371841155234655,462,0.1925,0.3488372093023256,0.2074468085106383,86,376,-0.1038961038961039,846,0.3525,0.3488372093023256,0.1631578947368421,86,760,-0.1111111111111111
tissuemnist,MobileNetV2,L50_G50,2,1,,2400,86,0.07125,0.9331372727395755,0.3020483324552321,,,,,,,,,-0.13935922544693843,0.6665968038888525,-0.0058536827661000174,0.42971247143935065,0.18276384256462844,136,0.056666666666666664,0.3392857142857143,0.325,56,80,-0.051470588235294115,272,0.11333333333333333,0.3918918918918919,0.25757575757575757,74,198,-0.08088235294117647,556,0.23166666666666666,0.4186046511627907,0.18936170212765957,86,470,-0.09532374100719425,1180,0.49166666666666664,0.4186046511627907,0.11243144424131626,86,1094,-0.07372881355932204
dermmnist,MobileNetV3,L50_G20,4,50,,2003,45,0.11133300049925113,13.379888526042603,12.98220399136678,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.6261896098092071,0.09588678460130486,2.6767604317478167e-07,41,0.020469296055916127,0.7727272727272727,0.9473684210526315,22,19,-0.024390243902439025,96,0.04792810783824263,0.8333333333333334,0.7666666666666667,36,60,-0.16666666666666666,221,0.11033449825262107,0.8666666666666667,0.6306818181818182,45,176,-0.3257918552036199,771,0.3849226160758862,0.8666666666666667,0.2369146005509642,45,726,-0.17250324254215305
dermmnist,MobileNetV3,L50_G20,4,50,,2003,45,0.11133300049925113,13.379888526042603,12.98220399136678,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.6261896098092071,0.09588678460130486,2.6767604317478167e-07,41,0.020469296055916127,0.7727272727272727,0.9473684210526315,22,19,-0.024390243902439025,96,0.04792810783824263,0.8333333333333334,0.7666666666666667,36,60,-0.16666666666666666,221,0.11033449825262107,0.8666666666666667,0.6306818181818182,45,176,-0.3257918552036199,771,0.3849226160758862,0.8666666666666667,0.2369146005509642,45,726,-0.17250324254215305
dermmnist,MobileNetV3,L80_G30,4,50,,2003,67,0.11133300049925113,13.379888526042603,9.397983554179687,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.583576452491683,0.08516713166540557,7.246757198678786e-09,64,0.03195207189216176,0.9047619047619048,0.6976744186046512,21,43,-0.171875,141,0.07039440838741887,0.8409090909090909,0.6597938144329897,44,97,-0.19148936170212766,312,0.15576635047428858,0.8769230769230769,0.46153846153846156,65,247,-0.18269230769230768,923,0.46080878681977033,0.8805970149253731,0.18341121495327103,67,856,-0.10617551462621885
dermmnist,MobileNetV3,L80_G30,4,50,,2003,67,0.11133300049925113,13.379888526042603,9.397983554179687,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.583576452491683,0.08516713166540557,7.246757198678786e-09,64,0.03195207189216176,0.9047619047619048,0.6976744186046512,21,43,-0.171875,141,0.07039440838741887,0.8409090909090909,0.6597938144329897,44,97,-0.19148936170212766,312,0.15576635047428858,0.8769230769230769,0.46153846153846156,65,247,-0.18269230769230768,923,0.46080878681977033,0.8805970149253731,0.18341121495327103,67,856,-0.10617551462621885
dermmnist,MobileNetV3,L20_G80,4,50,,2003,178,0.11133300049925113,13.379888526042603,1.9471284843405532,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.3806844290889783,0.041998777082071725,1.3138552285109344e-11,122,0.06090863704443335,0.5714285714285714,0.42424242424242425,56,66,0.03278688524590164,272,0.13579630554168748,0.6355140186915887,0.296969696969697,107,165,0.06985294117647059,627,0.3130304543185222,0.6866666666666666,0.16142557651991615,150,477,0.04146730462519936,1192,0.5951073389915127,0.7247191011235955,0.08875739644970414,178,1014,0.03271812080536913
dermmnist,MobileNetV3,L20_G80,3,50,,2003,178,0.11133300049925113,9.781723977114247,1.1040043116377607,,,,,,,,,-0.2996014815565709,0.09704461557818667,-0.18348450644955797,0.06667672145774932,1.0846688157771527e-08,136,0.06789815277084374,0.4444444444444444,0.2876712328767123,63,73,0.051470588235294115,291,0.14528207688467298,0.5922330097087378,0.28191489361702127,103,188,0.027491408934707903,595,0.29705441837244134,0.6709677419354839,0.17727272727272728,155,440,0.043697478991596636,1130,0.564153769345981,0.711864406779661,0.09548793284365163,177,953,0.030973451327433628
dermmnist,MobileNetV3,L20_G80,1,50,,2003,178,0.11133300049925113,11.351957425859247,0.4672018593153623,,,,,,,,,-0.3192060540074254,0.06464655594773602,-0.029668756990911992,0.05118982790031245,2.610225910388922e-10,123,0.06140788816774838,0.49122807017543857,0.24242424242424243,57,66,0.0975609756097561,235,0.11732401397903146,0.5909090909090909,0.2108843537414966,88,147,0.08936170212765958,515,0.25711432850723914,0.704225352112676,0.13941018766756033,142,373,0.09320388349514563,1065,0.5317024463305042,0.7485714285714286,0.09101123595505618,175,890,0.046948356807511735
dermmnist,MobileNetV3,L20_G80,2,50,,2003,178,0.11133300049925113,10.411964381158352,0.9318600471110715,,,,,,,,,-0.37470775380636395,0.06985364000943602,-0.1263933658957933,0.04818988874052208,3.3884217812862326e-09,111,0.05541687468796805,0.5471698113207547,0.3275862068965517,53,58,0.09009009009009009,223,0.11133300049925113,0.5595238095238095,0.2589928057553957,84,139,0.04932735426008968,524,0.2616075886170744,0.6845637583892618,0.20266666666666666,149,375,0.04961832061068702,1085,0.5416874687968047,0.7175141242937854,0.10242290748898679,177,908,0.03133640552995392
dermmnist,MobileNetV3,L20_G80,4,50,,2003,178,0.11133300049925113,13.379888526042603,1.9471284843405532,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.3806844290889783,0.041998777082071725,1.3138552285109344e-11,122,0.06090863704443335,0.5714285714285714,0.42424242424242425,56,66,0.03278688524590164,272,0.13579630554168748,0.6355140186915887,0.296969696969697,107,165,0.06985294117647059,627,0.3130304543185222,0.6866666666666666,0.16142557651991615,150,477,0.04146730462519936,1192,0.5951073389915127,0.7247191011235955,0.08875739644970414,178,1014,0.03271812080536913
dermmnist,MobileNetV3,L20_G80,3,50,,2003,178,0.11133300049925113,9.781723977114247,1.1040043116377607,,,,,,,,,-0.2996014815565709,0.09704461557818667,-0.18348450644955797,0.06667672145774932,1.0846688157771527e-08,136,0.06789815277084374,0.4444444444444444,0.2876712328767123,63,73,0.051470588235294115,291,0.14528207688467298,0.5922330097087378,0.28191489361702127,103,188,0.027491408934707903,595,0.29705441837244134,0.6709677419354839,0.17727272727272728,155,440,0.043697478991596636,1130,0.564153769345981,0.711864406779661,0.09548793284365163,177,953,0.030973451327433628
dermmnist,MobileNetV3,L20_G80,1,50,,2003,178,0.11133300049925113,11.351957425859247,0.4672018593153623,,,,,,,,,-0.3192060540074254,0.06464655594773602,-0.029668756990911992,0.05118982790031245,2.610225910388922e-10,123,0.06140788816774838,0.49122807017543857,0.24242424242424243,57,66,0.0975609756097561,235,0.11732401397903146,0.5909090909090909,0.2108843537414966,88,147,0.08936170212765958,515,0.25711432850723914,0.704225352112676,0.13941018766756033,142,373,0.09320388349514563,1065,0.5317024463305042,0.7485714285714286,0.09101123595505618,175,890,0.046948356807511735
dermmnist,MobileNetV3,L20_G80,2,50,,2003,178,0.11133300049925113,10.411964381158352,0.9318600471110715,,,,,,,,,-0.37470775380636395,0.06985364000943602,-0.1263933658957933,0.04818988874052208,3.3884217812862326e-09,111,0.05541687468796805,0.5471698113207547,0.3275862068965517,53,58,0.09009009009009009,223,0.11133300049925113,0.5595238095238095,0.2589928057553957,84,139,0.04932735426008968,524,0.2616075886170744,0.6845637583892618,0.20266666666666666,149,375,0.04961832061068702,1085,0.5416874687968047,0.7175141242937854,0.10242290748898679,177,908,0.03133640552995392
dermmnist,MobileNetV3,L30_G50,4,50,,2003,112,0.11133300049925113,13.379888526042603,5.954311271211666,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.5361582424695781,0.06373504396223946,3.4301616738122437e-10,96,0.04792810783824263,0.7045454545454546,0.6346153846153846,44,52,-0.020833333333333332,185,0.09236145781328008,0.7575757575757576,0.5294117647058824,66,119,-0.07027027027027027,453,0.22616075886170744,0.7864077669902912,0.29714285714285715,103,350,-0.05077262693156733,1048,0.5232151772341488,0.8035714285714286,0.13675213675213677,112,936,-0.03625954198473282
dermmnist,MobileNetV3,L30_G50,3,50,,2003,112,0.11133300049925113,9.781723977114247,3.851880569521244,,,,,,,,,-0.2996014815565709,0.09704461557818667,-0.3872525749039545,0.073300028888396,7.011976442660977e-08,100,0.04992511233150274,0.825,0.4666666666666667,40,60,0.05,200,0.09985022466300549,0.8428571428571429,0.36153846153846153,70,130,0.06,454,0.22666000998502248,0.8557692307692307,0.2714285714285714,104,350,-0.013215859030837005,998,0.4982526210683974,0.8660714285714286,0.1343115124153499,112,886,-0.022044088176352707
dermmnist,MobileNetV3,L30_G50,1,50,,2003,112,0.11133300049925113,11.351957425859247,4.1276771865019075,,,,,,,,,-0.3192060540074254,0.06464655594773602,-0.4688788892317628,0.055511328176875284,4.200107614026971e-09,81,0.040439340988517224,0.7741935483870968,0.58,31,50,-0.06172839506172839,183,0.09136295556665003,0.8484848484848485,0.4188034188034188,66,117,0.03825136612021858,394,0.1967049425861208,0.8631578947368421,0.2608695652173913,95,299,0.01015228426395939,924,0.4613080379430854,0.875,0.13423645320197045,112,812,-0.011904761904761904
dermmnist,MobileNetV3,L30_G50,2,50,,2003,112,0.11133300049925113,10.411964381158352,4.753840944780064,,,,,,,,,-0.37470775380636395,0.06985364000943602,-0.4837432250279115,0.057769124569569535,6.906839376823357e-08,82,0.040938592111832255,0.6744186046511628,0.6410256410256411,43,39,0.04878048780487805,166,0.08287568647029456,0.7808219178082192,0.4946236559139785,73,93,0.06626506024096386,356,0.17773339990014977,0.8061224489795918,0.32945736434108525,98,258,-0.016853932584269662,898,0.44832750873689464,0.8125,0.16030534351145037,112,786,-0.03897550111358575
dermmnist,MobileNetV3,L30_G50,4,50,,2003,112,0.11133300049925113,13.379888526042603,5.954311271211666,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.5361582424695781,0.06373504396223946,3.4301616738122437e-10,96,0.04792810783824263,0.7045454545454546,0.6346153846153846,44,52,-0.020833333333333332,185,0.09236145781328008,0.7575757575757576,0.5294117647058824,66,119,-0.07027027027027027,453,0.22616075886170744,0.7864077669902912,0.29714285714285715,103,350,-0.05077262693156733,1048,0.5232151772341488,0.8035714285714286,0.13675213675213677,112,936,-0.03625954198473282
dermmnist,MobileNetV3,L30_G50,3,50,,2003,112,0.11133300049925113,9.781723977114247,3.851880569521244,,,,,,,,,-0.2996014815565709,0.09704461557818667,-0.3872525749039545,0.073300028888396,7.011976442660977e-08,100,0.04992511233150274,0.825,0.4666666666666667,40,60,0.05,200,0.09985022466300549,0.8428571428571429,0.36153846153846153,70,130,0.06,454,0.22666000998502248,0.8557692307692307,0.2714285714285714,104,350,-0.013215859030837005,998,0.4982526210683974,0.8660714285714286,0.1343115124153499,112,886,-0.022044088176352707
dermmnist,MobileNetV3,L30_G50,1,50,,2003,112,0.11133300049925113,11.351957425859247,4.1276771865019075,,,,,,,,,-0.3192060540074254,0.06464655594773602,-0.4688788892317628,0.055511328176875284,4.200107614026971e-09,81,0.040439340988517224,0.7741935483870968,0.58,31,50,-0.06172839506172839,183,0.09136295556665003,0.8484848484848485,0.4188034188034188,66,117,0.03825136612021858,394,0.1967049425861208,0.8631578947368421,0.2608695652173913,95,299,0.01015228426395939,924,0.4613080379430854,0.875,0.13423645320197045,112,812,-0.011904761904761904
dermmnist,MobileNetV3,L30_G50,2,50,,2003,112,0.11133300049925113,10.411964381158352,4.753840944780064,,,,,,,,,-0.37470775380636395,0.06985364000943602,-0.4837432250279115,0.057769124569569535,6.906839376823357e-08,82,0.040938592111832255,0.6744186046511628,0.6410256410256411,43,39,0.04878048780487805,166,0.08287568647029456,0.7808219178082192,0.4946236559139785,73,93,0.06626506024096386,356,0.17773339990014977,0.8061224489795918,0.32945736434108525,98,258,-0.016853932584269662,898,0.44832750873689464,0.8125,0.16030534351145037,112,786,-0.03897550111358575
dermmnist,MobileNetV3,L30_G20,4,50,,2003,45,0.11133300049925113,13.379888526042603,12.98220399136678,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.6261896098092071,0.09588678460130486,2.6767604317478167e-07,41,0.020469296055916127,0.7727272727272727,0.9473684210526315,22,19,-0.024390243902439025,96,0.04792810783824263,0.8333333333333334,0.7666666666666667,36,60,-0.16666666666666666,221,0.11033449825262107,0.8666666666666667,0.6306818181818182,45,176,-0.3257918552036199,771,0.3849226160758862,0.8666666666666667,0.2369146005509642,45,726,-0.17250324254215305
dermmnist,MobileNetV3,L30_G20,3,50,,2003,45,0.11133300049925113,9.781723977114247,8.486720997423939,,,,,,,,,-0.2996014815565709,0.09704461557818667,-0.5683897656358883,0.10294455551232518,4.994074773600955e-06,53,0.026460309535696454,0.8260869565217391,0.8333333333333334,23,30,-0.11320754716981132,106,0.05292061907139291,0.8888888888888888,0.8285714285714286,36,70,-0.24528301886792453,247,0.12331502745881179,0.9047619047619048,0.5219512195121951,42,205,-0.2793522267206478,742,0.37044433349975037,0.9111111111111111,0.2467718794835007,45,697,-0.1765498652291105
dermmnist,MobileNetV3,L30_G20,1,50,,2003,45,0.11133300049925113,11.351957425859247,10.011544196991007,,,,,,,,,-0.3192060540074254,0.06464655594773602,-0.6395219801900572,0.08617957096684271,1.0360517221971773e-06,42,0.020968547179231155,0.9230769230769231,0.896551724137931,13,29,-0.3333333333333333,90,0.044932601098352475,0.9285714285714286,0.8548387096774194,28,62,-0.3,220,0.10983524712930604,0.926829268292683,0.5865921787709497,41,179,-0.30454545454545456,635,0.3170244633050424,0.9333333333333333,0.2542372881355932,45,590,-0.1700787401574803
dermmnist,MobileNetV3,L30_G20,2,50,,2003,45,0.11133300049925113,10.411964381158352,9.383381784300534,,,,,,,,,-0.37470775380636395,0.06985364000943602,-0.606947473874906,0.08903866075970908,3.6342138356782317e-06,57,0.028457314028956564,0.85,0.8378378378378378,20,37,-0.24561403508771928,102,0.0509236145781328,0.8928571428571429,0.7567567567567568,28,74,-0.30392156862745096,212,0.10584123814278582,0.9024390243902439,0.5906432748538012,41,171,-0.3018867924528302,650,0.32451323015476785,0.8888888888888888,0.27768595041322314,45,605,-0.19692307692307692
dermmnist,MobileNetV3,L30_G20,4,50,,2003,45,0.11133300049925113,13.379888526042603,12.98220399136678,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.6261896098092071,0.09588678460130486,2.6767604317478167e-07,41,0.020469296055916127,0.7727272727272727,0.9473684210526315,22,19,-0.024390243902439025,96,0.04792810783824263,0.8333333333333334,0.7666666666666667,36,60,-0.16666666666666666,221,0.11033449825262107,0.8666666666666667,0.6306818181818182,45,176,-0.3257918552036199,771,0.3849226160758862,0.8666666666666667,0.2369146005509642,45,726,-0.17250324254215305
dermmnist,MobileNetV3,L30_G20,3,50,,2003,45,0.11133300049925113,9.781723977114247,8.486720997423939,,,,,,,,,-0.2996014815565709,0.09704461557818667,-0.5683897656358883,0.10294455551232518,4.994074773600955e-06,53,0.026460309535696454,0.8260869565217391,0.8333333333333334,23,30,-0.11320754716981132,106,0.05292061907139291,0.8888888888888888,0.8285714285714286,36,70,-0.24528301886792453,247,0.12331502745881179,0.9047619047619048,0.5219512195121951,42,205,-0.2793522267206478,742,0.37044433349975037,0.9111111111111111,0.2467718794835007,45,697,-0.1765498652291105
dermmnist,MobileNetV3,L30_G20,1,50,,2003,45,0.11133300049925113,11.351957425859247,10.011544196991007,,,,,,,,,-0.3192060540074254,0.06464655594773602,-0.6395219801900572,0.08617957096684271,1.0360517221971773e-06,42,0.020968547179231155,0.9230769230769231,0.896551724137931,13,29,-0.3333333333333333,90,0.044932601098352475,0.9285714285714286,0.8548387096774194,28,62,-0.3,220,0.10983524712930604,0.926829268292683,0.5865921787709497,41,179,-0.30454545454545456,635,0.3170244633050424,0.9333333333333333,0.2542372881355932,45,590,-0.1700787401574803
dermmnist,MobileNetV3,L30_G20,2,50,,2003,45,0.11133300049925113,10.411964381158352,9.383381784300534,,,,,,,,,-0.37470775380636395,0.06985364000943602,-0.606947473874906,0.08903866075970908,3.6342138356782317e-06,57,0.028457314028956564,0.85,0.8378378378378378,20,37,-0.24561403508771928,102,0.0509236145781328,0.8928571428571429,0.7567567567567568,28,74,-0.30392156862745096,212,0.10584123814278582,0.9024390243902439,0.5906432748538012,41,171,-0.3018867924528302,650,0.32451323015476785,0.8888888888888888,0.27768595041322314,45,605,-0.19692307692307692
dermmnist,MobileNetV3,L80_G20,4,50,,2003,45,0.11133300049925113,13.379888526042603,12.98220399136678,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.6261896098092071,0.09588678460130486,2.6767604317478167e-07,41,0.020469296055916127,0.7727272727272727,0.9473684210526315,22,19,-0.024390243902439025,96,0.04792810783824263,0.8333333333333334,0.7666666666666667,36,60,-0.16666666666666666,221,0.11033449825262107,0.8666666666666667,0.6306818181818182,45,176,-0.3257918552036199,771,0.3849226160758862,0.8666666666666667,0.2369146005509642,45,726,-0.17250324254215305
dermmnist,MobileNetV3,L80_G20,3,50,,2003,45,0.11133300049925113,9.781723977114247,8.486720997423939,,,,,,,,,-0.2996014815565709,0.09704461557818667,-0.5683897656358883,0.10294455551232518,4.994074773600955e-06,53,0.026460309535696454,0.8260869565217391,0.8333333333333334,23,30,-0.11320754716981132,106,0.05292061907139291,0.8888888888888888,0.8285714285714286,36,70,-0.24528301886792453,247,0.12331502745881179,0.9047619047619048,0.5219512195121951,42,205,-0.2793522267206478,742,0.37044433349975037,0.9111111111111111,0.2467718794835007,45,697,-0.1765498652291105
dermmnist,MobileNetV3,L80_G20,1,50,,2003,45,0.11133300049925113,11.351957425859247,10.011544196991007,,,,,,,,,-0.3192060540074254,0.06464655594773602,-0.6395219801900572,0.08617957096684271,1.0360517221971773e-06,42,0.020968547179231155,0.9230769230769231,0.896551724137931,13,29,-0.3333333333333333,90,0.044932601098352475,0.9285714285714286,0.8548387096774194,28,62,-0.3,220,0.10983524712930604,0.926829268292683,0.5865921787709497,41,179,-0.30454545454545456,635,0.3170244633050424,0.9333333333333333,0.2542372881355932,45,590,-0.1700787401574803
dermmnist,MobileNetV3,L80_G20,2,50,,2003,45,0.11133300049925113,10.411964381158352,9.383381784300534,,,,,,,,,-0.37470775380636395,0.06985364000943602,-0.606947473874906,0.08903866075970908,3.6342138356782317e-06,57,0.028457314028956564,0.85,0.8378378378378378,20,37,-0.24561403508771928,102,0.0509236145781328,0.8928571428571429,0.7567567567567568,28,74,-0.30392156862745096,212,0.10584123814278582,0.9024390243902439,0.5906432748538012,41,171,-0.3018867924528302,650,0.32451323015476785,0.8888888888888888,0.27768595041322314,45,605,-0.19692307692307692
dermmnist,MobileNetV3,L80_G20,4,50,,2003,45,0.11133300049925113,13.379888526042603,12.98220399136678,,,,,,,,,-0.3832101005955514,0.06310263165427649,-0.6261896098092071,0.09588678460130486,2.6767604317478167e-07,41,0.020469296055916127,0.7727272727272727,0.9473684210526315,22,19,-0.024390243902439025,96,0.04792810783824263,0.8333333333333334,0.7666666666666667,36,60,-0.16666666666666666,221,0.11033449825262107,0.8666666666666667,0.6306818181818182,45,176,-0.3257918552036199,771,0.3849226160758862,0.8666666666666667,0.2369146005509642,45,726,-0.17250324254215305
