method,dataset,model,cap,seed,warmup,lrc,ceskip,sweep,N,K,base_rate,prec_at_K,mad_m,std_m,theta,Bsz_f0.05,keepTP_f0.05,dropTP_f0.05,purgap_f0.05,bandwidth_norm_f0.05,band_absmarg_norm_f0.05,band_runup_top1_f0.05,band_runup_ndist_f0.05,cut_wTP_f0.05,cut_wMISSED_f0.05,cut_wFPin_f0.05,cut_neff_f0.05,Bsz_f0.10,keepTP_f0.10,dropTP_f0.10,purgap_f0.10,bandwidth_norm_f0.10,band_absmarg_norm_f0.10,band_runup_top1_f0.10,band_runup_ndist_f0.10,cut_wTP_f0.10,cut_wMISSED_f0.10,cut_wFPin_f0.10,cut_neff_f0.10,Bsz_f0.20,keepTP_f0.20,dropTP_f0.20,purgap_f0.20,bandwidth_norm_f0.20,band_absmarg_norm_f0.20,band_runup_top1_f0.20,band_runup_ndist_f0.20,cut_wTP_f0.20,cut_wMISSED_f0.20,cut_wFPin_f0.20,cut_neff_f0.20,inc_wTP,inc_wMISSED,inc_wFPin,inc_neff,inc_neff_frac,sig_wTP_tau1.00,sig_wMISSED_tau1.00,sig_wFPin_tau1.00,sig_neff_tau1.00,sig_nefffrac_tau1.00,sig_wTP_tau0.25,sig_wMISSED_tau0.25,sig_wFPin_tau0.25,sig_neff_tau0.25,sig_nefffrac_tau0.25,sig_wTP_tau0.05,sig_wMISSED_tau0.05,sig_wFPin_tau0.05,sig_neff_tau0.05,sig_nefffrac_tau0.05,path
fioretto_ldf,dermmnist,ViTB16,L30_G30,2,10,5e-06,,,2003,67,0.11133300049925113,0.835820895522388,0.8796940160308129,3.2160082201064424,-1.7460193429766142,100,0.78,0.72,0.06000000000000005,0.012426192569790632,2.91671042881042,0.5,4,0.75,0.36,0.11,100.0,167,0.835820895522388,0.58,0.25582089552238807,0.012426192569790632,4.097804831723929,0.48502994011976047,4,0.6826347305389222,0.3473053892215569,0.0658682634730539,167.0,267,0.835820895522388,0.435,0.40082089552238803,0.012426192569790632,5.031928555276894,0.5056179775280899,4,0.5355805243445693,0.3258426966292135,0.04119850187265917,267.0,0.7532126816570511,0.16772873301171773,0.1748658352262136,55.36004876026136,0.027638566530335175,0.7392904765682888,0.18336104015773746,0.1825993416417323,54.95932494585201,0.027438504715852227,0.7780593285098051,0.0009851105028928168,0.2216294728544671,13.75973076398692,0.0068695610404328105,0.9540003823966783,1.1436132816505322e-15,0.04599961760332126,2.8752808303225392,0.0014354871843846927,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L30_G30/w10/fioretto_ldf/seed_2/config.json
tralo_bounded,dermmnist,ViTB16,L30_G30,1,10,5e-06,True,,2003,67,0.11133300049925113,0.8208955223880597,1.0035610025705637,2.9758977385697096,-1.9167411278884714,100,0.76,0.64,0.12,0.3756122666488114,2.6516400917972884,0.61,3,0.7,0.32,0.12,100.0,167,0.8208955223880597,0.51,0.31089552238805973,0.3756122666488114,3.4847978630069623,0.5808383233532934,3,0.6347305389221557,0.30538922155688625,0.0718562874251497,167.0,267,0.8208955223880597,0.42,0.40089552238805976,0.3756122666488114,3.930519693768314,0.5880149812734082,3,0.5205992509363296,0.3146067415730337,0.0449438202247191,267.0,0.7221656816999789,0.12421727959813635,0.20622586469497195,57.85823651295191,0.02888578957211778,0.7208536518131812,0.13560997564951843,0.19658543707079268,58.47378463509578,0.029193102663552562,0.7748314062997638,0.00024282526031823575,0.2251159012701092,9.172739994259057,0.004579500746010513,0.9962240121430519,2.078039534577364e-18,0.0037759878569480665,2.2464199464007852,0.0011215276816778758,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L30_G30/w10/tralo_bounded/seed_1/config.json
tralo_bounded,dermmnist,ViTB16,L30_G30,2,10,5e-06,True,,2003,67,0.11133300049925113,0.8507462686567164,0.8977269679030719,3.236473239455212,-1.6082731384226097,100,0.82,0.68,0.1399999999999999,0.05949072638642307,2.9118212657006173,0.49,4,0.75,0.34,0.09,100.0,167,0.8507462686567164,0.59,0.26074626865671646,0.05949072638642307,4.094204675360058,0.48502994011976047,4,0.6946107784431138,0.3532934131736527,0.059880239520958084,167.0,267,0.8507462686567164,0.43,0.42074626865671644,0.05949072638642307,5.009579964255948,0.4943820224719101,4,0.5355805243445693,0.32209737827715357,0.03745318352059925,267.0,0.7371597392707949,0.16643312784843098,0.1712925634521933,56.0944433274154,0.028005213842943286,0.7218438996019259,0.18556007887515816,0.17745922749806461,55.11440201343881,0.02751592711604534,0.7091777844712749,0.0019880483795224717,0.2901619374317985,12.431540281635714,0.006206460450142643,0.4291298692316815,2.0384519908187244e-14,0.5708701307683183,3.2257186526151336,0.0016104436608163422,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L30_G30/w10/tralo_bounded/seed_2/config.json
heuristic,dermmnist,ViTB16,L30_G30,1,10,5e-06,,,2003,67,0.11133300049925113,0.7611940298507462,2.2473930467134755,4.453504978050577,4.773945776741869,100,0.7,0.64,0.05999999999999994,0.01958866237503453,0.4841030273877097,0.62,3,0.67,0.32,0.15,100.0,167,0.7611940298507462,0.55,0.2111940298507462,0.01958866237503453,0.7829376012791791,0.6526946107784432,3,0.6347305389221557,0.32934131736526945,0.09580838323353294,167.0,267,0.7611940298507462,0.415,0.34619402985074627,0.01958866237503453,1.227617826539959,0.6704119850187266,3,0.50187265917603,0.31086142322097376,0.0599250936329588,267.0,0.29237399243316425,0.2887927327375791,0.001677717878756981,312.4983158391156,0.15601513521673271,0.28364828351370613,0.2813363992685793,0.001144557992827619,313.0107371758419,0.15627096214470387,0.1838808217913599,0.18388082003366812,1.0052330893296063e-09,74.15961367891138,0.03702427043380498,0.025227989353445755,0.025227989353445755,0.0,9.995138693571745,0.004990084220455189,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L30_G30/w10/heuristic/seed_1/config.json
heuristic,dermmnist,ViTB16,L30_G30,2,10,5e-06,,,2003,67,0.11133300049925113,0.8507462686567164,1.9308118027315135,4.8279782208625,5.785999535279923,100,0.82,0.68,0.1399999999999999,0.03627155522458715,0.5120916945382968,0.47,3,0.75,0.34,0.09,100.0,167,0.8507462686567164,0.56,0.2907462686567164,0.03627155522458715,0.9053023893096772,0.49101796407185627,3,0.6766467065868264,0.33532934131736525,0.059880239520958084,167.0,267,0.8507462686567164,0.495,0.35574626865671644,0.03627155522458715,1.5678095179630163,0.5393258426966292,3,0.5842696629213483,0.3707865168539326,0.03745318352059925,267.0,0.35019716408758256,0.3480653217887429,0.0006409100880543951,248.83257430683045,0.12422994224005514,0.34252748545312295,0.3410875100645212,0.00044318199589381616,248.14340757289781,0.12388587497398793,0.31747030711089474,0.3174703070539654,2.1349757699504052e-11,60.17144694566302,0.030040662479112842,0.12876580539017127,0.12876580539017127,0.0,11.611351284044764,0.005796980171764735,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L30_G30/w10/heuristic/seed_2/config.json
hounie_rcl,dermmnist,ViTB16,L50_G50,1,10,5e-06,,,2003,112,0.11133300049925113,0.7767857142857143,1.376626072015231,3.8518965082250554,-0.7459309169828063,100,0.72,0.5,0.21999999999999997,0.04186407394518582,0.9177834182587358,0.61,3,0.61,0.25,0.14,100.0,200,0.75,0.4,0.35,0.04186407394518582,1.9597542779848671,0.57,3,0.575,0.2,0.125,200.0,312,0.7767857142857143,0.37,0.4067857142857143,0.04186407394518582,2.4118042336592342,0.5897435897435898,3,0.5160256410256411,0.23717948717948717,0.08012820512820513,312.0,0.5756383174154751,0.21713049784714084,0.14805175761026487,132.7012223420368,0.0662512343195391,0.5637574468810252,0.22294234073128158,0.13800308285431553,135.19934960942737,0.06749842716396773,0.7409641315946419,0.02154826174499737,0.2296101716143016,25.07478423903015,0.012518614198217749,0.964586065688576,1.3233266681573304e-08,0.03541378725798872,6.405384298189229,0.0031978953061354114,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/hounie_rcl/seed_1/config.json
hounie_rcl,dermmnist,ViTB16,L50_G50,2,10,5e-06,,,2003,112,0.11133300049925113,0.7946428571428571,1.103208517951213,3.9099302553006057,-1.3156097924071797,100,0.7,0.52,0.17999999999999994,0.0036287699500803937,1.3696016952386918,0.49,4,0.61,0.26,0.15,100.0,200,0.77,0.45,0.32,0.0036287699500803937,2.826975134789501,0.5,4,0.61,0.225,0.115,200.0,312,0.7946428571428571,0.365,0.4296428571428571,0.0036287699500803937,3.5986791521101034,0.5288461538461539,4,0.5192307692307693,0.23397435897435898,0.07371794871794872,312.0,0.6712064817949002,0.15853529207571956,0.2154129760049805,92.04405383265501,0.04595309727042187,0.6689949593086951,0.16934715966201203,0.2088812267458787,90.96646814063774,0.045415111403214053,0.6319579897668586,0.005182164894566738,0.36740899544066147,23.69344496367155,0.011828979013315801,0.6286714687137186,7.529038779831278e-12,0.37132853128622645,3.7385705281432906,0.0018664855357679933,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/hounie_rcl/seed_2/config.json
tralo,dermmnist,ViTB16,L50_G50,1,10,5e-06,True,,2003,112,0.11133300049925113,0.7678571428571429,1.3442317216386712,3.8396733329589834,-0.8645209269788535,100,0.68,0.5,0.18000000000000005,0.0009030217579264129,1.1818835668043264,0.55,3,0.59,0.25,0.16,100.0,200,0.74,0.43,0.31,0.0009030217579264129,2.208968397187829,0.575,3,0.585,0.215,0.13,200.0,312,0.7678571428571429,0.37,0.3978571428571429,0.0009030217579264129,2.624662207803131,0.6057692307692307,3,0.5128205128205128,0.23717948717948717,0.08333333333333333,312.0,0.5932300568770359,0.21656145837254945,0.1662422847325677,119.69717661219204,0.05975894988127411,0.5806350231272343,0.22334563023591963,0.15389264383620377,121.29189098161885,0.06055511282157706,0.7295173087615318,0.021395503151590153,0.2550105418217221,18.21998788771269,0.009096349419726755,0.52863834482975,4.119690609556939e-09,0.47136158727360433,3.244255499063739,0.0016196982022285268,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/tralo/seed_1/config.json
tralo,dermmnist,ViTB16,L50_G50,2,10,5e-06,True,,2003,112,0.11133300049925113,0.8035714285714286,1.1285800379774162,4.044727632827116,-0.4101731937630943,100,0.72,0.52,0.19999999999999996,0.026140401179249765,2.0152226491129914,0.48,4,0.62,0.26,0.14,100.0,200,0.78,0.42,0.36000000000000004,0.026140401179249765,3.2072818499526865,0.485,4,0.6,0.21,0.11,200.0,312,0.8035714285714286,0.355,0.4485714285714286,0.026140401179249765,4.010568631870973,0.5256410256410257,4,0.5160256410256411,0.22756410256410256,0.07051282051282051,312.0,0.670838742831205,0.21001432210220808,0.17920533995967886,79.0225831683065,0.0394521134140322,0.6640656725333204,0.2292006326421022,0.1678876317330131,77.32120435528927,0.03860269813044896,0.7286714700288591,0.10381121211965853,0.21431505893248257,16.303275403862582,0.008139428559092651,0.9011033951000988,0.0004933521445703065,0.09832448484436575,3.9074591489567583,0.0019508033694242428,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/tralo/seed_2/config.json
danits_lp,dermmnist,ViTB16,L50_G50,1,10,5e-06,,,2003,112,0.11133300049925113,0.7232142857142857,2.2473930467134755,4.453504978050577,2.875727890267294,100,0.66,0.5,0.16000000000000003,0.00044677433421433567,0.36297467781742204,0.66,3,0.58,0.25,0.17,100.0,200,0.69,0.43,0.25999999999999995,0.00044677433421433567,0.754930252375297,0.635,3,0.56,0.215,0.155,200.0,312,0.7232142857142857,0.34,0.3832142857142857,0.00044677433421433567,1.0646093810356358,0.6762820512820513,3,0.4775641025641026,0.21794871794871795,0.09935897435897435,312.0,0.29237399243316425,0.27186284829575724,0.009436709941261423,312.4983158391156,0.15601513521673271,0.28364828351370613,0.2667203744780026,0.007298586937218051,313.0107371758419,0.15627096214470387,0.1838808217913599,0.18387624912027153,1.0139592072135915e-06,74.15961367891138,0.03702427043380498,0.025227989353445755,0.025227989353445755,0.0,9.995138693571745,0.004990084220455189,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/danits_lp/seed_1/config.json
danits_lp,dermmnist,ViTB16,L50_G50,2,10,5e-06,,,2003,112,0.11133300049925113,0.7678571428571429,1.9308118027315135,4.8279782208625,3.8162400551527735,100,0.68,0.48,0.20000000000000007,0.002716040799930145,0.47756000967144985,0.53,3,0.58,0.24,0.16,100.0,200,0.75,0.5,0.25,0.002716040799930145,0.9500239779708656,0.5,3,0.625,0.25,0.125,200.0,312,0.7678571428571429,0.4,0.3678571428571429,0.002716040799930145,1.422878380634345,0.5641025641025641,3,0.532051282051282,0.2564102564102564,0.08333333333333333,312.0,0.35019716408758256,0.3401452668558141,0.005449275897501144,248.83257430683045,0.12422994224005514,0.34252748545312295,0.334837766307351,0.0043667538534864795,248.14340757289781,0.12388587497398793,0.31747030711089474,0.3174702392551424,4.1734541054834616e-08,60.17144694566302,0.030040662479112842,0.12876580539017127,0.12876580539017127,0.0,11.611351284044764,0.005796980171764735,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/danits_lp/seed_2/config.json
fioretto_ldf,dermmnist,ViTB16,L50_G50,1,10,5e-06,,,2003,112,0.11133300049925113,0.7678571428571429,1.316173612920812,3.7719230610685672,-1.0638897199061168,100,0.68,0.5,0.18000000000000005,0.01040321512660947,0.9403306378743135,0.59,4,0.59,0.25,0.16,100.0,200,0.74,0.43,0.31,0.01040321512660947,2.064761542996118,0.57,3,0.585,0.215,0.13,200.0,312,0.7678571428571429,0.375,0.3928571428571429,0.01040321512660947,2.5330190579915812,0.6025641025641025,3,0.5160256410256411,0.2403846153846154,0.08333333333333333,312.0,0.6046516729371922,0.1973351884862079,0.17454023347321843,121.43069856630301,0.06062441266415527,0.592987357958108,0.20313049873437528,0.1666926161619345,124.0826881855147,0.0619484214605665,0.7720191474629859,0.010746936203658306,0.21895205271823354,23.107735995555093,0.011536563153047975,0.9255951501583547,8.142287310943694e-10,0.07440484931962126,3.2854718489606545,0.001640275511213507,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/fioretto_ldf/seed_1/config.json
fioretto_ldf,dermmnist,ViTB16,L50_G50,2,10,5e-06,,,2003,112,0.11133300049925113,0.7946428571428571,1.1028603662896668,3.9344214762675995,-1.0986445988492997,100,0.7,0.58,0.12,0.013103053051462596,1.3657036395196331,0.51,4,0.64,0.29,0.15,100.0,200,0.77,0.46,0.31,0.013103053051462596,2.8486983668210275,0.48,4,0.615,0.23,0.115,200.0,312,0.7946428571428571,0.36,0.4346428571428571,0.013103053051462596,3.681728889440725,0.5256410256410257,4,0.5160256410256411,0.23076923076923078,0.07371794871794872,312.0,0.6828383097402445,0.18685805723327262,0.20451023590399614,94.1452269453406,0.04700211030720949,0.6815947493297428,0.19601436500721026,0.19589219514169387,92.84575611568467,0.04635334803578865,0.6974955211736682,0.01075372344514192,0.30030204050062503,23.77462081008301,0.01186950614582277,0.741978778653951,3.0800954615067326e-10,0.2580212213371423,6.500108080337073,0.0032451862607773703,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/fioretto_ldf/seed_2/config.json
tralo_bounded,dermmnist,ViTB16,L50_G50,1,10,5e-06,True,,2003,112,0.11133300049925113,0.7767857142857143,1.3323041051000253,3.7733179859966923,-1.0869881077039716,100,0.72,0.48,0.24,0.017649583414759657,0.9623276664643298,0.6,3,0.6,0.24,0.14,100.0,200,0.75,0.4,0.35,0.017649583414759657,2.0673911718953075,0.585,3,0.575,0.2,0.125,200.0,312,0.7767857142857143,0.37,0.4067857142857143,0.017649583414759657,2.5119857184799788,0.5993589743589743,3,0.5160256410256411,0.23717948717948717,0.08012820512820513,312.0,0.5980748224284271,0.181868532297817,0.1664976247715375,120.85809942129544,0.06033854189780102,0.5871146486359948,0.18778774066754492,0.15885260116543437,123.27936840784254,0.061547363159182494,0.7846899157380454,0.006739764758614204,0.20516099204388522,22.97703458053855,0.011471310324782102,0.9954444348349919,4.433298560504391e-11,0.00455556448795447,3.6327745980214043,0.0018136667988124834,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/tralo_bounded/seed_1/config.json
tralo_bounded,dermmnist,ViTB16,L50_G50,2,10,5e-06,True,,2003,112,0.11133300049925113,0.7946428571428571,1.121481079385548,3.9542113194693815,-0.7736070911665499,100,0.68,0.54,0.14,0.038268950227404695,1.3836427063031513,0.51,4,0.61,0.27,0.16,100.0,200,0.77,0.45,0.32,0.038268950227404695,2.8402764169740715,0.49,4,0.61,0.225,0.115,200.0,312,0.7946428571428571,0.355,0.4396428571428571,0.038268950227404695,3.709264796007855,0.5256410256410257,4,0.5128205128205128,0.22756410256410256,0.07371794871794872,312.0,0.6857237472725607,0.19315638395994347,0.19649899206319915,92.32508670988484,0.04609340325006732,0.6843852068961075,0.2102650918015693,0.188893567078482,91.23361715694485,0.045548485849697874,0.727023477430373,0.027749360028964273,0.271951354789097,27.902803019578528,0.01393050575116252,0.8267575434256357,1.473732466891254e-07,0.17324245657423173,5.915206602727234,0.002953173541052039,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/tralo_bounded/seed_2/config.json
heuristic,dermmnist,ViTB16,L50_G50,1,10,5e-06,,,2003,112,0.11133300049925113,0.7232142857142857,2.2473930467134755,4.453504978050577,2.875727890267294,100,0.66,0.5,0.16000000000000003,0.00044677433421433567,0.36297467781742204,0.66,3,0.58,0.25,0.17,100.0,200,0.69,0.43,0.25999999999999995,0.00044677433421433567,0.754930252375297,0.635,3,0.56,0.215,0.155,200.0,312,0.7232142857142857,0.34,0.3832142857142857,0.00044677433421433567,1.0646093810356358,0.6762820512820513,3,0.4775641025641026,0.21794871794871795,0.09935897435897435,312.0,0.29237399243316425,0.27186284829575724,0.009436709941261423,312.4983158391156,0.15601513521673271,0.28364828351370613,0.2667203744780026,0.007298586937218051,313.0107371758419,0.15627096214470387,0.1838808217913599,0.18387624912027153,1.0139592072135915e-06,74.15961367891138,0.03702427043380498,0.025227989353445755,0.025227989353445755,0.0,9.995138693571745,0.004990084220455189,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/heuristic/seed_1/config.json
heuristic,dermmnist,ViTB16,L50_G50,2,10,5e-06,,,2003,112,0.11133300049925113,0.7678571428571429,1.9308118027315135,4.8279782208625,3.8162400551527735,100,0.68,0.48,0.20000000000000007,0.002716040799930145,0.47756000967144985,0.53,3,0.58,0.24,0.16,100.0,200,0.75,0.5,0.25,0.002716040799930145,0.9500239779708656,0.5,3,0.625,0.25,0.125,200.0,312,0.7678571428571429,0.4,0.3678571428571429,0.002716040799930145,1.422878380634345,0.5641025641025641,3,0.532051282051282,0.2564102564102564,0.08333333333333333,312.0,0.35019716408758256,0.3401452668558141,0.005449275897501144,248.83257430683045,0.12422994224005514,0.34252748545312295,0.334837766307351,0.0043667538534864795,248.14340757289781,0.12388587497398793,0.31747030711089474,0.3174702392551424,4.1734541054834616e-08,60.17144694566302,0.030040662479112842,0.12876580539017127,0.12876580539017127,0.0,11.611351284044764,0.005796980171764735,results/pending_runs/warmup_ablation/lane_vit/ViTB16/dermmnist/L50_G50/w10/heuristic/seed_2/config.json
hounie_rcl,tissuemnist,ViTB16,L30_G30,1,10,5e-06,,,2400,51,0.07125,0.7254901960784313,1.4605117756208736,2.718305655031674,-0.29663229624683185,111,0.7254901960784313,0.4166666666666667,0.30882352941176466,0.005224325103095187,1.2099390527926361,0.42342342342342343,5,0.5585585585585585,0.22522522522522523,0.12612612612612611,111.0,171,0.7254901960784313,0.31666666666666665,0.4088235294117647,0.005224325103095187,1.52581638795274,0.36257309941520466,5,0.43859649122807015,0.2222222222222222,0.08187134502923976,171.0,291,0.7254901960784313,0.25,0.47549019607843135,0.005224325103095187,2.1179237332124052,0.3470790378006873,6,0.3333333333333333,0.20618556701030927,0.048109965635738834,291.0,0.5014205433673535,0.23248304209525938,0.10498441734696569,124.29893366987527,0.05179122236244803,0.46690605015704306,0.24202949285576175,0.08432662037733275,134.16361605503977,0.0559015066895999,0.6327297587385055,0.19663276300064808,0.16307545724820868,27.34150346086921,0.011392293108695504,0.7573395155521879,0.002996996932202378,0.23762737616158208,6.073764687238411,0.002530735286349338,results/pending_runs/warmup_ablation/lane_vit/ViTB16/tissuemnist/L30_G30/w10/hounie_rcl/seed_1/config.json
hounie_rcl,tissuemnist,ViTB16,L30_G30,2,10,5e-06,,,2400,51,0.07125,0.6862745098039216,1.427121182059106,2.6817278800111772,-0.4540962276543243,111,0.6862745098039216,0.45,0.23627450980392156,0.07689034760587483,1.2616301164484667,0.42342342342342343,5,0.5585585585585585,0.24324324324324326,0.14414414414414414,111.0,171,0.6862745098039216,0.36666666666666664,0.31960784313725493,0.07689034760587483,1.682593754261239,0.391812865497076,5,0.4619883040935672,0.2573099415204678,0.0935672514619883,171.0,291,0.6862745098039216,0.2625,0.42377450980392156,0.07689034760587483,2.4362108676185743,0.28865979381443296,6,0.33676975945017185,0.21649484536082475,0.054982817869415807,291.0,0.5549641506368628,0.21555783221527752,0.1784995054003194,100.68966088420555,0.04195402536841898,0.5357969085976036,0.23764128205541318,0.15523972902328448,107.66176158321058,0.04485906732633774,0.6869112462270698,0.10331104139841421,0.26222736676007974,24.665113977073606,0.01027713082378067,0.5545506375196816,0.00010184444001212477,0.4454429952881443,3.8343534471588367,0.0015976472696495154,results/pending_runs/warmup_ablation/lane_vit/ViTB16/tissuemnist/L30_G30/w10/hounie_rcl/seed_2/config.json
tralo,tissuemnist,ViTB16,L30_G30,1,10,5e-06,True,,2400,51,0.07125,0.7254901960784313,1.3859021574348778,2.6390101684505756,-0.23369422699090237,111,0.7254901960784313,0.35,0.37549019607843137,0.0587357637246408,1.5416022852475761,0.36036036036036034,5,0.5225225225225225,0.1891891891891892,0.12612612612612611,111.0,171,0.7254901960784313,0.3,0.42549019607843136,0.0587357637246408,1.936199529026582,0.3333333333333333,6,0.4269005847953216,0.21052631578947367,0.08187134502923976,171.0,291,0.7254901960784313,0.23333333333333334,0.492156862745098,0.0587357637246408,2.565455246445361,0.29896907216494845,6,0.31958762886597936,0.19243986254295534,0.048109965635738834,291.0,0.5069194147479851,0.19557492106575944,0.12811236674675508,104.23235484725706,0.04343014785302377,0.46735530265572167,0.21237815286261266,0.10216958185517398,114.30993859461378,0.04762914108108907,0.6842976068291672,0.17183818180308003,0.15739732274274648,18.079053607481956,0.007532939003117482,0.7342049330135092,0.016994342137896832,0.2655719921908554,3.6450545891153183,0.001518772745464716,results/pending_runs/warmup_ablation/lane_vit/ViTB16/tissuemnist/L30_G30/w10/tralo/seed_1/config.json
tralo,tissuemnist,ViTB16,L30_G30,2,10,5e-06,True,,2400,51,0.07125,0.6862745098039216,1.3839728819072192,2.6233363046658087,-1.0110158551686879,111,0.6862745098039216,0.4666666666666667,0.2196078431372549,0.02399252965886872,1.6834321611377014,0.40540540540540543,5,0.5675675675675675,0.25225225225225223,0.14414414414414414,111.0,171,0.6862745098039216,0.3416666666666667,0.3446078431372549,0.02399252965886872,1.9968294287664305,0.38596491228070173,5,0.4444444444444444,0.23976608187134502,0.0935672514619883,171.0,291,0.6862745098039216,0.25,0.4362745098039216,0.02399252965886872,2.6486772078631655,0.27835051546391754,6,0.32646048109965636,0.20618556701030927,0.054982817869415807,291.0,0.5927815115792573,0.1690688435404253,0.21607338590451874,83.23776103658003,0.034682400431908345,0.5634852845425039,0.19925133820858884,0.19454720183729257,88.94164532147303,0.037059018883947095,0.7517620042731552,0.01957926141846975,0.23284724631181797,9.686120796209853,0.004035883665087439,0.9995732163463992,1.13716569804589e-10,0.00042678095294906783,1.9919897045226693,0.0008299957102177788,results/pending_runs/warmup_ablation/lane_vit/ViTB16/tissuemnist/L30_G30/w10/tralo/seed_2/config.json
danits_lp,tissuemnist,ViTB16,L30_G30,1,10,5e-06,,,2400,51,0.07125,0.7058823529411765,1.690609756158313,3.138949677184266,2.920720188521458,111,0.7058823529411765,0.48333333333333334,0.22254901960784318,0.005840533047495067,0.6710221887444006,0.5135135135135135,4,0.5855855855855856,0.26126126126126126,0.13513513513513514,111.0,171,0.7058823529411765,0.43333333333333335,0.27254901960784317,0.005840533047495067,0.9245326287301509,0.5087719298245614,4,0.5146198830409356,0.30409356725146197,0.08771929824561403,171.0,291,0.7058823529411765,0.3125,0.3933823529411765,0.005840533047495067,1.549422631513958,0.41924398625429554,6,0.38144329896907214,0.25773195876288657,0.05154639175257732,291.0,0.28805890752930136,0.26573182918547567,0.008778295731103905,342.7560575900442,0.14281502399585175,0.2527967464032631,0.2399547140165476,0.0055289609459455045,374.9659955054664,0.156235831460611,0.28299555456520775,0.28299095595122103,1.7612323461719758e-06,68.36990949576474,0.028487462289901976,0.3236631171072762,0.3236631171072762,0.0,12.431978778226448,0.0051799911575943535,results/pending_runs/warmup_ablation/lane_vit/ViTB16/tissuemnist/L30_G30/w10/danits_lp/seed_1/config.json
danits_lp,tissuemnist,ViTB16,L30_G30,2,10,5e-06,,,2400,51,0.07125,0.6470588235294118,1.4053430150877784,2.6170183495167607,0.8166991146730683,111,0.6470588235294118,0.48333333333333334,0.16372549019607846,0.01436826461948997,0.9309304306444692,0.5585585585585585,4,0.5585585585585585,0.26126126126126126,0.16216216216216217,111.0,171,0.6470588235294118,0.4166666666666667,0.2303921568627451,0.01436826461948997,1.2037433508336872,0.5321637426900585,5,0.4853801169590643,0.29239766081871343,0.10526315789473684,171.0,291,0.6470588235294118,0.2875,0.3595588235294118,0.01436826461948997,1.8689364977560867,0.4536082474226804,5,0.35051546391752575,0.23711340206185566,0.061855670103092786,291.0,0.419345401176755,0.30176011146587617,0.05577322063496644,226.475377462009,0.09436474060917041,0.37946397951312594,0.2915366159263697,0.03879368172541065,253.56472509890725,0.10565196879121136,0.5003608251827772,0.485008399284848,0.008245473951841905,51.9462304631837,0.02164426269299321,0.6620432502284997,0.6620432101096764,3.50757900912827e-08,9.435670488250372,0.003931529370104322,results/pending_runs/warmup_ablation/lane_vit/ViTB16/tissuemnist/L30_G30/w10/danits_lp/seed_2/config.json
fioretto_ldf,tissuemnist,ViTB16,L30_G30,1,10,5e-06,,,2400,51,0.07125,0.7058823529411765,1.3808192679084312,2.5962702648177682,-0.6156160450459438,111,0.7058823529411765,0.38333333333333336,0.32254901960784316,0.05961710074811335,1.2901084429002478,0.36936936936936937,5,0.5315315315315315,0.2072072072072072,0.13513513513513514,111.0,171,0.7058823529411765,0.30833333333333335,0.39754901960784317,0.05961710074811335,1.6768921717742473,0.3333333333333333,6,0.4269005847953216,0.21637426900584794,0.08771929824561403,171.0,291,0.7058823529411765,0.23333333333333334,0.4725490196078432,0.05961710074811335,2.3171656197339696,0.2852233676975945,6,0.3161512027491409,0.19243986254295534,0.05154639175257732,291.0,0.5311518691130217,0.18854439850431973,0.14129509184852865,107.46370434697768,0.04477654347790737,0.4940215414662695,0.20196748861790415,0.1210745596420056,118.49759611404247,0.04937399838085103,0.7077652789722495,0.07548433806286961,0.22659107489007108,21.26416907412646,0.008860070447552692,0.7215973727736719,3.6095355107524844e-06,0.27840224804032204,3.3610238438546554,0.0014004266016061065,results/pending_runs/warmup_ablation/lane_vit/ViTB16/tissuemnist/L30_G30/w10/fioretto_ldf/seed_1/config.json
