Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Limit_Class7,Hard_Class7,Soft_Class7,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4
51,0.9961,0.012984,0.105135,0.204692,0.000000,0.05,0.00,0,0,inf,913,911.33,inf,20,26.47,inf,207,199.16,inf,271,276.26,51,81,87.38,inf,98,102.03,inf,710,692.08,inf,100,105.28,33,37.30,25,48,50.08,26
55,1.0000,0.000000,0.101031,0.201506,0.000000,0.06,0.00,0,0,inf,893,898.39,inf,22,28.20,inf,193,183.35,inf,293,295.96,51,74,78.27,inf,109,111.93,inf,713,692.72,inf,103,111.19,29,32.74,25,45,45.53,26
60,1.0000,0.000000,0.024794,0.075100,0.000000,0.07,0.00,0,0,inf,895,900.64,inf,19,25.63,inf,190,179.81,inf,313,314.41,51,57,59.65,inf,110,113.33,inf,719,703.30,inf,97,103.22,24,24.61,25,33,35.04,26
63,1.0000,0.000000,0.000000,0.013697,0.000000,0.07,0.00,1,1,inf,896,900.22,inf,20,23.65,inf,188,175.77,inf,325,327.87,51,44,48.67,inf,109,114.72,inf,728,711.63,inf,90,97.46,18,20.00,25,26,28.67,26
64,1.0000,0.000000,0.000000,0.002717,0.000000,0.07,0.00,1,1,inf,891,898.20,inf,20,23.02,inf,186,174.61,inf,326,332.40,51,43,45.41,inf,109,115.24,inf,737,715.42,inf,88,95.70,17,18.64,25,26,26.77,26
65,1.0000,0.000000,0.000000,0.000000,0.000000,0.07,0.00,1,1,inf,866,879.18,inf,19,21.87,inf,188,176.19,inf,328,331.97,51,37,41.06,inf,116,119.38,inf,756,734.97,inf,90,95.38,16,17.07,25,21,23.99,26
66,1.0000,0.000000,0.000000,0.000903,0.000000,0.07,0.00,1,1,inf,857,870.14,inf,19,22.44,inf,189,178.59,inf,320,320.89,51,45,45.41,inf,114,121.33,inf,762,742.57,inf,94,98.64,19,19.12,25,26,26.29,26
