Epoch,Train_Acc,L_pred_CE,L_target_Global,L_feat_Local,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Dropout,Limit_Enrolled,Limit_Graduate,Hard_Dropout,Hard_Enrolled,Hard_Graduate,Soft_Dropout,Soft_Enrolled,Soft_Graduate,Excess_Dropout,Excess_Enrolled,Excess_Graduate,Course_ID,Course_Hard_Dropout,Course_Hard_Enrolled,Course_Hard_Graduate,Course_Soft_Dropout,Course_Soft_Enrolled,Course_Soft_Graduate
1,0.5033,1.248510,0.147245,0.274288,10.00,10.00,1,1,42,24,inf,2,0,440,40.15,22.85,379.00,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
3,0.5005,1.731088,0.000000,0.006242,10.00,10.00,1,1,42,24,inf,0,0,442,29.72,15.18,397.09,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
6,0.5005,2.007363,0.000000,0.043246,10.00,10.00,1,1,42,24,inf,0,0,442,31.47,19.53,391.00,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
9,0.5005,2.402190,0.000000,0.054643,10.00,10.00,1,1,42,24,inf,0,0,442,36.78,21.53,383.68,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
12,0.5005,2.486285,0.000000,0.126081,10.00,10.00,1,1,42,24,inf,0,0,442,37.44,21.97,382.59,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
15,0.5005,2.182293,0.148496,0.263651,10.00,10.00,1,1,42,24,inf,0,0,442,47.89,27.78,366.33,5.89,3.78,0.00,1,0,0,0,0.00,0.00,0.00
18,0.5005,2.105434,0.000000,0.043309,10.00,10.00,1,1,42,24,inf,0,0,442,35.38,19.42,387.20,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
21,0.5005,1.843942,0.000000,0.029488,10.00,10.00,1,1,42,24,inf,0,0,442,33.69,18.76,389.55,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
24,0.5005,1.825405,0.000000,0.000000,10.00,10.00,1,1,42,24,inf,0,0,442,28.69,14.95,398.36,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
27,0.5005,1.590442,0.000000,0.047378,10.00,10.00,1,1,42,24,inf,0,0,442,36.72,18.55,386.73,0.00,0.00,0.00,1,0,0,0,0.00,0.00,0.00
