Epoch,Train_Acc,L_CE,L_Global,L_Local,L_KL,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Class0,Hard_Class0,Soft_Class0,Limit_Class1,Hard_Class1,Soft_Class1,Limit_Class2,Hard_Class2,Soft_Class2,Limit_Class3,Hard_Class3,Soft_Class3,Limit_Class4,Hard_Class4,Soft_Class4,Limit_Class5,Hard_Class5,Soft_Class5,Limit_Class6,Hard_Class6,Soft_Class6,Group0_Hard_Class4,Group0_Soft_Class4,Group0_Limit_Class4,Group1_Hard_Class4,Group1_Soft_Class4,Group1_Limit_Class4,Group2_Hard_Class4,Group2_Soft_Class4,Group2_Limit_Class4
51,0.9994,0.003731,0.189515,0.532694,0.000000,0.05,0.00,0,0,inf,67,68.53,inf,112,113.35,inf,208,205.78,inf,12,14.32,67,157,157.00,inf,1417,1415.16,inf,30,28.86,70,71.57,29,65,62.50,26,22,22.93,12
55,1.0000,0.000000,0.245834,0.694135,0.000000,0.06,0.00,0,0,inf,69,71.00,inf,102,103.10,inf,210,210.02,inf,12,13.23,67,143,147.27,inf,1440,1430.54,inf,27,27.84,64,67.22,29,56,57.74,26,23,22.30,12
60,1.0000,0.000000,0.000000,0.011690,0.000000,0.07,0.00,1,0,inf,70,71.86,inf,93,90.83,inf,225,225.26,inf,12,12.92,67,66,64.13,inf,1510,1510.34,inf,27,27.67,33,31.94,29,22,22.49,26,11,9.70,12
61,1.0000,0.000000,0.000000,0.000000,0.000000,0.07,0.00,1,1,inf,70,71.24,inf,86,86.57,inf,231,225.18,inf,12,12.89,67,48,50.70,inf,1529,1528.80,inf,27,27.61,24,25.09,29,17,17.91,26,7,7.70,12
62,1.0000,0.000000,0.000000,0.000000,0.000000,0.07,0.00,1,1,inf,72,70.62,inf,83,83.50,inf,227,223.99,inf,12,12.80,67,43,42.29,inf,1539,1542.16,inf,27,27.64,22,20.65,29,15,15.36,26,6,6.28,12
63,1.0000,0.000000,0.000000,0.000000,0.000000,0.07,0.00,1,1,inf,69,70.53,inf,92,88.64,inf,226,224.10,inf,12,13.05,67,57,55.75,inf,1520,1523.17,inf,27,27.75,28,27.32,29,21,19.71,26,8,8.71,12
65,1.0000,0.000000,0.008197,0.032550,0.000000,0.07,0.00,0,0,inf,71,70.37,inf,95,94.53,inf,221,219.83,inf,12,13.29,67,70,72.19,inf,1508,1504.76,inf,26,28.03,34,34.66,29,25,26.05,26,11,11.47,12
68,1.0000,0.000000,0.000000,0.000000,0.000000,0.07,0.00,1,1,inf,68,67.36,inf,93,91.21,inf,217,212.78,inf,12,13.67,67,62,61.91,inf,1524,1528.31,inf,27,27.75,29,28.10,29,22,22.91,26,11,10.90,12
69,1.0000,0.000000,0.000000,0.000000,0.000000,0.07,0.00,1,1,inf,68,67.14,inf,92,90.67,inf,210,208.14,inf,12,13.85,67,62,60.99,inf,1532,1534.51,inf,27,27.70,28,27.00,29,23,22.95,26,11,11.05,12
70,1.0000,0.000000,0.000000,0.000000,0.000000,0.07,0.00,1,1,inf,68,67.38,inf,92,90.92,inf,204,203.63,inf,12,14.01,67,64,61.99,inf,1536,1537.39,inf,27,27.69,28,26.84,29,24,23.70,26,12,11.45,12
71,1.0000,0.000000,0.000000,0.000123,0.000000,0.07,0.00,1,1,inf,69,67.96,inf,93,91.74,inf,202,199.56,inf,12,14.13,67,65,64.19,inf,1535,1537.72,inf,27,27.70,28,27.34,29,25,24.82,26,12,12.02,12
