Constraint,Course_ID,Config,Satisfaction_Rate,Satisfied,Violated,Overprediction
"(0.9, 0.8)",2,dropout_high,1.0,2,0,0
"(0.9, 0.8)",2,lambda_high,1.0,2,0,0
"(0.9, 0.8)",2,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",2,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",3,arch_deep,1.0,2,0,0
"(0.9, 0.8)",3,dropout_high,1.0,2,0,0
"(0.9, 0.8)",3,lambda_high,1.0,2,0,0
"(0.9, 0.8)",3,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",3,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",4,arch_deep,1.0,2,0,0
"(0.9, 0.8)",4,dropout_high,1.0,2,0,0
"(0.9, 0.8)",4,lambda_high,1.0,2,0,0
"(0.9, 0.8)",4,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",4,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",5,arch_deep,1.0,2,0,0
"(0.9, 0.8)",5,dropout_high,1.0,2,0,0
"(0.9, 0.8)",5,lambda_high,1.0,2,0,0
"(0.9, 0.8)",5,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",5,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",6,arch_deep,1.0,2,0,0
"(0.9, 0.8)",6,dropout_high,1.0,2,0,0
"(0.9, 0.8)",6,lambda_high,1.0,2,0,0
"(0.9, 0.8)",6,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",6,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",7,arch_deep,1.0,2,0,0
"(0.9, 0.8)",7,dropout_high,1.0,2,0,0
"(0.9, 0.8)",7,lambda_high,1.0,2,0,0
"(0.9, 0.8)",7,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",7,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",8,arch_deep,1.0,2,0,0
"(0.9, 0.8)",8,dropout_high,1.0,2,0,0
"(0.9, 0.8)",8,lambda_high,1.0,2,0,0
"(0.9, 0.8)",8,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",8,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",9,arch_deep,1.0,2,0,0
"(0.9, 0.8)",9,dropout_high,1.0,2,0,0
"(0.9, 0.8)",9,lambda_high,1.0,2,0,0
"(0.9, 0.8)",9,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",9,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",10,arch_deep,1.0,2,0,0
"(0.9, 0.8)",10,dropout_high,1.0,2,0,0
"(0.9, 0.8)",10,lambda_high,1.0,2,0,0
"(0.9, 0.8)",10,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",10,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",11,arch_deep,1.0,2,0,0
"(0.9, 0.8)",11,dropout_high,1.0,2,0,0
"(0.9, 0.8)",11,lambda_high,1.0,2,0,0
"(0.9, 0.8)",11,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",11,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",12,arch_deep,1.0,2,0,0
"(0.9, 0.8)",12,dropout_high,1.0,2,0,0
"(0.9, 0.8)",12,lambda_high,1.0,2,0,0
"(0.9, 0.8)",12,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",12,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",13,arch_deep,1.0,2,0,0
"(0.9, 0.8)",13,dropout_high,1.0,2,0,0
"(0.9, 0.8)",13,lambda_high,1.0,2,0,0
"(0.9, 0.8)",13,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",13,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",14,arch_deep,1.0,2,0,0
"(0.9, 0.8)",14,dropout_high,1.0,2,0,0
"(0.9, 0.8)",14,lambda_high,1.0,2,0,0
"(0.9, 0.8)",14,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",14,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",15,arch_deep,1.0,2,0,0
"(0.9, 0.8)",15,dropout_high,1.0,2,0,0
"(0.9, 0.8)",15,lambda_high,1.0,2,0,0
"(0.9, 0.8)",15,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",15,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",16,arch_deep,1.0,2,0,0
"(0.9, 0.8)",16,dropout_high,1.0,2,0,0
"(0.9, 0.8)",16,lambda_high,1.0,2,0,0
"(0.9, 0.8)",16,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",16,very_deep_extreme_lambda,1.0,2,0,0
"(0.9, 0.8)",17,arch_deep,1.0,2,0,0
"(0.9, 0.8)",17,dropout_high,1.0,2,0,0
"(0.9, 0.8)",17,lambda_high,1.0,2,0,0
"(0.9, 0.8)",17,very_deep_baseline,1.0,2,0,0
"(0.9, 0.8)",17,very_deep_extreme_lambda,1.0,2,0,0
