dataset,seed,method,policy,accuracy,macro_f1,cc_f1,raw_feasible,task_updates,constraint_updates,joint_constraint_updates
cifar,1006,tralo_0.003,raw,0.6145,0.6004901074957384,0.3441487625208555,False,800,15,0
cifar,1006,tralo_0.003,upper_bound_correction,0.6105,0.5965686867637067,0.3160761460761461,False,800,15,0
cifar,1006,tralo_0.003,capped_first,0.624,0.6206439669185057,0.5175364098786259,False,800,15,0
cifar,1006,tralo_0.01,raw,0.5935,0.5719767248639309,0.11695238095238096,True,800,15,0
cifar,1006,tralo_0.01,upper_bound_correction,0.5935,0.5719767248639309,0.11695238095238096,True,800,15,0
cifar,1006,tralo_0.01,capped_first,0.6185,0.6166881495950889,0.49641692257926484,True,800,15,0
cifar,1006,tralo_1e-05,raw,0.6345,0.630790632993947,0.5912585865388812,False,800,15,0
cifar,1006,tralo_1e-05,upper_bound_correction,0.619,0.6150391654102961,0.5036773895679926,False,800,15,0
cifar,1006,tralo_1e-05,capped_first,0.6195,0.6158487958694959,0.5123730417419057,False,800,15,0
cifar,1006,tralo_3e-05,raw,0.634,0.6303712658570808,0.5881578113450827,False,800,15,0
cifar,1006,tralo_3e-05,upper_bound_correction,0.619,0.6150391654102961,0.5036773895679926,False,800,15,0
cifar,1006,tralo_3e-05,capped_first,0.6195,0.6158487958694959,0.5123730417419057,False,800,15,0
cifar,1006,tralo_null,raw,0.6345,0.6307581299026204,0.5897570850373797,False,800,0,0
cifar,1006,tralo_null,upper_bound_correction,0.619,0.6150391654102961,0.5036773895679926,False,800,0,0
cifar,1006,tralo_null,capped_first,0.6195,0.6158487958694959,0.5123730417419057,False,800,0,0
cifar,1007,alm_0.005,raw,0.6,0.5895369783261544,0.3409428477005737,True,800,0,600
cifar,1007,alm_0.005,upper_bound_correction,0.6,0.5895369783261544,0.3409428477005737,True,800,0,600
cifar,1007,alm_0.005,capped_first,0.613,0.6088216963902019,0.5158751325423835,True,800,0,600
cifar,1007,alm_0.015,raw,0.6015,0.5921593130251395,0.35842234890020014,True,800,0,600
cifar,1007,alm_0.015,upper_bound_correction,0.6015,0.5921593130251395,0.35842234890020014,True,800,0,600
cifar,1007,alm_0.015,capped_first,0.613,0.6084868716471408,0.5084677251349762,True,800,0,600
cifar,1007,alm_0.05,raw,0.602,0.5924614665412461,0.36645448179271717,True,800,0,600
cifar,1007,alm_0.05,upper_bound_correction,0.602,0.5924614665412461,0.36645448179271717,True,800,0,600
cifar,1007,alm_0.05,capped_first,0.6125,0.608207242543634,0.506223685864289,True,800,0,600
cifar,1007,alm_0.15,raw,0.6015,0.5912931107999946,0.3536457800511509,True,800,0,600
cifar,1007,alm_0.15,upper_bound_correction,0.6015,0.5912931107999946,0.3536457800511509,True,800,0,600
cifar,1007,alm_0.15,capped_first,0.613,0.6091905212302696,0.5069644266050297,True,800,0,600
cifar,1007,alm_0.5,raw,0.592,0.5796585316945407,0.32229382722988864,True,800,0,600
cifar,1007,alm_0.5,upper_bound_correction,0.592,0.5796585316945407,0.32229382722988864,True,800,0,600
cifar,1007,alm_0.5,capped_first,0.6055,0.6008652295745232,0.502713218875561,True,800,0,600
cifar,1007,alm_1.5,raw,0.592,0.5813211484861618,0.3952588313099993,True,800,0,600
cifar,1007,alm_1.5,upper_bound_correction,0.592,0.5813211484861618,0.3952588313099993,True,800,0,600
cifar,1007,alm_1.5,capped_first,0.6,0.5949988059469645,0.5145489676678315,True,800,0,600
cifar,1007,alm_5,raw,0.5905,0.5826798501424103,0.4454825049677991,False,800,0,600
cifar,1007,alm_5,upper_bound_correction,0.5875,0.5794023519331604,0.4218476213329154,False,800,0,600
cifar,1007,alm_5,capped_first,0.5925,0.5886786179349538,0.5008915602604243,False,800,0,600
cifar,1007,clipper,raw,0.6235,0.620057504911879,0.5805247087196205,False,800,0,0
cifar,1007,clipper,upper_bound_correction,0.6115,0.6081338996321595,0.5086391448014871,False,800,0,0
cifar,1007,clipper,capped_first,0.6125,0.6094389424762164,0.5173347969754001,False,800,0,0
cifar,1007,tralo_0.0001,raw,0.626,0.6221355721590583,0.5837215514162627,False,800,15,0
cifar,1007,tralo_0.0001,upper_bound_correction,0.6125,0.6083652954392086,0.5086391448014871,False,800,15,0
cifar,1007,tralo_0.0001,capped_first,0.6125,0.6086915086539542,0.5086391448014871,False,800,15,0
cifar,1007,tralo_0.0003,raw,0.625,0.6207513394408712,0.5749535203889888,False,800,15,0
cifar,1007,tralo_0.0003,upper_bound_correction,0.612,0.6076380989890149,0.499943492627574,False,800,15,0
cifar,1007,tralo_0.0003,capped_first,0.6125,0.6088152113401568,0.5086391448014871,False,800,15,0
cifar,1007,tralo_0.001,raw,0.6185,0.6126012123598565,0.5214845281046454,False,800,15,0
cifar,1007,tralo_0.001,upper_bound_correction,0.61,0.6045357581481832,0.47379725561177183,False,800,15,0
cifar,1007,tralo_0.001,capped_first,0.614,0.6109801957153621,0.5260304491493131,False,800,15,0
cifar,1007,tralo_0.003,raw,0.605,0.5919982271963715,0.33560693935693936,False,800,15,0
cifar,1007,tralo_0.003,upper_bound_correction,0.603,0.5900877306594482,0.3211624949124949,False,800,15,0
cifar,1007,tralo_0.003,capped_first,0.616,0.6125317074751727,0.5117792414198445,False,800,15,0
cifar,1007,tralo_0.01,raw,0.584,0.5593932298544404,0.09900751879699247,True,800,15,0
cifar,1007,tralo_0.01,upper_bound_correction,0.584,0.5593932298544404,0.09900751879699247,True,800,15,0
cifar,1007,tralo_0.01,capped_first,0.6105,0.6053980520762697,0.49049099665333884,True,800,15,0
cifar,1007,tralo_1e-05,raw,0.625,0.6206931455350722,0.5783700629389718,False,800,15,0
cifar,1007,tralo_1e-05,upper_bound_correction,0.6125,0.608364614085586,0.5086391448014871,False,800,15,0
cifar,1007,tralo_1e-05,capped_first,0.6125,0.6086908273003316,0.5086391448014871,False,800,15,0
cifar,1007,tralo_3e-05,raw,0.625,0.6207138711904728,0.579934785556326,False,800,15,0
cifar,1007,tralo_3e-05,upper_bound_correction,0.6125,0.608364614085586,0.5086391448014871,False,800,15,0
cifar,1007,tralo_3e-05,capped_first,0.6125,0.6086908273003316,0.5086391448014871,False,800,15,0
cifar,1007,tralo_null,raw,0.625,0.620762805807283,0.5772947941217675,False,800,0,0
cifar,1007,tralo_null,upper_bound_correction,0.613,0.6090935253774483,0.5086391448014871,False,800,0,0
cifar,1007,tralo_null,capped_first,0.6125,0.6086908273003316,0.5086391448014871,False,800,0,0
cifar,1008,alm_0.005,raw,0.6025,0.5933176845205904,0.3772451355147673,True,800,0,600
cifar,1008,alm_0.005,upper_bound_correction,0.6025,0.5933176845205904,0.3772451355147673,True,800,0,600
cifar,1008,alm_0.005,capped_first,0.6115,0.6070018393524795,0.507356614023865,True,800,0,600
cifar,1008,alm_0.015,raw,0.604,0.5954205971085766,0.39138950727204225,False,800,0,600
cifar,1008,alm_0.015,upper_bound_correction,0.6025,0.5937415755153609,0.38164591752845256,False,800,0,600
cifar,1008,alm_0.015,capped_first,0.6115,0.6072101081853585,0.5071415602604242,False,800,0,600
cifar,1008,alm_0.05,raw,0.6045,0.5962543329164295,0.396826439062911,False,800,0,600
cifar,1008,alm_0.05,upper_bound_correction,0.6035,0.5951852669193661,0.3909908952963327,False,800,0,600
cifar,1008,alm_0.05,capped_first,0.6125,0.6082627522256316,0.5071415602604242,False,800,0,600
cifar,1008,alm_0.15,raw,0.6035,0.5954274426164505,0.40973516889117556,False,800,0,600
cifar,1008,alm_0.15,upper_bound_correction,0.6025,0.5941763332585012,0.40094396009996675,False,800,0,600
cifar,1008,alm_0.15,capped_first,0.6105,0.6064846939212277,0.5145489676678315,False,800,0,600
cifar,1008,alm_0.5,raw,0.6025,0.5936585868763607,0.39097337130179177,True,800,0,600
cifar,1008,alm_0.5,upper_bound_correction,0.6025,0.5936585868763607,0.39097337130179177,True,800,0,600
cifar,1008,alm_0.5,capped_first,0.61,0.6060033732388598,0.5060683692573594,True,800,0,600
cifar,1008,alm_1.5,raw,0.6025,0.593248469489392,0.4111967374898409,False,800,0,600
cifar,1008,alm_1.5,upper_bound_correction,0.602,0.5926497718906945,0.4066383329314364,False,800,0,600
cifar,1008,alm_1.5,capped_first,0.609,0.604810987943736,0.5134160395082554,False,800,0,600
cifar,1008,alm_5,raw,0.599,0.5899650016309422,0.42545017747857505,False,800,0,600
cifar,1008,alm_5,upper_bound_correction,0.5975,0.5881907703869482,0.41288804726938605,False,800,0,600
cifar,1008,alm_5,capped_first,0.6045,0.599663352646135,0.5127215950638111,False,800,0,600
cifar,1008,clipper,raw,0.6305,0.6285439126148651,0.6292168982847347,False,800,0,0
cifar,1008,clipper,upper_bound_correction,0.6125,0.6089389030279098,0.5055292414198445,False,800,0,0
cifar,1008,clipper,capped_first,0.613,0.6093707579597647,0.5055292414198445,False,800,0,0
cifar,1008,tralo_0.0001,raw,0.6305,0.628699817939024,0.6243876127691262,False,800,15,0
cifar,1008,tralo_0.0001,upper_bound_correction,0.6125,0.6097209891093757,0.5142248935937576,False,800,15,0
cifar,1008,tralo_0.0001,capped_first,0.612,0.6088330525794954,0.5055292414198445,False,800,15,0
cifar,1008,tralo_0.0003,raw,0.629,0.6269279130610428,0.6107704461155027,False,800,15,0
cifar,1008,tralo_0.0003,upper_bound_correction,0.614,0.6112263244874221,0.521632301001165,False,800,15,0
cifar,1008,tralo_0.0003,capped_first,0.6135,0.6109491041043194,0.521632301001165,False,800,15,0
cifar,1008,tralo_0.001,raw,0.6225,0.6186435279212233,0.5630668354854977,False,800,15,0
cifar,1008,tralo_0.001,upper_bound_correction,0.614,0.6097082021770215,0.5002838734942706,False,800,15,0
cifar,1008,tralo_0.001,capped_first,0.6155,0.6126035264555884,0.527882301001165,False,800,15,0
cifar,1008,tralo_0.003,raw,0.609,0.5995367404527542,0.4175093560459414,False,800,15,0
cifar,1008,tralo_0.003,upper_bound_correction,0.6045,0.5948564730027627,0.38371961371961366,False,800,15,0
cifar,1008,tralo_0.003,capped_first,0.614,0.6110132289242444,0.519186648827252,False,800,15,0
cifar,1008,tralo_0.01,raw,0.586,0.5612211959398425,0.08772338772338772,True,800,15,0
cifar,1008,tralo_0.01,upper_bound_correction,0.586,0.5612211959398425,0.08772338772338772,True,800,15,0
cifar,1008,tralo_0.01,capped_first,0.611,0.606515149134931,0.4786854410977833,True,800,15,0
cifar,1008,tralo_1e-05,raw,0.6315,0.6296711803577483,0.6315076441048924,False,800,15,0
cifar,1008,tralo_1e-05,upper_bound_correction,0.612,0.6087707300759965,0.5055292414198445,False,800,15,0
cifar,1008,tralo_1e-05,capped_first,0.6125,0.6092025850078514,0.5055292414198445,False,800,15,0
cifar,1008,tralo_3e-05,raw,0.632,0.6302077782627673,0.6330949456921939,False,800,15,0
cifar,1008,tralo_3e-05,upper_bound_correction,0.613,0.6100905215377316,0.5142248935937576,False,800,15,0
cifar,1008,tralo_3e-05,capped_first,0.6125,0.6092025850078514,0.5055292414198445,False,800,15,0
cifar,1008,tralo_null,raw,0.6315,0.6296711803577483,0.6315076441048924,False,800,0,0
cifar,1008,tralo_null,upper_bound_correction,0.612,0.6087707300759965,0.5055292414198445,False,800,0,0
cifar,1008,tralo_null,capped_first,0.6125,0.6092025850078514,0.5055292414198445,False,800,0,0
cifar,1009,alm_0.005,raw,0.6095,0.5976929836764545,0.3468621351766513,True,800,0,600
cifar,1009,alm_0.005,upper_bound_correction,0.6095,0.5976929836764545,0.3468621351766513,True,800,0,600
cifar,1009,alm_0.005,capped_first,0.6235,0.6179031330029003,0.5197804491493131,True,800,0,600
cifar,1009,alm_0.015,raw,0.611,0.6004316459230123,0.371535089465193,True,800,0,600
cifar,1009,alm_0.015,upper_bound_correction,0.611,0.6004316459230123,0.371535089465193,True,800,0,600
cifar,1009,alm_0.015,capped_first,0.623,0.6177693846736818,0.5218094346565595,True,800,0,600
cifar,1009,alm_0.05,raw,0.609,0.5970105482989995,0.34834091369348,True,800,0,600
cifar,1009,alm_0.05,upper_bound_correction,0.609,0.5970105482989995,0.34834091369348,True,800,0,600
cifar,1009,alm_0.05,capped_first,0.623,0.6174660838250752,0.5218094346565595,True,800,0,600
cifar,1009,alm_0.15,raw,0.6075,0.5953997865758592,0.3537502765996681,True,800,0,600
cifar,1009,alm_0.15,upper_bound_correction,0.6075,0.5953997865758592,0.3537502765996681,True,800,0,600
cifar,1009,alm_0.15,capped_first,0.62,0.614879099625045,0.516253879101004,True,800,0,600
cifar,1009,alm_0.5,raw,0.606,0.5955651743153485,0.37042173195590605,True,800,0,600
cifar,1009,alm_0.5,upper_bound_correction,0.606,0.5955651743153485,0.37042173195590605,True,800,0,600
cifar,1009,alm_0.5,capped_first,0.6165,0.6120153095097547,0.5138082269270909,True,800,0,600
cifar,1009,alm_1.5,raw,0.607,0.5973937935477645,0.40608955552971776,False,800,0,600
cifar,1009,alm_1.5,upper_bound_correction,0.606,0.5962799021627733,0.3980858298789333,False,800,0,600
cifar,1009,alm_1.5,capped_first,0.615,0.6108327299873205,0.5258153953858723,False,800,0,600
cifar,1009,alm_5,raw,0.605,0.5965234008677129,0.45900295381719536,False,800,0,600
cifar,1009,alm_5,upper_bound_correction,0.6025,0.5938725674877715,0.43887684211213623,False,800,0,600
cifar,1009,alm_5,capped_first,0.6085,0.6043450189738081,0.5282610475597853,False,800,0,600
cifar,1009,clipper,raw,0.633,0.6259343802135101,0.5927253507001791,False,800,0,0
cifar,1009,clipper,upper_bound_correction,0.6195,0.612535147955998,0.5110847969754,False,800,0,0
cifar,1009,clipper,capped_first,0.6205,0.6142068903742456,0.5284761013232262,False,800,0,0
cifar,1009,tralo_0.0001,raw,0.6335,0.6263311955253622,0.5871878502567822,False,800,15,0
cifar,1009,tralo_0.0001,upper_bound_correction,0.6225,0.6156348934820524,0.5110847969754,False,800,15,0
cifar,1009,tralo_0.0001,capped_first,0.623,0.61637285506972,0.5197804491493131,False,800,15,0
cifar,1009,tralo_0.0003,raw,0.6355,0.6280724910365912,0.5959230148414336,False,800,15,0
cifar,1009,tralo_0.0003,upper_bound_correction,0.623,0.6159152801458515,0.5122705677263882,False,800,15,0
cifar,1009,tralo_0.0003,capped_first,0.624,0.6176915486607679,0.5284761013232262,False,800,15,0
cifar,1009,tralo_0.001,raw,0.6315,0.6230675868007539,0.5564653111479736,False,800,15,0
cifar,1009,tralo_0.001,upper_bound_correction,0.6215,0.6124820297647792,0.4809749172747275,False,800,15,0
cifar,1009,tralo_0.001,capped_first,0.6245,0.6177455422852335,0.5197804491493131,False,800,15,0
cifar,1009,tralo_0.003,raw,0.6165,0.6012281599925974,0.3770514670514671,False,800,15,0
cifar,1009,tralo_0.003,upper_bound_correction,0.613,0.5975003113899473,0.3500832500832501,False,800,15,0
cifar,1009,tralo_0.003,capped_first,0.624,0.6179623413519861,0.5247422043828075,False,800,15,0
cifar,1009,tralo_0.01,raw,0.5865,0.5603721160485826,0.09463777089783282,True,800,15,0
cifar,1009,tralo_0.01,upper_bound_correction,0.5865,0.5603721160485826,0.09463777089783282,True,800,15,0
cifar,1009,tralo_0.01,capped_first,0.616,0.6109009058423349,0.5104909966533389,True,800,15,0
cifar,1009,tralo_1e-05,raw,0.6345,0.6274564117272599,0.5877484403379778,False,800,15,0
cifar,1009,tralo_1e-05,upper_bound_correction,0.623,0.6160511490610986,0.5110847969754,False,800,15,0
cifar,1009,tralo_1e-05,capped_first,0.6235,0.6167891106487663,0.5197804491493131,False,800,15,0
cifar,1009,tralo_3e-05,raw,0.634,0.6270401561482136,0.5877484403379778,False,800,15,0
cifar,1009,tralo_3e-05,upper_bound_correction,0.6225,0.6156348934820524,0.5110847969754,False,800,15,0
cifar,1009,tralo_3e-05,capped_first,0.623,0.61637285506972,0.5197804491493131,False,800,15,0
cifar,1009,tralo_null,raw,0.634,0.6270182650785869,0.5855891960734704,False,800,0,0
cifar,1009,tralo_null,upper_bound_correction,0.623,0.6160511490610986,0.5110847969754,False,800,0,0
cifar,1009,tralo_null,capped_first,0.6235,0.6167891106487663,0.5197804491493131,False,800,0,0
cifar,1010,alm_0.005,raw,0.6105,0.6020290766774543,0.3737300094418318,True,800,0,600
cifar,1010,alm_0.005,upper_bound_correction,0.6105,0.6020290766774543,0.3737300094418318,True,800,0,600
cifar,1010,alm_0.005,capped_first,0.621,0.6180852924966614,0.5172096736051854,True,800,0,600
cifar,1010,alm_0.015,raw,0.612,0.6042428786313748,0.39136129883915005,False,800,0,600
cifar,1010,alm_0.015,upper_bound_correction,0.612,0.6042333097920188,0.3926840501619014,False,800,0,600
cifar,1010,alm_0.015,capped_first,0.621,0.6177225432342116,0.5160985624940744,False,800,0,600
cifar,1010,alm_0.05,raw,0.612,0.6035596741584963,0.3743920836832063,True,800,0,600
cifar,1010,alm_0.05,upper_bound_correction,0.612,0.6035596741584963,0.3743920836832063,True,800,0,600
cifar,1010,alm_0.05,capped_first,0.6225,0.619504638776724,0.5160985624940744,True,800,0,600
cifar,1010,alm_0.15,raw,0.61,0.599838344636037,0.35005864261447117,True,800,0,600
cifar,1010,alm_0.15,upper_bound_correction,0.61,0.599838344636037,0.35005864261447117,True,800,0,600
cifar,1010,alm_0.15,capped_first,0.623,0.6189341027722112,0.5136529103201612,True,800,0,600
cifar,1010,alm_0.5,raw,0.6155,0.6057859919567661,0.3864129488383263,True,800,0,600
cifar,1010,alm_0.5,upper_bound_correction,0.6155,0.6057859919567661,0.3864129488383263,True,800,0,600
cifar,1010,alm_0.5,capped_first,0.6245,0.6198850451392888,0.49940170259069266,True,800,0,600
cifar,1010,alm_1.5,raw,0.6135,0.60270208527064,0.41098015775647345,True,800,0,600
cifar,1010,alm_1.5,upper_bound_correction,0.6135,0.60270208527064,0.41098015775647345,True,800,0,600
cifar,1010,alm_1.5,capped_first,0.618,0.6124795140451355,0.49960331549391856,True,800,0,600
cifar,1010,alm_5,raw,0.5975,0.5872804648222587,0.4088251190268912,False,800,0,600
cifar,1010,alm_5,upper_bound_correction,0.5955,0.5853210302344594,0.3936141861688995,False,800,0,600
cifar,1010,alm_5,capped_first,0.6035,0.5985921475396134,0.5060549283971444,False,800,0,600
cifar,1010,clipper,raw,0.64,0.6372309466693091,0.6216783526282551,False,800,0,0
cifar,1010,clipper,upper_bound_correction,0.6225,0.6184801354539193,0.5163389952730767,False,800,0,0
cifar,1010,clipper,capped_first,0.6215,0.6175084162610495,0.5138545232233872,False,800,0,0
cifar,1010,tralo_0.0001,raw,0.6405,0.6387489464527425,0.6140441834536495,False,800,15,0
cifar,1010,tralo_0.0001,upper_bound_correction,0.624,0.620970094725934,0.5163389952730767,False,800,15,0
cifar,1010,tralo_0.0001,capped_first,0.624,0.6213245692751843,0.5225501753973003,False,800,15,0
cifar,1010,tralo_0.0003,raw,0.6395,0.6369327431629241,0.5949899730717698,False,800,15,0
cifar,1010,tralo_0.0003,upper_bound_correction,0.624,0.6206330017705037,0.5088201982805954,False,800,15,0
cifar,1010,tralo_0.0003,capped_first,0.624,0.6214605990011148,0.5225501753973003,False,800,15,0
cifar,1010,tralo_0.001,raw,0.6335,0.6297382030170613,0.5571775630288128,False,800,15,0
cifar,1010,tralo_0.001,upper_bound_correction,0.624,0.6200804416436686,0.5012257384265497,False,800,15,0
cifar,1010,tralo_0.001,capped_first,0.6225,0.6195948899132404,0.5138545232233872,False,800,15,0
cifar,1010,tralo_0.003,raw,0.62,0.607607572333537,0.38019178801739145,False,800,15,0
cifar,1010,tralo_0.003,upper_bound_correction,0.615,0.602423182055707,0.34378654559299726,False,800,15,0
cifar,1010,tralo_0.003,capped_first,0.6255,0.6225364860554012,0.5214172472377241,False,800,15,0
cifar,1010,tralo_0.01,raw,0.5925,0.5686033269562941,0.10085470085470086,True,800,15,0
cifar,1010,tralo_0.01,upper_bound_correction,0.5925,0.5686033269562941,0.10085470085470086,True,800,15,0
cifar,1010,tralo_0.01,capped_first,0.6185,0.6166201597621866,0.5125199821605853,True,800,15,0
cifar,1010,tralo_1e-05,raw,0.6415,0.6401339743275548,0.6218985660192002,False,800,15,0
cifar,1010,tralo_1e-05,upper_bound_correction,0.624,0.6209946573160672,0.5163389952730767,False,800,15,0
cifar,1010,tralo_1e-05,capped_first,0.624,0.621373954560353,0.5225501753973003,False,800,15,0
cifar,1010,tralo_3e-05,raw,0.641,0.6397313182663621,0.6212492153698496,False,800,15,0
cifar,1010,tralo_3e-05,upper_bound_correction,0.624,0.6209946573160672,0.5163389952730767,False,800,15,0
cifar,1010,tralo_3e-05,capped_first,0.624,0.621373954560353,0.5225501753973003,False,800,15,0
cifar,1010,tralo_null,raw,0.641,0.6396250352625517,0.6185922232391733,False,800,0,0
cifar,1010,tralo_null,upper_bound_correction,0.624,0.6209946573160672,0.5163389952730767,False,800,0,0
cifar,1010,tralo_null,capped_first,0.624,0.621373954560353,0.5225501753973003,False,800,0,0
cifar,1011,alm_0.005,raw,0.608,0.5983750537814605,0.32614557026536517,True,800,0,600
cifar,1011,alm_0.005,upper_bound_correction,0.608,0.5983750537814605,0.32614557026536517,True,800,0,600
cifar,1011,alm_0.005,capped_first,0.6215,0.6183696252503376,0.507558226927091,True,800,0,600
cifar,1011,alm_0.015,raw,0.61,0.6016208851713968,0.3538482656161685,True,800,0,600
cifar,1011,alm_0.015,upper_bound_correction,0.61,0.6016208851713968,0.3538482656161685,True,800,0,600
cifar,1011,alm_0.015,capped_first,0.622,0.6193066968702937,0.507558226927091,True,800,0,600
cifar,1011,alm_0.05,raw,0.61,0.6012828822352996,0.3548009144555634,True,800,0,600
cifar,1011,alm_0.05,upper_bound_correction,0.61,0.6012828822352996,0.3548009144555634,True,800,0,600
cifar,1011,alm_0.05,capped_first,0.622,0.6187103862231086,0.49886257475317786,True,800,0,600
cifar,1011,alm_0.15,raw,0.6075,0.5988216922832883,0.35547140583430903,True,800,0,600
cifar,1011,alm_0.15,upper_bound_correction,0.6075,0.5988216922832883,0.35547140583430903,True,800,0,600
cifar,1011,alm_0.15,capped_first,0.6205,0.6174611109921241,0.5125199821605853,True,800,0,600
cifar,1011,alm_0.5,raw,0.6035,0.5937723548250491,0.35282984314862875,True,800,0,600
cifar,1011,alm_0.5,upper_bound_correction,0.6035,0.5937723548250491,0.35282984314862875,True,800,0,600
cifar,1011,alm_0.5,capped_first,0.6155,0.6120121375291749,0.5125199821605853,True,800,0,600
cifar,1011,alm_1.5,raw,0.6085,0.5995097149922928,0.38787595522551027,False,800,0,600
cifar,1011,alm_1.5,upper_bound_correction,0.608,0.5989375339759024,0.38331755066710577,False,800,0,600
cifar,1011,alm_1.5,capped_first,0.6165,0.612877708109852,0.5115641876564037,False,800,0,600
cifar,1011,alm_5,raw,0.595,0.5856449172599434,0.41138888678594554,False,800,0,600
cifar,1011,alm_5,upper_bound_correction,0.593,0.5833262868281824,0.3945939523439523,False,800,0,600
cifar,1011,alm_5,capped_first,0.599,0.5948975188152198,0.4982308543230703,False,800,0,600
cifar,1011,clipper,raw,0.633,0.6306776191662199,0.583894375690835,False,800,0,0
cifar,1011,clipper,upper_bound_correction,0.6205,0.6185404123775432,0.5197804491493131,False,800,0,0
cifar,1011,clipper,capped_first,0.621,0.6190519746366447,0.5197804491493131,False,800,0,0
cifar,1011,tralo_0.0001,raw,0.6325,0.6295371757246319,0.5774259230917203,False,800,15,0
cifar,1011,tralo_0.0001,upper_bound_correction,0.622,0.6191859604264821,0.5131137824826465,False,800,15,0
cifar,1011,tralo_0.0001,capped_first,0.6225,0.6198408817318711,0.5197804491493131,False,800,15,0
cifar,1011,tralo_0.0003,raw,0.6335,0.6304418511931422,0.5851149549739276,False,800,15,0
cifar,1011,tralo_0.0003,upper_bound_correction,0.6215,0.6185695803816043,0.5078264261608074,False,800,15,0
cifar,1011,tralo_0.0003,capped_first,0.6225,0.6200189563649362,0.5197804491493131,False,800,15,0
cifar,1011,tralo_0.001,raw,0.628,0.6231498793117944,0.5286143456098962,False,800,15,0
cifar,1011,tralo_0.001,upper_bound_correction,0.6195,0.6151634113730019,0.476717138699275,False,800,15,0
cifar,1011,tralo_0.001,capped_first,0.6235,0.6216793209772087,0.5358835087306336,False,800,15,0
cifar,1011,tralo_0.003,raw,0.618,0.6069155929346753,0.3832502934317816,False,800,15,0
cifar,1011,tralo_0.003,upper_bound_correction,0.614,0.6029919483424687,0.354650004831493,False,800,15,0
cifar,1011,tralo_0.003,capped_first,0.626,0.6239226905307695,0.5365779531750781,False,800,15,0
cifar,1011,tralo_0.01,raw,0.5905,0.5628849011265602,0.06742857142857142,True,800,15,0
cifar,1011,tralo_0.01,upper_bound_correction,0.5905,0.5628849011265602,0.06742857142857142,True,800,15,0
cifar,1011,tralo_0.01,capped_first,0.6165,0.6114976559822886,0.4841947003570426,True,800,15,0
cifar,1011,tralo_1e-05,raw,0.6335,0.6309494605547162,0.5771546302117277,False,800,15,0
cifar,1011,tralo_1e-05,upper_bound_correction,0.6215,0.6187218254930388,0.5131137824826465,False,800,15,0
cifar,1011,tralo_1e-05,capped_first,0.622,0.6194112581639496,0.5197804491493131,False,800,15,0
cifar,1011,tralo_3e-05,raw,0.633,0.6302907642204063,0.5752783718452914,False,800,15,0
cifar,1011,tralo_3e-05,upper_bound_correction,0.622,0.6191514490609603,0.5131137824826465,False,800,15,0
cifar,1011,tralo_3e-05,capped_first,0.6225,0.6198408817318711,0.5197804491493131,False,800,15,0
cifar,1011,tralo_null,raw,0.6335,0.6310888301147649,0.5808894786965763,False,800,0,0
cifar,1011,tralo_null,upper_bound_correction,0.6215,0.6190040297334654,0.5197804491493131,False,800,0,0
cifar,1011,tralo_null,capped_first,0.622,0.6194112581639496,0.5197804491493131,False,800,0,0
cifar,1012,alm_0.005,raw,0.5945,0.5855388012584275,0.37674714481446603,False,800,0,600
cifar,1012,alm_0.005,upper_bound_correction,0.594,0.5850443855401312,0.3728432409105621,False,800,0,600
cifar,1012,alm_0.005,capped_first,0.6055,0.6008921984107274,0.5193637824826465,False,800,0,600
cifar,1012,alm_0.015,raw,0.597,0.589077075941272,0.41688876360460797,False,800,0,600
cifar,1012,alm_0.015,upper_bound_correction,0.5965,0.5886139513955713,0.41443413506302296,False,800,0,600
cifar,1012,alm_0.015,capped_first,0.6035,0.5986823661887599,0.5131137824826465,False,800,0,600
cifar,1012,alm_0.05,raw,0.5975,0.589643332678946,0.41386566314185236,False,800,0,600
cifar,1012,alm_0.05,upper_bound_correction,0.597,0.5891489169606497,0.40996175923794853,False,800,0,600
cifar,1012,alm_0.05,capped_first,0.6065,0.6024874134688765,0.5284761013232262,False,800,0,600
cifar,1012,alm_0.15,raw,0.5965,0.5875926051773823,0.39424917992154607,True,800,0,600
cifar,1012,alm_0.15,upper_bound_correction,0.5965,0.5875926051773823,0.39424917992154607,True,800,0,600
cifar,1012,alm_0.15,capped_first,0.606,0.6017353526446915,0.516253879101004,True,800,0,600
cifar,1012,alm_0.5,raw,0.598,0.58978600225498,0.41157965961913323,False,800,0,600
cifar,1012,alm_0.5,upper_bound_correction,0.5975,0.5892160744975523,0.4070212550607287,False,800,0,600
cifar,1012,alm_0.5,capped_first,0.6075,0.6030401481785154,0.5193637824826465,False,800,0,600
cifar,1012,alm_1.5,raw,0.597,0.5880539064105401,0.403628934418408,False,800,0,600
cifar,1012,alm_1.5,upper_bound_correction,0.5965,0.5873897326213663,0.3990705298600036,False,800,0,600
cifar,1012,alm_1.5,capped_first,0.606,0.6011800051511005,0.5256382617304778,False,800,0,600
cifar,1012,alm_5,raw,0.5885,0.5787557713816743,0.4110603992956934,False,800,0,600
cifar,1012,alm_5,upper_bound_correction,0.586,0.5761349598174059,0.39115807939337355,False,800,0,600
cifar,1012,alm_5,capped_first,0.594,0.5895996382055069,0.5214172472377242,False,800,0,600
cifar,1012,clipper,raw,0.623,0.6191975780418043,0.5938778868867857,False,800,0,0
