Metric,Value
Overall Accuracy,0.5317
""
Macro Averaged Metrics,
Precision (Macro),0.4836
Recall (Macro),0.3662
F1-Score (Macro),0.2868
""
Weighted Averaged Metrics,
Precision (Weighted),0.5586
Recall (Weighted),0.5317
F1-Score (Weighted),0.3983
""
Per-Class Metrics,
Class,Precision,Recall,F1-Score,Support
Dropout,0.9333,0.0986,0.1783,142
Enrolled,0.0000,0.0000,0.0000,79
Graduate,0.5176,1.0000,0.6821,221
""
Confusion Matrix,
,Dropout,Enrolled,Graduate
Dropout,14,0,128
Enrolled,1,0,78
Graduate,0,0,221
